rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.22265923721392,83.80597791541638,002006,精工科技,bottom_area,2023-04-13,21.97,2023-04-11,21.6,1.7129629629629508,4.62962962962963,29.938371715861166,False,-1.524,0.8091,3,3,3,100.0,35.330825112752166,61.48648648648647,8.28703703703705,1.7129629629629508,历史3/3次成功; 当前距低点1.71%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
12,77.31911663184458,71.63190640159529,000887,中鼎股份,bottom_area,2023-04-13,12.23,2023-04-06,12.11,0.9909165978530223,6.853839801816681,28.512396694214885,False,-0.6499,1.1992,2,2,2,100.0,17.53331314354936,23.84615384615385,9.009083402146977,0.9909165978530223,历史2/2次成功; 当前距低点0.99%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
13,76.91089017601927,70.08417262073979,001299,美能能源,bottom_area,2023-04-13,16.2,2023-04-11,16.18,0.12360939431396523,3.4610630407910925,28.407079646017703,False,-1.7586,3.1231,1,1,1,100.0,15.247322794492616,15.247322794492616,9.876390605686035,0.12360939431396523,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
14,76.17618326559612,69.51703630126639,002729,好利科技,bottom_area,2023-04-13,19.96,2023-04-12,19.92,0.20080321285140132,1.9076305220883483,32.79352226720647,False,-1.5779,2.0106,1,1,1,100.0,13.144449605202036,13.144449605202036,9.799196787148599,0.20080321285140132,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
15,73.08321496064059,67.51498595076924,000799,酒鬼酒,bottom_area,2023-04-13,121.02,2023-04-13,120.01,0.8415965336221906,2.3248062661444813,28.84501363690264,False,-0.0248,1.3401,1,1,1,100.0,10.235623910902333,10.235623910902333,9.158403466377809,0.8415965336221906,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-0.02%; 状态bottom_area; 底部未确认
16,72.6796934397757,71.49944653916049,603051,鹿山新材,bottom_area,2023-04-13,48.04,2023-04-04,46.13,4.140472577498366,6.82852807283763,31.14925373134328,False,-0.8258,4.8464,2,2,2,100.0,15.58991406374611,18.738110336081178,5.8595274225016345,4.140472577498366,历史2/2次成功; 当前距低点4.14%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
17,67.35479626339128,66.14789711167722,688357,建龙微纳,bottom_area,2023-04-13,94.27,2023-04-12,90.6,4.050772626931569,5.684326710816784,28.396427724650287,False,1.8035,0.7575,2,3,2,66.66666666666666,18.801032443088825,26.291618828932272,5.949227373068432,4.050772626931569,历史2/3次成功; 当前距低点4.05%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
18,67.16389638306359,66.89682598954447,002645,华宏科技,confirmed_rebound,2023-04-13,15.53,2023-03-20,14.82,4.790823211875837,11.066126855600542,29.22636103151863,True,-0.7668,1.2694,1,1,1,100.0,16.50485436893203,16.50485436893203,5.2091767881241635,4.790823211875837,历史1/1次成功; 当前距低点4.79%; 最新日涨幅-0.77%; 状态confirmed_rebound; 底部已确认
19,60.8812990004979,55.90975529247626,300763,锦浪科技,bottom_area,2023-04-13,125.1,2023-04-13,124.44,0.5303760848601708,3.0215364834458303,29.531683560790533,False,-0.2392,1.3993,1,2,1,50.0,35.693617021276594,35.693617021276594,9.46962391513983,0.5303760848601708,历史1/2次成功; 当前距低点0.53%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
20,59.80939344670949,58.28881564721687,000756,新华制药,bottom_area,2023-04-13,24.15,2023-04-13,23.3,3.6480686695278877,4.592274678111589,27.164738980931535,False,0.2491,3.4972,1,2,1,50.0,24.38931297709925,24.38931297709925,6.351931330472113,3.6480686695278877,历史1/2次成功; 当前距低点3.65%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
21,59.724023880481994,54.75438135030073,001319,铭科精技,bottom_area,2023-04-13,20.46,2023-04-13,20.37,0.44182621502209063,1.9636720667648433,27.431421446384036,False,-1.3025,2.9451,1,2,1,50.0,28.396479142747793,28.396479142747793,9.55817378497791,0.44182621502209063,历史1/2次成功; 当前距低点0.44%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
22,58.297126705722114,53.69632771722361,002192,融捷股份,bottom_area,2023-04-13,74.8,2023-04-06,74.29,0.686498855835228,4.118993135011425,29.43579027355623,False,-2.043,2.5076,1,2,1,50.0,25.707231766279197,25.707231766279197,9.313501144164773,0.686498855835228,历史1/2次成功; 当前距低点0.69%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
23,57.636350117868574,55.28602629471175,002520,日发精机,bottom_area,2023-04-13,6.21,2023-04-06,6.04,2.8145695364238397,7.284768211920537,27.316486161251508,True,-2.0505,2.5864,1,3,1,33.33333333333333,30.752212389380546,30.752212389380546,7.185430463576161,2.8145695364238397,历史1/3次成功; 当前距低点2.81%; 最新日涨幅-2.05%; 状态bottom_area; 底部已确认
