rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.641499430802,85.65553171785413,002116,中国海诚,bottom_area,2022-12-27,10.5,2022-12-27,10.39,1.0587102983638057,2.983638113570729,27.696590118302012,False,0.1908,2.255,3,3,3,100.0,14.781673108191493,18.51179673321235,6.941289701636194,1.0587102983638057,历史3/3次成功; 当前距低点1.06%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
12,75.87090221142805,74.5070444486394,300542,新晨科技,bottom_area,2022-12-27,11.8,2022-12-23,11.45,3.056768558951978,4.716157205240183,27.89672544080605,False,-1.1725,1.6561,2,2,2,100.0,18.47568152177371,21.587301587301592,4.943231441048022,3.056768558951978,历史2/2次成功; 当前距低点3.06%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
13,75.78339734349385,71.07131457681993,002838,道恩股份,bottom_area,2022-12-27,18.22,2022-12-27,18.1,0.6629834254143504,4.309392265193356,27.830940988835717,False,-3.5469,2.966,2,2,2,100.0,20.71460638045511,24.95606326889279,7.33701657458565,0.6629834254143504,历史2/2次成功; 当前距低点0.66%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
14,75.71783389267813,73.19457362542674,002693,双成药业,confirmed_rebound,2022-12-27,7.31,2022-12-27,7.15,2.2377622377622273,8.25174825174825,27.77777777777778,False,-5.5556,5.4929,2,2,2,100.0,21.810061975938755,34.61538461538462,5.762237762237773,2.2377622377622273,历史2/2次成功; 当前距低点2.24%; 最新日涨幅-5.56%; 状态confirmed_rebound; 底部未确认
15,75.61707996068913,73.36400529568424,000650,仁和药业,bottom_area,2022-12-27,6.33,2022-12-27,6.18,2.4271844660194235,7.281553398058256,27.20848056537103,False,-4.5249,6.1385,2,2,2,100.0,14.827881065637138,17.19038817005545,5.5728155339805765,2.4271844660194235,历史2/2次成功; 当前距低点2.43%; 最新日涨幅-4.52%; 状态bottom_area; 底部未确认
16,74.82970797795711,73.81976796407184,000059,华锦股份,bottom_area,2022-12-27,6.9,2022-12-23,6.68,3.293413173652705,4.19161676646707,27.233115468409586,False,0.1451,0.624,1,1,1,100.0,11.874999999999996,11.874999999999996,4.706586826347295,3.293413173652705,历史1/1次成功; 当前距低点3.29%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
17,74.68852117507946,72.19571715006052,002362,汉王科技,bottom_area,2022-12-27,16.01,2022-12-23,15.66,2.2349936143039684,4.278416347381853,32.933618843683085,False,-1.4769,5.794,1,1,1,100.0,12.642487046632112,12.642487046632112,5.765006385696032,2.2349936143039684,历史1/1次成功; 当前距低点2.23%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
18,74.46333705373591,74.10352801597051,000159,国际实业,bottom_area,2022-12-27,6.92,2022-12-23,6.67,3.7481259370314843,7.346326836581713,32.48987854251013,True,-1.983,2.9652,2,2,2,100.0,15.587393292485462,19.8744769874477,4.251874062968516,3.7481259370314843,历史2/2次成功; 当前距低点3.75%; 最新日涨幅-1.98%; 状态bottom_area; 底部已确认
19,73.47098748990436,72.4718151536477,603289,泰瑞机器,bottom_area,2022-12-27,9.11,2022-12-23,8.82,3.287981859410421,5.555555555555558,29.888712241653415,False,-1.1931,1.5512,1,1,1,100.0,27.034482758620705,27.034482758620705,4.71201814058958,3.287981859410421,历史1/1次成功; 当前距低点3.29%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
20,73.24796894239554,74.14407745227393,688115,思林杰,bottom_area,2022-12-27,39.98,2022-12-23,38.21,4.632295210677823,5.312745354619213,31.375718390804597,False,1.3178,1.7559,2,2,2,100.0,13.364035121609469,16.977032898820603,3.3677047893221776,4.632295210677823,历史2/2次成功; 当前距低点4.63%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
21,73.04085007196734,68.02622783855148,000597,东北制药,bottom_area,2022-12-27,6.62,2022-12-27,6.6,0.30303030303031003,7.727272727272738,29.032258064516135,False,-9.6862,8.9987,1,1,1,100.0,16.59751037344398,16.59751037344398,7.696969696969689,0.30303030303031003,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-9.69%; 状态bottom_area; 底部未确认
22,72.93118754075775,71.26352411919295,002793,罗欣药业,bottom_area,2022-12-27,7.35,2022-12-26,7.15,2.7972027972027873,5.594405594405587,27.558257345491377,False,-2.3904,2.0941,1,1,1,100.0,14.52229299363058,14.52229299363058,5.202797202797213,2.7972027972027873,历史1/1次成功; 当前距低点2.80%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
23,72.62195393752307,68.62957659300179,688298,东方生物,bottom_area,2022-12-27,81.0,2022-12-27,80.15,1.0605115408608787,6.912039925140351,32.63573709867204,False,-5.4953,6.32,4,6,4,66.66666666666666,11.510087309128625,15.470039788586028,6.939488459139122,1.0605115408608787,历史4/6次成功; 当前距低点1.06%; 最新日涨幅-5.50%; 状态bottom_area; 底部未确认
24,72.62094231560876,72.74581748276066,688167,炬光科技,bottom_area,2022-12-27,96.47,2022-12-26,92.68,4.089339663357781,7.682347863616734,27.423649177760375,False,-0.0207,2.7967,2,2,2,100.0,21.66404255492686,23.41569581359622,3.9106603366422195,4.089339663357781,历史2/2次成功; 当前距低点4.09%; 最新日涨幅-0.02%; 状态bottom_area; 底部未确认
25,72.25106222214862,72.39370992643718,002395,双象股份,bottom_area,2022-12-27,10.15,2022-12-20,9.75,4.102564102564106,5.641025641025648,28.62371888726208,False,-0.6849,0.8008,1,1,1,100.0,36.59976387249114,36.59976387249114,3.8974358974358942,4.102564102564106,历史1/1次成功; 当前距低点4.10%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
26,70.98916051387279,69.80459764474976,603318,水发燃气,bottom_area,2022-12-27,8.91,2022-12-23,8.64,3.1249999999999947,4.629629629629613,29.92700729927007,False,-0.7795,3.2008,1,1,1,100.0,10.696761530912658,10.696761530912658,4.875000000000005,3.1249999999999947,历史1/1次成功; 当前距低点3.12%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
27,70.44377107592722,70.5337060841991,001332,锡装股份,bottom_area,2022-12-27,58.35,2022-12-23,56.07,4.06634563937935,5.796326021045122,32.874416377349455,False,-1.1017,4.6935,1,1,1,100.0,26.155774956903304,26.155774956903304,3.9336543606206504,4.06634563937935,历史1/1次成功; 当前距低点4.07%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
28,70.44313147620716,68.76341448124543,002420,毅昌科技,bottom_area,2022-12-27,7.86,2022-12-27,7.65,2.7450980392156854,6.928104575163389,28.43779232927969,False,-3.202,12.8881,1,1,1,100.0,10.657193605683846,10.657193605683846,5.254901960784315,2.7450980392156854,历史1/1次成功; 当前距低点2.75%; 最新日涨幅-3.20%; 状态bottom_area; 底部未确认
29,70.0022326635658,70.67498696991233,603286,日盈电子,bottom_area,2022-12-27,15.8,2022-12-23,15.12,4.497354497354507,5.2910052910052965,27.828162291169452,False,0.3175,1.1856,1,1,1,100.0,9.725565719788154,9.725565719788154,3.5026455026454926,4.497354497354507,历史1/1次成功; 当前距低点4.50%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
30,57.84779758032648,55.865027420246946,002786,银宝山新,bottom_area,2022-12-27,7.01,2022-12-22,6.86,2.186588921282791,5.685131195335272,31.05527638190954,False,-1.8207,3.1502,1,2,1,50.0,15.916398713826371,15.916398713826371,5.813411078717209,2.186588921282791,历史1/2次成功; 当前距低点2.19%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
