rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.35390547158116,83.75904146026156,000411,英特集团,bottom_area,2023-10-18,11.63,2023-08-24,11.38,2.196836555360281,9.490333919156415,27.974683544303797,True,-2.7592,1.8792,3,3,3,100.0,31.816283905822544,47.98426745329401,7.80316344463972,2.196836555360281,历史3/3次成功; 当前距低点2.20%; 最新日涨幅-2.76%; 状态bottom_area; 底部已确认
12,80.54307926977438,75.46325691699604,300512,中亚股份,bottom_area,2023-10-18,7.71,2023-08-25,7.59,1.581027667984191,9.090909090909085,28.260869565217394,True,-2.1574,0.4224,1,1,1,100.0,12.999999999999995,12.999999999999995,8.418972332015809,1.581027667984191,历史1/1次成功; 当前距低点1.58%; 最新日涨幅-2.16%; 状态bottom_area; 底部已确认
13,80.2595288115246,72.9632080104769,600322,津投城开,bottom_area,2023-10-18,2.26,2023-10-17,2.26,0.0,3.0973451327433756,31.097560975609756,False,-1.7391,2.5752,2,2,2,100.0,24.802193604714613,35.828877005347586,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
14,79.77571743856903,72.92929392705003,603326,我乐家居,bottom_area,2023-10-18,10.29,2023-10-18,10.26,0.2923976608187072,2.436647173489279,28.251748251748253,False,-2.0932,2.8579,2,2,2,100.0,15.946024697401477,20.141843971631218,9.707602339181292,0.2923976608187072,历史2/2次成功; 当前距低点0.29%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
15,79.51514926068627,72.62772886915671,603025,大豪科技,bottom_area,2023-10-18,12.19,2023-10-18,12.16,0.24671052631578422,1.9736842105263175,28.930450029222676,False,-1.6142,0.3381,2,2,2,100.0,13.76467133955222,13.87573964497043,9.753289473684216,0.24671052631578422,历史2/2次成功; 当前距低点0.25%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
16,79.49682375558871,73.25999905709936,601226,华电科工,bottom_area,2023-10-18,5.65,2023-10-18,5.61,0.7130124777183606,3.3868092691622014,31.16564417177914,False,-2.7539,0.4544,1,1,1,100.0,39.54659949622166,39.54659949622166,9.28698752228164,0.7130124777183606,历史1/1次成功; 当前距低点0.71%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
17,78.7932561796227,72.58380498863548,301313,凡拓数创,bottom_area,2023-10-18,27.61,2023-10-18,27.42,0.6929248723559362,2.4799416484318004,31.875776397515526,False,-1.9879,4.4496,3,4,3,75.0,39.831579019392564,52.43243243243245,9.307075127644064,0.6929248723559362,历史3/4次成功; 当前距低点0.69%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
18,78.43925480769232,71.30841346153846,600004,白云机场,bottom_area,2023-10-18,10.5,2023-10-18,10.5,0.0,1.6190476190476182,28.8135593220339,False,-1.6854,0.403,1,1,1,100.0,32.57211538461537,32.57211538461537,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
19,77.99661204432715,72.0285335501702,600408,安泰集团,bottom_area,2023-10-18,2.45,2023-10-18,2.43,0.8230452674897125,2.880658436213985,28.947368421052627,False,-1.2097,2.259,2,2,2,100.0,17.60793957014374,21.457489878542503,9.176954732510287,0.8230452674897125,历史2/2次成功; 当前距低点0.82%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
20,77.8127125331565,70.73882957559681,002314,南山控股,bottom_area,2023-10-18,3.01,2023-10-18,3.01,0.0,1.9933554817275767,27.118644067796616,False,-1.634,0.9541,2,2,2,100.0,12.843169761273208,13.750000000000004,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
21,77.56050459366863,70.62307126686464,600009,上海机场,bottom_area,2023-10-18,35.63,2023-10-18,35.6,0.0842696629213515,1.68539325842697,27.24300020437359,False,-1.9268,0.4208,3,4,3,75.0,21.829065044759854,27.704918032786885,9.91573033707865,0.0842696629213515,历史3/4次成功; 当前距低点0.08%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
22,77.38001673468689,70.45204611440361,001322,箭牌家居,bottom_area,2023-10-18,12.62,2023-10-18,12.61,0.07930214115780956,3.0927835051546437,27.942857142857147,False,-3.1466,3.6234,1,1,1,100.0,26.897069872276486,26.897069872276486,9.92069785884219,0.07930214115780956,历史1/1次成功; 当前距低点0.08%; 最新日涨幅-3.15%; 状态bottom_area; 底部未确认
23,77.22657645894733,74.0254748440687,002145,钛能化学,confirmed_rebound,2023-10-18,4.44,2023-09-26,4.32,2.77777777777778,10.416666666666648,30.32258064516129,True,-1.5521,1.0485,2,2,2,100.0,13.488216007537837,16.649537512846855,7.2222222222222205,2.77777777777778,历史2/2次成功; 当前距低点2.78%; 最新日涨幅-1.55%; 状态confirmed_rebound; 底部已确认
24,76.8842926173331,70.7539835714328,688220,翱捷科技,bottom_area,2023-10-18,58.17,2023-10-18,57.8,0.6401384083045062,3.6678200692041605,28.287841191067,False,-2.5465,0.7605,1,1,1,100.0,25.180102915951984,25.180102915951984,9.359861591695493,0.6401384083045062,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
25,76.2354519498635,69.58641137175705,000729,燕京啤酒,bottom_area,2023-10-18,9.44,2023-10-18,9.42,0.21231422505307404,1.8046709129511669,29.438202247191008,False,-1.6667,0.3212,1,1,1,100.0,13.658536585365852,13.658536585365852,9.787685774946926,0.21231422505307404,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
26,76.21625701783725,70.11687119630035,000524,岭南控股,bottom_area,2023-10-18,8.07,2023-10-17,8.02,0.6234413965087371,3.366583541147127,28.392857142857142,False,-1.4652,0.8487,1,1,1,100.0,21.550094517958406,21.550094517958406,9.376558603491263,0.6234413965087371,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
27,75.72707024029576,68.84279112754159,600032,浙江新能,bottom_area,2023-10-18,9.36,2023-10-18,9.36,0.0,2.670940170940171,29.940119760479046,False,-1.9895,0.9895,1,1,1,100.0,19.31608133086876,19.31608133086876,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
28,75.62352207293668,68.74865642994243,000006,深振业A,bottom_area,2023-10-18,4.21,2023-10-18,4.21,0.0,2.3752969121140057,30.983606557377048,False,-1.6355,1.0904,1,1,1,100.0,18.809980806142043,18.809980806142043,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
29,75.38138778633908,68.92961576767792,688281,华秦科技,bottom_area,2023-10-18,137.8,2023-10-18,137.38,0.3057213568205095,3.748726161013252,28.954853389874337,False,-2.8894,1.8503,1,1,1,100.0,11.272368071121925,11.272368071121925,9.69427864317949,0.3057213568205095,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-2.89%; 状态bottom_area; 底部未确认
30,75.26957153706671,68.88752259603315,601156,东航物流,bottom_area,2023-10-18,11.42,2023-10-18,11.38,0.35149384885763746,2.7240773286467372,30.184049079754597,False,-2.226,0.9197,1,1,1,100.0,11.607142857142852,11.607142857142852,9.648506151142364,0.35149384885763746,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-2.23%; 状态bottom_area; 底部未确认
31,75.185,68.35,000965,天保基建,bottom_area,2023-10-18,3.27,2023-10-18,3.27,0.0,1.8348623853211024,28.75816993464052,False,-2.0958,1.1676,1,1,1,100.0,16.666666666666664,16.666666666666664,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
32,73.2357386694933,67.33894214374017,301378,通达海,bottom_area,2023-10-18,48.99,2023-10-18,48.7,0.5954825462012302,3.5934291581108826,27.59440975319655,False,-3.2774,3.2383,1,1,1,100.0,16.487324457413823,16.487324457413823,9.404517453798771,0.5954825462012302,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-3.28%; 状态bottom_area; 底部未确认
33,68.16610934798088,61.96919031634624,000428,华天酒店,bottom_area,2023-10-18,3.95,2023-10-18,3.95,0.0,2.531645569620244,29.464285714285705,False,-2.7094,1.4912,2,3,2,66.66666666666666,21.25012714881498,28.045977011494273,10.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
34,62.41899977433623,57.91690995478902,603191,望变电气,bottom_area,2023-10-18,15.09,2023-10-18,14.93,1.071667782987275,2.478231748158078,29.140958709065025,False,-0.5274,2.0883,1,2,1,50.0,13.281249999999995,13.281249999999995,8.928332217012725,1.071667782987275,历史1/2次成功; 当前距低点1.07%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
35,56.07583005938784,51.47181818181817,002069,獐子岛,bottom_area,2023-10-18,3.98,2023-10-17,3.96,0.5050505050505055,2.525252525252516,30.03533568904594,False,-0.7481,0.599,1,3,1,33.33333333333333,30.967741935483854,30.967741935483854,9.494949494949495,0.5050505050505055,历史1/3次成功; 当前距低点0.51%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
