rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.11688595534638,84.93908396946566,002687,乔治白,bottom_area,2024-07-25,3.99,2024-07-25,3.93,1.5267175572519098,2.035623409669202,32.82051282051282,False,0.5038,0.6813,1,1,1,100.0,64.00000000000001,64.00000000000001,18.47328244274809,1.5267175572519098,历史1/1次成功; 当前距低点1.53%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
18,84.24734450255121,71.85878665916165,603368,柳药集团,bottom_area,2024-07-25,16.74,2024-07-25,16.53,1.2704174228674971,2.6618269812462048,31.410788381742737,False,-0.0597,1.0645,2,3,2,66.66666666666666,37.89608449802624,42.85714285714285,18.729582577132504,1.2704174228674971,历史2/3次成功; 当前距低点1.27%; 最新日涨幅-0.06%; 状态bottom_area; 底部未确认
19,83.27930701535388,70.21154341454037,600970,中材国际,bottom_area,2024-07-25,9.51,2024-07-25,9.45,0.6349206349206402,2.010582010582024,30.206794682422455,False,-0.8342,0.4787,1,1,1,100.0,22.19979818365287,22.19979818365287,19.36507936507936,0.6349206349206402,历史1/1次成功; 当前距低点0.63%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
20,83.15703249330592,72.4966879996963,601886,江河集团,bottom_area,2024-07-25,4.57,2024-07-25,4.46,2.4663677130044914,3.363228699551578,29.54186413902054,False,1.5556,0.6683,2,3,2,66.66666666666666,33.5125791326875,33.5540838852097,17.53363228699551,2.4663677130044914,历史2/3次成功; 当前距低点2.47%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
21,79.3410537464881,67.95569051580699,600058,五矿发展,bottom_area,2024-07-25,6.1,2024-07-25,6.01,1.4975041597337746,2.495840266222968,31.85941043083901,False,0.1642,0.2836,1,2,1,50.0,99.54954954954954,99.54954954954954,18.502495840266224,1.4975041597337746,历史1/2次成功; 当前距低点1.50%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
22,78.05171469042085,69.12103260201847,603209,兴通股份,bottom_area,2024-07-25,12.43,2024-07-25,12.03,3.3250207813798864,4.23940149625935,28.093245666467432,False,2.0525,1.0782,2,3,2,66.66666666666666,25.889318908053443,26.115859449192786,16.674979218620116,3.3250207813798864,历史2/3次成功; 当前距低点3.33%; 最新日涨幅2.05%; 状态bottom_area; 底部未确认
23,75.03722817514122,63.49303922511949,002246,北化股份,bottom_area,2024-07-25,7.26,2024-07-25,7.2,0.8333333333333279,3.055555555555552,31.882686849574267,False,-0.684,1.5456,2,3,2,66.66666666666666,27.399852464800023,31.992687385740403,19.166666666666675,0.8333333333333279,历史2/3次成功; 当前距低点0.83%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
24,72.865255618411,63.274960652843504,688188,柏楚电子,bottom_area,2024-07-25,139.9,2024-07-25,136.82,2.251132875310636,4.64844321005702,32.58438038925844,False,0.6185,0.6529,1,2,1,50.0,34.07281509974057,34.07281509974057,17.748867124689365,2.251132875310636,历史1/2次成功; 当前距低点2.25%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
25,72.46732644102724,62.21113036549376,601163,三角轮胎,bottom_area,2024-07-25,14.4,2024-07-25,14.17,1.6231474947071307,2.5405786873676743,27.18396711202467,False,0.911,0.5212,1,2,1,50.0,20.655412115193645,20.655412115193645,18.37685250529287,1.6231474947071307,历史1/2次成功; 当前距低点1.62%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
26,70.32010306852762,60.65345817231491,002346,柘中股份,bottom_area,2024-07-25,7.04,2024-07-25,6.91,1.8813314037626612,2.6049204052098367,29.989868287740624,False,1.5873,0.2372,1,3,1,33.33333333333333,34.89010989010989,34.89010989010989,18.118668596237338,1.8813314037626612,历史1/3次成功; 当前距低点1.88%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
27,67.88604020843428,59.35687978582727,000697,炼石航空,bottom_area,2024-07-25,5.47,2024-07-18,5.33,2.626641651031889,7.129455909943713,30.144167758846656,True,0.1832,0.8428,1,3,1,33.33333333333333,27.861771058315338,27.861771058315338,17.37335834896811,2.626641651031889,历史1/3次成功; 当前距低点2.63%; 最新日涨幅0.18%; 状态bottom_area; 底部已确认
28,66.37233979974562,59.51824413237383,601156,东航物流,bottom_area,2024-07-25,15.04,2024-07-23,14.46,4.011065006915617,9.474412171507602,31.175630652070446,False,0.0,1.5458,1,2,1,50.0,35.44877606527652,35.44877606527652,15.988934993084383,4.011065006915617,历史1/2次成功; 当前距低点4.01%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
29,64.93756066084431,55.01576424932042,002833,弘亚数控,bottom_area,2024-07-25,15.67,2024-07-25,15.53,0.9014810045074086,1.9317450096587296,30.854853072128236,False,-0.0638,0.7362,1,2,1,50.0,35.43624161073825,35.43624161073825,19.09851899549259,0.9014810045074086,历史1/2次成功; 当前距低点0.90%; 最新日涨幅-0.06%; 状态bottom_area; 底部未确认
30,64.66818453681483,57.78301524562397,603320,迪贝电气,bottom_area,2024-07-25,12.79,2024-07-25,12.32,3.8149350649350557,5.032467532467526,32.30769230769231,False,0.6294,3.9255,1,2,1,50.0,23.71541501976285,23.71541501976285,16.185064935064947,3.8149350649350557,历史1/2次成功; 当前距低点3.81%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
31,63.842660192742805,54.032658890067154,001203,大中矿业,bottom_area,2024-07-25,8.35,2024-07-25,8.28,0.8454106280193272,2.4154589371980806,28.80481513327602,False,-0.8314,0.4112,1,2,1,50.0,29.46341463414634,29.46341463414634,19.154589371980673,0.8454106280193272,历史1/2次成功; 当前距低点0.85%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
32,60.47649189123278,50.397076576027324,300573,兴齐眼药,bottom_area,2024-07-25,115.38,2024-07-25,115.38,0.0,7.236956144912471,28.627984659161203,False,-7.3997,5.3205,1,4,1,25.0,42.86062675283501,42.86062675283501,20.0,0.0,历史1/4次成功; 当前距低点0.00%; 最新日涨幅-7.40%; 状态bottom_area; 底部未确认
33,59.95453477927876,50.5941804419733,002545,东方铁塔,bottom_area,2024-07-25,5.87,2024-07-25,5.83,0.6861063464837056,1.8867924528301943,29.247572815533985,False,-0.1701,0.6183,1,3,1,33.33333333333333,28.468653648509758,28.468653648509758,19.313893653516296,0.6861063464837056,历史1/3次成功; 当前距低点0.69%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
34,59.232665294087134,50.02374804107167,601666,平煤股份,bottom_area,2024-07-25,9.68,2024-07-25,9.61,0.728407908428723,2.3933402705515134,29.597069597069602,False,-1.2245,0.7819,1,4,1,25.0,27.30923694779115,27.30923694779115,19.27159209157128,0.728407908428723,历史1/4次成功; 当前距低点0.73%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
35,59.05885413889326,49.57780944536447,688169,石头科技,bottom_area,2024-07-25,296.2,2024-07-25,295.02,0.399972883194362,4.186156870720637,30.245424882962123,False,-3.5242,1.0707,1,3,1,33.33333333333333,29.71190476190475,29.71190476190475,19.600027116805638,0.399972883194362,历史1/3次成功; 当前距低点0.40%; 最新日涨幅-3.52%; 状态bottom_area; 底部未确认
36,57.22260548711609,50.2525872004853,300713,英可瑞,bottom_area,2024-07-25,16.15,2024-07-25,15.7,2.866242038216556,6.7515923566879135,27.41562644475266,False,-5.0558,26.1039,1,3,1,33.33333333333333,23.73271889400922,23.73271889400922,17.133757961783445,2.866242038216556,历史1/3次成功; 当前距低点2.87%; 最新日涨幅-5.06%; 状态bottom_area; 底部未确认
