rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.43593262949622,80.76805634803,300712,永福股份,confirmed_rebound,2025-04-07,19.67,2025-04-07,19.46,1.0791366906474864,18.191161356628978,29.107468123861562,False,-19.1533,2.4731,4,4,4,100.0,14.991870982291754,25.401730531520393,6.920863309352514,1.0791366906474864,历史4/4次成功; 当前距低点1.08%; 最新日涨幅-19.15%; 状态confirmed_rebound; 底部未确认
12,83.12545179692665,76.96801092308023,300545,联得装备,confirmed_rebound,2025-04-07,25.85,2025-04-07,25.85,0.0,14.429400386847183,29.080932784636488,False,-19.9938,8.5503,4,4,4,100.0,33.43016625311952,49.416135881104026,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-19.99%; 状态confirmed_rebound; 底部未确认
13,83.09764374845761,76.94226273005334,002045,国光电器,bottom_area,2025-04-07,14.15,2025-04-07,14.15,0.0,0.9893992932862106,27.806122448979597,False,-9.9873,1.6007,8,8,8,100.0,23.076681344372776,40.89958158995815,8.0,0.0,历史8/8次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
14,83.014116939401,80.06634559967591,688055,龙腾光电,confirmed_rebound,2025-04-07,2.89,2025-04-07,2.83,2.1201413427561855,18.021201413427555,31.642512077294676,False,-16.7147,0.5212,4,4,4,100.0,23.979934737419402,45.45454545454546,5.8798586572438145,2.1201413427561855,历史4/4次成功; 当前距低点2.12%; 最新日涨幅-16.71%; 状态confirmed_rebound; 底部未确认
15,82.94565966561719,76.80153672742331,605218,伟时电子,bottom_area,2025-04-07,19.05,2025-04-07,19.05,0.0,4.461942257217837,29.103088946780797,False,-10.0142,0.908,6,6,6,100.0,22.32008993238339,42.36874236874236,8.0,0.0,历史6/6次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
16,82.90863570202576,76.76725527965348,300488,恒锋工具,confirmed_rebound,2025-04-07,28.79,2025-04-07,28.79,0.0,17.36714136853074,29.21072043275142,False,-20.0056,2.637,4,4,4,100.0,32.35083483684665,65.52470248827983,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-20.01%; 状态confirmed_rebound; 底部未确认
17,82.78703673621575,76.65466364464422,300589,江龙船艇,confirmed_rebound,2025-04-07,10.1,2025-04-07,10.1,0.0,15.544554455445548,28.823114869626497,False,-19.9683,9.9631,4,4,4,100.0,31.745503465829096,44.07616361071933,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-19.97%; 状态confirmed_rebound; 底部未确认
18,82.69301348905846,79.93333779631864,300541,先进数通,confirmed_rebound,2025-04-07,10.52,2025-04-07,10.29,2.2351797862001987,17.784256559766767,29.952348536419336,False,-17.7482,11.2567,4,4,4,100.0,24.674987682016503,52.85714285714285,5.764820213799801,2.2351797862001987,历史4/4次成功; 当前距低点2.24%; 最新日涨幅-17.75%; 状态confirmed_rebound; 底部未确认
19,82.61156682721872,76.492191506684,600405,动力源,bottom_area,2025-04-07,4.38,2025-04-07,4.38,0.0,4.566210045662104,29.354838709677423,False,-10.0616,2.6827,4,4,4,100.0,20.656943584322512,32.90043290043289,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态bottom_area; 底部未确认
20,82.506851412179,79.8809004917898,688339,亿华通,confirmed_rebound,2025-04-07,19.42,2025-04-07,18.98,2.3182297154899962,15.542676501580607,28.078817733990146,False,-15.3813,4.2836,6,6,6,100.0,25.411098081220295,76.30996309963099,5.681770284510004,2.3182297154899962,历史6/6次成功; 当前距低点2.32%; 最新日涨幅-15.38%; 状态confirmed_rebound; 底部未确认
21,82.48941935363437,76.37909199410589,300382,斯莱克,confirmed_rebound,2025-04-07,9.6,2025-04-07,9.6,0.0,15.520833333333336,29.670329670329675,False,-20.0,4.2632,5,5,5,100.0,30.26393545218211,49.73451327433629,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
22,82.4173656503086,76.31237560213758,300731,科创新源,confirmed_rebound,2025-04-07,20.44,2025-04-07,20.44,0.0,15.215264187866923,27.517730496453897,False,-20.0,9.6137,4,4,4,100.0,29.905245172782635,53.7536092396535,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
23,82.37483063976231,76.27299133311324,603131,上海沪工,bottom_area,2025-04-07,15.72,2025-04-07,15.72,0.0,6.043256997455478,27.15477293790546,False,-10.0172,2.2607,5,5,5,100.0,19.47844802749052,30.158730158730158,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
24,82.3328530743728,76.23412321701186,000882,华联股份,bottom_area,2025-04-07,2.02,2025-04-07,2.02,0.0,6.435643564356431,30.103806228373703,False,-9.8214,4.3399,5,5,5,100.0,19.26947966135403,29.268292682926838,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-9.82%; 状态bottom_area; 底部未确认
25,82.27082793205985,76.17669252968504,301313,凡拓数创,confirmed_rebound,2025-04-07,18.61,2025-04-07,18.61,0.0,18.162278344975817,27.86821705426357,False,-19.9914,6.491,5,5,5,100.0,29.1757662886292,52.43243243243245,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-19.99%; 状态confirmed_rebound; 底部未确认
26,82.24837627560225,76.15590395889097,002183,怡亚通,bottom_area,2025-04-07,4.16,2025-04-07,4.16,0.0,7.451923076923067,31.239669421487598,False,-9.9567,2.1157,5,5,5,100.0,18.848946015542804,31.948881789137378,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态bottom_area; 底部未确认
27,82.23509903974349,76.1436102219847,002326,永太科技,bottom_area,2025-04-07,9.29,2025-04-07,9.29,0.0,6.458557588805183,32.68115942028986,False,-9.9806,2.4083,4,4,4,100.0,18.782850655831698,29.837587006960554,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
28,82.1884684824409,76.10043378003786,002829,星网宇达,bottom_area,2025-04-07,16.21,2025-04-07,16.21,0.0,6.04565083281925,30.42918454935622,False,-9.9944,4.4091,5,5,5,100.0,18.550719247515307,24.36974789915967,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
29,82.18123384028844,79.41190516902161,688070,纵横股份,confirmed_rebound,2025-04-07,35.03,2025-04-07,34.27,2.2176831047563406,19.929967901955056,31.66500498504486,False,-17.0888,1.9148,5,5,5,100.0,21.657111010032576,34.23295454545453,5.782316895243659,2.2176831047563406,历史5/5次成功; 当前距低点2.22%; 最新日涨幅-17.09%; 状态confirmed_rebound; 底部未确认
30,82.1776248537349,76.09039338308786,002703,浙江世宝,bottom_area,2025-04-07,10.59,2025-04-07,10.59,0.0,3.8715769593956577,27.465753424657535,False,-10.0255,2.1691,4,4,4,100.0,18.49673861875195,23.257467994310083,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
31,81.9827098007529,75.9099164821786,002759,天际股份,bottom_area,2025-04-07,6.84,2025-04-07,6.84,0.0,6.286549707602335,28.15126050420168,False,-10.0,2.0585,4,4,4,100.0,17.526432699884932,27.166666666666668,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
32,81.88043253956806,75.81521531441487,002313,日海智能,bottom_area,2025-04-07,8.47,2025-04-07,8.47,0.0,5.0767414403778,29.94210090984284,False,-9.9894,1.7998,5,5,5,100.0,17.01728663663909,20.08238928939237,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
33,81.81,75.75,000737,北方铜业,bottom_area,2025-04-07,9.01,2025-04-07,9.01,0.0,0.0,30.692307692307697,False,-9.99,1.0459,2,2,2,100.0,51.86062890208619,88.19095477386935,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
34,81.74819165684816,75.69277005263719,000701,厦门信达,bottom_area,2025-04-07,4.31,2025-04-07,4.31,0.0,4.872389791183294,28.877887788778878,False,-10.0209,2.0104,5,5,5,100.0,16.358978777619228,30.161579892280066,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
35,81.66010942429533,75.61121242990308,603196,璞源材料,bottom_area,2025-04-07,12.94,2025-04-07,12.94,0.0,5.718701700154561,29.978354978354982,False,-10.0139,1.324,5,5,5,100.0,15.920496934962754,22.85714285714286,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
36,81.50764038611398,78.86835758581839,688355,明志科技,confirmed_rebound,2025-04-07,14.75,2025-04-07,14.42,2.288488210818308,19.694868238557568,29.486552567237162,False,-18.0556,1.7219,4,4,4,100.0,19.602745733785582,35.08474576271185,5.711511789181692,2.288488210818308,历史4/4次成功; 当前距低点2.29%; 最新日涨幅-18.06%; 状态confirmed_rebound; 底部未确认
37,81.46962898354028,78.66353311377671,688170,德龙激光,confirmed_rebound,2025-04-07,18.3,2025-04-07,17.91,2.1775544388609744,17.25293132328308,30.12095200936402,False,-17.2694,2.7667,4,4,4,100.0,17.141705561181304,25.624999999999996,5.822445561139025,2.1775544388609744,历史4/4次成功; 当前距低点2.18%; 最新日涨幅-17.27%; 状态confirmed_rebound; 底部未确认
38,81.36857144619434,75.34126985758735,001209,洪兴股份,bottom_area,2025-04-07,14.68,2025-04-07,14.68,0.0,5.926430517711179,31.465919701213824,False,-9.9939,2.1029,4,4,4,100.0,14.469192782727669,21.88679245283018,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
39,81.30188211645262,75.27952047819686,002298,中电鑫龙,bottom_area,2025-04-07,4.81,2025-04-07,4.81,0.0,5.821205821205827,30.59163059163059,False,-9.9251,2.9073,6,6,6,100.0,14.137206872026088,23.734729493891784,8.0,0.0,历史6/6次成功; 当前距低点0.00%; 最新日涨幅-9.93%; 状态bottom_area; 底部未确认
40,81.27096422125777,75.54905238489368,300365,恒华科技,confirmed_rebound,2025-04-07,4.88,2025-04-07,4.87,0.20533880903490323,18.480492813141673,30.32904148783977,False,-19.8686,4.5053,4,4,4,100.0,16.06034876071641,20.0892857142857,7.794661190965097,0.20533880903490323,历史4/4次成功; 当前距低点0.21%; 最新日涨幅-19.87%; 状态confirmed_rebound; 底部未确认
41,81.24210358854964,75.22416998939781,002681,奋达科技,bottom_area,2025-04-07,6.51,2025-04-07,6.51,0.0,3.6866359447004644,28.85245901639345,False,-9.9585,2.6128,3,3,3,100.0,30.506290265579576,46.084337349397586,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态bottom_area; 底部未确认
42,81.22504128039664,75.20837155592281,002044,美年健康,bottom_area,2025-04-07,5.12,2025-04-07,5.12,0.0,5.468750000000004,29.958960328317367,False,-10.0176,2.3592,4,4,4,100.0,13.754685784531162,18.108108108108105,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
43,81.1403840079265,76.88016852287636,300345,华民股份,confirmed_rebound,2025-04-07,4.23,2025-04-07,4.18,1.1961722488038447,19.37799043062202,29.272419627749585,False,-18.4971,3.0111,2,2,2,100.0,28.857211022307048,29.397590361445776,6.803827751196155,1.1961722488038447,历史2/2次成功; 当前距低点1.20%; 最新日涨幅-18.50%; 状态confirmed_rebound; 底部未确认
44,81.11977129471614,78.66298033465503,688078,龙软科技,confirmed_rebound,2025-04-07,26.87,2025-04-07,26.24,2.400914634146351,17.073170731707318,32.71794871794872,False,-18.0793,2.4344,5,5,5,100.0,19.876697314562893,29.719161038037694,5.599085365853649,2.400914634146351,历史5/5次成功; 当前距低点2.40%; 最新日涨幅-18.08%; 状态confirmed_rebound; 底部未确认
45,80.99104587793525,75.2566795121808,300554,三超新材,confirmed_rebound,2025-04-07,16.41,2025-04-07,16.38,0.1831501831501901,19.413919413919416,27.361419068736147,False,-19.8339,6.0555,4,4,4,100.0,14.216461987974302,21.15606936416185,7.81684981684981,0.1831501831501901,历史4/4次成功; 当前距低点0.18%; 最新日涨幅-19.83%; 状态confirmed_rebound; 底部未确认
46,80.9120665415996,74.91858013111073,688097,博众精工,confirmed_rebound,2025-04-07,21.96,2025-04-07,21.96,0.0,14.981785063752273,31.652661064425775,False,-20.0,2.7079,4,4,4,100.0,22.411721135003894,36.461661341853045,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
47,80.90647732597621,74.91340493145945,300549,优德精密,confirmed_rebound,2025-04-07,16.22,2025-04-07,16.22,0.0,15.906288532675722,28.134692069118305,False,-19.9803,9.1019,4,4,4,100.0,22.383897480964784,38.963531669865645,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-19.98%; 状态confirmed_rebound; 底部未确认
48,80.86986461823405,77.50099586283528,300417,南华仪器,confirmed_rebound,2025-04-07,9.11,2025-04-07,8.95,1.7877094972067056,18.21229050279331,30.834621329211746,False,-18.5152,5.5067,3,3,3,100.0,22.779427507884694,25.514403292181065,6.212290502793294,1.7877094972067056,历史3/3次成功; 当前距低点1.79%; 最新日涨幅-18.52%; 状态confirmed_rebound; 底部未确认
49,80.81261424391515,74.8264946702918,688005,容百科技,confirmed_rebound,2025-04-07,18.08,2025-04-07,18.08,0.0,18.086283185840728,28.95874263261297,False,-20.0,4.5899,5,5,5,100.0,21.916638012321442,38.76758854924795,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
50,80.72765035503907,76.55820487274704,601921,浙版传媒,bottom_area,2025-04-07,7.33,2025-04-07,7.24,1.2430939226519317,6.0773480662983355,29.57198443579766,False,-7.5662,1.6482,1,1,1,100.0,34.15300546448087,34.15300546448087,6.756906077348068,1.2430939226519317,历史1/1次成功; 当前距低点1.24%; 最新日涨幅-7.57%; 状态bottom_area; 底部未确认
51,80.65936803241775,74.68460003001643,605155,西大门,bottom_area,2025-04-07,10.86,2025-04-07,10.86,0.0,5.524861878453052,31.30929791271348,False,-10.0249,2.8851,3,3,3,100.0,27.60537650546462,57.16054477919933,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
52,80.65359208997523,75.35744283642465,688115,思林杰,confirmed_rebound,2025-04-07,29.96,2025-04-07,29.82,0.46948356807511926,23.40710932260227,31.683848797250857,False,-19.6352,2.4235,6,6,6,100.0,18.26809339589207,29.567723342939473,7.53051643192488,0.46948356807511926,历史6/6次成功; 当前距低点0.47%; 最新日涨幅-19.64%; 状态confirmed_rebound; 底部未确认
53,80.64805455089287,74.67412458416005,001239,永达股份,bottom_area,2025-04-07,13.46,2025-04-07,13.46,0.0,6.389301634472506,32.02020202020202,False,-9.9666,6.0861,3,3,3,100.0,27.54905690408631,62.04678362573098,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
54,80.56947614239934,77.85557883670582,688196,卓越新能,confirmed_rebound,2025-04-07,35.94,2025-04-07,35.16,2.2184300341296965,16.92263936291241,28.50752338348923,False,-18.0388,2.1059,4,4,4,100.0,13.298921045814655,19.41979522184301,5.781569965870304,2.2184300341296965,历史4/4次成功; 当前距低点2.22%; 最新日涨幅-18.04%; 状态confirmed_rebound; 底部未确认
55,80.41547195947261,78.41389535824497,300724,捷佳伟创,confirmed_rebound,2025-04-07,50.02,2025-04-07,48.71,2.6893861630055476,17.0190925887908,28.018324220481748,False,-17.1854,4.8211,7,7,7,100.0,22.07363338654623,32.51221498371336,5.310613836994453,2.6893861630055476,历史7/7次成功; 当前距低点2.69%; 最新日涨幅-17.19%; 状态confirmed_rebound; 底部未确认
56,80.39412372897418,74.43900345275387,688079,美迪凯,confirmed_rebound,2025-04-07,7.54,2025-04-07,7.54,0.0,16.047745358090186,29.268292682926827,False,-17.8649,1.6106,5,5,5,100.0,19.833351896526157,30.064655172413808,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-17.86%; 状态confirmed_rebound; 底部未确认
57,80.32084455879108,74.60029853996859,300512,中亚股份,confirmed_rebound,2025-04-07,6.27,2025-04-07,6.26,0.1597444089456835,16.61341853035144,30.055865921787706,False,-19.9234,2.8244,4,4,4,100.0,10.400622539595343,12.999999999999995,7.840255591054317,0.1597444089456835,历史4/4次成功; 当前距低点0.16%; 最新日涨幅-19.92%; 状态confirmed_rebound; 底部未确认
58,80.05317301957861,74.12330835146167,300486,东杰智能,confirmed_rebound,2025-04-07,5.36,2025-04-07,5.36,0.0,17.53731343283581,30.92783505154639,False,-20.0,4.5946,4,4,4,100.0,18.1360664057079,21.839080459770123,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
59,80.05210507247399,77.14657168327336,688151,华强科技,confirmed_rebound,2025-04-07,15.23,2025-04-07,14.92,2.077747989276143,16.28686327077749,28.269230769230774,False,-15.4828,3.7704,3,3,3,100.0,24.42923171410199,32.022471910112344,5.922252010723858,2.077747989276143,历史3/3次成功; 当前距低点2.08%; 最新日涨幅-15.48%; 状态confirmed_rebound; 底部未确认
60,79.99140674068792,76.14338882674328,688261,东微半导,confirmed_rebound,2025-04-07,33.18,2025-04-07,32.71,1.4368694588810726,19.16845001528583,32.305463576158935,False,-18.8555,3.4725,3,3,3,100.0,11.17984512361349,14.719626168224309,6.563130541118928,1.4368694588810726,历史3/3次成功; 当前距低点1.44%; 最新日涨幅-18.86%; 状态confirmed_rebound; 底部未确认
61,79.98635043656903,74.06143558941577,300688,创业黑马,confirmed_rebound,2025-04-07,22.89,2025-04-07,22.89,0.0,18.74180865006553,32.59717314487632,False,-19.993,6.2705,5,5,5,100.0,17.803417147396512,39.651707970529145,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-19.99%; 状态confirmed_rebound; 底部未确认
62,79.89889577483848,73.98045905077636,002577,雷柏科技,bottom_area,2025-04-07,19.44,2025-04-07,19.44,0.0,5.452674897119334,27.59776536312849,False,-10.0,0.9011,3,3,3,100.0,23.81967231600194,50.0,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
63,79.85331118198869,73.93825109443397,301499,维科精密,confirmed_rebound,2025-04-07,20.18,2025-04-07,20.18,0.0,18.334985133795833,27.799642218246866,False,-19.9841,9.3345,4,4,4,100.0,17.141134916311575,21.950454687989964,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-19.98%; 状态confirmed_rebound; 底部未确认
64,79.7990336091134,74.0099253348462,688038,中科通达,confirmed_rebound,2025-04-07,11.69,2025-04-07,11.68,0.08561643835616256,19.60616438356165,28.56269113149848,False,-19.9315,4.0345,3,3,3,100.0,22.98457427042072,44.92753623188406,7.914383561643838,0.08561643835616256,历史3/3次成功; 当前距低点0.09%; 最新日涨幅-19.93%; 状态confirmed_rebound; 底部未确认
65,79.77680445642702,73.86741153372871,300681,英搏尔,confirmed_rebound,2025-04-07,26.02,2025-04-07,26.02,0.0,14.527286702536516,31.795543905635647,False,-19.9877,8.2033,6,6,6,100.0,16.760277063057536,27.487589035182385,8.0,0.0,历史6/6次成功; 当前距低点0.00%; 最新日涨幅-19.99%; 状态confirmed_rebound; 底部未确认
66,79.71266081847129,75.22315206057057,300568,星源材质,confirmed_rebound,2025-04-07,8.19,2025-04-07,8.11,0.9864364981504324,18.125770653514188,32.69709543568465,False,-19.2308,5.6746,4,4,4,100.0,23.882942345986862,42.47374562427071,7.013563501849568,0.9864364981504324,历史4/4次成功; 当前距低点0.99%; 最新日涨幅-19.23%; 状态confirmed_rebound; 底部未确认
67,79.71189909350076,73.80731397546366,300342,天银机电,confirmed_rebound,2025-04-07,13.46,2025-04-07,13.46,0.0,17.979197622585435,31.64042661249365,False,-20.0238,6.7209,5,5,5,100.0,16.43717191109488,26.68539325842696,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-20.02%; 状态confirmed_rebound; 底部未确认
68,79.69507553571428,73.79173660714285,301381,赛维时代,confirmed_rebound,2025-04-07,17.76,2025-04-07,17.76,0.0,17.511261261261257,27.716727716727714,False,-20.0,3.358,2,2,2,100.0,49.686755952380956,66.46875000000001,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
69,79.6351942883968,73.73629100777481,688225,亚信安全,confirmed_rebound,2025-04-07,18.4,2025-04-07,18.4,0.0,18.750000000000018,29.878048780487802,False,-20.0,2.0062,4,4,4,100.0,16.05532799878933,21.557788944723633,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
70,79.61174030522493,73.71457435668974,300620,光库科技,confirmed_rebound,2025-04-07,35.44,2025-04-07,35.44,0.0,16.337471783295708,28.05521721477873,False,-20.0,3.5351,7,7,7,100.0,15.938571810159868,22.444343480236245,8.0,0.0,历史7/7次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
71,79.59759331544542,73.7014752920791,300563,神宇股份,confirmed_rebound,2025-04-07,31.06,2025-04-07,31.06,0.0,15.550547327752742,27.05495537811179,False,-19.9897,6.5862,4,4,4,100.0,15.86814673160799,20.477137176938378,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-19.99%; 状态confirmed_rebound; 底部未确认
72,79.57253150284346,73.67826991004024,688259,创耀科技,confirmed_rebound,2025-04-07,34.99,2025-04-07,34.99,0.0,13.80394398399542,27.55693581780537,False,-20.0046,5.9799,6,6,6,100.0,15.743386613119558,22.000256114739393,8.0,0.0,历史6/6次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
73,79.54214364818081,73.65013300757482,002358,森源电气,bottom_area,2025-04-07,5.0,2025-04-07,5.0,0.0,4.0000000000000036,31.318681318681318,False,-10.0719,2.6394,2,2,2,100.0,38.710392513843175,42.73127753303966,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.07%; 状态bottom_area; 底部未确认
74,79.46465460860959,73.57838389686073,301360,荣旗科技,confirmed_rebound,2025-04-07,39.83,2025-04-07,39.83,0.0,18.001506402209394,31.07804118359578,False,-20.004,6.059,5,5,5,100.0,15.206365036885606,23.857583403420236,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
