rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.7268463583949,85.11540872698019,002728,特一药业,bottom_area,2025-12-23,11.24,2025-12-19,10.91,3.024747937671861,4.12465627864344,27.508305647840537,False,0.6267,10.179,4,4,4,100.0,19.310935617591518,39.3073593073593,4.975252062328139,3.024747937671861,历史4/4次成功; 当前距低点3.02%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
12,81.39593629659637,80.11620981699052,300681,英搏尔,bottom_area,2025-12-23,24.04,2025-12-17,23.3,3.1759656652360446,5.36480686695279,28.593319031566043,False,-1.3946,2.8944,6,6,6,100.0,16.760277063057536,27.487589035182385,4.824034334763955,3.1759656652360446,历史6/6次成功; 当前距低点3.18%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
13,81.17064056575717,82.23500737929501,002317,众生药业,bottom_area,2025-12-23,19.47,2025-12-23,18.6,4.677419354838695,6.236559139784947,31.617647058823522,False,2.3121,10.59,5,5,5,100.0,24.08345972218942,58.31999999999999,3.3225806451613056,4.677419354838695,历史5/5次成功; 当前距低点4.68%; 最新日涨幅2.31%; 状态bottom_area; 底部未确认
14,80.61516510109985,74.91200674505936,600161,天坛生物,bottom_area,2025-12-23,16.13,2025-12-17,16.1,0.18633540372669305,2.484472049689432,27.08333333333332,False,-1.9453,0.5807,2,2,2,100.0,25.305653040624797,36.77455357142857,7.8136645962733065,0.18633540372669305,历史2/2次成功; 当前距低点0.19%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
15,80.3608439076587,79.46403550693752,002459,晶澳科技,bottom_area,2025-12-23,11.2,2025-12-16,10.83,3.4164358264081187,4.801477377654659,29.215686274509807,False,-0.2671,1.0965,6,6,6,100.0,16.2016623180001,26.683937823834192,4.583564173591881,3.4164358264081187,历史6/6次成功; 当前距低点3.42%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
16,79.9516676886599,78.34553748047846,002129,TCL中环,bottom_area,2025-12-23,8.39,2025-12-16,8.15,2.944785276073622,4.417177914110422,29.253472222222214,False,-0.2378,1.4704,3,3,3,100.0,21.073375859818903,31.12759643916912,5.055214723926378,2.944785276073622,历史3/3次成功; 当前距低点2.94%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
17,78.76846775479243,80.23662485795923,301357,北方长龙,confirmed_rebound,2025-12-23,141.35,2025-12-17,134.67,4.960273260562863,11.056657013440272,28.36702127659575,True,0.0779,9.5534,4,4,4,100.0,17.82821447334705,26.72978878368535,3.0397267394371372,4.960273260562863,历史4/4次成功; 当前距低点4.96%; 最新日涨幅0.08%; 状态confirmed_rebound; 底部已确认
18,78.65370952238806,77.07324172723335,603178,圣龙股份,bottom_area,2025-12-23,18.18,2025-12-05,17.66,2.9445073612684007,5.832389580973959,28.182187881252542,False,-1.8888,1.0311,6,7,6,85.71428571428571,28.51538369929118,47.51869476546566,5.0554926387316,2.9445073612684007,历史6/7次成功; 当前距低点2.94%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
19,78.2634516481483,79.51742426680175,600403,大有能源,bottom_area,2025-12-23,6.95,2025-12-17,6.63,4.826546003016595,7.993966817496233,27.934782608695645,True,-1.2784,1.0297,4,4,4,100.0,24.58037179397625,37.18411552346569,3.1734539969834046,4.826546003016595,历史4/4次成功; 当前距低点4.83%; 最新日涨幅-1.28%; 状态bottom_area; 底部已确认
20,77.71614922557151,77.01179496457956,301487,盟固利,bottom_area,2025-12-23,21.43,2025-12-17,20.7,3.5265700483091806,4.830917874396135,28.000000000000004,False,0.7522,4.5798,2,2,2,100.0,15.227820831852117,18.439999999999998,4.47342995169082,3.5265700483091806,历史2/2次成功; 当前距低点3.53%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
21,76.56356323890297,76.91554062674695,605228,神通科技,confirmed_rebound,2025-12-23,14.51,2025-12-16,13.92,4.238505747126435,10.272988505747124,28.247422680412367,True,-3.2021,1.7423,5,5,5,100.0,23.813622205350633,47.56554307116105,3.761494252873565,4.238505747126435,历史5/5次成功; 当前距低点4.24%; 最新日涨幅-3.20%; 状态confirmed_rebound; 底部已确认
22,76.53094517211063,74.97588968240154,000692,惠天热电,bottom_area,2025-12-23,3.51,2025-12-17,3.41,2.9325513196480832,5.571847507331377,28.511530398322844,False,-1.4045,2.8717,4,5,4,80.0,29.47369188816758,59.042553191489375,5.067448680351918,2.9325513196480832,历史4/5次成功; 当前距低点2.93%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
23,76.25639091217613,73.84567057985862,603072,天和磁材,bottom_area,2025-12-23,40.41,2025-12-17,39.49,2.329703722461369,4.482147379083302,27.05947543405984,False,-1.2705,2.2282,1,1,1,100.0,22.674167027260935,22.674167027260935,5.670296277538632,2.329703722461369,历史1/1次成功; 当前距低点2.33%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
24,76.24814201129797,74.81312992845967,002589,瑞康医药,bottom_area,2025-12-23,3.42,2025-12-17,3.32,3.012048192771087,7.831325301204826,29.211087420042652,True,-3.1161,7.3247,6,7,6,85.71428571428571,18.213670242583945,37.073170731707336,4.987951807228913,3.012048192771087,历史6/7次成功; 当前距低点3.01%; 最新日涨幅-3.12%; 状态bottom_area; 底部已确认
25,76.17344580905613,74.68690075392189,002453,华软科技,bottom_area,2025-12-23,6.23,2025-12-17,6.05,2.975206611570258,6.115702479338845,28.31753554502369,False,-1.2678,2.6747,2,2,2,100.0,18.44285929194665,28.60169491525425,5.024793388429742,2.975206611570258,历史2/2次成功; 当前距低点2.98%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
26,75.97058161277987,71.6001649792257,301567,贝隆精密,bottom_area,2025-12-23,43.88,2025-12-17,43.48,0.9199632014719542,6.20975160993561,31.527559055118115,False,-2.9204,9.2855,2,2,2,100.0,16.4929090246331,16.59192825112107,7.080036798528046,0.9199632014719542,历史2/2次成功; 当前距低点0.92%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
27,75.67532515354556,73.76599813333999,002402,和而泰,bottom_area,2025-12-23,38.82,2025-12-17,37.81,2.6712509918011054,6.241734990743188,29.221265443654058,False,-1.2967,4.4545,2,2,2,100.0,9.765862336809192,11.221945137157112,5.328749008198895,2.6712509918011054,历史2/2次成功; 当前距低点2.67%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
28,75.50460446221385,74.0136813839755,601162,天风证券,bottom_area,2025-12-23,4.17,2025-12-17,4.05,2.962962962962966,5.925925925925932,27.678571428571423,False,-0.9501,1.3377,2,2,2,100.0,14.673316879199232,18.939393939393938,5.0370370370370345,2.962962962962966,历史2/2次成功; 当前距低点2.96%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
29,75.25155165053363,74.19960784313726,600708,光明地产,bottom_area,2025-12-23,3.16,2025-12-17,3.06,3.2679738562091534,6.209150326797384,27.65957446808511,False,-2.1672,0.8939,1,1,1,100.0,36.07843137254903,36.07843137254903,4.732026143790847,3.2679738562091534,历史1/1次成功; 当前距低点3.27%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
30,75.23183400067956,73.72907576845624,002184,海得控制,bottom_area,2025-12-23,12.56,2025-12-17,12.2,2.9508196721311575,4.918032786885258,29.357266936884773,False,-1.6445,1.9952,4,5,4,80.0,22.994325918899346,50.27203482045704,5.049180327868843,2.9508196721311575,历史4/5次成功; 当前距低点2.95%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
31,74.50698221583664,73.98282346655328,000665,湖北广电,bottom_area,2025-12-23,5.42,2025-12-17,5.23,3.632887189292533,5.927342256214141,27.46185852981969,False,-1.0949,1.2447,6,7,6,85.71428571428571,20.33843610367265,43.606557377049185,4.367112810707467,3.632887189292533,历史6/7次成功; 当前距低点3.63%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
32,74.34556065298534,74.03474423404359,600222,太龙药业,confirmed_rebound,2025-12-23,6.86,2025-12-16,6.61,3.7821482602118,8.623298033282895,29.978813559322028,True,-2.4182,3.3789,2,2,2,100.0,25.849689609282233,37.696335078534034,4.2178517397882,3.7821482602118,历史2/2次成功; 当前距低点3.78%; 最新日涨幅-2.42%; 状态confirmed_rebound; 底部已确认
33,73.39294228010388,73.91080096398225,003038,鑫铂股份,bottom_area,2025-12-23,15.3,2025-12-17,14.66,4.365620736698503,5.866302864938604,32.098193608151924,False,0.0,1.5418,1,1,1,100.0,25.507614213197975,25.507614213197975,3.6343792633014975,4.365620736698503,历史1/1次成功; 当前距低点4.37%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
34,73.34062340658927,68.76517973247992,600383,金地集团,bottom_area,2025-12-23,3.09,2025-12-15,3.07,0.6514657980456032,4.234527687296428,32.675438596491226,False,-2.2152,1.9522,3,4,3,75.0,18.793127699053183,32.594936708860764,7.348534201954397,0.6514657980456032,历史3/4次成功; 当前距低点0.65%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
35,72.97831269955553,72.607803742188,301177,迪阿股份,bottom_area,2025-12-23,29.16,2025-12-17,28.11,3.735325506937036,6.438989683386703,31.88756966319361,False,0.2751,0.309,1,1,1,100.0,10.776053215077603,10.776053215077603,4.264674493062964,3.735325506937036,历史1/1次成功; 当前距低点3.74%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
36,72.92618602621455,68.38734567868063,605368,蓝天燃气,bottom_area,2025-12-23,7.63,2025-12-18,7.58,0.659630606860156,2.6385224274406354,31.65013525698828,False,-1.1658,1.0071,1,1,1,100.0,12.695179904955879,12.695179904955879,7.340369393139843,0.659630606860156,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
37,72.83898429668585,67.68490418538403,000890,法尔胜,bottom_area,2025-12-23,5.4,2025-12-23,5.39,0.18552875695734092,5.751391465677189,31.074168797953973,False,-7.5342,16.2125,3,4,3,75.0,17.488762103477214,32.954545454545446,7.814471243042659,0.18552875695734092,历史3/4次成功; 当前距低点0.19%; 最新日涨幅-7.53%; 状态bottom_area; 底部未确认
38,72.74602355699258,70.77730654908248,688337,普源精电,bottom_area,2025-12-23,36.67,2025-12-04,35.75,2.573426573426578,6.545454545454556,28.499999999999996,False,-0.704,0.6799,4,6,4,66.66666666666666,31.387378870045207,54.46153846153845,5.426573426573422,2.573426573426578,历史4/6次成功; 当前距低点2.57%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
39,72.61861769376367,70.86543249868463,000998,隆平高科,bottom_area,2025-12-23,9.41,2025-12-17,9.16,2.7292576419213974,4.039301310043659,29.484218629715166,False,-0.6336,0.8313,1,1,1,100.0,11.549139367018313,11.549139367018313,5.270742358078603,2.7292576419213974,历史1/1次成功; 当前距低点2.73%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
40,71.48346513057807,71.28298174442189,000593,德龙汇能,confirmed_rebound,2025-12-23,10.24,2025-12-16,9.86,3.853955375253558,8.519269776876266,31.14525139664805,False,0.7874,4.9216,1,1,1,100.0,15.322580645161285,15.322580645161285,4.146044624746442,3.853955375253558,历史1/1次成功; 当前距低点3.85%; 最新日涨幅0.79%; 状态confirmed_rebound; 底部未确认
41,71.06733594172543,71.10076235301774,688050,爱博医疗,bottom_area,2025-12-23,61.26,2025-12-10,58.89,4.024452368823225,6.8602479198505675,29.750685911964688,False,-0.697,0.6791,2,2,2,100.0,12.024267494272554,12.90770757525636,3.975547631176775,4.024452368823225,历史2/2次成功; 当前距低点4.02%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
42,70.26931519270221,71.44705077933023,300890,翔丰华,bottom_area,2025-12-23,29.75,2025-12-17,28.37,4.864293267536126,6.274233345082825,28.122624778312638,False,0.7791,4.9626,1,1,1,100.0,18.37440553393861,18.37440553393861,3.1357067324638743,4.864293267536126,历史1/1次成功; 当前距低点4.86%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
43,69.68987377310728,70.06852221101582,300736,百邦科技,bottom_area,2025-12-23,15.1,2025-12-23,14.48,4.2817679558011,6.353591160220994,28.63479546574667,False,-5.0314,20.9844,1,1,1,100.0,36.51050080775442,36.51050080775442,3.7182320441989005,4.2817679558011,历史1/1次成功; 当前距低点4.28%; 最新日涨幅-5.03%; 状态bottom_area; 底部未确认
44,69.67803188709496,70.83868400953958,301024,霍普股份,bottom_area,2025-12-23,34.96,2025-12-17,33.34,4.8590281943611195,6.178764247150554,27.913513513513504,False,-0.1428,1.0893,1,1,1,100.0,37.51219512195122,37.51219512195122,3.1409718056388805,4.8590281943611195,历史1/1次成功; 当前距低点4.86%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
45,69.53798468430449,70.32762822933562,301046,能辉科技,bottom_area,2025-12-23,25.08,2025-12-23,23.98,4.5871559633027434,5.5879899916597155,29.199881901387652,False,0.2398,5.417,1,1,1,100.0,8.958837772397098,8.958837772397098,3.4128440366972566,4.5871559633027434,历史1/1次成功; 当前距低点4.59%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
46,65.1872324254222,63.67354098542148,688348,昱能科技,bottom_area,2025-12-23,50.68,2025-12-17,49.31,2.778341107280465,5.049685662137486,31.77919203099059,False,-0.3343,0.6886,2,3,2,66.66666666666666,12.37361313631329,16.27422813482398,5.221658892719535,2.778341107280465,历史2/3次成功; 当前距低点2.78%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
47,64.43823517550393,63.61533802150109,002017,东信和平,confirmed_rebound,2025-12-23,20.78,2025-12-16,20.11,3.33167578319245,10.691198408751875,30.342916522341532,True,-3.2138,3.2163,2,3,2,66.66666666666666,30.080065271576377,50.390015600624025,4.66832421680755,3.33167578319245,历史2/3次成功; 当前距低点3.33%; 最新日涨幅-3.21%; 状态confirmed_rebound; 底部已确认
48,64.00190356602616,63.59147254798734,001282,三联锻造,bottom_area,2025-12-23,20.08,2025-12-17,19.37,3.6654620547237857,5.214248838409902,27.992565055762075,False,-1.035,2.1559,2,3,2,66.66666666666666,22.80677078543491,37.31343283582089,4.334537945276215,3.6654620547237857,历史2/3次成功; 当前距低点3.67%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
49,61.444262368278736,61.00062148475326,603767,中马传动,confirmed_rebound,2025-12-23,22.88,2025-11-21,22.08,3.623188405797105,9.601449275362324,27.725040916530286,True,-3.7442,2.7584,2,3,2,66.66666666666666,19.59583001776342,29.881925522252505,4.376811594202895,3.623188405797105,历史2/3次成功; 当前距低点3.62%; 最新日涨幅-3.74%; 状态confirmed_rebound; 底部已确认
50,54.481597916963345,51.224140442238465,002670,国盛证券,bottom_area,2025-12-23,16.48,2025-12-17,16.35,0.7951070336391376,3.1804281345565717,29.6774193548387,False,-1.1398,0.9278,1,2,1,50.0,13.747228381374727,13.747228381374727,7.2048929663608625,0.7951070336391376,历史1/2次成功; 当前距低点0.80%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
51,52.812450685480755,52.47698139800493,300056,中创环保,confirmed_rebound,2025-12-23,8.76,2025-12-17,8.45,3.6686390532544437,8.284023668639067,29.34782608695653,True,-3.3113,5.4121,1,2,1,50.0,27.10472279260781,27.10472279260781,4.331360946745557,3.6686390532544437,历史1/2次成功; 当前距低点3.67%; 最新日涨幅-3.31%; 状态confirmed_rebound; 底部已确认
52,48.465267281870815,49.388940417380795,002468,申通快递,confirmed_rebound,2025-12-23,14.33,2025-11-21,13.65,4.981684981684979,9.010989010989015,31.988041853512705,True,-0.4861,0.7413,1,2,1,50.0,16.382699868938413,16.382699868938413,3.018315018315021,4.981684981684979,历史1/2次成功; 当前距低点4.98%; 最新日涨幅-0.49%; 状态confirmed_rebound; 底部已确认
