rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.84773743694258,86.05918357111426,001896,豫能控股,bottom_area,2023-04-26,4.37,2023-04-24,4.27,2.3419203747072728,5.85480093676815,27.993254637436767,False,1.1574,0.5174,4,4,4,100.0,16.014849599176554,34.93975903614456,5.658079625292728,2.3419203747072728,历史4/4次成功; 当前距低点2.34%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
73,71.13069201764496,70.73664648211594,300771,智莱科技,confirmed_rebound,2023-04-26,10.34,2023-04-25,9.97,3.711133400200594,10.330992978936804,32.176870748299315,False,1.6716,5.671,1,1,1,100.0,10.634573304157549,10.634573304157549,4.288866599799406,3.711133400200594,历史1/1次成功; 当前距低点3.71%; 最新日涨幅1.67%; 状态confirmed_rebound; 底部未确认
74,70.98595197490634,69.47673747696331,688229,博睿数据,confirmed_rebound,2023-04-26,57.82,2023-04-26,56.2,2.8825622775800666,11.209964412811383,27.948717948717945,False,-5.1354,4.5922,2,2,2,100.0,9.725696074440098,11.21206614573869,5.117437722419933,2.8825622775800666,历史2/2次成功; 当前距低点2.88%; 最新日涨幅-5.14%; 状态confirmed_rebound; 底部未确认
75,70.2760340977799,70.87135346690187,601061,中信金属,bottom_area,2023-04-26,8.0,2023-04-25,7.66,4.438642297650128,5.091383812010451,28.544776119402986,False,2.6958,8.0826,1,1,1,100.0,10.061601642710476,10.061601642710476,3.5613577023498717,4.438642297650128,历史1/1次成功; 当前距低点4.44%; 最新日涨幅2.70%; 状态bottom_area; 底部未确认
76,70.23688193574245,68.70444087532626,688004,博汇科技,confirmed_rebound,2023-04-26,34.97,2023-04-26,34.0,2.8529411764705848,14.970588235294127,31.313131313131315,False,-9.7781,10.7991,1,1,1,100.0,21.87713310580205,21.87713310580205,5.147058823529416,2.8529411764705848,历史1/1次成功; 当前距低点2.85%; 最新日涨幅-9.78%; 状态confirmed_rebound; 底部未确认
77,69.94004824306009,70.7160976647488,300423,昇辉科技,bottom_area,2023-04-26,10.06,2023-04-25,9.62,4.573804573804587,5.613305613305624,32.443820224719104,False,2.7579,2.3672,1,1,1,100.0,10.883720930232558,10.883720930232558,3.426195426195413,4.573804573804587,历史1/1次成功; 当前距低点4.57%; 最新日涨幅2.76%; 状态bottom_area; 底部未确认
78,69.1940087371265,67.1821372473658,300525,博思软件,confirmed_rebound,2023-04-26,18.7,2023-04-26,18.25,2.4657534246575303,10.849315068493153,32.38236383845868,False,-7.3799,5.2666,1,1,1,100.0,8.946532556908405,8.946532556908405,5.53424657534247,2.4657534246575303,历史1/1次成功; 当前距低点2.47%; 最新日涨幅-7.38%; 状态confirmed_rebound; 底部未确认
79,67.86509815620602,68.25615167719134,688020,方邦股份,confirmed_rebound,2023-04-26,53.62,2023-04-26,51.41,4.298774557479092,8.519743240614671,28.676470588235297,False,2.681,1.2594,3,4,3,75.0,8.668589614213264,9.28211586901762,3.701225442520908,4.298774557479092,历史3/4次成功; 当前距低点4.30%; 最新日涨幅2.68%; 状态confirmed_rebound; 底部未确认
80,67.72418085469447,68.65250447895612,300564,筑博设计,confirmed_rebound,2023-04-26,12.01,2023-04-25,11.47,4.707933740191797,14.908456843940707,31.726190476190474,False,0.0833,3.922,1,1,1,100.0,11.648351648351648,11.648351648351648,3.292066259808203,4.707933740191797,历史1/1次成功; 当前距低点4.71%; 最新日涨幅0.08%; 状态confirmed_rebound; 底部未确认
81,67.71933149543486,67.64045050359395,002172,澳洋健康,bottom_area,2023-04-26,3.43,2023-04-25,3.3,3.9393939393939497,5.151515151515163,27.947598253275114,False,2.0833,1.2375,2,3,2,66.66666666666666,25.46022590723384,29.824561403508774,4.060606060606051,3.9393939393939497,历史2/3次成功; 当前距低点3.94%; 最新日涨幅2.08%; 状态bottom_area; 底部未确认
82,66.43967517394135,66.75776861688072,603117,万林物流,bottom_area,2023-04-26,3.19,2023-04-26,3.06,4.248366013071892,7.843137254901953,29.97711670480549,False,-0.9317,0.759,1,1,1,100.0,8.086253369272232,8.086253369272232,3.751633986928108,4.248366013071892,历史1/1次成功; 当前距低点4.25%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
83,66.0668841779774,65.31065553494125,002654,万润科技,confirmed_rebound,2023-04-26,6.08,2023-04-26,5.88,3.40136054421769,9.523809523809533,31.308411214953274,False,-5.4432,7.6738,1,1,1,100.0,10.353535353535358,10.353535353535358,4.59863945578231,3.40136054421769,历史1/1次成功; 当前距低点3.40%; 最新日涨幅-5.44%; 状态confirmed_rebound; 底部未确认
84,63.79676238039852,64.5672891458965,002786,银宝山新,bottom_area,2023-04-26,5.43,2023-04-25,5.19,4.624277456647386,5.5876685934489405,30.522088353413647,False,2.8409,1.8294,2,3,2,66.66666666666666,17.33319935691319,18.75000000000001,3.375722543352614,4.624277456647386,历史2/3次成功; 当前距低点4.62%; 最新日涨幅2.84%; 状态bottom_area; 底部未确认
85,63.014913145294436,63.92866689071911,002355,兴民智通,bottom_area,2023-04-26,3.75,2023-04-25,3.58,4.748603351955305,5.865921787709496,30.888030888030883,False,3.022,1.2445,2,3,2,66.66666666666666,15.423741217798595,15.624999999999991,3.251396648044695,4.748603351955305,历史2/3次成功; 当前距低点4.75%; 最新日涨幅3.02%; 状态bottom_area; 底部未确认
86,61.74120541089186,59.85768363258646,002622,皓宸医疗,bottom_area,2023-04-26,3.0,2023-04-25,2.93,2.3890784982935096,4.4368600682593815,29.736211031175053,False,0.6711,0.9336,1,2,1,50.0,17.391304347826082,17.391304347826082,5.610921501706491,2.3890784982935096,历史1/2次成功; 当前距低点2.39%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
87,60.916117161417475,61.426069435980345,002316,亚联发展,bottom_area,2023-04-26,4.24,2023-04-26,4.06,4.433497536945828,6.157635467980296,31.76470588235295,False,-0.4695,11.1776,3,5,3,60.0,18.35722483987543,24.890829694323134,3.5665024630541717,4.433497536945828,历史3/5次成功; 当前距低点4.43%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
88,58.963023146237845,59.14500778557807,603158,腾龙股份,bottom_area,2023-04-26,6.76,2023-04-25,6.49,4.160246533127882,5.392912172573184,27.647714604236345,False,2.4242,1.3977,1,2,1,50.0,35.270805812417436,35.270805812417436,3.839753466872118,4.160246533127882,历史1/2次成功; 当前距低点4.16%; 最新日涨幅2.42%; 状态bottom_area; 底部未确认
89,56.24119900270412,56.21563323668435,603029,天鹅股份,bottom_area,2023-04-26,19.35,2023-04-25,18.61,3.9763567974207525,5.749596990865128,29.640831758034025,False,1.9494,2.6225,1,2,1,50.0,17.26734803657881,17.26734803657881,4.0236432025792475,3.9763567974207525,历史1/2次成功; 当前距低点3.98%; 最新日涨幅1.95%; 状态bottom_area; 底部未确认
90,55.24003756452133,55.39633210789743,002769,普路通,bottom_area,2023-04-26,8.79,2023-04-25,8.44,4.146919431279617,5.213270142180111,28.231292517006807,False,2.0906,1.2819,1,2,1,50.0,14.953271028037399,14.953271028037399,3.853080568720383,4.146919431279617,历史1/2次成功; 当前距低点4.15%; 最新日涨幅2.09%; 状态bottom_area; 底部未确认
91,54.05765038271367,50.7252721206991,603068,博通集成,bottom_area,2023-04-26,29.08,2023-04-26,28.88,0.6925207756232663,3.1163434903047165,27.637183663242293,False,-0.3085,2.4952,1,2,1,50.0,9.807631661936297,9.807631661936297,7.307479224376734,0.6925207756232663,历史1/2次成功; 当前距低点0.69%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
92,47.580427127996714,44.817754783983254,300458,全志科技,bottom_area,2023-04-26,26.06,2023-04-26,25.83,0.8904374758033311,7.6267905536198315,31.936758893280643,False,-5.9545,8.1148,1,3,1,33.33333333333333,10.132359653126422,10.132359653126422,7.10956252419667,0.8904374758033311,历史1/3次成功; 当前距低点0.89%; 最新日涨幅-5.95%; 状态bottom_area; 底部未确认
