rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.95005089951154,83.69064014104039,603132,金徽股份,bottom_area,2024-09-03,10.83,2024-09-03,10.7,1.2149532710280448,2.4299065420560897,28.61907938625751,False,0.6506,1.3599,2,2,2,100.0,22.799643005292072,33.20754716981132,8.785046728971956,1.2149532710280448,历史2/2次成功; 当前距低点1.21%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
16,80.77649497420919,76.85625543404223,001286,陕西能源,bottom_area,2024-09-03,9.43,2024-08-29,9.21,2.3887079261671973,4.560260586319217,27.07838479809976,False,0.0,1.5279,1,1,1,100.0,17.110266159695826,17.110266159695826,7.611292073832804,2.3887079261671973,历史1/1次成功; 当前距低点2.39%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
17,80.64853821126714,74.71526700771342,000517,荣安地产,bottom_area,2024-09-03,2.04,2024-09-03,2.02,0.990099009900991,2.970297029702973,28.36879432624113,False,-0.4878,1.0125,2,2,2,100.0,34.10049865746067,40.92827004219408,9.009900990099009,0.990099009900991,历史2/2次成功; 当前距低点0.99%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
18,80.54888591800362,79.50954545454549,000957,中通客车,bottom_area,2024-09-03,9.18,2024-08-29,8.8,4.318181818181807,7.159090909090897,31.25,True,0.4376,2.8382,3,4,3,75.0,132.3344468028054,354.54545454545456,5.681818181818193,4.318181818181807,历史3/4次成功; 当前距低点4.32%; 最新日涨幅0.44%; 状态bottom_area; 底部已确认
19,79.98948082539096,73.24942011517345,002110,三钢闽光,bottom_area,2024-09-03,2.63,2024-09-03,2.62,0.3816793893129689,1.5267175572519098,30.319148936170205,False,-0.7547,0.2717,2,2,2,100.0,18.761554423693642,22.90322580645161,9.61832061068703,0.3816793893129689,历史2/2次成功; 当前距低点0.38%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
20,79.63143423422349,77.95275957704526,688065,凯赛生物,bottom_area,2024-09-03,35.06,2024-08-27,33.75,3.8814814814814884,8.711111111111105,30.36930059830823,True,0.6604,0.1813,2,2,2,100.0,15.443749219478864,18.007614213197968,6.118518518518512,3.8814814814814884,历史2/2次成功; 当前距低点3.88%; 最新日涨幅0.66%; 状态bottom_area; 底部已确认
21,79.49518042685159,79.33880725901746,300653,正海生物,bottom_area,2024-09-03,19.28,2024-08-28,18.38,4.896626768226345,7.83460282916214,27.466456195737965,True,0.4167,0.7218,3,3,3,100.0,18.672668228889858,29.647513278609367,5.103373231773656,4.896626768226345,历史3/3次成功; 当前距低点4.90%; 最新日涨幅0.42%; 状态bottom_area; 底部已确认
22,79.17026107423624,76.86833732236629,301509,金凯生科,bottom_area,2024-09-03,26.08,2024-08-28,25.21,3.4510115033716677,6.227687425624754,29.6792189679219,False,1.5972,1.8852,2,2,2,100.0,13.530341666955287,15.05054819877544,6.548988496628333,3.4510115033716677,历史2/2次成功; 当前距低点3.45%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
23,79.1495631222994,75.41833998614285,002140,东华科技,bottom_area,2024-09-03,6.65,2024-08-23,6.49,2.465331278890603,5.855161787365176,27.888888888888886,False,0.9105,0.7089,1,1,1,100.0,10.318791946308728,10.318791946308728,7.534668721109397,2.465331278890603,历史1/1次成功; 当前距低点2.47%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
24,79.05198655593392,76.1221069017999,301571,国科天成,bottom_area,2024-09-03,38.92,2024-09-03,37.78,3.017469560614083,5.346744309158273,32.919034090909086,False,-0.4858,32.4934,1,1,1,100.0,43.34374999999999,43.34374999999999,6.9825304393859176,3.017469560614083,历史1/1次成功; 当前距低点3.02%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
25,78.97799359703805,76.85031946314118,001205,盛航股份,bottom_area,2024-09-03,14.52,2024-08-28,14.02,3.566333808844508,4.350927246790309,27.806385169927918,False,0.8333,0.4292,2,2,2,100.0,14.847099716702502,14.929577464788741,6.433666191155493,3.566333808844508,历史2/2次成功; 当前距低点3.57%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
26,78.6977962567677,77.07171668508809,002682,龙洲股份,bottom_area,2024-09-03,3.46,2024-08-28,3.33,3.9039039039039007,6.606606606606599,30.76923076923076,False,0.5814,1.6039,2,2,2,100.0,20.175363365532185,26.929674099485425,6.0960960960961,3.9039039039039007,历史2/2次成功; 当前距低点3.90%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
27,78.40263598618688,75.08240886068907,301518,长华化学,bottom_area,2024-09-03,13.93,2024-08-28,13.56,2.728613569321528,6.12094395280236,28.21598729486501,False,0.0,1.1873,1,1,1,100.0,11.740041928721173,11.740041928721173,7.271386430678472,2.728613569321528,历史1/1次成功; 当前距低点2.73%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
28,77.40300343215107,76.95080250111857,002715,登云股份,bottom_area,2024-09-03,10.04,2024-08-23,9.59,4.692387904066729,7.4035453597497485,31.45103645461044,True,0.9045,1.0133,1,1,1,100.0,36.66369313113291,36.66369313113291,5.307612095933272,4.692387904066729,历史1/1次成功; 当前距低点4.69%; 最新日涨幅0.90%; 状态bottom_area; 底部已确认
29,76.63496146499844,70.86002546865437,000600,建投能源,bottom_area,2024-09-03,4.54,2024-08-26,4.5,0.8888888888888897,5.1111111111111205,31.08728943338438,False,-1.0893,1.7281,2,2,2,100.0,12.132753415704464,13.438735177865627,9.11111111111111,0.8888888888888897,历史2/2次成功; 当前距低点0.89%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
30,76.59719992116351,73.43202637070219,688287,退市观典,bottom_area,2024-09-03,4.06,2024-08-30,3.95,2.784810126582264,9.87341772151898,31.77892918825561,True,-0.2457,1.7754,3,4,3,75.0,21.00211537263308,36.70473083197391,7.215189873417736,2.784810126582264,历史3/4次成功; 当前距低点2.78%; 最新日涨幅-0.25%; 状态bottom_area; 底部已确认
31,76.29585999174515,74.58122809064844,300478,杭州高新,bottom_area,2024-09-03,7.09,2024-08-28,6.83,3.8067349926793526,8.052708638360173,28.10526315789474,True,0.7102,2.4101,1,1,1,100.0,13.067655236329937,13.067655236329937,6.193265007320648,3.8067349926793526,历史1/1次成功; 当前距低点3.81%; 最新日涨幅0.71%; 状态bottom_area; 底部已确认
32,76.21687067317204,74.46102126346587,301596,瑞迪智驱,bottom_area,2024-09-03,61.83,2024-08-28,59.58,3.7764350453172204,8.073178919100373,29.905882352941177,True,1.0294,5.6918,1,1,1,100.0,12.04996326230713,12.04996326230713,6.2235649546827805,3.7764350453172204,历史1/1次成功; 当前距低点3.78%; 最新日涨幅1.03%; 状态bottom_area; 底部已确认
33,75.9176981733106,69.99286366160459,600011,华能国际,bottom_area,2024-09-03,6.84,2024-09-03,6.79,0.7363770250368162,2.7982326951399172,31.414141414141415,False,-1.4409,0.5535,1,1,1,100.0,22.267759562841515,22.267759562841515,9.263622974963184,0.7363770250368162,历史1/1次成功; 当前距低点0.74%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
34,75.76393333179139,74.25814320567629,603079,圣达生物,bottom_area,2024-09-03,10.8,2024-08-26,10.39,3.9461020211742066,6.929740134744936,28.83561643835616,False,0.3717,1.08,1,1,1,100.0,22.232558139534888,22.232558139534888,6.053897978825794,3.9461020211742066,历史1/1次成功; 当前距低点3.95%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
35,75.36391686140837,72.01803641601829,000037,深南电A,bottom_area,2024-09-03,7.06,2024-08-28,6.88,2.6162790697674376,5.087209302325589,28.92561983471074,False,0.2841,1.2297,5,8,5,62.5,25.1379177155272,45.16765285996055,7.383720930232562,2.6162790697674376,历史5/8次成功; 当前距低点2.62%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
36,74.61722123583944,73.74665908545497,600183,生益科技,bottom_area,2024-09-03,17.62,2024-08-29,16.88,4.383886255924183,7.2274881516587826,29.519832985386223,True,1.5562,0.8977,3,4,3,75.0,19.822149187968265,25.158227848101262,5.616113744075818,4.383886255924183,历史3/4次成功; 当前距低点4.38%; 最新日涨幅1.56%; 状态bottom_area; 底部已确认
37,74.57739306393968,71.64560365602068,000983,山西焦煤,bottom_area,2024-09-03,7.82,2024-08-26,7.6,2.8947368421052717,6.578947368421052,29.95391705069125,False,-1.6352,0.5553,3,4,3,75.0,21.938729333444627,27.212389380530986,7.105263157894728,2.8947368421052717,历史3/4次成功; 当前距低点2.89%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
38,73.47929642422233,72.61448327637233,002230,科大讯飞,bottom_area,2024-09-03,34.09,2024-08-28,32.66,4.37844458052666,6.399265156154328,28.093350946719518,False,2.0964,0.9346,1,1,1,100.0,18.69535978480161,18.69535978480161,5.621555419473341,4.37844458052666,历史1/1次成功; 当前距低点4.38%; 最新日涨幅2.10%; 状态bottom_area; 底部未确认
39,71.9956032837922,71.78009721824091,000539,粤电力A,bottom_area,2024-09-03,4.33,2024-08-26,4.13,4.842615012106542,6.7796610169491585,31.395348837209298,False,0.0,0.5541,1,1,1,100.0,19.89924433249369,19.89924433249369,5.157384987893459,4.842615012106542,历史1/1次成功; 当前距低点4.84%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
40,62.202679517658844,60.47881772964061,603282,亚光股份,bottom_area,2024-09-03,12.63,2024-08-26,12.2,3.524590163934439,6.311475409836078,27.164179104477615,False,1.609,1.4715,1,2,1,50.0,34.64991023339317,34.64991023339317,6.4754098360655625,3.524590163934439,历史1/2次成功; 当前距低点3.52%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
41,58.22142975358272,56.55808059589401,300751,迈为股份,bottom_area,2024-09-03,80.62,2024-08-28,77.91,3.4783724810679093,6.738544474393532,27.89449329014345,False,1.256,0.982,1,2,1,50.0,13.004138993165853,13.004138993165853,6.521627518932091,3.4783724810679093,历史1/2次成功; 当前距低点3.48%; 最新日涨幅1.26%; 状态bottom_area; 底部未确认
42,57.69891726871093,56.26036119758287,000625,长安汽车,bottom_area,2024-09-03,11.85,2024-08-29,11.43,3.6745406824146976,6.999125109361335,29.138251704897705,False,1.2821,1.0685,1,2,1,50.0,13.808139534883724,13.808139534883724,6.325459317585302,3.6745406824146976,历史1/2次成功; 当前距低点3.67%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
43,57.67448450585193,56.024247039869,301538,骏鼎达,bottom_area,2024-09-03,68.17,2024-09-03,65.88,3.476017000607174,3.825136612021874,31.26760563380282,False,2.4805,6.8754,1,2,1,50.0,10.10519247985676,10.10519247985676,6.523982999392827,3.476017000607174,历史1/2次成功; 当前距低点3.48%; 最新日涨幅2.48%; 状态bottom_area; 底部未确认
