rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.04888821863634,78.9460253678336,688621,阳光诺和,bottom_area,2025-10-13,60.31,2025-10-13,59.13,1.9956029088449174,3.39928970065956,31.204188481675395,False,-1.4381,2.2866,1,1,1,100.0,46.0,46.0,6.004397091155083,1.9956029088449174,历史1/1次成功; 当前距低点2.00%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
12,74.61462607452118,73.08378589056734,000428,华天酒店,bottom_area,2025-10-13,3.17,2025-10-13,3.08,2.9220779220779174,2.9220779220779174,28.70370370370371,False,-0.3145,2.1451,4,5,4,80.0,19.17270727368273,28.045977011494273,5.077922077922083,2.9220779220779174,历史4/5次成功; 当前距低点2.92%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
13,74.55483995909736,75.04547904946533,301377,鼎泰高科,bottom_area,2025-10-13,67.3,2025-10-13,64.5,4.341085271317826,5.581395348837201,30.64516129032258,False,-1.7231,6.2378,3,3,3,100.0,20.447061656290156,42.746913580246904,3.6589147286821744,4.341085271317826,历史3/3次成功; 当前距低点4.34%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
14,74.48791700717435,72.95947777779541,301529,福赛科技,bottom_area,2025-10-13,70.8,2025-10-13,68.79,2.921936327954631,6.5125745021078485,28.641078838174273,False,-5.6,6.7822,2,2,2,100.0,18.717702180279424,29.400630914826507,5.078063672045369,2.921936327954631,历史2/2次成功; 当前距低点2.92%; 最新日涨幅-5.60%; 状态bottom_area; 底部未确认
15,73.82593599521897,73.6209588476154,601900,南方传媒,confirmed_rebound,2025-10-13,12.93,2025-09-23,12.45,3.855421686746992,9.156626506024102,30.756395995550616,True,-1.8223,0.7959,2,2,2,100.0,24.523227383863077,39.999999999999986,4.1445783132530085,3.855421686746992,历史2/2次成功; 当前距低点3.86%; 最新日涨幅-1.82%; 状态confirmed_rebound; 底部已确认
16,72.80002279119174,71.19924517948148,601869,长飞光纤,bottom_area,2025-10-13,88.6,2025-10-13,86.15,2.84387695879279,4.3180499129425405,28.20833333333333,False,-2.8828,2.3722,1,1,1,100.0,14.748842180263628,14.748842180263628,5.15612304120721,2.84387695879279,历史1/1次成功; 当前距低点2.84%; 最新日涨幅-2.88%; 状态bottom_area; 底部未确认
17,71.96341742169945,72.10966801598538,002453,华软科技,bottom_area,2025-10-13,7.1,2025-10-13,6.82,4.1055718475073215,4.6920821114369415,30.122950819672127,False,-1.9337,10.4967,2,2,2,100.0,18.44285929194665,28.60169491525425,3.8944281524926785,4.1055718475073215,历史2/2次成功; 当前距低点4.11%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
18,70.70753402985841,67.16029105634404,603057,紫燕食品,confirmed_rebound,2025-10-13,19.13,2025-09-23,18.88,1.3241525423728815,8.050847457627116,28.267477203647424,True,-1.4933,0.6033,2,3,2,66.66666666666666,14.315549388642651,19.124700239808163,6.6758474576271185,1.3241525423728815,历史2/3次成功; 当前距低点1.32%; 最新日涨幅-1.49%; 状态confirmed_rebound; 底部已确认
19,70.62109951484014,66.42787146266129,300969,恒帅股份,bottom_area,2025-10-13,106.0,2025-10-13,105.14,0.81795700970135,7.447213239490202,27.48965517241379,False,-7.9462,15.1992,1,1,1,100.0,14.316201316023482,14.316201316023482,7.182042990298649,0.81795700970135,历史1/1次成功; 当前距低点0.82%; 最新日涨幅-7.95%; 状态bottom_area; 底部未确认
20,68.61691034149855,68.84785081324314,603083,剑桥科技,confirmed_rebound,2025-10-13,107.8,2025-10-13,103.48,4.174719752609193,8.088519520680315,27.382456140350875,False,-1.1916,11.0267,1,1,1,100.0,28.63554757630162,28.63554757630162,3.8252802473908067,4.174719752609193,历史1/1次成功; 当前距低点4.17%; 最新日涨幅-1.19%; 状态confirmed_rebound; 底部未确认
21,66.59034615030053,66.96344992050874,301200,大族数控,bottom_area,2025-10-13,92.61,2025-10-13,88.8,4.290540540540543,5.6644144144144155,27.195211937361645,False,-1.3738,0.8679,1,1,1,100.0,9.709044908285884,9.709044908285884,3.709459459459457,4.290540540540543,历史1/1次成功; 当前距低点4.29%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
22,65.4606782941508,66.71365153443918,300056,中创环保,bottom_area,2025-10-13,11.16,2025-10-13,10.63,4.985888993414857,6.491063029162741,27.29138166894664,False,-4.1237,4.9683,1,1,1,100.0,27.10472279260781,27.10472279260781,3.014111006585143,4.985888993414857,历史1/1次成功; 当前距低点4.99%; 最新日涨幅-4.12%; 状态bottom_area; 底部未确认
23,65.35693852676205,65.35693852676205,002123,梦网科技,bottom_area,2025-10-13,12.74,2025-10-13,12.25,4.000000000000002,4.24489795918367,29.39481268011528,False,-1.9246,2.8096,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,3.9999999999999987,4.000000000000002,历史2/3次成功; 当前距低点4.00%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
24,62.75249969500313,63.29114776105467,300459,汤姆猫,bottom_area,2025-10-13,4.7,2025-10-13,4.5,4.444444444444448,4.444444444444448,27.884615384615387,False,-2.0833,3.0798,4,6,4,66.66666666666666,14.074271116781395,19.047619047619044,3.5555555555555522,4.444444444444448,历史4/6次成功; 当前距低点4.44%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
