rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.96228326348547,88.22360838614003,603322,超讯通信,bottom_area,2025-12-30,38.7,2025-12-26,38.0,1.8421052631579022,3.157894736842113,31.29632977761707,False,0.2071,4.1689,7,7,7,100.0,21.524776269570104,39.45833333333333,6.157894736842098,1.8421052631579022,历史7/7次成功; 当前距低点1.84%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
13,79.91944933545847,76.9817547850408,000692,惠天热电,bottom_area,2025-12-30,3.48,2025-12-17,3.41,2.0527859237536608,6.744868035190615,28.511530398322844,False,-1.1364,2.3396,4,5,4,80.0,29.47369188816758,59.042553191489375,5.947214076246339,2.0527859237536608,历史4/5次成功; 当前距低点2.05%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
14,79.76583883811963,79.24685462165681,002632,道明光学,bottom_area,2025-12-30,12.46,2025-12-19,12.02,3.6605657237936877,7.071547420965056,27.28372655777375,True,1.5485,5.6187,2,2,2,100.0,19.693249848959194,25.259515570934255,4.339434276206313,3.6605657237936877,历史2/2次成功; 当前距低点3.66%; 最新日涨幅1.55%; 状态bottom_area; 底部已确认
15,79.33805168021087,77.06814660876913,600161,天坛生物,bottom_area,2025-12-30,16.46,2025-12-24,16.06,2.4906600249066138,4.794520547945203,27.264492753623188,False,-0.7836,0.2709,2,2,2,100.0,25.305653040624797,36.77455357142857,5.509339975093386,2.4906600249066138,历史2/2次成功; 当前距低点2.49%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
16,78.35426235776312,78.38002407479674,002679,福建金森,confirmed_rebound,2025-12-30,12.17,2025-12-18,11.7,4.017094017094023,9.487179487179498,28.308823529411768,True,-1.2976,2.8098,4,4,4,100.0,18.758056095543544,33.50951374207188,3.982905982905977,4.017094017094023,历史4/4次成功; 当前距低点4.02%; 最新日涨幅-1.30%; 状态confirmed_rebound; 底部已确认
17,77.41179365616252,75.28707390286876,301567,贝隆精密,bottom_area,2025-12-30,44.59,2025-12-17,43.48,2.552897884084652,6.830726770929177,31.527559055118115,False,-1.6975,7.5671,2,2,2,100.0,16.4929090246331,16.59192825112107,5.4471021159153485,2.552897884084652,历史2/2次成功; 当前距低点2.55%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
18,76.68837340398444,73.39101322485477,605368,蓝天燃气,bottom_area,2025-12-30,7.71,2025-12-18,7.58,1.71503957783641,3.562005277044849,31.65013525698828,False,-0.8997,0.6483,1,1,1,100.0,12.695179904955879,12.695179904955879,6.284960422163591,1.71503957783641,历史1/1次成功; 当前距低点1.72%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
19,76.53466008578818,71.23027770360483,002910,庄园牧场,bottom_area,2025-12-30,11.28,2025-12-30,11.25,0.266666666666661,3.555555555555559,29.73141786383511,False,-3.5897,11.6107,1,1,1,100.0,33.37783711615487,33.37783711615487,7.73333333333334,0.266666666666661,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-3.59%; 状态bottom_area; 底部未确认
20,76.48924638985896,77.12253283030944,603038,华立股份,confirmed_rebound,2025-12-30,16.27,2025-12-17,15.58,4.428754813863925,11.360718870346608,29.661399548532724,True,-1.9289,5.2896,4,4,4,100.0,17.04351508558693,28.753412192902637,3.5712451861360752,4.428754813863925,历史4/4次成功; 当前距低点4.43%; 最新日涨幅-1.93%; 状态confirmed_rebound; 底部已确认
21,72.61861769376367,70.86543249868463,000998,隆平高科,bottom_area,2025-12-30,9.41,2025-12-17,9.16,2.7292576419213974,4.148471615720513,29.484218629715166,False,-0.3178,1.1653,1,1,1,100.0,11.549139367018313,11.549139367018313,5.270742358078603,2.7292576419213974,历史1/1次成功; 当前距低点2.73%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
22,72.4536755288915,72.28336404101405,301177,迪阿股份,bottom_area,2025-12-30,29.2,2025-12-17,28.11,3.877623621487015,6.438989683386703,31.88756966319361,False,0.5856,0.3704,1,1,1,100.0,10.776053215077603,10.776053215077603,4.122376378512985,3.877623621487015,历史1/1次成功; 当前距低点3.88%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
23,71.83001179296176,71.76182953212364,601162,天风证券,bottom_area,2025-12-30,4.21,2025-12-17,4.05,3.9506172839506206,6.419753086419748,27.678571428571423,False,-0.4728,1.3834,2,2,2,100.0,14.673316879199232,18.939393939393938,4.049382716049379,3.9506172839506206,历史2/2次成功; 当前距低点3.95%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
24,71.64282943143814,66.33595317725754,603696,安记食品,bottom_area,2025-12-30,21.21,2025-12-30,21.21,0.0,5.139085337105138,28.271897193101115,False,-10.0127,15.7874,1,1,1,100.0,16.053511705685615,16.053511705685615,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
25,70.67175986889198,71.4944098313672,688050,爱博医疗,bottom_area,2025-12-30,61.6,2025-12-10,58.89,4.601799966038378,7.947019867549668,29.750685911964688,True,-0.8531,0.8528,2,2,2,100.0,12.024267494272554,12.90770757525636,3.398200033961622,4.601799966038378,历史2/2次成功; 当前距低点4.60%; 最新日涨幅-0.85%; 状态bottom_area; 底部已确认
26,69.9419179165508,69.97734948591076,603072,天和磁材,bottom_area,2025-12-30,41.08,2025-12-17,39.49,4.026335781210424,6.330716637123322,27.05947543405984,False,-1.4868,3.1887,1,1,1,100.0,22.674167027260935,22.674167027260935,3.9736642187895765,4.026335781210424,历史1/1次成功; 当前距低点4.03%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
27,69.92495141586214,70.99068816661025,003018,金富科技,bottom_area,2025-12-30,16.2,2025-12-30,15.46,4.786545924967648,6.468305304010349,27.858142790480628,False,2.4668,22.2864,1,1,1,100.0,14.967811158798277,14.967811158798277,3.213454075032353,4.786545924967648,历史1/1次成功; 当前距低点4.79%; 最新日涨幅2.47%; 状态bottom_area; 底部未确认
28,66.34214963937183,67.3852086469846,688337,普源精电,bottom_area,2025-12-30,37.47,2025-12-04,35.75,4.811188811188808,7.384615384615387,28.499999999999996,True,-0.0267,0.6437,4,6,4,66.66666666666666,31.387378870045207,54.46153846153845,3.1888111888111923,4.811188811188808,历史4/6次成功; 当前距低点4.81%; 最新日涨幅-0.03%; 状态bottom_area; 底部已确认
29,62.08653860340875,62.00131343030868,002605,姚记科技,bottom_area,2025-12-30,23.28,2025-12-17,22.4,3.9285714285714404,6.517857142857148,27.71861890932559,False,-0.0858,1.1561,3,5,3,60.0,15.26051767447074,23.2121212121212,4.07142857142856,3.9285714285714404,历史3/5次成功; 当前距低点3.93%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
30,56.06556062867235,56.43606704774309,002670,国盛证券,bottom_area,2025-12-30,17.06,2025-12-17,16.35,4.342507645259922,7.64525993883792,29.6774193548387,True,0.1174,0.9821,1,2,1,50.0,13.747228381374727,13.747228381374727,3.657492354740078,4.342507645259922,历史1/2次成功; 当前距低点4.34%; 最新日涨幅0.12%; 状态bottom_area; 底部已确认
31,51.740101259149064,52.16147079521464,600104,上汽集团,confirmed_rebound,2025-12-30,15.35,2025-11-21,14.7,4.421768707482996,8.299319727891161,28.74454677653902,True,-0.1301,0.2702,1,2,1,50.0,24.425287356321842,24.425287356321842,3.578231292517004,4.421768707482996,历史1/2次成功; 当前距低点4.42%; 最新日涨幅-0.13%; 状态confirmed_rebound; 底部已确认
