rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.46234298723618,87.73732489633812,000868,安凯客车,bottom_area,2023-04-24,5.1,2023-04-24,4.98,2.4096385542168517,3.6144578313252955,31.215469613259668,False,0.5917,1.6476,5,5,5,100.0,25.867208601895335,69.53846153846153,5.590361445783149,2.4096385542168517,历史5/5次成功; 当前距低点2.41%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
39,75.56501527008939,70.8600237532725,002810,山东赫达,bottom_area,2023-04-24,19.88,2023-04-24,19.75,0.6582278481012608,2.0759493670886084,31.42361111111111,False,-0.9467,1.0378,2,2,2,100.0,9.305286273889134,10.118110236220474,7.3417721518987396,0.6582278481012608,历史2/2次成功; 当前距低点0.66%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
40,74.67845580776509,73.77743465045592,600234,科新发展,bottom_area,2023-04-24,5.83,2023-04-24,5.64,3.3687943262411415,4.078014184397171,27.599486521181007,False,0.8651,1.2252,1,1,1,100.0,12.571428571428566,12.571428571428566,4.631205673758858,3.3687943262411415,历史1/1次成功; 当前距低点3.37%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
41,74.17728923137885,73.16016675416112,603090,宏盛股份,bottom_area,2023-04-24,20.14,2023-04-24,19.5,3.2820512820512846,4.0512820512820475,27.643784786641927,False,1.5121,2.324,1,1,1,100.0,8.189482135688475,8.189482135688475,4.717948717948715,3.2820512820512846,历史1/1次成功; 当前距低点3.28%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
42,73.96818727847887,73.22973615756226,002188,中天服务,bottom_area,2023-04-24,5.95,2023-04-24,5.75,3.4782608695652204,3.652173913043478,32.27326266195524,False,0.8475,1.853,1,1,1,100.0,10.968660968660975,10.968660968660975,4.52173913043478,3.4782608695652204,历史1/1次成功; 当前距低点3.48%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
43,73.8468560728261,68.82605377696102,001227,兰州银行,bottom_area,2023-04-24,2.95,2023-04-24,2.94,0.3401360544217766,1.0204081632653146,30.000000000000004,False,-0.6734,0.8942,1,1,1,100.0,11.137440758293856,11.137440758293856,7.659863945578224,0.3401360544217766,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
44,73.46918811591567,68.73340515257495,300712,永福股份,bottom_area,2023-04-24,37.48,2023-04-24,37.28,0.5364806866952675,2.655579399141636,28.5823754789272,False,-0.9514,1.1717,1,1,1,100.0,13.046135044301874,13.046135044301874,7.463519313304732,0.5364806866952675,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
45,73.42145650077991,69.20967140805372,688209,英集芯,bottom_area,2023-04-24,18.47,2023-04-24,18.3,0.9289617486338697,4.043715846994527,30.391783948269296,False,-3.6515,3.6761,2,2,2,100.0,13.966151585693265,17.590497737556557,7.071038251366131,0.9289617486338697,历史2/2次成功; 当前距低点0.93%; 最新日涨幅-3.65%; 状态bottom_area; 底部未确认
46,73.37299479189812,68.64785749933311,601888,中国中免,bottom_area,2023-04-24,163.89,2023-04-24,163.01,0.5398441813385655,2.515183117600161,32.07633651402143,False,-1.9621,0.7199,1,1,1,100.0,12.627431359059372,12.627431359059372,7.460155818661435,0.5398441813385655,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
47,73.37282869768663,72.99117549249709,603255,鼎际得,bottom_area,2023-04-24,48.96,2023-04-21,47.2,3.7288135593220293,5.169491525423724,30.893118594436302,False,3.0086,6.1647,1,1,1,100.0,12.757367783609205,12.757367783609205,4.271186440677971,3.7288135593220293,历史1/1次成功; 当前距低点3.73%; 最新日涨幅3.01%; 状态bottom_area; 底部未确认
48,73.35962064435675,68.54756540508353,600366,宁波韵升,bottom_area,2023-04-24,8.49,2023-04-24,8.45,0.47337278106509967,4.023668639053253,32.66932270916335,False,-3.9593,2.0806,1,1,1,100.0,21.488469601677156,21.488469601677156,7.5266272189349,0.47337278106509967,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-3.96%; 状态bottom_area; 底部未确认
49,72.20457220353482,68.12123928733361,603138,海量数据,bottom_area,2023-04-24,20.74,2023-04-24,20.54,0.9737098344693248,3.7000973709834546,31.98675496688742,False,-0.0482,3.8894,1,1,1,100.0,15.114503816793897,15.114503816793897,7.026290165530676,0.9737098344693248,历史1/1次成功; 当前距低点0.97%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
50,71.88025968783933,66.82162300681718,688157,松井股份,bottom_area,2023-04-24,77.46,2023-04-24,77.3,0.20698576972832677,3.7904269081500734,27.020392749244714,False,-3.6687,1.3943,1,1,1,100.0,8.943820224719094,8.943820224719094,7.793014230271673,0.20698576972832677,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-3.67%; 状态bottom_area; 底部未确认
51,71.12617636045475,69.77542183856531,002172,澳洋健康,bottom_area,2023-04-24,3.43,2023-04-24,3.33,3.003003003003006,4.204204204204208,27.292576419213972,False,1.4793,1.459,2,3,2,66.66666666666666,25.46022590723384,29.824561403508774,4.9969969969969945,3.003003003003006,历史2/3次成功; 当前距低点3.00%; 最新日涨幅1.48%; 状态bottom_area; 底部未确认
52,69.93602874205415,65.95349007963819,300496,中科创达,bottom_area,2023-04-24,88.01,2023-04-24,87.18,0.952053223216332,5.964670796054127,30.339592489013185,False,-4.6479,3.3583,1,1,1,100.0,13.409523809523808,13.409523809523808,7.047946776783669,0.952053223216332,历史1/1次成功; 当前距低点0.95%; 最新日涨幅-4.65%; 状态bottom_area; 底部未确认
53,69.24419156378444,67.92169506723717,002355,兴民智通,bottom_area,2023-04-24,3.78,2023-04-24,3.67,2.9972752043596698,3.814713896457769,29.150579150579148,False,0.8,1.3991,2,3,2,66.66666666666666,15.423741217798595,15.624999999999991,5.00272479564033,2.9972752043596698,历史2/3次成功; 当前距低点3.00%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
54,68.70919219952393,66.20747790524459,002786,银宝山新,bottom_area,2023-04-24,5.42,2023-04-24,5.31,2.071563088512247,3.201506591337115,28.915662650602414,False,-0.7326,1.9883,2,3,2,66.66666666666666,17.33319935691319,18.75000000000001,5.928436911487752,2.071563088512247,历史2/3次成功; 当前距低点2.07%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
55,66.28658646869577,66.84672503419974,300423,昇辉科技,bottom_area,2023-04-24,10.12,2023-04-24,9.69,4.437564499484002,5.882352941176474,31.95224719101124,False,-2.0329,3.9661,1,1,1,100.0,10.883720930232558,10.883720930232558,3.5624355005159987,4.437564499484002,历史1/1次成功; 当前距低点4.44%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
56,65.79492360395143,63.286748115640755,688045,必易微,confirmed_rebound,2023-04-24,59.77,2023-04-24,58.61,1.9791844395154474,9.025763521583347,30.059665871121716,False,-6.8132,10.3522,2,3,2,66.66666666666666,20.928075113275824,21.048975338659265,6.020815560484553,1.9791844395154474,历史2/3次成功; 当前距低点1.98%; 最新日涨幅-6.81%; 状态confirmed_rebound; 底部未确认
57,63.48456197647422,61.66987873666987,001319,铭科精技,bottom_area,2023-04-24,19.33,2023-04-24,18.86,2.4920466595970248,3.446447507953352,32.810830067687924,False,0.6771,2.0492,1,2,1,50.0,28.396479142747793,28.396479142747793,5.507953340402976,2.4920466595970248,历史1/2次成功; 当前距低点2.49%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
58,63.0788360634589,60.71417858185001,002622,皓宸医疗,bottom_area,2023-04-24,3.04,2023-04-24,2.98,2.0134228187919483,3.35570469798658,28.53717026378897,False,0.33,0.9659,1,2,1,50.0,17.391304347826082,17.391304347826082,5.986577181208052,2.0134228187919483,历史1/2次成功; 当前距低点2.01%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
59,62.16394699445218,60.12172673480367,603029,天鹅股份,bottom_area,2023-04-24,19.43,2023-04-24,19.0,2.2631578947368407,2.894736842105267,28.16635160680529,False,0.8827,2.384,1,2,1,50.0,17.26734803657881,17.26734803657881,5.736842105263159,2.2631578947368407,历史1/2次成功; 当前距低点2.26%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
60,61.53426616756427,59.364178074945514,002623,亚玛顿,bottom_area,2023-04-24,27.29,2023-04-24,26.72,2.133233532934133,3.443113772455096,28.364611260053618,False,0.2203,1.2573,1,2,1,50.0,11.601884570082444,11.601884570082444,5.866766467065868,2.133233532934133,历史1/2次成功; 当前距低点2.13%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
61,58.54287439562352,55.741561985329135,002112,三变科技,bottom_area,2023-04-24,9.79,2023-04-24,9.65,1.4507772020725263,3.419689119170985,27.004538577912257,False,-4.6738,10.8405,1,2,1,50.0,16.44803229061553,16.44803229061553,6.549222797927475,1.4507772020725263,历史1/2次成功; 当前距低点1.45%; 最新日涨幅-4.67%; 状态bottom_area; 底部未确认
