rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.28838493390663,85.91789667207306,600203,福日电子,bottom_area,2025-03-26,9.54,2025-03-26,9.41,1.3815090329436663,2.6567481402763016,29.51310861423221,False,0.3155,4.7879,3,3,3,100.0,20.149125092390385,24.045801526717554,13.618490967056331,1.3815090329436663,历史3/3次成功; 当前距低点1.38%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
12,71.72275358638414,66.74216156321906,002725,跃岭股份,bottom_area,2025-03-26,11.98,2025-03-24,11.56,3.633217993079584,7.698961937716252,27.795128044971896,False,1.3536,3.0372,2,3,2,66.66666666666666,16.877590971902357,18.562874251497018,11.366782006920415,3.633217993079584,历史2/3次成功; 当前距低点3.63%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
13,69.00693488949011,62.49576982892688,000678,襄阳轴承,bottom_area,2025-03-26,13.14,2025-03-26,12.86,2.1772939346811913,7.309486780715408,31.957671957671955,False,-4.7826,24.4808,2,5,2,40.0,90.5727155727156,121.62162162162164,12.822706065318808,2.1772939346811913,历史2/5次成功; 当前距低点2.18%; 最新日涨幅-4.78%; 状态bottom_area; 底部未确认
14,67.28029549297703,61.33600376962454,000409,云鼎科技,bottom_area,2025-03-26,12.15,2025-03-26,11.85,2.5316455696202596,3.797468354430389,29.464285714285722,False,1.0815,11.4885,1,3,1,33.33333333333333,46.53130287648054,46.53130287648054,12.46835443037974,2.5316455696202596,历史1/3次成功; 当前距低点2.53%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
15,65.07599575110008,59.68106393227192,002599,盛通股份,bottom_area,2025-03-26,10.1,2025-03-25,9.82,2.851323828920564,4.582484725050909,27.313101406365654,False,2.5381,5.9961,1,2,1,50.0,22.107969151670947,22.107969151670947,12.148676171079435,2.851323828920564,历史1/2次成功; 当前距低点2.85%; 最新日涨幅2.54%; 状态bottom_area; 底部未确认
16,64.95232315742689,58.656792593567644,002279,久其软件,bottom_area,2025-03-26,6.55,2025-03-25,6.42,2.024922118380061,3.4267912772585634,27.04545454545455,False,1.0802,2.8623,1,3,1,33.33333333333333,25.915492957746476,25.915492957746476,12.97507788161994,2.024922118380061,历史1/3次成功; 当前距低点2.02%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
17,64.03327797187845,57.231815803881005,605303,园林股份,bottom_area,2025-03-26,9.66,2025-03-25,9.52,1.4705882352941237,4.201680672268911,30.30746705710103,False,0.7299,3.6296,1,5,1,20.0,23.681489141675293,23.681489141675293,13.529411764705875,1.4705882352941237,历史1/5次成功; 当前距低点1.47%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
18,63.89844100843022,58.76374485596707,301389,隆扬电子,bottom_area,2025-03-26,22.66,2025-03-25,22.0,3.0000000000000004,9.272727272727268,28.571428571428577,False,0.4878,6.4119,1,2,1,50.0,18.998628257887525,18.998628257887525,12.0,3.0000000000000004,历史1/2次成功; 当前距低点3.00%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
19,62.5067729062748,57.86001513875225,300605,恒锋信息,bottom_area,2025-03-26,14.5,2025-03-25,14.03,3.349964362081259,3.991446899501073,29.990019960079838,False,1.8974,5.7663,1,2,1,50.0,18.429752066115707,18.429752066115707,11.65003563791874,3.349964362081259,历史1/2次成功; 当前距低点3.35%; 最新日涨幅1.90%; 状态bottom_area; 底部未确认
20,60.65392340223236,54.7409957057528,000779,甘咨询,bottom_area,2025-03-26,9.73,2025-03-26,9.54,1.9916142557652128,3.563941299790374,27.397260273972613,False,-3.5679,10.506,1,2,1,50.0,17.69825918762089,17.69825918762089,13.008385744234788,1.9916142557652128,历史1/2次成功; 当前距低点1.99%; 最新日涨幅-3.57%; 状态bottom_area; 底部未确认
21,59.137054798974106,54.2636559139785,002164,宁波东力,bottom_area,2025-03-26,8.93,2025-03-26,8.68,2.880184331797235,6.336405529953925,29.659643435980556,False,-3.2503,18.0908,1,3,1,33.33333333333333,45.468509984639034,45.468509984639034,12.119815668202765,2.880184331797235,历史1/3次成功; 当前距低点2.88%; 最新日涨幅-3.25%; 状态bottom_area; 底部未确认
22,55.753575076646776,52.32991986401164,002196,方正电机,bottom_area,2025-03-26,9.66,2025-03-26,9.28,4.094827586206906,7.435344827586221,28.560431100846813,False,3.2051,18.3353,1,4,1,25.0,18.661971830985923,18.661971830985923,10.905172413793093,4.094827586206906,历史1/4次成功; 当前距低点4.09%; 最新日涨幅3.21%; 状态bottom_area; 底部未确认
23,46.904741241176204,44.50542635658914,000608,阳光股份,bottom_area,2025-03-26,1.79,2025-03-26,1.71,4.678362573099419,6.432748538011701,27.234042553191497,False,-1.6484,7.6091,1,5,1,20.0,17.05426356589147,17.05426356589147,10.32163742690058,4.678362573099419,历史1/5次成功; 当前距低点4.68%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
