rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.210499970849,88.9817442322218,688136,科兴制药,bottom_area,2025-06-24,40.23,2025-06-23,39.44,2.0030425963488825,4.893509127789046,32.23367697594502,False,0.0746,2.1138,4,4,4,100.0,27.57355565536154,60.65012831479899,7.996957403651119,2.0030425963488825,历史4/4次成功; 当前距低点2.00%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
12,79.44192615652636,74.24380003330006,603139,康惠股份,bottom_area,2025-06-24,21.01,2025-06-20,20.71,1.4485755673587672,5.5528730082085875,31.42384105960264,False,-0.2848,4.4113,3,4,3,75.0,18.180388854183054,29.315476190476186,8.551424432641234,1.4485755673587672,历史3/4次成功; 当前距低点1.45%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
13,79.18390549272515,75.82019410658867,688114,华大智造,bottom_area,2025-06-24,63.79,2025-06-23,62.1,2.7214170692431523,4.508856682769733,28.20809248554913,False,0.5834,1.5918,3,4,3,75.0,19.785080776683152,27.745919717688572,7.278582930756848,2.7214170692431523,历史3/4次成功; 当前距低点2.72%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
14,78.47860534917567,76.71789851830269,300949,奥雅股份,bottom_area,2025-06-24,39.52,2025-06-23,38.07,3.8087733123194187,6.0152350932492755,27.89772727272727,False,0.6879,5.6011,2,2,2,100.0,17.10699822790835,21.703617269544917,6.191226687680581,3.8087733123194187,历史2/2次成功; 当前距低点3.81%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
15,78.35661655110017,71.85505700248962,002155,湖南黄金,bottom_area,2025-06-24,17.65,2025-06-24,17.57,0.4553215708594098,2.675014228799083,28.548190321268805,False,-2.3783,3.0466,1,1,1,100.0,28.834355828220854,28.834355828220854,9.54467842914059,0.4553215708594098,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
16,78.13907491384002,77.69783783783784,301260,格力博,bottom_area,2025-06-24,19.37,2025-06-23,18.5,4.702702702702708,5.999999999999997,29.3353705118411,False,3.5275,4.7495,1,1,1,100.0,58.71313672922254,58.71313672922254,5.297297297297292,4.702702702702708,历史1/1次成功; 当前距低点4.70%; 最新日涨幅3.53%; 状态bottom_area; 底部未确认
17,78.06345262185835,77.51467615351486,601068,中铝国际,bottom_area,2025-06-24,4.52,2025-06-19,4.32,4.629629629629613,5.787037037037036,27.150084317032032,False,2.4943,0.9865,3,3,3,100.0,14.786191984249353,18.6700767263427,5.370370370370388,4.629629629629613,历史3/3次成功; 当前距低点4.63%; 最新日涨幅2.49%; 状态bottom_area; 底部未确认
18,77.53344747700162,75.7162573017594,600770,综艺股份,bottom_area,2025-06-24,5.25,2025-06-23,5.06,3.7549407114624587,4.150197628458498,32.980132450331126,False,1.7442,1.8898,1,1,1,100.0,27.72861356932153,27.72861356932153,6.245059288537542,3.7549407114624587,历史1/1次成功; 当前距低点3.75%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
19,76.72635522933317,76.63044936418085,000596,古井贡酒,bottom_area,2025-06-24,138.23,2025-06-16,131.73,4.934335382980339,7.99362332042815,27.152574240999844,True,0.8389,0.8311,2,2,2,100.0,21.240505577290524,29.07889301941346,5.065664617019661,4.934335382980339,历史2/2次成功; 当前距低点4.93%; 最新日涨幅0.84%; 状态bottom_area; 底部已确认
20,75.70043418690958,72.56259235532781,600980,北矿科技,bottom_area,2025-06-24,22.2,2025-06-20,21.6,2.7777777777777675,4.675925925925917,28.66578599735799,False,-0.2247,13.5948,1,1,1,100.0,21.268417680973737,21.268417680973737,7.222222222222233,2.7777777777777675,历史1/1次成功; 当前距低点2.78%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
21,75.16603869951439,73.20561708932566,300871,回盛生物,bottom_area,2025-06-24,20.65,2025-06-23,19.93,3.6126442548921167,4.66633216256899,29.301170627882232,False,0.5355,4.2841,1,1,1,100.0,12.486268766019775,12.486268766019775,6.387355745107884,3.6126442548921167,历史1/1次成功; 当前距低点3.61%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
22,74.61213331913181,73.72435315030614,600706,曲江文旅,bottom_area,2025-06-24,9.55,2025-06-23,9.15,4.371584699453555,4.699453551912565,27.66798418972332,False,1.8124,4.6563,1,1,1,100.0,24.578313253012034,24.578313253012034,5.628415300546446,4.371584699453555,历史1/1次成功; 当前距低点4.37%; 最新日涨幅1.81%; 状态bottom_area; 底部未确认
23,74.60488918395498,74.27400027278712,002811,郑中设计,bottom_area,2025-06-24,10.55,2025-06-23,10.07,4.766633565044692,5.163853028798407,31.728813559322035,False,2.6265,2.5865,2,2,2,100.0,15.709273124134537,16.78832116788322,5.233366434955309,4.766633565044692,历史2/2次成功; 当前距低点4.77%; 最新日涨幅2.63%; 状态bottom_area; 底部未确认
24,74.24741145667177,73.98205258799173,000605,渤海股份,bottom_area,2025-06-24,6.97,2025-06-20,6.65,4.812030075187961,4.962406015037595,29.25531914893617,False,2.1994,1.6412,3,4,3,75.0,35.52946859903381,56.66666666666668,5.18796992481204,4.812030075187961,历史3/4次成功; 当前距低点4.81%; 最新日涨幅2.20%; 状态bottom_area; 底部未确认
25,74.24147015915118,73.67474137931033,603577,汇金通,bottom_area,2025-06-24,9.1,2025-06-23,8.7,4.597701149425292,4.827586206896551,32.34836702954899,False,1.4493,2.6649,1,1,1,100.0,27.083333333333325,27.083333333333325,5.4022988505747085,4.597701149425292,历史1/1次成功; 当前距低点4.60%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
26,73.42600712125436,71.24590002145463,002427,尤夫股份,bottom_area,2025-06-24,8.17,2025-06-23,7.9,3.4177215189873364,6.835443037974673,27.389705882352942,False,-0.729,5.8059,1,1,1,100.0,22.033898305084747,22.033898305084747,6.582278481012664,3.4177215189873364,历史1/1次成功; 当前距低点3.42%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
27,73.26045817727073,72.77074923223552,603681,永冠新材,bottom_area,2025-06-24,14.86,2025-06-20,14.2,4.647887323943664,4.647887323943664,29.000000000000004,False,2.2712,3.8264,1,1,1,100.0,22.83834586466165,22.83834586466165,5.352112676056336,4.647887323943664,历史1/1次成功; 当前距低点4.65%; 最新日涨幅2.27%; 状态bottom_area; 底部未确认
28,72.99789320851262,72.52715094577026,003025,思进智能,bottom_area,2025-06-24,13.25,2025-06-23,12.66,4.660347551342811,4.818325434439174,27.98634812286689,False,2.7929,2.2013,1,1,1,100.0,21.681415929203535,21.681415929203535,5.33965244865719,4.660347551342811,历史1/1次成功; 当前距低点4.66%; 最新日涨幅2.79%; 状态bottom_area; 底部未确认
29,72.3949104871366,69.28115089629199,600250,南京商旅,bottom_area,2025-06-24,10.68,2025-06-23,10.4,2.6923076923076863,5.673076923076922,28.52233676975945,False,-0.0935,7.1663,4,6,4,66.66666666666666,24.800783699391594,53.93258426966293,7.3076923076923155,2.6923076923076863,历史4/6次成功; 当前距低点2.69%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
30,71.86409728634366,70.2047131571741,002172,澳洋健康,bottom_area,2025-06-24,3.85,2025-06-23,3.71,3.7735849056603805,4.582210242587599,27.11198428290766,False,1.0499,6.2633,4,6,4,66.66666666666666,20.54741976028543,29.824561403508774,6.22641509433962,3.7735849056603805,历史4/6次成功; 当前距低点3.77%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
31,70.87763463291293,69.5225716228667,300346,南大光电,bottom_area,2025-06-24,31.04,2025-06-13,29.85,3.986599664991617,4.288107202680059,27.513355998057303,False,0.9431,2.3134,2,3,2,66.66666666666666,36.15780748591896,46.69811320754715,6.013400335008384,3.986599664991617,历史2/3次成功; 当前距低点3.99%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
32,70.46708642096662,69.74438918828261,300436,广生堂,bottom_area,2025-06-24,33.97,2025-06-20,32.52,4.458794587945866,6.580565805658035,29.671280276816603,False,-0.6435,6.4498,4,5,4,80.0,20.056133595694508,35.88379705400981,5.5412054120541345,4.458794587945866,历史4/5次成功; 当前距低点4.46%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
33,67.52570513940677,66.8547032221223,002615,哈尔斯,bottom_area,2025-06-24,8.17,2025-06-23,7.82,4.47570332480818,4.859335038363159,30.673758865248217,False,1.3648,10.719,2,3,2,66.66666666666666,27.80989320439935,28.84012539184954,5.52429667519182,4.47570332480818,历史2/3次成功; 当前距低点4.48%; 最新日涨幅1.36%; 状态bottom_area; 底部未确认
34,63.90552165778143,63.58938541813149,300492,华图山鼎,bottom_area,2025-06-24,64.97,2025-06-23,62.03,4.7396421086570975,6.029340641625012,31.29153743907842,False,2.1862,0.4227,2,3,2,66.66666666666666,13.489799780661322,14.94511680270195,5.260357891342903,4.7396421086570975,历史2/3次成功; 当前距低点4.74%; 最新日涨幅2.19%; 状态bottom_area; 底部未确认
