rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.10200382718688,84.53248222821277,300648,星云股份,bottom_area,2022-09-23,36.88,2022-09-23,36.42,1.2630422844590907,6.26029654036244,27.60882528324389,False,-2.717,2.8669,5,5,5,100.0,17.054938907416574,26.78362573099414,6.736957715540909,1.2630422844590907,历史5/5次成功; 当前距低点1.26%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
12,82.52977795292303,78.22017592313497,002138,顺络电子,bottom_area,2022-09-23,20.88,2022-09-23,20.63,1.211827435773146,4.701890450799818,27.435807245867043,False,-2.9289,1.3882,1,1,1,100.0,32.49001331557922,32.49001331557922,6.788172564226855,1.211827435773146,历史1/1次成功; 当前距低点1.21%; 最新日涨幅-2.93%; 状态bottom_area; 底部未确认
13,82.3091605698884,78.08563838498802,688280,精进电动,bottom_area,2022-09-23,8.83,2022-09-23,8.72,1.26146788990825,5.045871559633022,30.683624801271854,False,-2.5386,1.6172,1,1,1,100.0,32.37518910741301,32.37518910741301,6.738532110091749,1.26146788990825,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-2.54%; 状态bottom_area; 底部未确认
14,82.16855380572377,77.56847320566634,688049,炬芯科技,bottom_area,2022-09-23,30.15,2022-09-21,29.85,1.0050251256281313,6.030150753768834,29.365830572645525,False,-2.836,1.2586,2,2,2,100.0,9.784572538163834,11.287895076327672,6.994974874371869,1.0050251256281313,历史2/2次成功; 当前距低点1.01%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
15,82.06584064989056,77.97428668205785,603229,奥翔药业,bottom_area,2022-09-23,24.18,2022-09-23,23.86,1.341156747694888,5.155071248952224,31.73104434907011,False,-3.0862,1.3871,2,2,2,100.0,26.30174229463547,41.48479427549196,6.658843252305112,1.341156747694888,历史2/2次成功; 当前距低点1.34%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
16,81.94832119448445,78.69408280136463,300508,维宏股份,bottom_area,2022-09-23,20.99,2022-09-19,20.6,1.893203883495131,7.66990291262135,30.849278281302446,True,-3.6272,1.422,2,2,2,100.0,27.74509492329859,42.06627680311891,6.106796116504869,1.893203883495131,历史2/2次成功; 当前距低点1.89%; 最新日涨幅-3.63%; 状态bottom_area; 底部已确认
17,81.87929593017742,78.80168674698797,002110,三钢闽光,bottom_area,2022-09-23,5.08,2022-09-21,4.98,2.0080321285140488,2.610441767068271,32.97442799461641,False,0.3953,0.2337,1,1,1,100.0,22.90322580645161,22.90322580645161,5.991967871485951,2.0080321285140488,历史1/1次成功; 当前距低点2.01%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
18,81.33878786374545,77.5163426398024,601686,友发集团,bottom_area,2022-09-23,6.1,2022-09-21,6.01,1.4975041597337746,3.9933444259567423,29.54279015240328,False,-1.1345,0.5083,2,2,2,100.0,15.541140451588205,22.923076923076927,6.502495840266226,1.4975041597337746,历史2/2次成功; 当前距低点1.50%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
19,80.53830698504011,77.07247928498278,002516,旷达科技,bottom_area,2022-09-23,4.75,2022-09-23,4.67,1.713062098501072,5.139186295503217,29.1350531107739,False,-2.2634,0.8897,1,1,1,100.0,32.46376811594203,32.46376811594203,6.286937901498928,1.713062098501072,历史1/1次成功; 当前距低点1.71%; 最新日涨幅-2.26%; 状态bottom_area; 底部未确认
20,80.50919279105841,77.08326969356654,000591,太阳能,bottom_area,2022-09-23,7.02,2022-09-19,6.9,1.7391304347825973,4.927536231884055,27.672955974842754,False,-2.2284,0.9467,1,1,1,100.0,32.84132841328414,32.84132841328414,6.260869565217403,1.7391304347825973,历史1/1次成功; 当前距低点1.74%; 最新日涨幅-2.23%; 状态bottom_area; 底部未确认
21,80.31365552325576,75.88691860465113,603186,华正新材,bottom_area,2022-09-23,21.12,2022-09-19,20.9,1.0526315789473801,5.119617224880384,29.795095733960363,False,-2.8519,1.0355,1,1,1,100.0,17.994186046511643,17.994186046511643,6.94736842105262,1.0526315789473801,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-2.85%; 状态bottom_area; 底部未确认
22,80.02565666024829,77.4506732382996,603315,福鞍股份,bottom_area,2022-09-23,20.02,2022-09-19,19.57,2.2994379151762865,6.6428206438426205,29.324665944384254,False,-1.3793,0.4315,1,1,1,100.0,41.68490153172865,41.68490153172865,5.700562084823714,2.2994379151762865,历史1/1次成功; 当前距低点2.30%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
23,79.63761370407795,75.41861246024509,603192,汇得科技,bottom_area,2022-09-23,19.02,2022-09-23,18.8,1.1702127659574406,5.851063829787222,29.02982257455643,False,-2.9592,0.7097,1,1,1,100.0,16.917728852838945,16.917728852838945,6.82978723404256,1.1702127659574406,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
24,79.53504144957007,75.17132702830864,603228,景旺电子,bottom_area,2022-09-23,19.9,2022-09-23,19.69,1.0665312341289857,3.8598273235144642,27.82258064516129,False,-2.2593,0.3942,1,1,1,100.0,14.317302377003868,14.317302377003868,6.933468765871015,1.0665312341289857,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-2.26%; 状态bottom_area; 底部未确认
25,79.50963407411392,76.34282076817482,300502,新易盛,bottom_area,2022-09-23,21.6,2022-09-23,21.2,1.8867924528301987,4.716981132075472,27.620348241720727,False,-2.6589,1.5919,1,1,1,100.0,30.670470756062763,30.670470756062763,6.113207547169801,1.8867924528301987,历史1/1次成功; 当前距低点1.89%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
26,79.47203056643846,80.23640608495221,300530,领湃科技,bottom_area,2022-09-23,27.88,2022-09-23,26.68,4.497751124437778,4.872563718140932,28.433476394849787,False,2.3871,1.3353,3,3,3,100.0,27.802573379948058,34.07510431154381,3.5022488755622216,4.497751124437778,历史3/3次成功; 当前距低点4.50%; 最新日涨幅2.39%; 状态bottom_area; 底部未确认
27,79.1494033743099,76.76210825282814,300572,安车检测,confirmed_rebound,2022-09-23,11.91,2022-09-19,11.63,2.4075666380051532,8.082545141874457,31.42688679245283,True,-3.4063,1.5383,3,3,3,100.0,17.211613911182226,31.306715063520883,5.592433361994847,2.4075666380051532,历史3/3次成功; 当前距低点2.41%; 最新日涨幅-3.41%; 状态confirmed_rebound; 底部已确认
28,79.13130879455993,76.32041356295814,002283,天润工业,bottom_area,2022-09-23,5.3,2022-09-19,5.19,2.11946050096338,5.394990366088619,27.816411682892905,False,-1.8519,0.5345,1,1,1,100.0,33.402061855670105,33.402061855670105,5.880539499036621,2.11946050096338,历史1/1次成功; 当前距低点2.12%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
29,78.68644974706346,75.33201606170113,688021,奥福科技,bottom_area,2022-09-23,21.11,2022-09-23,20.75,1.734939759036142,5.301204819277115,29.85125084516565,False,-3.2539,0.8669,2,2,2,100.0,16.923003829588822,24.96392496392497,6.265060240963859,1.734939759036142,历史2/2次成功; 当前距低点1.73%; 最新日涨幅-3.25%; 状态bottom_area; 底部未确认
30,78.18226242944046,74.5381739263733,300517,海波重科,confirmed_rebound,2022-09-23,14.04,2022-09-23,13.83,1.5184381778741798,8.242950108459873,31.466798810703665,False,-5.8981,8.9526,1,1,1,100.0,36.88286544046467,36.88286544046467,6.48156182212582,1.5184381778741798,历史1/1次成功; 当前距低点1.52%; 最新日涨幅-5.90%; 状态confirmed_rebound; 底部未确认
31,77.73262546957748,75.08448451049759,688079,美迪凯,bottom_area,2022-09-23,9.3,2022-09-23,9.1,2.19780219780221,6.1538461538461595,31.835205992509362,False,-3.125,0.9465,2,2,2,100.0,21.265986674659317,29.007036747458958,5.8021978021977905,2.19780219780221,历史2/2次成功; 当前距低点2.20%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
32,77.60394931686474,74.85911509665411,002012,凯恩股份,bottom_area,2022-09-23,5.28,2022-09-19,5.17,2.1276595744680913,5.222437137330763,31.523178807947016,False,-1.8587,2.1232,1,1,1,100.0,25.646123260437374,25.646123260437374,5.87234042553191,2.1276595744680913,历史1/1次成功; 当前距低点2.13%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
33,77.26248892405741,72.17478520791542,300543,朗科智能,bottom_area,2022-09-23,8.75,2022-09-23,8.71,0.45924225028701654,4.362801377726739,30.319999999999993,False,-2.8857,1.095,2,2,2,100.0,13.934717949300124,18.559322033898297,7.540757749712984,0.45924225028701654,历史2/2次成功; 当前距低点0.46%; 最新日涨幅-2.89%; 状态bottom_area; 底部未确认
34,77.0935639616898,73.57519996880731,300710,万隆光电,confirmed_rebound,2022-09-23,28.44,2022-09-23,28.0,1.571428571428576,9.392857142857139,29.877285249186077,False,-6.8762,4.5797,2,2,2,100.0,15.688479094970239,19.8738907052779,6.4285714285714235,1.571428571428576,历史2/2次成功; 当前距低点1.57%; 最新日涨幅-6.88%; 状态confirmed_rebound; 底部未确认
35,77.09014068553842,72.87793390491635,603032,德新科技,bottom_area,2022-09-23,65.58,2022-09-23,64.88,1.078914919852039,7.167077681874239,27.101123595505623,False,-4.8876,1.159,1,1,1,100.0,12.354085603112855,12.354085603112855,6.921085080147961,1.078914919852039,历史1/1次成功; 当前距低点1.08%; 最新日涨幅-4.89%; 状态bottom_area; 底部未确认
36,77.08954491030401,72.0129859040021,605319,无锡振华,bottom_area,2022-09-23,13.13,2022-09-19,13.07,0.4590665646518783,6.350420811017599,30.330490405117278,False,-2.7407,0.9581,2,2,2,100.0,13.062675652733196,17.248790972595383,7.540933435348123,0.4590665646518783,历史2/2次成功; 当前距低点0.46%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
37,76.722557460496,73.14053498870605,300378,鼎捷数智,bottom_area,2022-09-23,16.09,2022-09-21,15.85,1.514195583596216,7.0031545741325,27.625570776255703,True,-3.9403,1.204,1,1,1,100.0,9.908069458631264,9.908069458631264,6.485804416403784,1.514195583596216,历史1/1次成功; 当前距低点1.51%; 最新日涨幅-3.94%; 状态bottom_area; 底部已确认
38,76.63770545642026,71.77720201301898,002343,慈文传媒,bottom_area,2022-09-23,5.08,2022-09-23,5.05,0.594059405940599,5.5445544554455495,27.753934191702434,False,-3.7879,2.5259,1,1,1,100.0,40.33149171270718,40.33149171270718,7.405940594059402,0.594059405940599,历史1/1次成功; 当前距低点0.59%; 最新日涨幅-3.79%; 状态bottom_area; 底部未确认
39,76.42409272774324,72.95856107660454,601222,林洋能源,bottom_area,2022-09-23,7.04,2022-09-19,6.93,1.587301587301592,6.06060606060606,32.5875486381323,False,-1.8131,1.1654,1,1,1,100.0,8.804347826086962,8.804347826086962,6.412698412698409,1.587301587301592,历史1/1次成功; 当前距低点1.59%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
40,76.25009908903498,71.41458287211094,600215,派斯林,bottom_area,2022-09-23,6.77,2022-09-16,6.73,0.5943536404160349,4.903417533432379,29.1578947368421,False,-3.2857,1.0084,2,2,2,100.0,21.718866517524237,23.993288590604024,7.405646359583966,0.5943536404160349,历史2/2次成功; 当前距低点0.59%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
41,76.19766753757605,73.47644980951527,688060,云涌科技,bottom_area,2022-09-23,41.15,2022-09-20,40.3,2.1091811414392097,6.699751861042191,27.216904460899404,False,-3.0624,0.7005,2,2,2,100.0,11.534316193530483,14.937434827945786,5.890818858560791,2.1091811414392097,历史2/2次成功; 当前距低点2.11%; 最新日涨幅-3.06%; 状态bottom_area; 底部未确认
42,75.99259482013433,72.76703748567688,688312,燕麦科技,bottom_area,2022-09-23,15.16,2022-09-23,14.9,1.7449664429530185,4.02684563758389,28.088803088803083,False,-0.9798,1.1541,1,1,1,100.0,9.707317073170724,9.707317073170724,6.255033557046982,1.7449664429530185,历史1/1次成功; 当前距低点1.74%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
43,75.43326798303693,70.67434163851134,688018,乐鑫科技,bottom_area,2022-09-23,80.48,2022-09-23,79.99,0.6125765720715204,4.8256032004000495,31.632478632478637,False,-3.3389,0.7521,1,1,1,100.0,34.629119477604306,34.629119477604306,7.38742342792848,0.6125765720715204,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
44,75.41841516300094,73.78662196481795,000936,华西股份,bottom_area,2022-09-23,5.39,2022-09-19,5.24,2.862595419847318,5.152671755725183,29.284750337381915,False,-1.1009,0.7152,2,2,2,100.0,12.222255494999095,13.427561837455826,5.137404580152682,2.862595419847318,历史2/2次成功; 当前距低点2.86%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
45,75.36488516565763,71.02585133843675,300484,蓝海华腾,bottom_area,2022-09-23,11.0,2022-09-19,10.9,0.9174311926605472,6.23853211009174,28.52459016393442,False,-3.169,1.6679,2,2,2,100.0,23.589217514531214,28.708133971291865,7.082568807339452,0.9174311926605472,历史2/2次成功; 当前距低点0.92%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
46,75.02747472224459,70.75819854134654,300433,蓝思科技,bottom_area,2022-09-23,9.52,2022-09-23,9.43,0.9544008483563081,4.241781548250269,27.40569668976136,False,-2.8571,0.4094,2,2,2,100.0,12.388346643005029,14.217687074829932,7.0455991516436915,0.9544008483563081,历史2/2次成功; 当前距低点0.95%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
47,74.84374081240493,70.45457094582262,688183,生益电子,bottom_area,2022-09-23,9.4,2022-09-23,9.32,0.858369098712447,4.184549356223182,29.713423831070884,False,-2.7921,0.4066,1,1,1,100.0,26.24544349939247,26.24544349939247,7.141630901287553,0.858369098712447,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
48,74.31962526816211,69.95233108425332,002451,摩恩电气,bottom_area,2022-09-23,5.92,2022-09-23,5.87,0.8517887563884127,3.7478705281090248,29.95226730310263,False,-2.4712,1.3339,1,1,1,100.0,23.464566929133863,23.464566929133863,7.148211243611588,0.8517887563884127,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
49,74.11144140700738,70.98960919540232,300635,中达安,bottom_area,2022-09-23,13.28,2022-09-19,13.05,1.7624521072796833,6.51340996168582,30.805938494167545,False,-3.1364,0.8449,1,1,1,100.0,10.580645161290327,10.580645161290327,6.237547892720317,1.7624521072796833,历史1/1次成功; 当前距低点1.76%; 最新日涨幅-3.14%; 状态bottom_area; 底部未确认
50,73.91167381638164,68.78080445544555,600130,波导股份,bottom_area,2022-09-23,3.85,2022-09-23,3.84,0.2604166666666727,4.427083333333331,29.020332717190396,False,-3.99,4.5417,1,1,1,100.0,20.13201320132014,20.13201320132014,7.739583333333328,0.2604166666666727,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-3.99%; 状态bottom_area; 底部未确认
51,73.70653036038323,71.47630205008157,300376,易事特,bottom_area,2022-09-23,6.82,2022-09-19,6.66,2.4024024024024047,5.105105105105103,29.14893617021277,False,-1.3025,0.5758,1,1,1,100.0,10.826771653543304,10.826771653543304,5.597597597597595,2.4024024024024047,历史1/1次成功; 当前距低点2.40%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
52,73.31645282557177,68.3453064387357,300671,富满微,bottom_area,2022-09-23,42.95,2022-09-23,42.8,0.3504672897196395,7.009345794392524,29.927963326784546,False,-5.5006,1.9865,1,1,1,100.0,18.894472361809044,18.894472361809044,7.64953271028036,0.3504672897196395,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-5.50%; 状态bottom_area; 底部未确认
53,72.85691980037525,68.11937154799226,002404,嘉欣丝绸,bottom_area,2022-09-23,5.97,2022-09-23,5.94,0.5050505050504942,5.387205387205377,27.294981640146876,False,-2.7687,2.9547,1,1,1,100.0,9.359605911330055,9.359605911330055,7.4949494949495055,0.5050505050504942,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
54,72.40677980930425,71.29324718658052,600126,杭钢股份,bottom_area,2022-09-23,4.2,2022-09-21,4.07,3.1941031941031914,5.159705159705159,28.72154115586689,False,-0.9434,0.1995,1,1,1,100.0,19.54732510288064,19.54732510288064,4.805896805896809,3.1941031941031914,历史1/1次成功; 当前距低点3.19%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
55,72.30280052833463,70.57711672473866,000728,国元证券,bottom_area,2022-09-23,6.74,2022-09-21,6.56,2.7439024390244,5.945121951219521,28.92741061755147,False,-1.462,1.4219,1,1,1,100.0,10.178571428571434,10.178571428571434,5.256097560975601,2.7439024390244,历史1/1次成功; 当前距低点2.74%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
56,72.29555442806004,73.27429910551977,000421,南京公用,confirmed_rebound,2022-09-23,5.57,2022-09-19,5.32,4.6992481203007515,10.902255639097746,27.520435967302447,True,-2.109,3.5782,3,3,3,100.0,16.3364775258359,30.864197530864196,3.3007518796992485,4.6992481203007515,历史3/3次成功; 当前距低点4.70%; 最新日涨幅-2.11%; 状态confirmed_rebound; 底部已确认
57,72.21837036866356,67.30632866479927,605358,立昂微,bottom_area,2022-09-23,47.41,2022-09-23,47.25,0.3386243386243314,3.9788359788359844,28.40909090909091,False,-3.5598,1.2635,1,1,1,100.0,13.16339869281045,13.16339869281045,7.6613756613756685,0.3386243386243314,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-3.56%; 状态bottom_area; 底部未确认
58,70.2268720379147,65.02488151658768,002693,双成药业,bottom_area,2022-09-23,4.42,2022-09-23,4.42,0.0,3.8461538461538445,31.68469860896445,False,-3.2823,2.3862,1,1,1,100.0,9.00473933649289,9.00473933649289,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.28%; 状态bottom_area; 底部未确认
59,70.21013104814807,65.8621239415528,600237,铜峰电子,bottom_area,2022-09-23,5.95,2022-09-23,5.91,0.6768189509306266,4.230118443316413,32.764505119453915,False,-3.4091,2.2901,1,1,1,100.0,9.544468546637733,9.544468546637733,7.323181049069373,0.6768189509306266,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-3.41%; 状态bottom_area; 底部未确认
60,69.7264622251567,65.80026761891597,600436,片仔癀,bottom_area,2022-09-23,252.69,2022-09-23,250.22,0.9871313244344972,3.4689473263528012,30.459674281585237,False,-3.1282,0.736,1,1,1,100.0,13.015736766809729,13.015736766809729,7.012868675565503,0.9871313244344972,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-3.13%; 状态bottom_area; 底部未确认
61,66.86591045006055,68.00459199036433,002278,神开股份,confirmed_rebound,2022-09-23,5.16,2022-09-21,4.92,4.878048780487809,10.772357723577242,29.613733905579405,True,-3.7313,6.6323,1,1,1,100.0,33.74485596707818,33.74485596707818,3.121951219512191,4.878048780487809,历史1/1次成功; 当前距低点4.88%; 最新日涨幅-3.73%; 状态confirmed_rebound; 底部已确认
62,55.2707256083536,51.31638783041708,002112,三变科技,bottom_area,2022-09-23,7.07,2022-09-23,7.06,0.14164305949009456,6.940509915014167,28.47011144883485,False,-4.717,6.398,1,2,1,50.0,16.44803229061553,16.44803229061553,7.858356940509906,0.14164305949009456,历史1/2次成功; 当前距低点0.14%; 最新日涨幅-4.72%; 状态bottom_area; 底部未确认
63,54.553225258726606,51.05009407657888,603068,博通集成,bottom_area,2022-09-23,27.42,2022-09-23,27.27,0.5500550055005579,4.070407040704068,27.51196172248803,False,-2.9037,0.7588,1,2,1,50.0,9.807631661936297,9.807631661936297,7.449944994499442,0.5500550055005579,历史1/2次成功; 当前距低点0.55%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
