rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.54491285833397,90.37420705263102,002317,众生药业,bottom_area,2025-12-19,19.17,2025-12-19,18.96,1.1075949367088653,1.6877637130801704,30.294117647058815,False,0.2615,4.7911,5,5,5,100.0,24.08345972218942,58.31999999999999,6.892405063291135,1.1075949367088653,历史5/5次成功; 当前距低点1.11%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
12,84.2590856026412,83.86268884591017,603322,超讯通信,bottom_area,2025-12-19,40.62,2025-12-19,39.15,3.754789272030649,4.674329501915705,29.217139757729164,False,1.4232,9.0505,7,7,7,100.0,21.524776269570104,39.45833333333333,4.245210727969352,3.754789272030649,历史7/7次成功; 当前距低点3.75%; 最新日涨幅1.42%; 状态bottom_area; 底部未确认
13,83.20249829012944,80.57179638538393,002632,道明光学,bottom_area,2025-12-19,12.3,2025-12-19,12.02,2.3294509151414404,4.908485856905157,27.28372655777375,False,2.1595,8.3076,2,2,2,100.0,19.693249848959194,25.259515570934255,5.6705490848585605,2.3294509151414404,历史2/2次成功; 当前距低点2.33%; 最新日涨幅2.16%; 状态bottom_area; 底部未确认
14,82.37753395030659,83.69742426680176,600403,大有能源,bottom_area,2025-12-19,6.95,2025-12-17,6.63,4.826546003016595,7.993966817496233,27.934782608695645,True,0.4335,2.0681,4,4,4,100.0,24.58037179397625,37.18411552346569,3.1734539969834046,4.826546003016595,历史4/4次成功; 当前距低点4.83%; 最新日涨幅0.43%; 状态bottom_area; 底部已确认
15,81.97527947387165,82.69416131640213,605228,神通科技,bottom_area,2025-12-19,14.54,2025-12-16,13.92,4.454022988505741,6.034482758620689,28.247422680412367,False,1.6783,1.9381,5,5,5,100.0,23.813622205350633,47.56554307116105,3.5459770114942586,4.454022988505741,历史5/5次成功; 当前距低点4.45%; 最新日涨幅1.68%; 状态bottom_area; 底部未确认
16,81.07834248910878,79.24376025805415,002453,华软科技,bottom_area,2025-12-19,6.22,2025-12-17,6.05,2.8099173553718995,6.115702479338845,28.31753554502369,False,0.6472,4.2811,2,2,2,100.0,18.44285929194665,28.60169491525425,5.1900826446281005,2.8099173553718995,历史2/2次成功; 当前距低点2.81%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
17,80.68513603005172,78.77411380515927,301487,盟固利,bottom_area,2025-12-19,21.27,2025-12-17,20.7,2.7536231884057982,4.2995169082125635,28.000000000000004,False,0.8057,2.5386,2,2,2,100.0,15.227820831852117,18.439999999999998,5.246376811594202,2.7536231884057982,历史2/2次成功; 当前距低点2.75%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
18,80.53719062570127,77.27022166812657,605368,蓝天燃气,bottom_area,2025-12-19,7.72,2025-12-18,7.58,1.8469656992084391,2.2427440633245372,31.65013525698828,False,0.7833,1.3881,1,1,1,100.0,12.695179904955879,12.695179904955879,6.153034300791561,1.8469656992084391,历史1/1次成功; 当前距低点1.85%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
19,80.07241350072266,76.71371558074065,301349,信德新材,bottom_area,2025-12-19,45.37,2025-12-16,44.58,1.7720951099147582,4.890085240017945,31.646734130634773,False,0.022,4.4773,1,1,1,100.0,8.785443179281096,8.785443179281096,6.2279048900852425,1.7720951099147582,历史1/1次成功; 当前距低点1.77%; 最新日涨幅0.02%; 状态bottom_area; 底部未确认
20,79.88800415209388,81.08364433121518,002176,江特电机,bottom_area,2025-12-19,9.44,2025-12-16,9.01,4.772475027746944,5.549389567147614,29.99222999222999,False,2.3861,3.5205,5,5,5,100.0,19.058534378915056,39.01808785529715,3.2275249722530557,4.772475027746944,历史5/5次成功; 当前距低点4.77%; 最新日涨幅2.39%; 状态bottom_area; 底部未确认
21,78.63756803709916,77.16207853535002,002402,和而泰,bottom_area,2025-12-19,38.95,2025-12-17,37.81,3.015075376884423,6.241734990743188,29.221265443654058,False,0.2574,4.3321,2,2,2,100.0,9.765862336809192,11.221945137157112,4.984924623115577,3.015075376884423,历史2/2次成功; 当前距低点3.02%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
22,77.99401845341835,77.21039060843722,603353,和顺石油,bottom_area,2025-12-19,26.8,2025-12-19,25.9,3.474903474903483,4.7104247104247206,31.8421052631579,False,1.1321,3.6318,5,6,5,83.33333333333334,18.4399849348592,27.079174983366617,4.525096525096517,3.474903474903483,历史5/6次成功; 当前距低点3.47%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
23,77.31927796085496,75.29434079562786,000998,隆平高科,bottom_area,2025-12-19,9.4,2025-12-17,9.16,2.6200873362445436,2.6200873362445436,29.484218629715166,False,1.0753,0.9158,1,1,1,100.0,11.549139367018313,11.549139367018313,5.379912663755457,2.6200873362445436,历史1/1次成功; 当前距低点2.62%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
24,77.08384133907369,74.42359373328806,600696,退市岩石,confirmed_rebound,2025-12-19,3.29,2025-12-18,3.22,2.1739130434782554,10.559006211180119,30.303030303030297,False,-4.9133,2.7947,2,2,2,100.0,27.635029421604703,46.45858343337334,5.826086956521745,2.1739130434782554,历史2/2次成功; 当前距低点2.17%; 最新日涨幅-4.91%; 状态confirmed_rebound; 底部未确认
25,76.92587826352327,76.71853088275905,600375,汉马科技,bottom_area,2025-12-19,5.92,2025-12-17,5.7,3.8596491228070127,4.210526315789477,28.571428571428577,False,2.4221,1.9397,2,2,2,100.0,17.73403700408087,22.073578595317713,4.140350877192987,3.8596491228070127,历史2/2次成功; 当前距低点3.86%; 最新日涨幅2.42%; 状态bottom_area; 底部未确认
26,76.35627375517821,75.31149007779834,603938,三孚股份,bottom_area,2025-12-19,17.3,2025-12-17,16.75,3.283582089552243,4.656716417910454,29.798826487845766,False,1.0514,0.9708,1,1,1,100.0,19.774501300954046,19.774501300954046,4.716417910447757,3.283582089552243,历史1/1次成功; 当前距低点3.28%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
27,76.01398328939881,75.94182953212365,601162,天风证券,bottom_area,2025-12-19,4.21,2025-12-17,4.05,3.9506172839506206,5.925925925925932,27.678571428571423,False,2.4331,3.0088,2,2,2,100.0,14.673316879199232,18.939393939393938,4.049382716049379,3.9506172839506206,历史2/2次成功; 当前距低点3.95%; 最新日涨幅2.43%; 状态bottom_area; 底部未确认
28,75.48424377147634,74.41381165430401,600383,金地集团,bottom_area,2025-12-19,3.17,2025-12-15,3.07,3.257328990228016,3.9087947882736196,32.675438596491226,False,1.6026,2.1691,3,4,3,75.0,18.793127699053183,32.594936708860764,4.742671009771985,3.257328990228016,历史3/4次成功; 当前距低点3.26%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
29,75.45577574586521,75.47956757173495,002184,海得控制,bottom_area,2025-12-19,12.69,2025-12-17,12.2,4.016393442622953,4.0983606557377055,29.357266936884773,False,1.6827,2.2502,4,5,4,80.0,22.994325918899346,50.27203482045704,3.9836065573770467,4.016393442622953,历史4/5次成功; 当前距低点4.02%; 最新日涨幅1.68%; 状态bottom_area; 底部未确认
30,75.43000328682348,75.64024781644596,000819,岳阳兴长,bottom_area,2025-12-19,15.83,2025-12-17,15.2,4.144736842105268,5.0657894736842195,27.028324531925108,False,0.5079,1.1502,2,2,2,100.0,15.431439873365429,20.739549839228296,3.855263157894732,4.144736842105268,历史2/2次成功; 当前距低点4.14%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
31,75.34547661999778,74.90791925040809,603072,天和磁材,bottom_area,2025-12-19,40.95,2025-12-17,39.49,3.697138516080022,3.950367181564941,27.05947543405984,False,1.6886,2.6284,1,1,1,100.0,22.674167027260935,22.674167027260935,4.302861483919978,3.697138516080022,历史1/1次成功; 当前距低点3.70%; 最新日涨幅1.69%; 状态bottom_area; 底部未确认
32,75.12741319776326,75.98309115297776,000665,湖北广电,bottom_area,2025-12-19,5.47,2025-12-17,5.23,4.588910133843199,5.353728489483735,27.46185852981969,False,1.8622,1.6697,6,7,6,85.71428571428571,20.33843610367265,43.606557377049185,3.411089866156801,4.588910133843199,历史6/7次成功; 当前距低点4.59%; 最新日涨幅1.86%; 状态bottom_area; 底部未确认
33,74.65316442488466,74.68842715770667,003038,鑫铂股份,bottom_area,2025-12-19,15.25,2025-12-17,14.66,4.024556616643928,4.229195088676666,32.098193608151924,False,1.4637,1.2497,1,1,1,100.0,25.507614213197975,25.507614213197975,3.975443383356072,4.024556616643928,历史1/1次成功; 当前距低点4.02%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
34,74.29761170986218,73.28817086586072,301046,能辉科技,bottom_area,2025-12-19,25.44,2025-12-19,24.63,3.2886723507917273,5.359317904993912,27.280779450841454,False,0.8323,5.8782,1,1,1,100.0,8.958837772397098,8.958837772397098,4.711327649208273,3.2886723507917273,历史1/1次成功; 当前距低点3.29%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
35,74.26390465758375,73.93841489635524,300890,翔丰华,bottom_area,2025-12-19,29.44,2025-12-17,28.37,3.7715897074374345,4.2650687345787714,28.122624778312638,False,1.3774,2.8428,1,1,1,100.0,18.37440553393861,18.37440553393861,4.2284102925625655,3.7715897074374345,历史1/1次成功; 当前距低点3.77%; 最新日涨幅1.38%; 状态bottom_area; 底部未确认
36,74.15065686442821,75.14415947712294,000692,惠天热电,bottom_area,2025-12-19,3.57,2025-12-17,3.41,4.6920821114369415,4.985337243401757,28.511530398322844,False,2.2923,3.3327,4,5,4,80.0,29.47369188816758,59.042553191489375,3.3079178885630585,4.6920821114369415,历史4/5次成功; 当前距低点4.69%; 最新日涨幅2.29%; 状态bottom_area; 底部未确认
37,74.08250390040749,73.17157228334821,688337,普源精电,bottom_area,2025-12-19,36.95,2025-12-04,35.75,3.356643356643364,6.545454545454556,28.499999999999996,False,0.599,0.6035,4,6,4,66.66666666666666,31.387378870045207,54.46153846153845,4.643356643356636,3.356643356643364,历史4/6次成功; 当前距低点3.36%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
38,72.51370118555519,73.90865623957531,301567,贝隆精密,bottom_area,2025-12-19,45.65,2025-12-17,43.48,4.990800367985285,6.20975160993561,31.527559055118115,False,2.9544,15.0439,2,2,2,100.0,16.4929090246331,16.59192825112107,3.0091996320147154,4.990800367985285,历史2/2次成功; 当前距低点4.99%; 最新日涨幅2.95%; 状态bottom_area; 底部未确认
39,71.24606009150017,69.9688923227643,301177,迪阿股份,bottom_area,2025-12-19,28.97,2025-12-17,28.11,3.0594094628246156,6.438989683386703,31.88756966319361,False,-0.069,0.4278,1,1,1,100.0,10.776053215077603,10.776053215077603,4.940590537175385,3.0594094628246156,历史1/1次成功; 当前距低点3.06%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
40,70.78413629173708,71.86315405671982,001330,博纳影业,confirmed_rebound,2025-12-19,10.07,2025-12-18,9.61,4.786680541103027,14.151925078043718,28.01498127340824,True,-6.8455,17.8883,3,3,3,100.0,20.03648220663832,35.637149028077765,3.213319458896973,4.786680541103027,历史3/3次成功; 当前距低点4.79%; 最新日涨幅-6.85%; 状态confirmed_rebound; 底部已确认
41,70.37482136236424,70.58926977687628,000593,德龙汇能,confirmed_rebound,2025-12-19,10.27,2025-12-16,9.86,4.15821501014199,8.519269776876266,31.14525139664805,False,2.495,3.9749,1,1,1,100.0,15.322580645161285,15.322580645161285,3.8417849898580103,4.15821501014199,历史1/1次成功; 当前距低点4.16%; 最新日涨幅2.50%; 状态confirmed_rebound; 底部未确认
42,69.1591791144796,70.36661386138614,601360,三六零,bottom_area,2025-12-19,10.49,2025-12-17,10.0,4.900000000000002,5.9999999999999964,30.50729673384295,False,0.5753,1.312,1,1,1,100.0,13.003300330033007,13.003300330033007,3.099999999999998,4.900000000000002,历史1/1次成功; 当前距低点4.90%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
43,68.86795565461802,70.00040918846271,300652,雷迪克,bottom_area,2025-12-19,50.39,2025-12-17,48.06,4.848106533499788,6.9496462754889645,27.18181818181818,False,1.2864,1.3261,1,1,1,100.0,10.39834454216245,10.39834454216245,3.151893466500212,4.848106533499788,历史1/1次成功; 当前距低点4.85%; 最新日涨幅1.29%; 状态bottom_area; 底部未确认
44,67.25492093198078,66.46639841799094,688348,昱能科技,bottom_area,2025-12-19,50.98,2025-12-17,49.31,3.3867369701885917,3.7923342121273524,31.77919203099059,False,1.5336,0.6012,2,3,2,66.66666666666666,12.37361313631329,16.27422813482398,4.613263029811408,3.3867369701885917,历史2/3次成功; 当前距低点3.39%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
45,66.72903507291198,66.82981018350615,001282,三联锻造,bottom_area,2025-12-19,20.16,2025-12-17,19.37,4.078471863706758,4.233350542075376,27.992565055762075,False,1.6641,2.4105,2,3,2,66.66666666666666,22.80677078543491,37.31343283582089,3.921528136293242,4.078471863706758,历史2/3次成功; 当前距低点4.08%; 最新日涨幅1.66%; 状态bottom_area; 底部未确认
46,66.11357470325324,66.079527716023,002605,姚记科技,bottom_area,2025-12-19,23.29,2025-12-17,22.4,3.9732142857142883,4.776785714285716,27.71861890932559,False,0.3447,1.2308,3,5,3,60.0,15.26051767447074,23.2121212121212,4.026785714285712,3.9732142857142883,历史3/5次成功; 当前距低点3.97%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
47,64.78271524490778,65.37768013985017,002017,东信和平,confirmed_rebound,2025-12-19,21.01,2025-12-16,20.11,4.475385380407769,10.691198408751875,30.342916522341532,False,3.3448,4.2494,2,3,2,66.66666666666666,30.080065271576377,50.390015600624025,3.524614619592232,4.475385380407769,历史2/3次成功; 当前距低点4.48%; 最新日涨幅3.34%; 状态confirmed_rebound; 底部未确认
48,62.35706190381209,60.02514961655041,002670,国盛证券,bottom_area,2025-12-19,16.68,2025-12-17,16.35,2.0183486238532002,3.1804281345565717,29.6774193548387,False,1.5216,1.1109,1,2,1,50.0,13.747228381374727,13.747228381374727,5.9816513761468,2.0183486238532002,历史1/2次成功; 当前距低点2.02%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
