rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.03033630054199,83.07880617414972,300454,深信服,bottom_area,2023-10-27,82.5,2023-10-27,80.44,2.560914967677775,2.9711586275484843,27.150878464046375,False,0.3405,1.2126,3,3,3,100.0,19.34243172287662,29.49391262831224,7.439085032322225,2.560914967677775,历史3/3次成功; 当前距低点2.56%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
13,73.9535596294617,73.05813953488374,600280,中央商场,bottom_area,2023-10-27,3.59,2023-10-23,3.44,4.360465116279067,7.267441860465117,27.57894736842105,True,1.6997,1.5925,1,1,1,100.0,11.666666666666671,11.666666666666671,5.639534883720933,4.360465116279067,历史1/1次成功; 当前距低点4.36%; 最新日涨幅1.70%; 状态bottom_area; 底部已确认
14,73.63865252959694,72.04678414024616,300713,英可瑞,bottom_area,2023-10-27,18.33,2023-10-24,17.65,3.85269121813031,4.815864022662899,27.066115702479344,False,-0.3263,5.5249,2,2,2,100.0,15.004946868727224,19.819819819819813,6.1473087818696905,3.85269121813031,历史2/2次成功; 当前距低点3.85%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
15,72.68054194944943,72.12955231371964,000006,深振业A,bottom_area,2023-10-27,4.32,2023-10-23,4.13,4.6004842615012205,6.053268765133172,32.295081967213115,False,0.9346,0.9497,1,1,1,100.0,18.809980806142043,18.809980806142043,5.39951573849878,4.6004842615012205,历史1/1次成功; 当前距低点4.60%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
16,72.64376651108093,72.60080745341617,000965,天保基建,bottom_area,2023-10-27,3.38,2023-10-23,3.22,4.968944099378873,8.385093167701864,29.8474945533769,True,1.1976,1.47,1,1,1,100.0,16.666666666666664,16.666666666666664,5.031055900621128,4.968944099378873,历史1/1次成功; 当前距低点4.97%; 最新日涨幅1.20%; 状态bottom_area; 底部已确认
17,72.42325828094963,72.21005785339788,002708,光洋股份,bottom_area,2023-10-27,7.79,2023-10-23,7.43,4.845222072678335,9.01749663526245,29.439696106362774,True,-2.625,8.3181,1,1,1,100.0,35.522388059701484,35.522388059701484,5.154777927321665,4.845222072678335,历史1/1次成功; 当前距低点4.85%; 最新日涨幅-2.62%; 状态bottom_area; 底部已确认
18,71.90986526557373,71.1501887708846,601156,东航物流,bottom_area,2023-10-27,11.52,2023-10-23,11.03,4.442429737080691,5.077062556663649,32.33128834355829,False,1.9469,0.7367,1,1,1,100.0,11.607142857142852,11.607142857142852,5.55757026291931,4.442429737080691,历史1/1次成功; 当前距低点4.44%; 最新日涨幅1.95%; 状态bottom_area; 底部未确认
19,71.0499236490298,70.67686915731652,301371,敷尔佳,bottom_area,2023-10-27,41.68,2023-10-23,39.8,4.723618090452268,5.92964824120603,27.252787424602452,False,2.207,5.4895,1,1,1,100.0,12.50923872875093,12.50923872875093,5.276381909547732,4.723618090452268,历史1/1次成功; 当前距低点4.72%; 最新日涨幅2.21%; 状态bottom_area; 底部未确认
20,70.82297957835443,70.36396674845278,000063,中兴通讯,bottom_area,2023-10-27,26.06,2023-10-26,24.9,4.658634538152611,5.622489959839366,27.57417102966842,False,1.5588,3.3577,1,1,1,100.0,10.030395136778129,10.030395136778129,5.34136546184739,4.658634538152611,历史1/1次成功; 当前距低点4.66%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
21,69.16898164555248,67.29881182407217,603129,春风动力,bottom_area,2023-10-27,103.53,2023-10-26,99.97,3.561068320496151,4.9714914474342295,32.48919502971368,False,1.3807,0.97,2,3,2,66.66666666666666,18.985918968477026,20.09633197480549,6.43893167950385,3.561068320496151,历史2/3次成功; 当前距低点3.56%; 最新日涨幅1.38%; 状态bottom_area; 底部未确认
22,68.67389404642661,67.13633121612719,002080,中材科技,bottom_area,2023-10-27,17.16,2023-10-26,16.53,3.8112522686025345,5.081669691470053,27.244718309859145,False,2.0821,0.8196,2,3,2,66.66666666666666,21.179138289646758,28.579356270810223,6.188747731397466,3.8112522686025345,历史2/3次成功; 当前距低点3.81%; 最新日涨幅2.08%; 状态bottom_area; 底部未确认
23,62.2527330388611,62.176693808427466,000721,西安饮食,bottom_area,2023-10-27,10.63,2023-10-23,10.13,4.935834155972358,8.588351431391898,30.521262002743477,True,2.0154,3.4149,2,4,2,50.0,18.550514430346464,20.485175202156327,5.064165844027642,4.935834155972358,历史2/4次成功; 当前距低点4.94%; 最新日涨幅2.02%; 状态bottom_area; 底部已确认
24,59.86590991863904,59.11395656684417,600328,中盐化工,bottom_area,2023-10-27,7.94,2023-10-26,7.61,4.336399474375821,4.599211563731926,28.207547169811313,False,1.7949,0.8797,1,2,1,50.0,37.26315789473683,37.26315789473683,5.6636005256241795,4.336399474375821,历史1/2次成功; 当前距低点4.34%; 最新日涨幅1.79%; 状态bottom_area; 底部未确认
