rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.64595063013081,81.75155261480886,600203,福日电子,bottom_area,2023-05-15,5.74,2023-05-15,5.63,1.9538188277087092,2.131438721136769,28.824273072060684,False,0.3497,1.0997,2,2,2,100.0,21.43150291389641,24.045801526717554,13.046181172291291,1.9538188277087092,历史2/2次成功; 当前距低点1.95%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
22,80.0169337630709,73.15833944052196,002385,大北农,bottom_area,2023-05-15,6.88,2023-05-15,6.7,2.6865671641791002,2.9850746268656745,32.25480283114257,False,-0.2899,1.6223,1,1,1,100.0,23.353293413173663,23.353293413173663,12.3134328358209,2.6865671641791002,历史1/1次成功; 当前距低点2.69%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
23,79.85227778958776,72.06199383724095,002690,美亚光电,bottom_area,2023-05-15,24.12,2023-05-15,23.65,1.9873150105708348,2.0718816067653365,28.765060240963862,False,1.1745,0.6025,2,3,2,66.66666666666666,25.30325481008482,27.355278093076052,13.012684989429166,1.9873150105708348,历史2/3次成功; 当前距低点1.99%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
24,79.00608441003592,71.86214205300216,002724,海洋王,bottom_area,2023-05-15,8.5,2023-04-25,8.3,2.4096385542168584,8.192771084337345,28.999144568006834,True,0.9501,1.483,2,3,2,66.66666666666666,20.212103709408286,25.204081632653047,12.590361445783142,2.4096385542168584,历史2/3次成功; 当前距低点2.41%; 最新日涨幅0.95%; 状态bottom_area; 底部已确认
25,78.9695089557368,71.35122302261298,300727,润禾材料,bottom_area,2023-05-15,26.36,2023-05-15,25.83,2.0518776616337635,2.1293070073557905,30.527165142549762,False,1.3846,1.4484,2,3,2,66.66666666666666,22.273319486404827,26.812499999999993,12.948122338366236,2.0518776616337635,历史2/3次成功; 当前距低点2.05%; 最新日涨幅1.38%; 状态bottom_area; 底部未确认
26,78.526019094251,72.0450591542229,601369,陕鼓动力,bottom_area,2023-05-15,9.31,2023-05-10,9.05,2.872928176795577,4.972375690607726,32.31114435302916,False,0.9761,0.5297,2,3,2,66.66666666666666,36.068111455108365,55.572755417956664,12.127071823204421,2.872928176795577,历史2/3次成功; 当前距低点2.87%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
27,78.03158201926277,74.21852041971766,300762,上海瀚讯,bottom_area,2023-05-15,11.99,2023-05-10,11.44,4.807692307692315,4.807692307692315,27.50316856780735,False,3.5406,1.3076,1,1,1,100.0,32.580961727183514,32.580961727183514,10.192307692307685,4.807692307692315,历史1/1次成功; 当前距低点4.81%; 最新日涨幅3.54%; 状态bottom_area; 底部未确认
28,77.74458653029316,71.37749388785473,002309,中利集团,bottom_area,2023-05-15,3.89,2023-05-10,3.78,2.9100529100529187,8.730158730158744,31.021897810218984,True,0.5168,0.7448,2,3,2,66.66666666666666,23.740579871552146,30.136986301369873,12.089947089947081,2.9100529100529187,历史2/3次成功; 当前距低点2.91%; 最新日涨幅0.52%; 状态bottom_area; 底部已确认
29,68.56112135783623,65.32537831957683,002370,亚太药业,bottom_area,2023-05-15,4.28,2023-04-25,4.08,4.901960784313729,9.558823529411757,32.56198347107438,True,0.0,0.8148,2,3,2,66.66666666666666,15.619259360997129,15.633423180592995,10.098039215686269,4.901960784313729,历史2/3次成功; 当前距低点4.90%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
30,68.07543332499729,63.77028815716271,000721,西安饮食,bottom_area,2023-05-15,12.25,2023-05-10,11.78,3.989813242784386,8.23429541595926,31.43189755529686,True,-2.1565,9.0312,2,3,2,66.66666666666666,18.550514430346464,20.485175202156327,11.010186757215614,3.989813242784386,历史2/3次成功; 当前距低点3.99%; 最新日涨幅-2.16%; 状态bottom_area; 底部已确认
31,67.99314794103863,61.54250213891266,002405,四维图新,bottom_area,2023-05-15,11.42,2023-05-15,11.18,2.146690518783544,2.3255813953488356,27.496757457846954,False,1.0619,0.8407,1,2,1,50.0,23.478260869565215,23.478260869565215,12.853309481216455,2.146690518783544,历史1/2次成功; 当前距低点2.15%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
32,67.96580230536486,61.646780343765364,000059,华锦股份,bottom_area,2023-05-15,6.79,2023-05-15,6.64,2.2590361445783187,2.40963855421687,30.543933054393314,False,1.3433,0.9186,1,2,1,50.0,25.41603630862328,25.41603630862328,12.74096385542168,2.2590361445783187,历史1/2次成功; 当前距低点2.26%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
33,66.03127803597695,59.41021708257252,002317,众生药业,bottom_area,2023-05-15,16.73,2023-05-15,16.43,1.8259281801582514,3.3475349969567905,27.938596491228076,False,-1.1813,3.8219,1,3,1,33.33333333333333,58.31999999999999,58.31999999999999,13.174071819841748,1.8259281801582514,历史1/3次成功; 当前距低点1.83%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
34,65.21529708492328,59.58124465888011,002758,浙农股份,bottom_area,2023-05-15,12.41,2023-04-25,12.09,2.646815550041359,5.789909015715462,28.249258160237396,False,0.8943,1.2154,1,2,1,50.0,19.064430714916153,19.064430714916153,12.35318444995864,2.646815550041359,历史1/2次成功; 当前距低点2.65%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
35,62.84697448604482,58.58973476566216,000518,四环生物,bottom_area,2023-05-15,2.78,2023-04-25,2.68,3.731343283582076,9.328358208955223,27.956989247311824,True,0.0,0.4019,1,2,1,50.0,17.834394904458602,17.834394904458602,11.268656716417924,3.731343283582076,历史1/2次成功; 当前距低点3.73%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
36,62.521997139992735,58.28173889131333,300758,七彩化学,bottom_area,2023-05-15,10.02,2023-04-26,9.66,3.726708074534155,7.349896480331253,30.252707581227433,True,-0.0997,1.5551,1,2,1,50.0,38.59480269489894,38.59480269489894,11.273291925465845,3.726708074534155,历史1/2次成功; 当前距低点3.73%; 最新日涨幅-0.10%; 状态bottom_area; 底部已确认
37,61.97356587960437,57.92747701185215,688286,敏芯股份,bottom_area,2023-05-15,47.21,2023-05-10,45.45,3.872387238723868,7.172717271727167,29.183546276098475,True,2.0536,1.7161,1,2,1,50.0,16.00279524807827,16.00279524807827,11.127612761276131,3.872387238723868,历史1/2次成功; 当前距低点3.87%; 最新日涨幅2.05%; 状态bottom_area; 底部已确认
38,61.924945457900925,56.04200228599421,600248,陕建股份,bottom_area,2023-05-15,5.73,2023-05-15,5.61,2.1390374331550817,4.099821746880562,27.42561448900388,False,-1.2069,5.6623,1,2,1,50.0,16.28498727735369,16.28498727735369,12.860962566844918,2.1390374331550817,历史1/2次成功; 当前距低点2.14%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
39,59.98517569526811,54.95135977512686,605305,中际联合,bottom_area,2023-05-15,32.4,2023-05-12,31.52,2.7918781725888295,3.648477157360413,32.64957264957265,False,2.7919,2.0367,1,3,1,33.33333333333333,15.395207931699245,15.395207931699245,12.20812182741117,2.7918781725888295,历史1/3次成功; 当前距低点2.79%; 最新日涨幅2.79%; 状态bottom_area; 底部未确认
40,59.910856900051705,54.70946439131534,300386,飞天诚信,bottom_area,2023-05-15,10.96,2023-05-15,10.68,2.621722846441958,4.775280898876402,27.837837837837842,False,-2.3173,2.7467,1,2,1,50.0,15.037593984962406,15.037593984962406,12.378277153558042,2.621722846441958,历史1/2次成功; 当前距低点2.62%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
41,59.001048791846294,55.480316741992795,002455,百川股份,bottom_area,2023-05-15,7.95,2023-05-05,7.63,4.193971166448234,4.587155963302759,28.691588785046722,False,2.9793,1.2167,1,3,1,33.33333333333333,35.42600896860987,35.42600896860987,10.806028833551764,4.193971166448234,历史1/3次成功; 当前距低点4.19%; 最新日涨幅2.98%; 状态bottom_area; 底部未确认
42,58.27261441385357,52.76692425602292,688298,东方生物,bottom_area,2023-05-15,54.15,2023-05-15,53.0,2.1698113207547145,2.4150943396226436,31.771369721936153,False,1.3286,0.6565,1,6,1,16.666666666666664,15.470039788586028,15.470039788586028,12.830188679245285,2.1698113207547145,历史1/6次成功; 当前距低点2.17%; 最新日涨幅1.33%; 状态bottom_area; 底部未确认
43,50.97457004463052,48.49987066285801,002777,久远银海,bottom_area,2023-05-15,29.76,2023-05-15,28.39,4.825642831983096,10.426206410707998,29.901234567901234,False,-4.031,6.2614,1,2,1,50.0,18.88352860096485,18.88352860096485,10.174357168016904,4.825642831983096,历史1/2次成功; 当前距低点4.83%; 最新日涨幅-4.03%; 状态bottom_area; 底部未确认
