rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.94811737386715,80.74705690333934,603306,华懋科技,bottom_area,2024-09-23,17.51,2024-09-19,17.11,2.3378141437755824,8.12390414962011,31.367829923786605,False,-1.6844,4.2449,3,3,3,100.0,26.54447930724555,49.205252246026255,7.6621858562244185,2.3378141437755824,历史3/3次成功; 当前距低点2.34%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
14,76.96582089885592,74.83230414245405,301326,捷邦科技,bottom_area,2024-09-23,30.55,2024-09-18,29.51,3.5242290748898646,6.743476787529645,30.054515287982923,False,-0.196,7.6368,2,2,2,100.0,25.954550716144787,41.81240063593006,6.475770925110136,3.5242290748898646,历史2/2次成功; 当前距低点3.52%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
15,76.7992601202574,74.83559874814694,688009,中国通号,bottom_area,2024-09-23,4.84,2024-09-18,4.67,3.6402569593147733,4.710920770877939,28.153846153846157,False,0.4149,0.1715,1,1,1,100.0,21.588089330024815,21.588089330024815,6.359743040685227,3.6402569593147733,历史1/1次成功; 当前距低点3.64%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
16,76.48116098416763,75.10239137999916,000155,川能动力,bottom_area,2024-09-23,9.26,2024-08-23,8.9,4.044943820224713,7.752808988764039,29.08366533864542,True,-0.8565,0.3589,2,2,2,100.0,24.596039194147934,37.70685579196216,5.955056179775287,4.044943820224713,历史2/2次成功; 当前距低点4.04%; 最新日涨幅-0.86%; 状态bottom_area; 底部已确认
17,76.45802337298575,73.83493997899512,000883,湖北能源,bottom_area,2024-09-23,4.56,2024-09-11,4.42,3.1674208144796308,4.977375565610854,28.70967741935484,False,1.559,0.4104,1,1,1,100.0,10.412147505422983,10.412147505422983,6.83257918552037,3.1674208144796308,历史1/1次成功; 当前距低点3.17%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
18,75.5508048104382,74.7465695682482,002130,沃尔核材,bottom_area,2024-09-23,11.06,2024-09-19,10.59,4.438149197356003,6.610009442870626,27.416038382453735,False,3.0755,7.8121,1,1,1,100.0,30.89005235602093,30.89005235602093,5.561850802643998,4.438149197356003,历史1/1次成功; 当前距低点4.44%; 最新日涨幅3.08%; 状态bottom_area; 底部未确认
19,74.98050334293313,74.21927995874088,603291,联合水务,bottom_area,2024-09-23,9.36,2024-09-18,8.96,4.4642857142856975,6.696428571428567,30.8108108108108,False,0.2141,0.5963,2,2,2,100.0,11.708878426410102,12.102772143340088,5.5357142857143025,4.4642857142856975,历史2/2次成功; 当前距低点4.46%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
20,73.30557492747674,72.8905605091807,300401,花园生物,bottom_area,2024-09-23,12.47,2024-09-10,11.91,4.701931150293874,8.228379513014279,30.023501762632193,True,-1.9654,3.0533,2,2,2,100.0,20.757868450810403,29.551451187335093,5.298068849706127,4.701931150293874,历史2/2次成功; 当前距低点4.70%; 最新日涨幅-1.97%; 状态bottom_area; 底部已确认
21,72.73320234621767,71.56964673971312,002140,东华科技,bottom_area,2024-09-23,6.52,2024-09-18,6.26,4.153354632587856,5.111821086261985,30.444444444444446,False,0.0,0.327,1,1,1,100.0,10.318791946308728,10.318791946308728,5.846645367412145,4.153354632587856,历史1/1次成功; 当前距低点4.15%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
22,71.15484889823911,69.14798239950261,301518,长华化学,bottom_area,2024-09-23,13.61,2024-09-18,13.15,3.498098859315582,6.311787072243346,30.38644785600847,False,-0.5844,0.6912,1,1,1,100.0,11.740041928721173,11.740041928721173,6.501901140684419,3.498098859315582,历史1/1次成功; 当前距低点3.50%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
23,70.2319576118974,69.7740412123945,605266,健之佳,confirmed_rebound,2024-09-23,17.98,2024-09-18,17.18,4.656577415599539,11.757857974388822,27.203389830508478,True,-2.2295,2.1866,4,5,4,80.0,23.661493118072226,33.154615273148806,5.343422584400461,4.656577415599539,历史4/5次成功; 当前距低点4.66%; 最新日涨幅-2.23%; 状态confirmed_rebound; 底部已确认
24,69.08194056211822,67.90976451421801,000726,鲁泰A,bottom_area,2024-09-23,5.33,2024-09-18,5.12,4.101562499999999,4.8828125,32.185430463576154,False,-0.1873,0.3669,1,1,1,100.0,12.480252764612954,12.480252764612954,5.898437500000001,4.101562499999999,历史1/1次成功; 当前距低点4.10%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
25,67.74591026898692,64.34776962582536,000922,佳电股份,bottom_area,2024-09-23,8.9,2024-09-18,8.7,2.298850574712656,3.6781609195402334,30.6772908366534,False,1.1364,1.2223,1,2,1,50.0,40.42553191489362,40.42553191489362,7.701149425287344,2.298850574712656,历史1/2次成功; 当前距低点2.30%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
26,67.12551938509262,63.61162668541853,603060,国检集团,bottom_area,2024-09-23,5.63,2024-09-18,5.51,2.177858439201454,4.537205081669692,29.719387755102044,False,-1.2281,0.5553,2,4,2,50.0,24.124429713966915,36.2098138747885,7.822141560798547,2.177858439201454,历史2/4次成功; 当前距低点2.18%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
27,64.53781845256664,62.441250903966306,000591,太阳能,bottom_area,2024-09-23,4.11,2024-08-23,3.98,3.266331658291466,7.035175879396981,28.158844765342963,True,0.489,0.3803,1,2,1,50.0,32.84132841328414,32.84132841328414,6.733668341708535,3.266331658291466,历史1/2次成功; 当前距低点3.27%; 最新日涨幅0.49%; 状态bottom_area; 底部已确认
28,58.71695321639546,55.6342850460003,002840,华统股份,bottom_area,2024-09-23,9.89,2024-09-18,9.68,2.1694214876033144,6.921487603305784,32.35499650593991,False,-0.9018,1.1215,1,2,1,50.0,14.46540880503144,14.46540880503144,7.830578512396685,2.1694214876033144,历史1/2次成功; 当前距低点2.17%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
29,57.9551332306508,56.950130920292686,000683,博源化工,bottom_area,2024-09-23,5.1,2024-09-18,4.9,4.0816326530612095,6.530612244897946,29.69870875179339,False,0.1965,0.7971,1,2,1,50.0,22.50673854447439,22.50673854447439,5.9183673469387905,4.0816326530612095,历史1/2次成功; 当前距低点4.08%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
30,57.47867569584704,56.53870223438212,000966,长源电力,bottom_area,2024-09-23,4.03,2024-09-18,3.87,4.134366925064603,4.392764857881136,28.33333333333334,False,1.0025,0.2448,1,2,1,50.0,20.94117647058823,20.94117647058823,5.865633074935398,4.134366925064603,历史1/2次成功; 当前距低点4.13%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
31,54.99197977213422,54.9782352133309,000625,长安汽车,bottom_area,2024-09-23,12.0,2024-08-29,11.43,4.9868766404199505,8.136482939632543,29.138251704897705,True,0.0,0.8358,1,2,1,50.0,13.808139534883724,13.808139534883724,5.01312335958005,4.9868766404199505,历史1/2次成功; 当前距低点4.99%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
