rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.05737774431306,84.7051926146749,688355,明志科技,bottom_area,2023-08-16,22.53,2023-08-16,22.22,1.3951395139514056,4.095409540954096,27.027914614121514,False,-2.383,2.3469,4,4,4,100.0,19.602745733785582,35.08474576271185,6.604860486048595,1.3951395139514056,历史4/4次成功; 当前距低点1.40%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
12,81.9177616958882,76.02429324238993,002403,爱仕达,bottom_area,2023-08-16,8.39,2023-08-14,8.38,0.11933174224343421,3.9379474940334136,32.852564102564095,False,-1.4101,0.866,3,3,3,100.0,13.797686100564366,21.63892445582587,7.880668257756566,0.11933174224343421,历史3/3次成功; 当前距低点0.12%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
13,81.40242383446767,75.87477686044232,603033,三维股份,bottom_area,2023-08-16,14.55,2023-08-16,14.5,0.34482758620690146,2.2068965517241397,32.77700509967548,False,-1.289,0.1364,3,3,3,100.0,15.757977188140112,24.922480620155024,7.655172413793099,0.34482758620690146,历史3/3次成功; 当前距低点0.34%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
14,81.13639631026157,75.25398768684575,300539,横河精密,bottom_area,2023-08-16,11.35,2023-08-16,11.34,0.08818342151675297,2.1164021164021185,27.07395498392283,False,-1.0462,1.001,2,2,2,100.0,25.941106924214775,39.25845147219192,7.911816578483247,0.08818342151675297,历史2/2次成功; 当前距低点0.09%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
15,80.95189664321607,75.68427135678391,002150,正泰电源,bottom_area,2023-08-16,14.0,2023-08-16,13.93,0.5025125628140724,3.3022254127781827,27.447916666666668,False,-1.8233,1.1513,1,1,1,100.0,164.87025948103792,164.87025948103792,7.497487437185928,0.5025125628140724,历史1/1次成功; 当前距低点0.50%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
16,80.01332860068709,74.61327011466172,688328,深科达,bottom_area,2023-08-16,21.82,2023-08-16,21.74,0.367985280588785,2.5298988040478414,30.918334922148077,False,-1.1328,3.4785,2,2,2,100.0,25.92621803443088,29.170984455958543,7.632014719411215,0.367985280588785,历史2/2次成功; 当前距低点0.37%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
17,79.90437751949541,73.98553474027352,600072,中船科技,bottom_area,2023-08-16,21.65,2023-08-16,21.65,0.0,2.3094688221709005,29.47882736156352,False,-2.3014,2.2687,3,3,3,100.0,13.631907205771569,14.0952380952381,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
18,79.704806437015,74.16273931378365,300763,锦浪科技,bottom_area,2023-08-16,82.86,2023-08-16,82.65,0.2540834845734951,2.819116757410766,29.268292682926823,False,-1.2278,1.7238,2,2,2,100.0,22.10779386350115,35.693617021276594,7.745916515426505,0.2540834845734951,历史2/2次成功; 当前距低点0.25%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
19,79.41923626308143,76.26063956070881,002626,金达威,confirmed_rebound,2023-08-16,18.33,2023-06-26,17.99,1.8899388549193992,8.115619788771546,27.165991902834012,True,0.0,0.4818,1,1,1,100.0,8.815592203898044,8.815592203898044,6.110061145080601,1.8899388549193992,历史1/1次成功; 当前距低点1.89%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
20,79.23455118340753,73.4544668598662,300473,德尔股份,bottom_area,2023-08-16,15.87,2023-08-16,15.86,0.06305170239596335,2.1437578814627987,29.35412026726058,False,-1.9159,1.276,2,2,2,100.0,15.958197534026922,21.37137137137137,7.936948297604037,0.06305170239596335,历史2/2次成功; 当前距低点0.06%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
21,79.07406084982729,74.89726575748742,688287,退市观典,bottom_area,2023-08-16,10.3,2023-08-16,10.18,1.1787819253438212,4.0275049115913575,31.951871657754015,False,-2.5544,0.5095,1,1,1,100.0,14.219830899308223,14.219830899308223,6.82121807465618,1.1787819253438212,历史1/1次成功; 当前距低点1.18%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
22,78.26674475520701,75.59806797179024,002864,盘龙药业,bottom_area,2023-08-16,34.9,2023-08-08,34.15,2.1961932650073206,7.349926793557827,27.340425531914896,True,-2.7042,4.6891,1,1,1,100.0,21.26553019358567,21.26553019358567,5.80380673499268,2.1961932650073206,历史1/1次成功; 当前距低点2.20%; 最新日涨幅-2.70%; 状态bottom_area; 底部已确认
23,78.01781441162402,73.04464137444357,688262,国芯科技,bottom_area,2023-08-16,31.42,2023-08-16,31.24,0.5761843790012909,3.7772087067861824,32.52699784017278,False,-2.8748,1.459,2,2,2,100.0,20.044848164336123,27.063197026022312,7.42381562099871,0.5761843790012909,历史2/2次成功; 当前距低点0.58%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
24,77.24994399862072,72.66865897620764,600935,华塑股份,bottom_area,2023-08-16,3.68,2023-06-27,3.65,0.8219178082191849,7.671232876712336,28.571428571428577,True,-0.8086,0.2488,1,1,1,100.0,28.50877192982458,28.50877192982458,7.178082191780816,0.8219178082191849,历史1/1次成功; 当前距低点0.82%; 最新日涨幅-0.81%; 状态bottom_area; 底部已确认
25,77.12519773264053,71.4122201228153,300455,航天智装,bottom_area,2023-08-16,10.6,2023-08-16,10.6,0.0,2.264150943396228,32.05128205128205,False,-1.9426,0.8668,2,2,2,100.0,16.463549047394118,18.904109589041095,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
26,76.90039043974159,73.82091331256413,688234,天岳先进,bottom_area,2023-08-16,55.96,2023-08-16,54.93,1.8751137811760445,6.881485527034409,29.57692307692308,False,-4.8299,1.7543,2,2,2,100.0,10.517057707771569,10.647803425167522,6.1248862188239555,1.8751137811760445,历史2/2次成功; 当前距低点1.88%; 最新日涨幅-4.83%; 状态bottom_area; 底部未确认
27,76.6845576633129,71.32821263874314,603015,弘讯科技,bottom_area,2023-08-16,8.48,2023-08-16,8.46,0.23640661938533772,2.482269503546088,29.38230383973288,False,-1.7381,0.8167,1,1,1,100.0,23.318385650224208,23.318385650224208,7.763593380614663,0.23640661938533772,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
28,76.409702916142,71.00390384289827,002519,银河电子,bottom_area,2023-08-16,5.38,2023-08-16,5.37,0.18621973929236102,1.675977653631282,27.628032345013477,False,-1.4652,0.9717,1,1,1,100.0,20.959595959595962,20.959595959595962,7.81378026070764,0.18621973929236102,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
29,75.38191964861664,70.7509484756641,688143,长盈通,bottom_area,2023-08-16,28.6,2023-08-15,28.4,0.7042253521126861,2.887323943661973,32.04115817181144,False,-1.5829,0.6503,1,1,1,100.0,25.949367088607595,25.949367088607595,7.295774647887314,0.7042253521126861,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
30,74.81191859198191,69.35636149691527,300565,科信技术,bottom_area,2023-08-16,15.52,2023-08-16,15.51,0.06447453255963756,3.546099290780135,31.854130052724084,False,-2.8178,2.6154,1,1,1,100.0,10.60948081264109,10.60948081264109,7.935525467440363,0.06447453255963756,历史1/1次成功; 当前距低点0.06%; 最新日涨幅-2.82%; 状态bottom_area; 底部未确认
31,74.63861389716676,69.15182746096998,688314,康拓医疗,bottom_area,2023-08-16,31.71,2023-08-15,31.7,0.03154574132492607,3.5331230283911705,27.790432801822323,False,-2.4608,1.1156,1,1,1,100.0,9.106192210703279,9.106192210703279,7.968454258675075,0.03154574132492607,历史1/1次成功; 当前距低点0.03%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
32,74.62632380986672,69.26148323304243,603061,金海通,bottom_area,2023-08-16,90.0,2023-08-16,89.89,0.12237178774057117,3.0370452775614685,27.618970931637005,False,-1.7575,4.816,1,1,1,100.0,10.80909090909091,10.80909090909091,7.877628212259428,0.12237178774057117,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
33,74.14719032422086,69.75207695703324,603051,鹿山新材,bottom_area,2023-08-16,34.28,2023-08-16,34.0,0.8235294117647093,7.05882352941176,31.61705551086082,False,-5.85,6.2168,2,2,2,100.0,15.58991406374611,18.738110336081178,7.176470588235291,0.8235294117647093,历史2/2次成功; 当前距低点0.82%; 最新日涨幅-5.85%; 状态bottom_area; 底部未确认
34,73.8844835536128,68.7834618567882,300713,英可瑞,bottom_area,2023-08-16,17.81,2023-08-16,17.76,0.2815315315315155,2.815315315315315,27.74613506916191,False,-1.8192,2.7368,1,1,1,100.0,10.190073917634633,10.190073917634633,7.718468468468484,0.2815315315315155,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
35,72.97766533864542,67.57191235059761,600990,四创电子,bottom_area,2023-08-16,22.09,2023-08-16,22.09,0.0,1.856043458578543,31.16235587410409,False,-1.7349,0.4188,1,1,1,100.0,12.483399734395755,12.483399734395755,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
36,72.95484300923964,71.93746878057505,002219,新里程,bottom_area,2023-08-16,3.79,2023-08-07,3.67,3.2697547683923736,6.267029972752043,29.42307692307693,False,-1.3021,0.3599,1,1,1,100.0,23.938223938223942,23.938223938223942,4.730245231607626,3.2697547683923736,历史1/1次成功; 当前距低点3.27%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
37,72.0989273643927,67.6236355997825,300389,艾比森,bottom_area,2023-08-16,15.05,2023-08-16,14.95,0.6688963210702437,2.073578595317729,29.314420803782504,False,-0.8564,1.2022,1,1,1,100.0,8.702791461412156,8.702791461412156,7.331103678929757,0.6688963210702437,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
38,71.43044835928961,70.23852192659587,002554,惠博普,confirmed_rebound,2023-08-16,3.63,2023-06-26,3.52,3.1249999999999964,10.51136363636364,27.27272727272727,True,-0.8197,0.8692,3,4,3,75.0,18.21785982040783,28.404669260700388,4.8750000000000036,3.1249999999999964,历史3/4次成功; 当前距低点3.12%; 最新日涨幅-0.82%; 状态confirmed_rebound; 底部已确认
39,70.51464543580117,70.9031558789736,002755,奥赛康,bottom_area,2023-08-16,8.03,2023-08-08,7.7,4.285714285714275,6.363636363636354,31.00358422939068,False,-0.7417,0.1918,1,1,1,100.0,30.831099195710454,30.831099195710454,3.7142857142857255,4.285714285714275,历史1/1次成功; 当前距低点4.29%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
40,70.36904377563164,66.18823308169439,601360,三六零,bottom_area,2023-08-16,11.12,2023-08-16,11.03,0.8159564823209416,3.9891205802357326,31.7450495049505,False,-3.1359,1.3399,1,1,1,100.0,13.003300330033007,13.003300330033007,7.184043517679059,0.8159564823209416,历史1/1次成功; 当前距低点0.82%; 最新日涨幅-3.14%; 状态bottom_area; 底部未确认
41,59.72489134369781,59.5089624949042,000890,法尔胜,bottom_area,2023-08-16,4.63,2023-08-14,4.46,3.8116591928251107,6.502242152466368,27.47967479674797,False,1.5351,8.1798,1,2,1,50.0,32.954545454545446,32.954545454545446,4.18834080717489,3.8116591928251107,历史1/2次成功; 当前距低点3.81%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
