rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.32341461691652,84.62931966198721,300351,永贵电器,bottom_area,2023-12-19,19.09,2023-12-19,18.9,1.005291005291012,2.010582010582024,30.258302583025838,False,0.21,5.8145,2,2,2,100.0,25.27625351640169,33.447979363714516,8.994708994708988,1.005291005291012,历史2/2次成功; 当前距低点1.01%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
12,78.44361417867309,72.27729914658666,002508,老板电器,bottom_area,2023-12-19,21.45,2023-12-19,21.3,0.7042253521126693,0.8450704225352099,31.17932148626817,False,0.1401,0.3298,1,1,1,100.0,11.682435211846977,11.682435211846977,9.295774647887331,0.7042253521126693,历史1/1次成功; 当前距低点0.70%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
13,77.24364605798418,72.1525109402384,002456,欧菲光,bottom_area,2023-12-19,8.56,2023-12-19,8.44,1.4218009478673106,1.658767772511855,27.115716753022458,False,0.7059,3.1496,2,3,2,66.66666666666666,18.85779803607102,19.191919191919197,8.57819905213269,1.4218009478673106,历史2/3次成功; 当前距低点1.42%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
14,77.17630173264288,71.11492421423242,002142,宁波银行,bottom_area,2023-12-19,19.91,2023-12-19,19.77,0.7081436519979796,2.0738492665655044,32.01513067400275,False,-1.142,0.4677,1,1,1,100.0,27.95425667090217,27.95425667090217,9.291856348002021,0.7081436519979796,历史1/1次成功; 当前距低点0.71%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
15,76.0113352292771,69.54675437004781,601016,节能风电,bottom_area,2023-12-19,2.98,2023-12-19,2.97,0.3367003367003295,1.3468013468013331,27.205882352941174,False,-0.6667,0.2797,1,1,1,100.0,14.970059880239523,14.970059880239523,9.663299663299671,0.3367003367003295,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
16,75.51128728863632,70.9611477709951,001270,铖昌科技,bottom_area,2023-12-19,66.14,2023-12-19,65.01,1.7381941239809189,5.491462851868932,27.92682926829268,False,-3.0347,5.1117,1,1,1,100.0,10.130270826191285,10.130270826191285,8.261805876019082,1.7381941239809189,历史1/1次成功; 当前距低点1.74%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
17,74.2798739745619,71.77995152490153,601601,中国太保,bottom_area,2023-12-19,23.2,2023-12-11,22.48,3.2028469750889625,7.250889679715298,27.178490443796566,True,-0.3008,0.2601,1,1,1,100.0,13.077648538195538,13.077648538195538,6.7971530249110375,3.2028469750889625,历史1/1次成功; 当前距低点3.20%; 最新日涨幅-0.30%; 状态bottom_area; 底部已确认
18,68.157856221281,63.534889549761395,600328,中盐化工,bottom_area,2023-12-19,7.71,2023-10-26,7.61,1.3140604467805472,8.147174770039422,28.207547169811313,True,-0.2587,0.3718,1,2,1,50.0,37.26315789473683,37.26315789473683,8.685939553219454,1.3140604467805472,历史1/2次成功; 当前距低点1.31%; 最新日涨幅-0.26%; 状态bottom_area; 底部已确认
19,63.34497161853109,61.2097478561087,002309,中利集团,bottom_area,2023-12-19,2.58,2023-12-19,2.5,3.200000000000003,5.199999999999996,31.129476584022036,False,-1.9011,2.5738,2,4,2,50.0,23.740579871552146,30.136986301369873,6.799999999999998,3.200000000000003,历史2/4次成功; 当前距低点3.20%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
20,63.01843285136396,58.749095524753706,300347,泰格医药,bottom_area,2023-12-19,53.02,2023-12-19,52.33,1.3185553219950408,2.0256067265430966,28.501161360841643,False,-0.1319,1.1758,1,2,1,50.0,20.78172934893761,20.78172934893761,8.68144467800496,1.3185553219950408,历史1/2次成功; 当前距低点1.32%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
21,62.77731278816099,58.38832548403976,000710,贝瑞基因,bottom_area,2023-12-19,11.84,2023-12-19,11.7,1.1965811965812014,3.162393162393171,28.61500915192191,False,-1.6611,5.7005,1,2,1,50.0,17.3469387755102,17.3469387755102,8.8034188034188,1.1965811965812014,历史1/2次成功; 当前距低点1.20%; 最新日涨幅-1.66%; 状态bottom_area; 底部未确认
22,61.49329299388661,57.46273171705081,603032,德新科技,bottom_area,2023-12-19,16.88,2023-12-19,16.64,1.4423076923076827,2.1033653846153717,31.66324435318275,False,0.6559,1.5898,1,3,1,33.33333333333333,12.354085603112855,12.354085603112855,8.557692307692317,1.4423076923076827,历史1/3次成功; 当前距低点1.44%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
23,55.5714560937138,51.419750213093664,002812,恩捷股份,bottom_area,2023-12-19,51.25,2023-12-19,50.78,0.9255612445844799,2.2449783379283192,29.501596556990144,False,-0.3112,1.4738,1,2,1,50.0,16.39800995024876,16.39800995024876,9.074438755415521,0.9255612445844799,历史1/2次成功; 当前距低点0.93%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
