rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.9413006656052,79.5027611906901,300400,劲拓股份,confirmed_rebound,2022-08-26,16.35,2022-08-25,16.16,1.1757425742574337,9.653465346534645,27.338129496402875,False,-0.1832,1.6737,3,3,3,100.0,15.825022903209952,27.014218009478668,6.824257425742567,1.1757425742574337,历史3/3次成功; 当前距低点1.18%; 最新日涨幅-0.18%; 状态confirmed_rebound; 底部未确认
12,76.84305924817563,73.15204036686261,688259,创耀科技,confirmed_rebound,2022-08-26,78.15,2022-08-25,77.04,1.4408099688473512,10.462097611630305,27.709486722342113,False,-0.7115,5.8112,1,1,1,100.0,18.26390911739005,18.26390911739005,6.559190031152649,1.4408099688473512,历史1/1次成功; 当前距低点1.44%; 最新日涨幅-0.71%; 状态confirmed_rebound; 底部未确认
13,76.78057507524538,71.35488549618321,002110,三钢闽光,bottom_area,2022-08-26,5.25,2022-08-25,5.24,0.19083969465648445,2.099236641221363,29.47510094212651,False,-0.9434,0.3026,1,1,1,100.0,22.90322580645161,22.90322580645161,7.809160305343515,0.19083969465648445,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
14,75.47794943936005,74.15439685799032,000715,中兴商业,bottom_area,2022-08-26,5.02,2022-08-03,4.87,3.080082135523603,7.802874743326487,27.421758569299552,True,-1.7613,1.385,1,1,1,100.0,24.33862433862435,24.33862433862435,4.919917864476398,3.080082135523603,历史1/1次成功; 当前距低点3.08%; 最新日涨幅-1.76%; 状态bottom_area; 底部已确认
15,75.21520111979481,70.69415341882393,688160,步科股份,bottom_area,2022-08-26,40.18,2022-08-26,39.87,0.7775269626285485,5.818911462252322,32.02046035805627,False,-2.7119,6.0997,1,1,1,100.0,26.542553191489354,26.542553191489354,7.222473037371452,0.7775269626285485,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
16,74.57515348692401,70.57001373739634,688127,蓝特光学,confirmed_rebound,2022-08-26,20.58,2022-08-26,20.35,1.1302211302211147,11.842751842751843,27.295462665237576,False,-7.713,3.227,1,1,1,100.0,10.789881259679916,10.789881259679916,6.869778869778885,1.1302211302211147,历史1/1次成功; 当前距低点1.13%; 最新日涨幅-7.71%; 状态confirmed_rebound; 底部未确认
17,74.35659130434783,68.84869565217392,002671,龙泉股份,bottom_area,2022-08-26,4.55,2022-08-26,4.55,0.0,2.857142857142855,27.316293929712458,False,-2.9851,2.1286,1,1,1,100.0,19.347826086956534,19.347826086956534,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.99%; 状态bottom_area; 底部未确认
18,74.20675134784942,73.16298149892569,002607,中公教育,bottom_area,2022-08-26,4.43,2022-08-25,4.29,3.2634032634032555,5.5944055944055995,28.02013422818792,False,0.9112,2.0615,3,4,3,75.0,12.142693223038266,18.337408312958438,4.736596736596745,3.2634032634032555,历史3/4次成功; 当前距低点3.26%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
19,73.90756722557404,68.53438699962355,002119,康强电子,bottom_area,2022-08-26,13.01,2022-08-26,13.0,0.07692307692307529,6.153846153846159,28.49284928492849,False,-5.313,8.3561,1,1,1,100.0,16.557911908646,16.557911908646,7.923076923076924,0.07692307692307529,历史1/1次成功; 当前距低点0.08%; 最新日涨幅-5.31%; 状态bottom_area; 底部未确认
20,73.89048260919012,69.2410070435475,603289,泰瑞机器,bottom_area,2022-08-26,11.33,2022-08-26,11.26,0.6216696269982263,5.417406749555945,27.588424437299043,False,-3.7383,2.754,1,1,1,100.0,27.034482758620705,27.034482758620705,7.3783303730017735,0.6216696269982263,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-3.74%; 状态bottom_area; 底部未确认
21,73.34999081148163,68.77276037056707,000547,航天发展,bottom_area,2022-08-26,10.83,2022-08-26,10.76,0.6505576208178465,3.9033457249070627,29.21052631578947,False,-2.5203,3.2682,1,1,1,100.0,14.656084656084673,14.656084656084673,7.349442379182154,0.6505576208178465,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
22,73.03818165838771,72.75331550802142,603297,永新光学,bottom_area,2022-08-26,97.05,2022-08-25,93.5,3.7967914438502643,6.096256684491982,27.659574468085108,False,1.0938,2.1853,1,1,1,100.0,12.31182795698925,12.31182795698925,4.203208556149736,3.7967914438502643,历史1/1次成功; 当前距低点3.80%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
23,72.51137039234384,70.758073008073,000761,本钢板材,confirmed_rebound,2022-08-26,3.39,2022-07-15,3.3,2.7272727272727364,8.484848484848492,31.818181818181817,True,-0.2941,0.1032,1,1,1,100.0,11.969111969111971,11.969111969111971,5.272727272727264,2.7272727272727364,历史1/1次成功; 当前距低点2.73%; 最新日涨幅-0.29%; 状态confirmed_rebound; 底部已确认
24,71.32532238454878,71.7679879951981,002043,兔宝宝,confirmed_rebound,2022-08-26,8.69,2022-08-04,8.33,4.321728691476584,8.403361344537807,30.2928870292887,True,0.5787,1.5461,1,1,1,100.0,14.470588235294123,14.470588235294123,3.678271308523416,4.321728691476584,历史1/1次成功; 当前距低点4.32%; 最新日涨幅0.58%; 状态confirmed_rebound; 底部已确认
25,68.4416425558748,67.74616744957169,688058,宝兰德,confirmed_rebound,2022-08-26,43.25,2022-08-26,41.8,3.4688995215311076,8.851674641148332,29.152542372881364,False,-15.8233,9.9981,1,1,1,100.0,24.27558257345491,24.27558257345491,4.531100478468892,3.4688995215311076,历史1/1次成功; 当前距低点3.47%; 最新日涨幅-15.82%; 状态confirmed_rebound; 底部未确认
26,68.38315275026932,63.99871069182392,002587,奥拓电子,confirmed_rebound,2022-08-26,5.43,2022-08-26,5.4,0.5555555555555437,9.814814814814802,30.680359435173294,False,-6.5404,13.9268,1,1,1,100.0,8.254716981132066,8.254716981132066,7.444444444444456,0.5555555555555437,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-6.54%; 状态confirmed_rebound; 底部未确认
27,66.06681678433785,67.14814297132756,001266,宏英智能,bottom_area,2022-08-26,33.98,2022-08-26,32.41,4.844183893859921,6.757173711817356,28.089638340359446,False,-5.6373,22.2165,2,2,2,100.0,11.03700134047409,13.763753373468953,3.1558161061400787,4.844183893859921,历史2/2次成功; 当前距低点4.84%; 最新日涨幅-5.64%; 状态bottom_area; 底部未确认
28,65.55199997659562,66.81149589929117,601828,美凯龙,bottom_area,2022-08-26,5.05,2022-08-03,4.81,4.989604989604994,7.692307692307695,27.010622154779973,True,-0.5906,0.3373,1,1,1,100.0,8.267716535433069,8.267716535433069,3.010395010395006,4.989604989604994,历史1/1次成功; 当前距低点4.99%; 最新日涨幅-0.59%; 状态bottom_area; 底部已确认
29,63.19816485847197,59.02924797628346,688020,方邦股份,bottom_area,2022-08-26,46.59,2022-08-26,46.38,0.4527813712807262,7.266062958171619,31.268524007113218,False,-4.6069,1.8689,2,3,2,66.66666666666666,8.951198043746524,9.28211586901762,7.547218628719274,0.4527813712807262,历史2/3次成功; 当前距低点0.45%; 最新日涨幅-4.61%; 状态bottom_area; 底部未确认
30,62.86650185012565,60.353750195099124,000625,长安汽车,bottom_area,2022-08-26,15.18,2022-08-25,14.9,1.879194630872479,3.95973154362416,28.639846743295017,False,0.0,2.0774,1,2,1,50.0,13.808139534883724,13.808139534883724,6.120805369127521,1.879194630872479,历史1/2次成功; 当前距低点1.88%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
