rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.99764526384362,85.94853120941617,601689,拓普集团,bottom_area,2024-02-01,49.47,2024-02-01,47.95,3.1699687174139646,6.9864442127215725,27.216150576806303,False,1.4977,1.3917,4,4,4,100.0,25.570214436129103,47.99107142857144,6.830031282586035,3.1699687174139646,历史4/4次成功; 当前距低点3.17%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
29,75.84527760199961,72.80339325035126,603116,红蜻蜓,bottom_area,2024-02-01,5.05,2024-02-01,4.91,2.851323828920564,7.535641547861509,27.259259259259256,False,-5.0752,3.0234,2,2,2,100.0,17.012965485430936,23.86831275720163,7.148676171079436,2.851323828920564,历史2/2次成功; 当前距低点2.85%; 最新日涨幅-5.08%; 状态bottom_area; 底部未确认
30,75.75295654732798,74.950464382576,688213,思特威,bottom_area,2024-02-01,39.04,2024-02-01,37.38,4.44087747458533,6.607811663991436,32.46612466124661,False,0.8786,1.5642,1,1,1,100.0,32.01970443349754,32.01970443349754,5.559122525414671,4.44087747458533,历史1/1次成功; 当前距低点4.44%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
31,75.06779350601231,73.39128335899375,600078,澄星股份,bottom_area,2024-02-01,6.26,2024-02-01,6.03,3.8142620232172395,5.306799336650073,29.308323563892134,False,-0.7924,0.7249,2,2,2,100.0,21.76236974155405,30.647709320695093,6.185737976782761,3.8142620232172395,历史2/2次成功; 当前距低点3.81%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
32,74.90957873203114,68.64566206829888,001208,华菱线缆,bottom_area,2024-02-01,7.2,2024-02-01,7.17,0.4184100418410076,8.786610878661087,28.22822822822823,False,-9.3199,5.4927,1,1,1,100.0,21.34213421342134,21.34213421342134,9.581589958158993,0.4184100418410076,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-9.32%; 状态bottom_area; 底部未确认
33,74.73776119127815,72.53625410486639,300729,乐歌股份,bottom_area,2024-02-01,15.98,2024-02-01,15.45,3.4304207119741177,6.796116504854374,28.206319702602233,False,-1.601,5.1154,2,2,2,100.0,12.460286710577293,13.103448275862059,6.569579288025882,3.4304207119741177,历史2/2次成功; 当前距低点3.43%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
34,74.23434050247046,67.508162289004,688261,东微半导,bottom_area,2024-02-01,57.54,2024-02-01,57.53,0.017382235355463255,5.023466017729881,30.198980829895657,False,-3.2941,1.8075,1,1,1,100.0,10.31071927749703,10.31071927749703,9.982617764644537,0.017382235355463255,历史1/1次成功; 当前距低点0.02%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
35,74.17694063727629,67.90241379310345,300368,汇金股份,bottom_area,2024-02-01,5.53,2024-02-01,5.51,0.3629764065335837,6.715063520871145,28.255208333333332,False,-6.9024,3.6128,1,1,1,100.0,16.66666666666668,16.66666666666668,9.637023593466417,0.3629764065335837,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-6.90%; 状态bottom_area; 底部未确认
36,74.03573800165225,71.04007230216341,300405,科隆股份,confirmed_rebound,2024-02-01,5.81,2024-01-31,5.65,2.8318584070796327,18.93805309734512,32.33532934131736,True,-1.5254,12.2176,1,1,1,100.0,14.767255216693417,14.767255216693417,7.168141592920368,2.8318584070796327,历史1/1次成功; 当前距低点2.83%; 最新日涨幅-1.53%; 状态confirmed_rebound; 底部已确认
37,74.00672658198376,72.55593755564948,603290,斯达半导,bottom_area,2024-02-01,132.03,2024-02-01,127.0,3.9606299212598435,6.47244094488189,28.631638100590052,False,3.6342,1.7987,3,4,3,75.0,17.42566546302117,23.2822670787034,6.0393700787401565,3.9606299212598435,历史3/4次成功; 当前距低点3.96%; 最新日涨幅3.63%; 状态bottom_area; 底部未确认
38,73.87096848005659,70.4211856988575,600410,华胜天成,bottom_area,2024-02-01,4.94,2024-02-01,4.82,2.4896265560165993,6.63900414937758,29.117647058823525,False,-6.7925,2.8608,1,1,1,100.0,16.43835616438356,16.43835616438356,7.510373443983401,2.4896265560165993,历史1/1次成功; 当前距低点2.49%; 最新日涨幅-6.79%; 状态bottom_area; 底部未确认
39,73.82909649095072,73.6245837582888,002050,三花智控,bottom_area,2024-02-01,21.6,2024-01-31,20.6,4.854368932038835,6.7961165048543615,30.050933786078094,False,2.8571,1.1413,2,2,2,100.0,13.293252276007243,13.890426120641935,5.145631067961165,4.854368932038835,历史2/2次成功; 当前距低点4.85%; 最新日涨幅2.86%; 状态bottom_area; 底部未确认
40,73.73079564398454,67.61205741626797,000592,平潭发展,bottom_area,2024-02-01,2.21,2024-02-01,2.2,0.4545454545454448,5.909090909090904,29.260450160771693,False,-5.9574,6.4329,1,1,1,100.0,16.228070175438603,16.228070175438603,9.545454545454556,0.4545454545454448,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-5.96%; 状态bottom_area; 底部未确认
41,73.63427352285898,72.33451274693743,600207,安彩高科,bottom_area,2024-02-01,3.84,2024-02-01,3.69,4.065040650406502,6.775067750677508,31.028037383177566,False,2.4,2.839,1,1,1,100.0,13.348416289592757,13.348416289592757,5.934959349593498,4.065040650406502,历史1/1次成功; 当前距低点4.07%; 最新日涨幅2.40%; 状态bottom_area; 底部未确认
42,73.39955938045941,69.7897449846991,000812,陕西金叶,bottom_area,2024-02-01,4.35,2024-02-01,4.25,2.35294117647058,7.9999999999999964,28.209459459459456,False,-7.4468,4.4274,1,1,1,100.0,11.368015414258185,11.368015414258185,7.647058823529421,2.35294117647058,历史1/1次成功; 当前距低点2.35%; 最新日涨幅-7.45%; 状态bottom_area; 底部未确认
43,73.31027112940545,70.87960628314974,600201,生物股份,bottom_area,2024-02-01,7.99,2024-02-01,7.74,3.229974160206718,4.134366925064603,29.82774252039891,False,-1.9632,2.2746,1,1,1,100.0,17.76315789473684,17.76315789473684,6.770025839793282,3.229974160206718,历史1/1次成功; 当前距低点3.23%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
44,73.19716101051108,67.20420840529648,002377,国创高新,bottom_area,2024-02-01,1.94,2024-02-01,1.93,0.5181347150259072,9.326424870466319,30.575539568345324,False,-8.4906,8.9673,1,1,1,100.0,14.814814814814808,14.814814814814808,9.481865284974093,0.5181347150259072,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-8.49%; 状态bottom_area; 底部未确认
45,73.02462476547845,66.38602251407131,603066,音飞储存,bottom_area,2024-02-01,11.03,2024-02-01,11.03,0.0,4.8957388939256665,29.204107830551994,False,-9.9592,12.8232,1,1,1,100.0,16.322701688555348,16.322701688555348,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态bottom_area; 底部未确认
46,72.94630468623309,70.84609555900178,300663,科蓝软件,bottom_area,2024-02-01,9.85,2024-02-01,9.52,3.4663865546218497,6.092436974789917,30.05143277002204,False,-1.5,6.2749,1,1,1,100.0,20.480951094298856,20.480951094298856,6.53361344537815,3.4663865546218497,历史1/1次成功; 当前距低点3.47%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
47,72.4132252559727,65.830204778157,002099,海翔药业,confirmed_rebound,2024-02-01,4.34,2024-02-01,4.34,0.0,13.82488479262674,32.29329173166927,False,-9.9585,3.2445,1,1,1,100.0,23.549488054607508,23.549488054607508,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态confirmed_rebound; 底部未确认
48,71.7959523809524,65.26904761904763,002217,合力泰,bottom_area,2024-02-01,1.67,2024-02-01,1.67,0.0,0.0,27.391304347826086,False,-9.7297,0.2332,1,1,1,100.0,10.31746031746031,10.31746031746031,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.73%; 状态bottom_area; 底部未确认
49,71.09890821185621,71.03970845481052,001259,利仁科技,bottom_area,2024-02-01,25.2,2024-02-01,24.01,4.9562682215743346,7.205331112036638,27.63713080168776,False,-3.0396,7.5891,1,1,1,100.0,64.38308283816848,64.38308283816848,5.043731778425666,4.9562682215743346,历史1/1次成功; 当前距低点4.96%; 最新日涨幅-3.04%; 状态bottom_area; 底部未确认
50,70.41244262295083,64.01131147540984,000068,华控赛格,confirmed_rebound,2024-02-01,4.42,2024-02-01,4.42,0.0,10.85972850678734,31.895223420647152,False,-9.9796,9.756,1,1,1,100.0,13.7704918032787,13.7704918032787,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态confirmed_rebound; 底部未确认
51,69.78284760622076,67.16181799641954,002623,亚玛顿,bottom_area,2024-02-01,20.32,2024-02-01,19.73,2.990369994931575,5.676634566649777,27.43655755792571,False,0.5941,1.134,2,3,2,66.66666666666666,11.253736119337951,11.601884570082444,7.009630005068425,2.990369994931575,历史2/3次成功; 当前距低点2.99%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
52,68.29993905496882,68.04024346920848,000006,深振业A,confirmed_rebound,2024-02-01,3.93,2024-02-01,3.75,4.800000000000004,11.733333333333345,27.6061776061776,False,-5.7554,4.1061,2,2,2,100.0,25.50668531832526,32.20338983050848,5.199999999999997,4.800000000000004,历史2/2次成功; 当前距低点4.80%; 最新日涨幅-5.76%; 状态confirmed_rebound; 底部未确认
53,67.47203179375566,66.11633409156273,002103,广博股份,bottom_area,2024-02-01,6.34,2024-02-01,6.1,3.9344262295082006,6.065573770491806,30.917327293318237,False,-2.6114,11.6468,2,3,2,66.66666666666666,39.6782754202944,51.366120218579226,6.0655737704918,3.9344262295082006,历史2/3次成功; 当前距低点3.93%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
54,66.38469699594697,64.72850514771281,002262,恩华药业,confirmed_rebound,2024-02-01,21.73,2024-02-01,20.96,3.6736641221374025,12.166030534351147,27.121001390820588,False,-6.6982,2.6507,1,1,1,100.0,10.561609388097231,10.561609388097231,6.326335877862599,3.6736641221374025,历史1/1次成功; 当前距低点3.67%; 最新日涨幅-6.70%; 状态confirmed_rebound; 底部未确认
55,65.83994843446145,60.79404287577235,300357,我武生物,bottom_area,2024-02-01,21.0,2024-02-01,20.83,0.8161305808929511,4.176668266922713,28.419243986254305,False,-1.6854,0.7848,2,3,2,66.66666666666666,12.678246954524772,13.65142478462557,9.18386941910705,0.8161305808929511,历史2/3次成功; 当前距低点0.82%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
56,65.60646056268389,62.31115889058563,300566,激智科技,bottom_area,2024-02-01,12.48,2024-02-01,12.2,2.2950819672131244,5.163934426229515,30.681818181818194,False,-2.1176,2.6119,2,4,2,50.0,18.569600945330908,23.495850622406625,7.704918032786876,2.2950819672131244,历史2/4次成功; 当前距低点2.30%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
57,64.22514510866148,60.332094421338624,002007,华兰生物,bottom_area,2024-02-01,17.76,2024-02-01,17.46,1.7182130584192479,3.5509736540664227,28.879837067209774,False,0.9091,0.6161,1,2,1,50.0,11.718388142658643,11.718388142658643,8.281786941580753,1.7182130584192479,历史1/2次成功; 当前距低点1.72%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
58,63.53945981504714,62.180172326969206,000058,深赛格,bottom_area,2024-02-01,6.45,2024-02-01,6.21,3.8647342995169116,6.763285024154589,29.67157417893545,False,-5.9767,3.1899,2,3,2,66.66666666666666,27.87688098495213,34.82352941176472,6.135265700483089,3.8647342995169116,历史2/3次成功; 当前距低点3.86%; 最新日涨幅-5.98%; 状态bottom_area; 底部未确认
59,63.0074987899808,61.257789494735285,002829,星网宇达,bottom_area,2024-02-01,17.05,2024-02-01,16.47,3.5215543412264836,4.1287188828172425,27.476882430647297,False,-6.8306,7.415,2,3,2,66.66666666666666,18.711111430456917,21.628131021194598,6.478445658773517,3.5215543412264836,历史2/3次成功; 当前距低点3.52%; 最新日涨幅-6.83%; 状态bottom_area; 底部未确认
60,61.179735943783506,57.498482166321516,688233,神工股份,bottom_area,2024-02-01,20.43,2024-02-01,20.08,1.7430278884462223,8.665338645418338,28.260092890317974,False,-2.8069,2.491,1,2,1,50.0,19.261213720316633,19.261213720316633,8.256972111553779,1.7430278884462223,历史1/2次成功; 当前距低点1.74%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
61,60.10242707373723,58.47961768303307,688279,峰岹科技,bottom_area,2024-02-01,84.0,2024-02-01,81.11,3.563062507705586,7.261743311552214,29.056240706726143,False,2.439,1.476,1,2,1,50.0,24.37311935807422,24.37311935807422,6.4369374922944145,3.563062507705586,历史1/2次成功; 当前距低点3.56%; 最新日涨幅2.44%; 状态bottom_area; 底部未确认
62,59.9502689280114,56.6978727717415,301337,亚华电子,bottom_area,2024-02-01,33.0,2024-02-01,32.33,2.072378595731524,6.186204763377668,32.6317982913107,False,-1.2863,25.8018,1,2,1,50.0,18.994064354889115,18.994064354889115,7.927621404268476,2.072378595731524,历史1/2次成功; 当前距低点2.07%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
63,53.129342802417845,52.79324844536224,688228,开普云,bottom_area,2024-02-01,41.94,2024-02-01,40.07,4.666833042176186,8.010980783628652,32.31418918918919,False,-0.2853,2.7292,1,2,1,50.0,29.80445043830074,29.80445043830074,5.333166957823815,4.666833042176186,历史1/2次成功; 当前距低点4.67%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
64,50.97930835737956,47.077504330026784,688116,天奈科技,bottom_area,2024-02-01,18.4,2024-02-01,18.25,0.8219178082191704,4.712328767123284,27.808544303797472,False,-1.0753,2.4186,1,3,1,33.33333333333333,11.226578491576134,11.226578491576134,9.17808219178083,0.8219178082191704,历史1/3次成功; 当前距低点0.82%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
