rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.55501326665099,89.89042885061885,603222,济民健康,bottom_area,2023-07-11,9.62,2023-07-10,9.49,1.3698630136986196,4.636459430979974,27.112135176651304,False,0.1041,1.4449,7,7,7,100.0,24.697400655116585,68.46504559270518,6.6301369863013795,1.3698630136986196,历史7/7次成功; 当前距低点1.37%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
12,77.15858875251774,73.93695740365112,601669,中国电建,bottom_area,2023-07-11,5.71,2023-06-07,5.61,1.7825311942958937,5.882352941176471,29.78723404255319,False,-0.1748,0.614,1,1,1,100.0,16.457680250783696,16.457680250783696,6.217468805704106,1.7825311942958937,历史1/1次成功; 当前距低点1.78%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
13,76.75649698004997,75.66381608303423,002063,远光软件,bottom_area,2023-07-11,6.98,2023-07-07,6.76,3.2544378698224947,4.14201183431953,29.656607700312172,False,0.0,0.9171,1,1,1,100.0,21.311475409836078,21.311475409836078,4.745562130177506,3.2544378698224947,历史1/1次成功; 当前距低点3.25%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
14,75.98379897390254,75.11990048427677,000792,盐湖股份,bottom_area,2023-07-11,19.13,2023-05-30,18.5,3.4054054054054,7.5675675675675595,29.49695121951219,True,-0.3646,0.3208,2,2,2,100.0,16.850671013984325,24.904214559386965,4.5945945945946,3.4054054054054,历史2/2次成功; 当前距低点3.41%; 最新日涨幅-0.36%; 状态bottom_area; 底部已确认
15,74.63778219734483,75.52955180206997,002545,东方铁塔,bottom_area,2023-07-11,7.25,2023-06-26,6.93,4.617604617604622,4.761904761904763,27.58620689655173,False,0.8345,0.493,2,2,2,100.0,20.63274371079842,28.468653648509758,3.3823953823953783,4.617604617604622,历史2/2次成功; 当前距低点4.62%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
16,74.57427824427485,72.23625000000003,002153,石基信息,bottom_area,2023-07-11,13.1,2023-07-07,12.8,2.3437499999999916,5.156250000000001,27.683615819209034,False,-0.9826,0.6403,1,1,1,100.0,14.193548387096769,14.193548387096769,5.656250000000009,2.3437499999999916,历史1/1次成功; 当前距低点2.34%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
17,71.92898543193121,72.07745061259503,600990,四创电子,bottom_area,2023-07-11,24.08,2023-07-10,23.13,4.1072200605274505,4.366623432771299,27.921470863197268,False,2.5991,1.1042,1,1,1,100.0,12.483399734395755,12.483399734395755,3.8927799394725495,4.1072200605274505,历史1/1次成功; 当前距低点4.11%; 最新日涨幅2.60%; 状态bottom_area; 底部未确认
18,71.22566526065881,71.38115651457204,002626,金达威,bottom_area,2023-07-11,18.73,2023-06-26,17.99,4.113396331295176,6.0589216231239575,27.165991902834012,False,0.7531,0.3045,1,1,1,100.0,8.815592203898044,8.815592203898044,3.8866036687048244,4.113396331295176,历史1/1次成功; 当前距低点4.11%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
19,70.72803856800736,66.4802120329171,688338,赛科希德,bottom_area,2023-07-11,40.04,2023-07-11,39.73,0.7802668009061221,7.853007802668022,31.143847487001743,False,-6.383,2.7741,1,1,1,100.0,14.135593220338988,14.135593220338988,7.219733199093878,0.7802668009061221,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-6.38%; 状态bottom_area; 底部未确认
20,70.02603032206855,70.81167813790516,000703,恒逸石化,bottom_area,2023-07-11,6.85,2023-06-12,6.55,4.580152671755722,5.954198473282451,27.222222222222225,False,0.4399,0.2238,1,1,1,100.0,11.475409836065575,11.475409836065575,3.419847328244278,4.580152671755722,历史1/1次成功; 当前距低点4.58%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
21,69.89351351253039,65.70760593447427,002858,力盛体育,bottom_area,2023-07-11,21.7,2023-07-11,21.53,0.7895959126799728,4.876915931258695,28.967337512372147,False,-3.0817,4.8514,1,1,1,100.0,10.096153846153843,10.096153846153843,7.210404087320027,0.7895959126799728,历史1/1次成功; 当前距低点0.79%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
