rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.3056239739032,86.00907489220589,002819,东方中科,bottom_area,2025-01-06,24.23,2025-01-06,23.88,1.4656616415410444,3.6850921273031934,28.072289156626518,False,-1.2632,1.6314,4,4,4,100.0,27.47733029526597,51.677148846960186,6.534338358458956,1.4656616415410444,历史4/4次成功; 当前距低点1.47%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
12,87.91214306736657,84.99792838005055,002553,南方精工,bottom_area,2025-01-06,11.83,2025-01-06,11.57,2.2471910112359534,5.272255834053582,32.73255813953488,False,-1.4988,4.1942,7,7,7,100.0,31.621096159508213,83.5926449787836,5.752808988764047,2.2471910112359534,历史7/7次成功; 当前距低点2.25%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
13,87.84313580275393,86.88466080773803,603004,鼎龙科技,bottom_area,2025-01-06,19.0,2025-01-06,18.37,3.429504627109412,5.606967882416971,27.847604084838963,False,0.4228,5.3597,4,4,4,100.0,33.78457719111554,55.7168784029038,4.570495372890588,3.429504627109412,历史4/4次成功; 当前距低点3.43%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
14,87.58782000978617,83.97944504181729,000420,吉林化纤,bottom_area,2025-01-06,3.37,2025-01-06,3.31,1.8126888217522674,3.021148036253779,28.96995708154507,False,0.0,1.7569,2,2,2,100.0,31.679438469959422,53.9249146757679,6.187311178247732,1.8126888217522674,历史2/2次成功; 当前距低点1.81%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
15,86.14433583915151,82.77266281983087,601865,福莱特,bottom_area,2025-01-06,19.07,2025-01-06,18.71,1.9241047568145344,3.4206306787814036,30.2386278896346,False,1.1135,0.7223,2,2,2,100.0,26.557105727784926,39.24894003634159,6.075895243185466,1.9241047568145344,历史2/2次成功; 当前距低点1.92%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
16,86.02534017297964,81.44576136264573,002324,普利特,bottom_area,2025-01-06,8.75,2025-01-06,8.65,1.1560693641618456,3.468208092485537,32.47462919594067,False,-1.6854,1.5917,3,3,3,100.0,15.81505114481031,25.957446808510653,6.843930635838155,1.1560693641618456,历史3/3次成功; 当前距低点1.16%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
17,85.59949544783159,82.77747228405595,603232,格尔软件,bottom_area,2025-01-06,11.78,2025-01-06,11.52,2.256944444444443,3.645833333333333,29.32515337423314,False,-0.7582,2.6339,6,6,6,100.0,19.8027183730606,48.01488833746897,5.743055555555557,2.256944444444443,历史6/6次成功; 当前距低点2.26%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
18,85.52974920550616,84.17119655928609,002314,南山控股,bottom_area,2025-01-06,2.28,2025-01-06,2.21,3.1674208144796308,4.072398190045242,28.938906752411576,False,0.0,1.6533,4,4,4,100.0,15.983419442471158,26.12612612612611,4.83257918552037,3.1674208144796308,历史4/4次成功; 当前距低点3.17%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
19,85.32252097332497,81.36672064042901,601020,华钰矿业,bottom_area,2025-01-06,11.93,2025-01-06,11.75,1.531914893617019,5.106382978723401,27.018633540372676,False,-1.6488,2.5506,3,3,3,100.0,19.997239773525823,26.324110671936758,6.468085106382981,1.531914893617019,历史3/3次成功; 当前距低点1.53%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
20,85.26611234345901,83.58443527523805,300499,高澜股份,bottom_area,2025-01-06,18.41,2025-01-06,17.88,2.9642058165548164,4.474272930648774,27.139364303178485,False,1.0983,11.8699,4,4,4,100.0,10.337766327865683,11.346863468634691,5.035794183445184,2.9642058165548164,历史4/4次成功; 当前距低点2.96%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
21,84.86829509304425,81.26534882546102,300456,赛微电子,bottom_area,2025-01-06,16.33,2025-01-06,16.05,1.744548286604346,2.4922118380062215,28.02690582959641,False,0.6161,2.0213,1,1,1,100.0,32.91891891891892,32.91891891891892,6.255451713395654,1.744548286604346,历史1/1次成功; 当前距低点1.74%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
22,84.86542262986795,79.61453701471616,300418,昆仑万维,bottom_area,2025-01-06,35.54,2025-01-06,35.3,0.6798866855524136,2.974504249291797,32.825880114176975,False,0.1973,2.3967,3,3,3,100.0,17.498272353632636,32.568306010928964,7.320113314447586,0.6798866855524136,历史3/3次成功; 当前距低点0.68%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
23,84.59943540671584,86.13163734163697,603273,天元智能,bottom_area,2025-01-06,15.74,2025-01-06,15.0,4.9333333333333345,5.0666666666666655,32.43243243243243,False,2.5407,5.6931,5,5,5,100.0,48.17009323460729,201.34228187919464,3.0666666666666655,4.9333333333333345,历史5/5次成功; 当前距低点4.93%; 最新日涨幅2.54%; 状态bottom_area; 底部未确认
24,84.54852664337001,81.07392965802605,000718,苏宁环球,bottom_area,2025-01-06,2.24,2025-01-06,2.2,1.8181818181818195,3.636363636363619,28.10457516339869,False,-0.885,1.2213,3,3,3,100.0,21.932173136992418,36.111111111111114,6.181818181818181,1.8181818181818195,历史3/3次成功; 当前距低点1.82%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
25,84.51078542078322,78.60666127020599,688107,安路科技,bottom_area,2025-01-06,25.52,2025-01-06,25.46,0.23566378633149537,4.791830322073837,29.47368421052632,False,-3.6981,0.8254,6,6,6,100.0,22.655777973343003,67.95615731785945,7.764336213668504,0.23566378633149537,历史6/6次成功; 当前距低点0.24%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
26,84.2451920776243,80.94439392159995,688225,亚信安全,bottom_area,2025-01-06,16.44,2025-01-06,16.13,1.921884686918799,7.5635461872287815,31.068376068376068,False,-4.8611,1.4733,4,4,4,100.0,16.05532799878933,21.557788944723633,6.078115313081201,1.921884686918799,历史4/4次成功; 当前距低点1.92%; 最新日涨幅-4.86%; 状态bottom_area; 底部未确认
27,84.00767941743295,81.58962374047552,002183,怡亚通,bottom_area,2025-01-06,4.13,2025-01-06,4.03,2.4813895781637627,3.7220843672456443,27.90697674418604,False,-0.7212,1.2625,4,4,4,100.0,16.167698810155322,31.948881789137378,5.518610421836237,2.4813895781637627,历史4/4次成功; 当前距低点2.48%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
28,83.95747593523991,80.0848147126253,300397,天和防务,bottom_area,2025-01-06,9.86,2025-01-06,9.71,1.5447991761070912,4.119464469618935,31.667839549612946,False,-1.4985,2.5183,2,2,2,100.0,29.929875452416432,45.75260804769001,6.455200823892909,1.5447991761070912,历史2/2次成功; 当前距低点1.54%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
29,83.90220373833941,81.14929107895217,000567,海德股份,bottom_area,2025-01-06,6.32,2025-01-06,6.18,2.2653721682847987,2.912621359223311,31.333333333333336,False,0.4769,0.6468,1,1,1,100.0,38.67924528301886,38.67924528301886,5.734627831715201,2.2653721682847987,历史1/1次成功; 当前距低点2.27%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
30,83.74092462654089,81.32333661361646,688173,希荻微,bottom_area,2025-01-06,9.93,2025-01-06,9.69,2.4767801857585163,5.263157894736841,29.166666666666668,False,-2.2638,1.8612,7,7,7,100.0,14.679545360999299,23.120837297811605,5.523219814241484,2.4767801857585163,历史7/7次成功; 当前距低点2.48%; 最新日涨幅-2.26%; 状态bottom_area; 底部未确认
31,83.54451627409642,79.14879737388088,605168,三人行,bottom_area,2025-01-06,30.61,2025-01-06,30.25,1.1900826446280974,4.7603305785124,27.976190476190478,False,-3.408,2.5859,2,2,2,100.0,30.764439804478172,47.67726161369193,6.809917355371903,1.1900826446280974,历史2/2次成功; 当前距低点1.19%; 最新日涨幅-3.41%; 状态bottom_area; 底部未确认
32,83.41171435928824,79.28870186244131,002186,全聚德,bottom_area,2025-01-06,10.4,2025-01-06,10.26,1.3645224171540018,4.2884990253411255,32.27722772277228,False,-3.4355,2.5484,3,3,3,100.0,16.988241793292634,23.20675105485231,6.635477582845999,1.3645224171540018,历史3/3次成功; 当前距低点1.36%; 最新日涨幅-3.44%; 状态bottom_area; 底部未确认
33,83.30222362932419,80.00468037538297,000014,沙河股份,bottom_area,2025-01-06,10.19,2025-01-06,10.0,1.899999999999995,3.9000000000000057,27.953890489913547,False,-2.2073,2.0839,3,3,3,100.0,17.186453631091226,20.605355064027936,6.100000000000005,1.899999999999995,历史3/3次成功; 当前距低点1.90%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
34,83.25612318864796,78.87140764499405,600158,中体产业,bottom_area,2025-01-06,7.67,2025-01-06,7.58,1.187335092348283,2.9023746701846935,30.394857667584947,False,-1.1598,2.1637,2,2,2,100.0,19.024363739506168,23.955773955773946,6.812664907651716,1.187335092348283,历史2/2次成功; 当前距低点1.19%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
35,83.20398052360457,82.4291891891892,300586,美联新材,bottom_area,2025-01-06,7.66,2025-01-06,7.4,3.51351351351351,5.270270270270266,30.3201506591337,False,-0.5195,1.4893,3,3,3,100.0,50.871511414083926,124.33414043583537,4.4864864864864895,3.51351351351351,历史3/3次成功; 当前距低点3.51%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
36,83.16876693651263,83.19630778322708,300490,华自科技,bottom_area,2025-01-06,7.25,2025-01-06,6.97,4.017216642754667,5.451936872309898,31.126482213438734,False,0.4155,1.421,4,4,4,100.0,21.158934025310238,32.06349206349206,3.9827833572453333,4.017216642754667,历史4/4次成功; 当前距低点4.02%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
37,82.86685722757557,77.41886315379033,002256,兆新股份,bottom_area,2025-01-06,2.16,2025-01-06,2.15,0.4651162790697782,6.976744186046507,31.9620253164557,False,-5.2632,4.218,6,6,6,100.0,19.08241005413661,31.775700934579426,7.534883720930222,0.4651162790697782,历史6/6次成功; 当前距低点0.47%; 最新日涨幅-5.26%; 状态bottom_area; 底部未确认
38,82.60970137899497,82.4458147149577,301456,盘古智能,bottom_area,2025-01-06,21.33,2025-01-06,20.53,3.89673648319531,5.35801266439356,28.715277777777775,False,0.8988,2.0281,2,2,2,100.0,48.98050482066129,55.619596541786734,4.10326351680469,3.89673648319531,历史2/2次成功; 当前距低点3.90%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
39,82.58778847246867,78.58506933379778,300613,富瀚微,bottom_area,2025-01-06,50.81,2025-01-06,50.1,1.4171656686626763,7.145708582834327,28.30566685746994,False,-4.7967,5.1603,2,2,2,100.0,30.517242249186445,52.08163265306121,6.582834331337324,1.4171656686626763,历史2/2次成功; 当前距低点1.42%; 最新日涨幅-4.80%; 状态bottom_area; 底部未确认
40,82.4147242093615,79.81428356402958,300563,神宇股份,confirmed_rebound,2025-01-06,51.76,2025-01-03,50.58,2.3329379201265317,8.995650454725196,30.04149377593361,True,1.8898,14.973,2,2,2,100.0,16.68484958020473,20.477137176938378,5.667062079873468,2.3329379201265317,历史2/2次成功; 当前距低点2.33%; 最新日涨幅1.89%; 状态confirmed_rebound; 底部已确认
41,82.4101691593086,80.40183241020532,300609,汇纳科技,bottom_area,2025-01-06,21.17,2025-01-06,20.61,2.7171276079573135,6.647258612324119,32.06987475280159,False,-3.1121,4.7003,4,4,4,100.0,22.886469657784787,49.87035436473638,5.2828723920426865,2.7171276079573135,历史4/4次成功; 当前距低点2.72%; 最新日涨幅-3.11%; 状态bottom_area; 底部未确认
42,82.22935874484541,78.41264678104515,000503,国新健康,bottom_area,2025-01-06,9.96,2025-01-06,9.81,1.5290519877675877,3.4658511722731893,32.34482758620689,False,-0.994,1.9618,2,2,2,100.0,20.746695232017505,31.85714285714286,6.470948012232412,1.5290519877675877,历史2/2次成功; 当前距低点1.53%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
43,82.0975550669631,76.97895445879392,002077,大港股份,bottom_area,2025-01-06,13.86,2025-01-06,13.77,0.6535947712418291,4.066811909949169,30.207805372529144,False,-2.6685,4.5121,3,3,3,100.0,25.479303963576843,26.22826908541193,7.346405228758171,0.6535947712418291,历史3/3次成功; 当前距低点0.65%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
44,82.09735886578964,79.32048208851454,300507,苏奥传感,bottom_area,2025-01-06,6.01,2025-01-06,5.88,2.210884353741495,4.591836734693885,30.823529411764707,False,-1.4754,2.5932,3,3,3,100.0,17.318808683038426,33.6283185840708,5.789115646258505,2.210884353741495,历史3/3次成功; 当前距低点2.21%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
45,82.09180302448607,78.24737861269712,300671,富满微,bottom_area,2025-01-06,31.67,2025-01-06,31.2,1.5064102564102642,5.06410256410257,31.578947368421055,False,-1.646,2.6701,2,2,2,100.0,19.580612888777,20.266753415744958,6.4935897435897365,1.5064102564102642,历史2/2次成功; 当前距低点1.51%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
46,82.06071363151258,77.94443249082086,603178,圣龙股份,bottom_area,2025-01-06,16.83,2025-01-06,16.61,1.3245033112582714,3.973509933774835,29.319148936170215,False,-2.9412,1.6095,4,5,4,80.0,25.72204322843939,44.66270354096666,6.675496688741729,1.3245033112582714,历史4/5次成功; 当前距低点1.32%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
47,81.90703634296787,78.73269432686409,601858,中国科传,bottom_area,2025-01-06,18.87,2025-01-06,18.51,1.944894651539705,3.8357644516477434,27.6387802971071,False,0.0,0.693,4,5,4,80.0,15.091688883734559,21.243523316062173,6.055105348460295,1.944894651539705,历史4/5次成功; 当前距低点1.94%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
48,81.90506746747215,79.7172963792789,688121,卓然股份,bottom_area,2025-01-06,10.29,2025-01-06,10.03,2.592223330009968,3.58923230309074,27.737752161383295,False,0.5865,1.3499,5,6,5,83.33333333333334,21.0980227869264,55.206611570247944,5.407776669990032,2.592223330009968,历史5/6次成功; 当前距低点2.59%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
49,81.85294839367546,75.78976703118097,002798,帝欧水华,bottom_area,2025-01-06,3.47,2025-01-06,3.47,0.0,5.475504322766569,28.008298755186722,False,-10.1036,6.8878,5,5,5,100.0,16.880467909575042,29.776674937965264,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-10.10%; 状态bottom_area; 底部未确认
50,81.69821773212969,80.93006793478261,002516,旷达科技,bottom_area,2025-01-06,4.72,2025-01-06,4.56,3.5087719298245648,5.482456140350878,27.5039745627981,False,0.4255,1.1177,2,2,2,100.0,36.07563405797101,39.687499999999986,4.491228070175436,3.5087719298245648,历史2/2次成功; 当前距低点3.51%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
51,81.68980797819387,80.22256113578034,000430,张家界,bottom_area,2025-01-06,5.73,2025-01-06,5.56,3.0575539568345476,4.856115107913678,31.102850061957877,False,-1.7153,3.1193,3,3,3,100.0,32.547226652489805,53.99999999999999,4.942446043165452,3.0575539568345476,历史3/3次成功; 当前距低点3.06%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
52,81.56680442989482,80.6331573448492,002489,浙江永强,bottom_area,2025-01-06,3.04,2025-01-06,2.94,3.40136054421769,4.42176870748299,27.58620689655172,False,0.0,1.4793,1,1,1,100.0,49.82935153583616,49.82935153583616,4.59863945578231,3.40136054421769,历史1/1次成功; 当前距低点3.40%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
53,81.55626174609097,80.17444810023706,688011,新光光电,bottom_area,2025-01-06,14.25,2025-01-06,13.82,3.111432706222863,5.426917510853835,29.847715736040602,False,-0.8351,0.5696,4,4,4,100.0,16.28233693776982,19.069767441860456,4.888567293777137,3.111432706222863,历史4/4次成功; 当前距低点3.11%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
54,81.42755991275699,75.39588880810832,601798,蓝科高新,bottom_area,2025-01-06,5.88,2025-01-06,5.88,0.0,5.952380952380961,29.749103942652322,False,-9.9541,7.0789,5,5,5,100.0,14.762843054345781,21.74721189591078,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
55,81.42681079176718,80.70056828432102,688329,艾隆科技,bottom_area,2025-01-06,12.89,2025-01-06,12.45,3.5341365461847496,5.702811244979927,31.21546961325968,False,0.0,2.182,3,3,3,100.0,18.486019406571245,21.72890326374596,4.465863453815251,3.5341365461847496,历史3/3次成功; 当前距低点3.53%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
56,81.36720471409865,75.34000436490615,600973,宝胜股份,bottom_area,2025-01-06,4.78,2025-01-06,4.78,0.0,4.184100418410045,30.924855491329478,False,-9.9812,9.7586,3,3,3,100.0,31.129055725301907,46.551724137931025,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
57,81.34409787245568,76.02518819137742,688062,迈威生物,bottom_area,2025-01-06,18.65,2025-01-06,18.56,0.4849137931034475,3.987068965517252,31.764705882352946,False,-2.8646,1.8559,3,3,3,100.0,18.283826019641282,35.34313725490197,7.5150862068965525,0.4849137931034475,历史3/3次成功; 当前距低点0.48%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
58,81.28057516658784,78.82725688444023,600990,四创电子,bottom_area,2025-01-06,19.15,2025-01-06,18.7,2.4064171122994615,3.850267379679157,27.123928293063138,False,-1.3395,1.8445,3,3,3,100.0,17.063913443457043,20.55837563451777,5.5935828877005385,2.4064171122994615,历史3/3次成功; 当前距低点2.41%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
59,81.25175719181792,77.08508092356648,688003,天准科技,bottom_area,2025-01-06,39.28,2025-01-06,38.79,1.263212168084563,4.743490590358348,28.864845039427838,False,-2.1669,1.5906,2,2,2,100.0,10.350562724727322,10.706787963610925,6.7367878319154375,1.263212168084563,历史2/2次成功; 当前距低点1.26%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
60,81.24569935863599,78.21636704758659,601216,君正集团,bottom_area,2025-01-06,5.04,2025-01-06,4.94,2.0242914979757014,2.631578947368419,31.767955801104968,False,0.1988,1.1232,1,1,1,100.0,19.955654101995574,19.955654101995574,5.975708502024299,2.0242914979757014,历史1/1次成功; 当前距低点2.02%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
61,81.17038397018119,78.2566053197703,002457,青龙管业,bottom_area,2025-01-06,10.7,2025-01-06,10.48,2.099236641221363,4.103053435114501,27.72413793103448,False,-1.1091,2.7197,2,2,2,100.0,26.89712291266139,42.51290877796902,5.9007633587786374,2.099236641221363,历史2/2次成功; 当前距低点2.10%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
62,81.067433579001,77.37890544385358,603330,天洋新材,bottom_area,2025-01-06,5.79,2025-01-06,5.7,1.5789473684210502,5.263157894736839,32.86219081272085,False,-3.5,2.8852,2,2,2,100.0,26.015620665879435,35.1528384279476,6.42105263157895,1.5789473684210502,历史2/2次成功; 当前距低点1.58%; 最新日涨幅-3.50%; 状态bottom_area; 底部未确认
63,81.06546360446217,77.2343803535233,002624,完美世界,bottom_area,2025-01-06,9.58,2025-01-06,9.44,1.4830508474576332,3.1779661016949228,30.741012472487167,False,-0.9307,1.774,2,2,2,100.0,13.848044546917823,19.685039370078737,6.5169491525423675,1.4830508474576332,历史2/2次成功; 当前距低点1.48%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
64,81.00265864988012,80.38751937121341,688277,天智航,bottom_area,2025-01-06,9.2,2025-01-06,8.88,3.6036036036035863,6.081081081081071,32.67626990144048,False,1.4333,0.7407,3,3,3,100.0,17.65449240553536,21.148825065274142,4.396396396396414,3.6036036036035863,历史3/3次成功; 当前距低点3.60%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
65,80.7918805536601,77.85910205597415,605186,健麾信息,bottom_area,2025-01-06,18.18,2025-01-06,17.81,2.0774845592363897,4.1549691184727795,31.42087023488641,False,-0.547,1.2624,2,2,2,100.0,24.49337016684467,37.29468599033817,5.922515440763611,2.0774845592363897,历史2/2次成功; 当前距低点2.08%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
66,80.75548678108477,77.70214232344341,000833,粤桂股份,bottom_area,2025-01-06,10.22,2025-01-06,10.02,1.996007984031947,4.790419161676651,31.60409556313994,False,-2.201,7.1996,2,2,2,100.0,22.650755521700265,35.88039867109634,6.003992015968053,1.996007984031947,历史2/2次成功; 当前距低点2.00%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
67,80.67677988677988,80.67677988677988,002375,亚厦股份,bottom_area,2025-01-06,3.64,2025-01-06,3.5,4.0000000000000036,4.571428571428576,29.149797570850204,False,0.2755,0.8719,3,3,3,100.0,24.06870906870906,36.9047619047619,3.9999999999999964,4.0000000000000036,历史3/3次成功; 当前距低点4.00%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
68,80.58262310851839,77.88456587328194,000917,电广传媒,bottom_area,2025-01-06,6.42,2025-01-06,6.28,2.2292993630573195,4.299363057324833,30.299667036625966,False,-1.2308,2.6319,1,1,1,100.0,43.157894736842124,43.157894736842124,5.7707006369426805,2.2292993630573195,历史1/1次成功; 当前距低点2.23%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
69,80.42292738332819,79.09054985395693,688310,迈得医疗,bottom_area,2025-01-06,10.21,2025-01-06,9.9,3.1313131313131364,4.34343434343434,27.631578947368418,False,1.6932,1.031,2,2,2,100.0,21.558837598660606,23.648648648648653,4.868686868686864,3.1313131313131364,历史2/2次成功; 当前距低点3.13%; 最新日涨幅1.69%; 状态bottom_area; 底部未确认
70,80.42277271219173,81.4095551994579,300637,扬帆新材,bottom_area,2025-01-06,8.58,2025-01-06,8.2,4.634146341463424,6.097560975609757,29.794520547945208,False,0.2336,2.2548,6,6,6,100.0,19.115101387067178,31.810193321616865,3.365853658536576,4.634146341463424,历史6/6次成功; 当前距低点4.63%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
71,80.32164454283681,77.09633017936959,600227,赤天化,bottom_area,2025-01-06,2.18,2025-01-06,2.14,1.8691588785046744,4.672897196261686,28.666666666666664,False,-3.1111,2.5596,1,1,1,100.0,44.72049689440993,44.72049689440993,6.130841121495326,1.8691588785046744,历史1/1次成功; 当前距低点1.87%; 最新日涨幅-3.11%; 状态bottom_area; 底部未确认
72,80.26008233049852,77.29206695926283,300489,光智科技,bottom_area,2025-01-06,50.0,2025-01-06,49.0,2.0408163265306123,4.040816326530606,31.75487465181058,False,-1.5748,2.669,2,2,2,100.0,20.995312815874314,22.924477771826446,5.959183673469388,2.0408163265306123,历史2/2次成功; 当前距低点2.04%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
