rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.3329644276907,89.41749964285447,688195,腾景科技,bottom_area,2022-10-11,23.27,2022-10-11,22.99,1.2179208351457205,3.3492822966507316,32.122822556834954,False,0.3017,1.5108,5,5,5,100.0,20.292253478423152,38.77410468319559,6.782079164854279,1.2179208351457205,历史5/5次成功; 当前距低点1.22%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
12,85.24309528909806,82.94311295414767,300491,通合科技,bottom_area,2022-10-11,11.54,2022-10-10,11.25,2.57777777777777,3.555555555555559,28.435114503816795,False,1.8535,0.8591,3,3,3,100.0,18.819603696134322,27.26480836236933,5.4222222222222305,2.57777777777777,历史3/3次成功; 当前距低点2.58%; 最新日涨幅1.85%; 状态bottom_area; 底部未确认
13,85.14263699556261,82.5323126873127,002375,亚厦股份,bottom_area,2022-10-11,4.3,2022-10-11,4.2,2.3809523809523725,3.5714285714285587,29.648241206030146,False,0.2331,0.5533,2,2,2,100.0,30.864968364968366,36.9047619047619,5.6190476190476275,2.3809523809523725,历史2/2次成功; 当前距低点2.38%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
14,85.11837744553524,80.51580446547455,603236,移远通信,bottom_area,2022-10-11,110.21,2022-10-10,109.0,1.1100917431192603,6.8807339449541285,29.93057341218822,False,-0.0091,1.0214,2,2,2,100.0,26.918352902077746,39.389337383102855,6.889908256880741,1.1100917431192603,历史2/2次成功; 当前距低点1.11%; 最新日涨幅-0.01%; 状态bottom_area; 底部未确认
15,85.0832808780843,80.3296700880314,605111,新洁能,bottom_area,2022-10-11,78.91,2022-10-11,78.12,1.01126472094213,4.006656426011259,29.16855562607671,False,-2.5201,4.0615,2,2,2,100.0,24.706202428921863,36.800373134328346,6.98873527905787,1.01126472094213,历史2/2次成功; 当前距低点1.01%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
16,85.01573581617336,80.68019407401421,300545,联得装备,bottom_area,2022-10-11,15.84,2022-10-11,15.64,1.2787723785166194,3.2608695652173787,27.221963704048385,False,-1.737,2.5272,2,2,2,100.0,29.869866113075805,41.33891213389123,6.72122762148338,1.2787723785166194,历史2/2次成功; 当前距低点1.28%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
17,84.82992955338804,80.49378209576683,688055,龙腾光电,bottom_area,2022-10-11,3.98,2022-10-11,3.93,1.2722646310432524,2.7989821882951618,31.052631578947366,False,-0.2506,0.1633,1,1,1,100.0,45.45454545454546,45.45454545454546,6.727735368956747,1.2722646310432524,历史1/1次成功; 当前距低点1.27%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
18,84.61691649797532,80.95257968849981,300502,新易盛,bottom_area,2022-10-11,20.36,2022-10-11,20.02,1.6983016983016976,3.746253746253746,31.649026971662682,False,0.2956,1.2432,1,1,1,100.0,30.670470756062763,30.670470756062763,6.301698301698303,1.6983016983016976,历史1/1次成功; 当前距低点1.70%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
19,84.51667064568633,81.10185567010306,002283,天润工业,bottom_area,2022-10-11,4.94,2022-10-10,4.85,1.8556701030927991,4.536082474226818,32.54520166898471,False,1.4374,0.3853,1,1,1,100.0,33.402061855670105,33.402061855670105,6.144329896907201,1.8556701030927991,历史1/1次成功; 当前距低点1.86%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
20,84.49941786582642,82.29551245758076,002108,沧州明珠,bottom_area,2022-10-11,4.69,2022-10-10,4.57,2.6258205689277925,4.3763676148796335,28.03149606299212,False,2.1786,0.664,3,3,3,100.0,15.926792229764164,24.3961352657005,5.374179431072208,2.6258205689277925,历史3/3次成功; 当前距低点2.63%; 最新日涨幅2.18%; 状态bottom_area; 底部未确认
21,84.48808262973263,78.8831387495496,000338,潍柴动力,bottom_area,2022-10-11,9.3,2022-10-10,9.26,0.4319654427645888,4.4276457883369345,30.271084337349397,False,0.0,0.4767,3,3,3,100.0,10.526989027165893,13.774104683195592,7.5680345572354115,0.4319654427645888,历史3/3次成功; 当前距低点0.43%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
22,84.48231041116757,81.8248019063702,300549,优德精密,bottom_area,2022-10-11,11.38,2022-10-11,11.12,2.338129496402892,2.9676258992805766,30.845771144278604,False,1.0657,0.4436,2,2,2,100.0,26.536221280477378,38.963531669865645,5.6618705035971075,2.338129496402892,历史2/2次成功; 当前距低点2.34%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
23,84.39256007601752,80.64640451160739,002745,木林森,bottom_area,2022-10-11,8.06,2022-10-11,7.93,1.6393442622950918,2.522068095838601,30.316344463971888,False,0.2488,1.168,2,2,2,100.0,11.634996933549413,15.06734006734006,6.360655737704908,1.6393442622950918,历史2/2次成功; 当前距低点1.64%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
24,84.3299184774611,81.255390199637,600178,东安动力,bottom_area,2022-10-11,5.92,2022-10-11,5.8,2.0689655172413812,2.413793103448286,28.746928746928752,False,0.0,0.5198,1,1,1,100.0,36.84210526315788,36.84210526315788,5.931034482758619,2.0689655172413812,历史1/1次成功; 当前距低点2.07%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
25,84.11986348847623,81.02542514136867,002080,中材科技,bottom_area,2022-10-11,19.9,2022-10-10,19.5,2.051282051282044,3.4871794871794854,32.03206692227257,False,1.7382,0.4972,2,2,2,100.0,18.72230224888029,28.579356270810223,5.948717948717956,2.051282051282044,历史2/2次成功; 当前距低点2.05%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
26,84.02103898172571,82.07630114566285,600135,乐凯胶片,bottom_area,2022-10-11,6.28,2022-10-11,6.11,2.7823240589198024,2.9459901800327284,30.011454753722795,False,1.6181,0.7207,1,1,1,100.0,56.981132075471706,56.981132075471706,5.217675941080198,2.7823240589198024,历史1/1次成功; 当前距低点2.78%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
27,84.02039105648058,80.95270943575716,002281,光迅科技,bottom_area,2022-10-11,14.82,2022-10-11,14.52,2.066115702479344,3.5123966942148748,28.99755501222494,False,0.4746,0.6002,1,1,1,100.0,35.1798561151079,35.1798561151079,5.933884297520656,2.066115702479344,历史1/1次成功; 当前距低点2.07%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
28,83.830305741302,80.47409912656613,002119,康强电子,bottom_area,2022-10-11,10.32,2022-10-11,10.13,1.8756169792694917,2.369200394866717,27.227011494252867,False,1.1765,1.7527,2,2,2,100.0,13.604870103766558,16.557911908646,6.124383020730509,1.8756169792694917,历史2/2次成功; 当前距低点1.88%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
29,83.76729645531219,84.17960472334491,000868,安凯客车,bottom_area,2022-10-11,5.88,2022-10-11,5.64,4.255319148936175,6.028368794326255,27.87723785166241,False,2.9772,7.3413,4,4,4,100.0,29.364152596340798,69.53846153846153,3.744680851063826,4.255319148936175,历史4/4次成功; 当前距低点4.26%; 最新日涨幅2.98%; 状态bottom_area; 底部未确认
30,83.58571785171124,79.97192380528017,603356,华菱精工,bottom_area,2022-10-11,11.95,2022-10-11,11.75,1.7021276595744619,2.8085106382978733,29.724880382775115,False,0.4202,0.9646,1,1,1,100.0,25.445026178010465,25.445026178010465,6.297872340425538,1.7021276595744619,历史1/1次成功; 当前距低点1.70%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
31,83.44809603909815,80.45182492927742,002023,海特高新,bottom_area,2022-10-11,8.27,2022-10-11,8.1,2.098765432098765,2.962962962962966,27.223719676549873,False,0.3641,0.4552,2,2,2,100.0,16.22048448635807,16.49269311064718,5.901234567901235,2.098765432098765,历史2/2次成功; 当前距低点2.10%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
32,83.40605143594439,78.95039452340336,688235,百济神州,bottom_area,2022-10-11,84.74,2022-10-11,83.78,1.1458582000477366,2.1246120792551935,28.67359100970543,False,0.4862,0.6801,1,1,1,100.0,13.13414634146341,13.13414634146341,6.854141799952264,1.1458582000477366,历史1/1次成功; 当前距低点1.15%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
33,83.31952604447119,80.54974532793177,302132,中航成飞,bottom_area,2022-10-11,9.12,2022-10-11,8.92,2.242152466367705,2.690582959641258,29.037390612569613,False,0.9967,0.5042,2,2,2,100.0,18.504585759409363,18.763557483731002,5.757847533632296,2.242152466367705,历史2/2次成功; 当前距低点2.24%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
34,83.2762333914698,81.64514285714286,300446,航天智造,bottom_area,2022-10-11,9.01,2022-10-10,8.75,2.971428571428569,5.028571428571423,32.69230769230769,False,2.6196,1.5044,1,1,1,100.0,51.92697768762679,51.92697768762679,5.028571428571431,2.971428571428569,历史1/1次成功; 当前距低点2.97%; 最新日涨幅2.62%; 状态bottom_area; 底部未确认
35,83.25394969966861,81.69780110715143,000665,湖北广电,bottom_area,2022-10-11,5.46,2022-10-11,5.3,3.0188679245283048,3.207547169811319,29.049531459170012,False,1.2987,1.2872,3,3,3,100.0,17.531290188580474,26.231691078561926,4.981132075471695,3.0188679245283048,历史3/3次成功; 当前距低点3.02%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
36,83.23160600410493,78.91731695795939,300455,航天智装,bottom_area,2022-10-11,7.39,2022-10-11,7.3,1.2328767123287652,3.1506849315068552,29.672447013487485,False,0.0,0.3625,1,1,1,100.0,14.022988505747136,14.022988505747136,6.767123287671235,1.2328767123287652,历史1/1次成功; 当前距低点1.23%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
37,83.17734194690765,80.27785486812637,300560,中富通,bottom_area,2022-10-11,11.85,2022-10-10,11.6,2.1551724137931036,3.1896551724138016,29.90936555891239,False,1.2821,0.7111,2,2,2,100.0,15.976601997713122,20.94196804037006,5.844827586206897,2.1551724137931036,历史2/2次成功; 当前距低点2.16%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
38,83.14151289234772,78.96532087582372,688008,澜起科技,bottom_area,2022-10-11,42.96,2022-10-11,42.4,1.3207547169811376,5.990566037735847,29.45091514143095,False,-2.585,1.0475,2,2,2,100.0,21.16473994914362,26.340468909276254,6.6792452830188624,1.3207547169811376,历史2/2次成功; 当前距低点1.32%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
39,83.12022817522244,79.36394511831378,300579,数字认证,bottom_area,2022-10-11,19.1,2022-10-11,18.8,1.5957446808510676,2.8191489361702,27.30085073472544,False,0.2099,0.6603,1,1,1,100.0,20.872274143302178,20.872274143302178,6.404255319148932,1.5957446808510676,历史1/1次成功; 当前距低点1.60%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
40,82.91663262551609,80.46438471052856,000635,英力特,bottom_area,2022-10-11,8.4,2022-10-11,8.2,2.4390243902439157,3.0487804878048785,29.065743944636687,False,0.9615,0.8545,2,2,2,100.0,20.45892645314354,26.334519572953745,5.560975609756085,2.4390243902439157,历史2/2次成功; 当前距低点2.44%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
41,82.74743786052157,81.20431768860901,000816,智慧农业,bottom_area,2022-10-11,3.41,2022-10-11,3.31,3.021148036253779,3.32326283987915,28.04347826086956,False,1.4881,1.0763,1,1,1,100.0,48.23943661971832,48.23943661971832,4.978851963746221,3.021148036253779,历史1/1次成功; 当前距低点3.02%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
42,82.74668786152907,78.93056655670073,600210,紫江企业,bottom_area,2022-10-11,4.6,2022-10-11,4.53,1.5452538631346444,2.6490066225165583,28.09523809523809,False,0.2179,0.3976,1,1,1,100.0,17.92336217552533,17.92336217552533,6.454746136865356,1.5452538631346444,历史1/1次成功; 当前距低点1.55%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
43,82.73506019725137,78.19626502533735,002156,通富微电,bottom_area,2022-10-11,14.21,2022-10-11,14.06,1.0668563300142273,3.3428165007112294,27.263321262286595,False,-1.3194,1.2693,2,2,2,100.0,13.917728267579548,16.184971098265883,6.933143669985772,1.0668563300142273,历史2/2次成功; 当前距低点1.07%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
44,82.44278877471115,81.00326919647019,002036,联创电子,bottom_area,2022-10-11,13.37,2022-10-10,12.97,3.084040092521192,5.859676175790283,27.74373259052924,False,2.7671,1.6379,3,3,3,100.0,14.596132297948907,22.210743801652896,4.9159599074788085,3.084040092521192,历史3/3次成功; 当前距低点3.08%; 最新日涨幅2.77%; 状态bottom_area; 底部未确认
45,82.32643579170387,78.56598400532233,688171,纬德信息,bottom_area,2022-10-11,18.77,2022-10-10,18.48,1.5692640692640647,2.3809523809523876,31.75775480059084,False,0.9683,0.6455,1,1,1,100.0,16.257559587335468,16.257559587335468,6.430735930735936,1.5692640692640647,历史1/1次成功; 当前距低点1.57%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
46,82.1987759499084,81.71476720693947,002045,国光电器,bottom_area,2022-10-11,10.67,2022-10-11,10.29,3.6929057337220685,3.8872691933916457,27.227722772277236,False,2.1053,4.2057,3,3,3,100.0,25.8849047302462,33.77563329312426,4.3070942662779315,3.6929057337220685,历史3/3次成功; 当前距低点3.69%; 最新日涨幅2.11%; 状态bottom_area; 底部未确认
47,82.07158573441356,78.66349477682809,600126,杭钢股份,bottom_area,2022-10-11,3.97,2022-10-11,3.9,1.7948717948718023,2.051282051282053,31.698774080560423,False,1.2755,0.2487,1,1,1,100.0,19.54732510288064,19.54732510288064,6.205128205128198,1.7948717948718023,历史1/1次成功; 当前距低点1.79%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
48,82.03948903329831,78.17246227559195,002206,海利得,bottom_area,2022-10-11,5.45,2022-10-11,5.37,1.4897579143389212,2.607076350093104,27.919463087248324,False,0.3683,0.7995,1,1,1,100.0,13.167259786476862,13.167259786476862,6.510242085661079,1.4897579143389212,历史1/1次成功; 当前距低点1.49%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
49,81.99662311034862,79.93827896821479,002034,旺能环境,bottom_area,2022-10-11,18.02,2022-10-10,17.55,2.6780626780626715,4.216524216524207,27.419354838709676,False,0.8394,0.3291,1,1,1,100.0,37.22721437740692,37.22721437740692,5.3219373219373285,2.6780626780626715,历史1/1次成功; 当前距低点2.68%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
50,81.96910665095605,79.23809828959149,300607,拓斯达,bottom_area,2022-10-11,11.42,2022-10-11,11.17,2.2381378692927485,2.5962399283795965,29.169308814204182,False,1.6014,0.8024,1,1,1,100.0,28.070175438596472,28.070175438596472,5.761862130707252,2.2381378692927485,历史1/1次成功; 当前距低点2.24%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
51,81.94268208913645,79.18401324074908,300556,丝路视觉,bottom_area,2022-10-11,16.12,2022-10-11,15.77,2.219403931515545,2.726696258719085,30.159433126660755,False,0.75,1.056,2,2,2,100.0,10.883087121529698,13.183649971214734,5.7805960684844555,2.219403931515545,历史2/2次成功; 当前距低点2.22%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
52,81.77455645060428,78.78381750828622,002405,四维图新,bottom_area,2022-10-11,11.38,2022-10-10,11.15,2.0627802690582997,4.21524663677129,29.47501581277672,False,1.5165,0.7323,1,1,1,100.0,23.478260869565215,23.478260869565215,5.937219730941701,2.0627802690582997,历史1/1次成功; 当前距低点2.06%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
53,81.70992029523501,79.44341245800518,000591,太阳能,bottom_area,2022-10-11,6.87,2022-10-10,6.7,2.53731343283582,4.1791044776119435,29.769392033542967,False,2.0802,0.8094,1,1,1,100.0,32.84132841328414,32.84132841328414,5.462686567164181,2.53731343283582,历史1/1次成功; 当前距低点2.54%; 最新日涨幅2.08%; 状态bottom_area; 底部未确认
54,81.53867400251431,78.68929327751786,600203,福日电子,bottom_area,2022-10-11,5.7,2022-10-10,5.58,2.1505376344086042,3.5842293906810068,29.6343001261034,False,1.4235,0.9597,1,1,1,100.0,24.045801526717554,24.045801526717554,5.849462365591396,2.1505376344086042,历史1/1次成功; 当前距低点2.15%; 最新日涨幅1.42%; 状态bottom_area; 底部未确认
55,81.521030569581,80.61906687402798,000957,中通客车,bottom_area,2022-10-11,13.3,2022-09-30,12.86,3.4214618973561532,6.531881804043545,29.534246575342472,False,1.5267,7.0487,1,1,1,100.0,354.54545454545456,354.54545454545456,4.578538102643847,3.4214618973561532,历史1/1次成功; 当前距低点3.42%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
56,81.46074385700074,78.18269365626374,688037,芯源微,confirmed_rebound,2022-10-11,169.91,2022-10-11,166.8,1.8645083932853628,9.682254196642672,31.00595632031766,False,-6.2566,5.2947,3,3,3,100.0,27.38587523093747,34.08866995073892,6.135491606714638,1.8645083932853628,历史3/3次成功; 当前距低点1.86%; 最新日涨幅-6.26%; 状态confirmed_rebound; 底部未确认
57,81.33518563332714,77.73146282834718,601388,怡球资源,bottom_area,2022-10-11,3.71,2022-10-11,3.65,1.6438356164383578,3.2876712328767157,28.710937500000007,False,0.8152,1.0219,1,1,1,100.0,12.684989429175467,12.684989429175467,6.356164383561643,1.6438356164383578,历史1/1次成功; 当前距低点1.64%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
58,81.32824433671924,77.38249268728129,601007,金陵饭店,bottom_area,2022-10-11,7.17,2022-10-11,7.07,1.4144271570014093,5.516265912305512,27.113402061855663,False,-2.8455,1.853,2,2,2,100.0,13.803153791637138,17.018072289156624,6.585572842998591,1.4144271570014093,历史2/2次成功; 当前距低点1.41%; 最新日涨幅-2.85%; 状态bottom_area; 底部未确认
59,80.97958677011023,77.82709677419355,002079,苏州固锝,bottom_area,2022-10-11,11.06,2022-10-11,10.85,1.93548387096775,2.580645161290333,28.193249503639972,False,0.4541,2.3468,1,1,1,100.0,16.774193548387107,16.774193548387107,6.064516129032251,1.93548387096775,历史1/1次成功; 当前距低点1.94%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
60,80.92402519602906,78.17787840142077,603028,赛福天,bottom_area,2022-10-11,7.88,2022-10-11,7.71,2.204928664072632,3.372243839169906,29.65328467153285,False,-0.1267,0.6693,2,2,2,100.0,27.76943954573312,43.67816091954023,5.795071335927368,2.204928664072632,历史2/2次成功; 当前距低点2.20%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
61,80.71345221147756,77.8723223381299,688048,长光华芯,bottom_area,2022-10-11,97.51,2022-10-11,95.47,2.136796899549603,5.300094270451453,27.663282315502347,False,1.4778,3.5462,1,1,1,100.0,19.48504983388705,19.48504983388705,5.863203100450397,2.136796899549603,历史1/1次成功; 当前距低点2.14%; 最新日涨幅1.48%; 状态bottom_area; 底部未确认
62,80.66544187407617,79.94364102076531,002178,延华智能,bottom_area,2022-10-11,3.81,2022-10-11,3.68,3.5326086956521707,4.076086956521737,32.477064220183486,False,1.3298,0.8269,3,3,3,100.0,14.397789499205718,17.359413202933986,4.46739130434783,3.5326086956521707,历史3/3次成功; 当前距低点3.53%; 最新日涨幅1.33%; 状态bottom_area; 底部未确认
63,80.62965290653364,75.61093577230223,300433,蓝思科技,bottom_area,2022-10-11,9.16,2022-10-10,9.1,0.6593406593406648,2.7472527472527473,29.94611239414935,False,0.4386,0.2791,2,2,2,100.0,12.388346643005029,14.217687074829932,7.340659340659335,0.6593406593406648,历史2/2次成功; 当前距低点0.66%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
64,80.52119304902018,77.38654806414348,002724,海洋王,bottom_area,2022-10-11,9.48,2022-10-11,9.3,1.9354838709677389,3.2258064516128915,30.906389301634473,False,-0.3155,0.3894,2,2,2,100.0,20.212103709408286,25.204081632653047,6.064516129032262,1.9354838709677389,历史2/2次成功; 当前距低点1.94%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
65,80.40797606027851,77.45232415017969,002394,联发股份,bottom_area,2022-10-11,6.96,2022-10-11,6.82,2.0527859237536608,2.346041055718477,27.36954206602769,False,1.31,2.645,1,1,1,100.0,16.197183098591555,16.197183098591555,5.947214076246339,2.0527859237536608,历史1/1次成功; 当前距低点2.05%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
66,80.34104759911129,78.1130436924015,000902,新洋丰,bottom_area,2022-10-11,12.93,2022-10-11,12.61,2.537668517049963,2.696272799365582,27.528735632183903,False,1.5711,0.4978,1,1,1,100.0,25.693160813308673,25.693160813308673,5.462331482950038,2.537668517049963,历史1/1次成功; 当前距低点2.54%; 最新日涨幅1.57%; 状态bottom_area; 底部未确认
67,80.24130062820994,76.78398288554065,002845,同兴达,bottom_area,2022-10-11,11.3,2022-10-10,11.11,1.7101710171017217,6.570657065706575,27.099737532808405,False,0.5338,1.1712,1,1,1,100.0,8.40415486307838,8.40415486307838,6.289828982898278,1.7101710171017217,历史1/1次成功; 当前距低点1.71%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
68,79.87889182103176,78.3630476907323,000020,深华发A,bottom_area,2022-10-11,8.23,2022-09-30,7.99,3.003754693366711,5.2565707133917385,28.660714285714278,False,1.8564,2.0202,2,2,2,100.0,16.083916083916076,23.076923076923073,4.996245306633289,3.003754693366711,历史2/2次成功; 当前距低点3.00%; 最新日涨幅1.86%; 状态bottom_area; 底部未确认
69,79.68247185925287,76.75905398457584,002185,华天科技,bottom_area,2022-10-11,7.94,2022-10-10,7.78,2.0565552699228813,4.75578406169666,32.05240174672488,False,1.6645,0.4134,1,1,1,100.0,12.516129032258071,12.516129032258071,5.943444730077118,2.0565552699228813,历史1/1次成功; 当前距低点2.06%; 最新日涨幅1.66%; 状态bottom_area; 底部未确认
70,79.64782135751766,78.70134763433352,603088,宁波精达,bottom_area,2022-10-11,7.65,2022-10-10,7.4,3.378378378378378,5.540540540540531,28.43326885880077,False,2.2727,1.2796,2,2,2,100.0,22.4948942851409,32.23388305847077,4.621621621621622,3.378378378378378,历史2/2次成功; 当前距低点3.38%; 最新日涨幅2.27%; 状态bottom_area; 底部未确认
71,79.61920315698136,76.49154872041333,002404,嘉欣丝绸,bottom_area,2022-10-11,5.85,2022-10-11,5.74,1.9163763066201993,2.264808362369336,29.742962056303547,False,0.6885,1.3936,1,1,1,100.0,9.359605911330055,9.359605911330055,6.083623693379801,1.9163763066201993,历史1/1次成功; 当前距低点1.92%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
72,79.54933226330226,77.00318405311452,603192,汇得科技,bottom_area,2022-10-11,18.17,2022-10-11,17.76,2.308558558558559,2.9842342342342203,32.95583238958096,False,0.5534,0.4077,1,1,1,100.0,16.917728852838945,16.917728852838945,5.691441441441442,2.308558558558559,历史1/1次成功; 当前距低点2.31%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
73,79.30271839736368,75.11597839277788,300576,容大感光,bottom_area,2022-10-11,18.86,2022-10-11,18.64,1.1802575107296076,2.306866952789698,28.637059724349157,False,-0.1059,0.7772,1,1,1,100.0,15.413793103448272,15.413793103448272,6.819742489270393,1.1802575107296076,历史1/1次成功; 当前距低点1.18%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
