rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.01721659191487,82.25938414382556,000983,山西焦煤,bottom_area,2023-04-21,10.46,2023-04-11,10.25,2.0487804878048865,8.097560975609756,27.715091678420308,True,-1.6917,0.8748,3,3,3,100.0,21.938729333444627,27.212389380530986,7.951219512195114,2.0487804878048865,历史3/3次成功; 当前距低点2.05%; 最新日涨幅-1.69%; 状态bottom_area; 底部已确认
21,77.93125079399572,71.22964477824016,002385,大北农,bottom_area,2023-04-21,7.1,2023-04-21,7.08,0.28248587570620864,2.25988700564972,28.41253791708797,False,-0.6993,0.9571,1,1,1,100.0,23.353293413173663,23.353293413173663,9.71751412429379,0.28248587570620864,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
22,77.4442265831636,70.40384234833054,300665,飞鹿股份,bottom_area,2023-04-21,7.28,2023-04-21,7.28,0.0,3.983516483516484,29.457364341085267,False,-4.2105,2.0745,2,2,2,100.0,21.25721692650826,22.6044226044226,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-4.21%; 状态bottom_area; 底部未确认
23,77.21868952189868,70.72972401585677,603051,鹿山新材,bottom_area,2023-04-21,45.78,2023-04-21,45.6,0.39473684210526255,5.263157894736839,31.940298507462682,False,-3.029,3.4036,2,2,2,100.0,15.58991406374611,18.738110336081178,9.605263157894738,0.39473684210526255,历史2/2次成功; 当前距低点0.39%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
24,76.78619019253844,70.5905418302837,300530,领湃科技,bottom_area,2023-04-21,22.32,2023-04-21,22.19,0.5858494817485308,3.3348355114916557,30.764430577223077,False,-1.3699,0.2321,3,4,3,75.0,27.802573379948058,34.07510431154381,9.41415051825147,0.5858494817485308,历史3/4次成功; 当前距低点0.59%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
25,76.68231586917021,69.71119624470019,000887,中鼎股份,bottom_area,2023-04-21,11.35,2023-04-21,11.35,0.0,4.405286343612335,32.998819362455734,False,-3.8136,1.4607,2,2,2,100.0,17.53331314354936,23.84615384615385,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.81%; 状态bottom_area; 底部未确认
26,76.57796944601658,69.97066040026236,002759,天际股份,bottom_area,2023-04-21,15.08,2023-04-21,15.04,0.2659574468085168,3.4574468085106473,27.969348659003835,False,-1.6308,1.1859,3,4,3,75.0,20.548620317127853,27.166666666666668,9.734042553191484,0.2659574468085168,历史3/4次成功; 当前距低点0.27%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
27,76.55740481283672,72.95366933944256,002146,荣盛发展,bottom_area,2023-04-21,1.66,2023-04-21,1.62,2.469135802469124,5.5555555555555465,28.318584070796447,False,-0.5988,1.3032,1,1,1,100.0,19.587628865979376,19.587628865979376,7.530864197530876,2.469135802469124,历史1/1次成功; 当前距低点2.47%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
28,76.35343492462313,69.4122135678392,002806,华锋股份,bottom_area,2023-04-21,10.6,2023-04-21,10.6,0.0,4.339622641509442,29.708222811671092,False,-3.6364,2.4377,2,2,2,100.0,15.925879396984929,20.35175879396985,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.64%; 状态bottom_area; 底部未确认
29,75.92375898560134,69.17268067297852,000799,酒鬼酒,bottom_area,2023-04-21,113.63,2023-04-21,113.5,0.1145374449339167,2.643171806167401,32.70484999407091,False,-1.3029,1.5657,1,1,1,100.0,10.235623910902333,10.235623910902333,9.885462555066084,0.1145374449339167,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
30,75.65587520740608,69.18099432446873,601888,中国中免,bottom_area,2023-04-21,167.17,2023-04-21,166.66,0.3060122404896142,2.892115684627381,30.555439809992084,False,-2.2398,0.8546,1,1,1,100.0,12.627431359059372,12.627431359059372,9.693987759510387,0.3060122404896142,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
31,75.53271344058119,69.06687804878048,600400,红豆股份,bottom_area,2023-04-21,3.29,2023-04-21,3.28,0.3048780487804949,4.268292682926833,28.695652173913043,False,-2.6627,0.5711,1,1,1,100.0,12.00000000000001,12.00000000000001,9.695121951219505,0.3048780487804949,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
32,75.22773716672293,68.83129371077239,001227,兰州银行,bottom_area,2023-04-21,2.97,2023-04-21,2.96,0.33783783783784566,2.7027027027027053,29.52380952380953,False,-2.3026,1.3333,1,1,1,100.0,11.137440758293856,11.137440758293856,9.662162162162154,0.33783783783784566,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
33,74.9253321851131,68.5921021006981,688209,英集芯,confirmed_rebound,2023-04-21,19.17,2023-04-21,19.1,0.36649214659686014,11.727748691099467,27.348801825789266,False,-9.6181,5.7064,2,2,2,100.0,13.966151585693265,17.590497737556557,9.63350785340314,0.36649214659686014,历史2/2次成功; 当前距低点0.37%; 最新日涨幅-9.62%; 状态confirmed_rebound; 底部未确认
34,74.79777602715454,68.59049170954835,600366,宁波韵升,bottom_area,2023-04-21,8.84,2023-04-21,8.8,0.4545454545454448,4.545454545454529,29.880478087649397,False,-3.5987,2.0695,1,1,1,100.0,21.488469601677156,21.488469601677156,9.545454545454556,0.4545454545454448,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-3.60%; 状态bottom_area; 底部未确认
35,74.75214275616423,68.68419206695128,300712,永福股份,bottom_area,2023-04-21,37.84,2023-04-20,37.63,0.5580653733723115,4.01275577996279,27.911877394636015,False,-1.4327,1.452,1,1,1,100.0,13.046135044301874,13.046135044301874,9.441934626627688,0.5580653733723115,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
36,74.65825158874433,69.07855921661867,601369,陕鼓动力,bottom_area,2023-04-21,9.83,2023-04-21,9.74,0.9240246406570828,3.5934291581108795,27.150336574420336,False,0.3061,1.0628,2,3,2,66.66666666666666,36.068111455108365,55.572755417956664,9.075975359342918,0.9240246406570828,历史2/3次成功; 当前距低点0.92%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
37,72.77742748091605,66.16129770992367,603138,海量数据,bottom_area,2023-04-21,20.75,2023-04-21,20.75,0.0,8.433734939759036,31.29139072847682,False,-8.023,6.4421,1,1,1,100.0,15.114503816793897,15.114503816793897,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-8.02%; 状态bottom_area; 底部未确认
38,72.0814249254949,66.40880261114116,603255,鼎际得,bottom_area,2023-04-21,47.53,2023-04-21,47.2,0.6991525423728777,5.0847457627118615,30.893118594436302,False,-3.6879,6.2316,1,1,1,100.0,12.757367783609205,12.757367783609205,9.300847457627123,0.6991525423728777,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-3.69%; 状态bottom_area; 底部未确认
39,71.91180930232558,65.37437209302325,300423,昇辉科技,bottom_area,2023-04-21,10.33,2023-04-21,10.33,0.0,4.065827686350435,27.457865168539325,False,-3.0047,2.3896,1,1,1,100.0,10.883720930232558,10.883720930232558,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.00%; 状态bottom_area; 底部未确认
40,70.97281009969466,64.6899595478308,603026,石大胜华,bottom_area,2023-04-21,72.98,2023-04-21,72.88,0.1372118551042927,4.816136114160271,30.557408289661748,False,-2.6674,1.3418,2,3,2,66.66666666666666,25.30180597205321,31.14618918600542,9.862788144895708,0.1372118551042927,历史2/3次成功; 当前距低点0.14%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
41,69.16982130812235,63.102293123199324,002786,银宝山新,bottom_area,2023-04-21,5.46,2023-04-21,5.45,0.1834862385321062,3.8532110091743115,27.041499330655956,False,-2.6738,2.4872,2,3,2,66.66666666666666,17.33319935691319,18.75000000000001,9.816513761467895,0.1834862385321062,历史2/3次成功; 当前距低点0.18%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
42,68.46112975275835,62.55585686472802,002355,兴民智通,bottom_area,2023-04-21,3.75,2023-04-21,3.74,0.2673796791443793,4.545454545454543,27.799227799227793,False,-2.5974,1.0943,2,3,2,66.66666666666666,15.423741217798595,15.624999999999991,9.732620320855622,0.2673796791443793,历史2/3次成功; 当前距低点0.27%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
43,66.03165639590468,60.21812752024438,688168,安博通,bottom_area,2023-04-21,42.5,2023-04-21,42.43,0.16497761018147603,8.649540419514498,27.5567696773092,False,-7.8291,3.8069,2,3,2,66.66666666666666,11.815106477373549,12.015306122448962,9.835022389818525,0.16497761018147603,历史2/3次成功; 当前距低点0.16%; 最新日涨幅-7.83%; 状态bottom_area; 底部未确认
44,64.997467774511,60.44895139270252,300758,七彩化学,bottom_area,2023-04-21,10.18,2023-04-20,10.06,1.1928429423459166,9.343936381709735,27.364620938628153,False,-3.2319,1.9242,1,2,1,50.0,38.59480269489894,38.59480269489894,8.807157057654084,1.1928429423459166,历史1/2次成功; 当前距低点1.19%; 最新日涨幅-3.23%; 状态bottom_area; 底部未确认
45,60.322914042553194,54.83901276595744,300763,锦浪科技,bottom_area,2023-04-21,119.18,2023-04-21,119.18,0.0,4.178553448565187,32.51033467353757,False,-2.3515,2.0172,1,2,1,50.0,35.693617021276594,35.693617021276594,10.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
46,58.82991963260619,53.48174512055108,001319,铭科精技,bottom_area,2023-04-21,19.2,2023-04-21,19.2,0.0,3.3333333333333366,31.59957249732811,False,-2.2403,2.4887,1,2,1,50.0,28.396479142747793,28.396479142747793,10.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
47,58.68362462125793,53.45472049779739,603029,天鹅股份,bottom_area,2023-04-21,19.26,2023-04-21,19.24,0.10395010395012019,4.417879417879425,27.258979206049155,False,-2.0346,3.2154,1,2,1,50.0,17.26734803657881,17.26734803657881,9.89604989604988,0.10395010395012019,历史1/2次成功; 当前距低点0.10%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
48,56.70082927239538,51.792537934506434,002810,山东赫达,bottom_area,2023-04-21,20.07,2023-04-21,20.02,0.2497502497502533,3.2967032967032974,30.486111111111114,False,-0.4958,1.2947,1,2,1,50.0,10.118110236220474,10.118110236220474,9.750249750249747,0.2497502497502533,历史1/2次成功; 当前距低点0.25%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
49,56.57826086956522,51.43478260869565,002622,皓宸医疗,bottom_area,2023-04-21,3.03,2023-04-21,3.03,0.0,3.3003300330033034,27.33812949640288,False,-2.2581,1.2969,1,2,1,50.0,17.391304347826082,17.391304347826082,10.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.26%; 状态bottom_area; 底部未确认
50,55.680542522380286,50.654188590285145,002623,亚玛顿,bottom_area,2023-04-21,27.23,2023-04-21,27.22,0.03673769287289333,5.363703159441591,27.024128686327074,False,-3.2682,1.5943,1,2,1,50.0,11.601884570082444,11.601884570082444,9.963262307127108,0.03673769287289333,历史1/2次成功; 当前距低点0.04%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
