rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.58083213623786,81.32755015100939,300411,金盾股份,bottom_area,2024-08-20,10.67,2024-08-20,10.55,1.1374407582938313,5.1184834123222664,27.739726027397253,False,-0.2804,6.5616,2,2,2,100.0,31.617823010318947,33.550488599348526,18.86255924170617,1.1374407582938313,历史2/2次成功; 当前距低点1.14%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
12,67.68572325574986,56.74511631516056,000155,川能动力,bottom_area,2024-08-20,9.17,2024-08-20,9.14,0.3282275711159667,2.516411378555784,27.171314741035857,False,-1.3978,0.4828,1,2,1,50.0,37.70685579196216,37.70685579196216,19.671772428884037,0.3282275711159667,历史1/2次成功; 当前距低点0.33%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
13,67.63587428233895,59.48087279048022,002833,弘亚数控,bottom_area,2024-08-20,15.74,2024-07-30,15.29,2.9431000654022306,9.875735775016361,31.923419412288517,True,-1.625,0.5495,1,2,1,50.0,35.43624161073825,35.43624161073825,17.05689993459777,2.9431000654022306,历史1/2次成功; 当前距低点2.94%; 最新日涨幅-1.62%; 状态bottom_area; 底部已确认
14,67.6200673719202,57.28902050661492,000983,山西焦煤,bottom_area,2024-08-20,7.83,2024-08-20,7.76,0.9020618556701068,4.639175257731951,28.47926267281106,False,-3.3333,0.6958,2,4,2,50.0,24.546889986789015,27.212389380530986,19.097938144329895,0.9020618556701068,历史2/4次成功; 当前距低点0.90%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
15,67.11918816649467,56.538823529411765,300424,航新科技,bottom_area,2024-08-20,11.97,2024-08-20,11.9,0.5882352941176494,4.62184873949579,31.76605504587156,False,-3.1553,4.5438,1,2,1,50.0,52.29885057471265,52.29885057471265,19.41176470588235,0.5882352941176494,历史1/2次成功; 当前距低点0.59%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
16,65.64139877973876,55.08663190356041,001203,大中矿业,bottom_area,2024-08-20,7.86,2024-08-20,7.83,0.38314176245211046,3.1928480204342273,32.67411865864145,False,-2.1171,0.3955,1,2,1,50.0,29.46341463414634,29.46341463414634,19.61685823754789,0.38314176245211046,历史1/2次成功; 当前距低点0.38%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
17,64.66788965517249,54.58000000000004,000597,东北制药,bottom_area,2024-08-20,4.35,2024-08-20,4.32,0.6944444444444295,3.240740740740733,27.879799666110184,False,-0.9112,2.8608,1,3,1,33.33333333333333,61.02150537634409,61.02150537634409,19.30555555555557,0.6944444444444295,历史1/3次成功; 当前距低点0.69%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
18,64.30493108008062,53.79639750052828,600078,澄星股份,bottom_area,2024-08-20,4.72,2024-08-20,4.71,0.21231422505307404,3.6093418259023338,29.06626506024096,False,-3.0801,0.9961,1,2,1,50.0,30.647709320695093,30.647709320695093,19.78768577494693,0.21231422505307404,历史1/2次成功; 当前距低点0.21%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
19,64.24246076622528,53.89867158671585,002110,三钢闽光,bottom_area,2024-08-20,2.72,2024-08-20,2.71,0.3690036900369089,2.583025830258297,27.925531914893615,False,-2.1583,0.4165,1,2,1,50.0,22.90322580645161,22.90322580645161,19.63099630996309,0.3690036900369089,历史1/2次成功; 当前距低点0.37%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
20,63.298451258513346,53.32263203610339,002651,利君股份,bottom_area,2024-08-20,5.11,2024-08-20,5.08,0.590551181102367,2.559055118110234,30.02754820936639,False,-1.5414,1.995,1,3,1,33.33333333333333,41.96642685851319,41.96642685851319,19.409448818897634,0.590551181102367,历史1/3次成功; 当前距低点0.59%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
21,63.10866385774107,55.879450760694894,601163,三角轮胎,bottom_area,2024-08-20,14.64,2024-07-25,14.17,3.3168666196189176,7.480592801693723,27.18396711202467,True,-2.008,0.5723,1,2,1,50.0,20.655412115193645,20.655412115193645,16.683133380381083,3.3168666196189176,历史1/2次成功; 当前距低点3.32%; 最新日涨幅-2.01%; 状态bottom_area; 底部已确认
22,58.995696846296546,52.67472932705049,002545,东方铁塔,bottom_area,2024-08-20,6.05,2024-07-25,5.83,3.773584905660373,7.375643224699823,29.247572815533985,True,-1.3051,0.5201,1,3,1,33.33333333333333,28.468653648509758,28.468653648509758,16.22641509433963,3.773584905660373,历史1/3次成功; 当前距低点3.77%; 最新日涨幅-1.31%; 状态bottom_area; 底部已确认
23,55.46445955616955,46.97416237429483,000421,南京公用,bottom_area,2024-08-20,4.57,2024-08-20,4.53,0.8830022075055195,3.311258278145683,30.839694656488543,False,-1.9313,3.2361,1,6,1,16.666666666666664,30.864197530864196,30.864197530864196,19.11699779249448,0.8830022075055195,历史1/6次成功; 当前距低点0.88%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
