rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.03142251041483,87.84845709702284,603348,文灿股份,bottom_area,2024-01-23,28.17,2024-01-23,27.62,1.9913106444605384,3.330919623461253,32.137592137592144,False,0.1422,1.2755,4,4,4,100.0,21.33680304512298,31.539888682745836,8.008689355539463,1.9913106444605384,历史4/4次成功; 当前距低点1.99%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
13,87.0044226374647,81.61422914539914,000837,秦川机床,bottom_area,2024-01-23,8.04,2024-01-22,7.91,1.6434892541087105,8.59671302149178,27.431192660550458,False,0.7519,2.256,2,2,2,100.0,16.889164756811816,21.915584415584412,8.35651074589129,1.6434892541087105,历史2/2次成功; 当前距低点1.64%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
14,86.71359401160473,80.99829383886255,002657,中科金财,bottom_area,2024-01-23,14.98,2024-01-23,14.77,1.4218009478673044,3.114421123899803,31.110074626865682,False,-0.1333,2.7015,1,1,1,100.0,56.540447504302946,56.540447504302946,8.578199052132696,1.4218009478673044,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
15,86.50222804879947,84.18002058440217,002761,浙江建投,bottom_area,2024-01-23,8.99,2024-01-23,8.68,3.5714285714285774,3.917050691244238,32.60869565217392,False,2.1591,1.6315,4,4,4,100.0,20.98321358741574,43.73730534867976,6.428571428571423,3.5714285714285774,历史4/4次成功; 当前距低点3.57%; 最新日涨幅2.16%; 状态bottom_area; 底部未确认
16,86.49610384615382,82.57384615384615,002426,胜利精密,bottom_area,2024-01-23,2.0,2024-01-23,1.95,2.5641025641025665,3.076923076923068,29.090909090909093,False,0.5025,0.8667,1,1,1,100.0,51.31578947368419,51.31578947368419,7.435897435897434,2.5641025641025665,历史1/1次成功; 当前距低点2.56%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
17,85.87391602882605,80.26986008836523,002164,宁波东力,bottom_area,2024-01-23,4.87,2024-01-23,4.8,1.4583333333333393,3.3333333333333366,28.143712574850298,False,-2.0121,3.26,2,2,2,100.0,29.86483918475938,45.468509984639034,8.54166666666666,1.4583333333333393,历史2/2次成功; 当前距低点1.46%; 最新日涨幅-2.01%; 状态bottom_area; 底部未确认
18,85.8111189975673,82.27628597067888,300607,拓斯达,confirmed_rebound,2024-01-23,12.15,2024-01-22,11.82,2.791878172588833,10.067681895093058,29.263913824057454,False,1.6736,2.49,3,3,3,100.0,28.074022603125986,45.9265890778872,7.208121827411168,2.791878172588833,历史3/3次成功; 当前距低点2.79%; 最新日涨幅1.67%; 状态confirmed_rebound; 底部未确认
19,84.94088156824486,80.3155084622563,688107,安路科技,bottom_area,2024-01-23,29.71,2024-01-23,29.11,2.0611473720371056,4.294057025077294,29.68599033816425,False,0.7119,0.7479,3,4,3,75.0,35.85980898118766,67.95615731785945,7.938852627962895,2.0611473720371056,历史3/4次成功; 当前距低点2.06%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
20,84.78713069547005,79.9177251184834,300636,同和药业,bottom_area,2024-01-23,8.6,2024-01-23,8.44,1.8957345971564,3.31753554502371,29.9585062240664,False,-0.6928,1.0403,1,1,1,100.0,122.63187748156552,122.63187748156552,8.1042654028436,1.8957345971564,历史1/1次成功; 当前距低点1.90%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
21,84.64609776623381,80.75376623376626,002577,雷柏科技,confirmed_rebound,2024-01-23,15.0,2024-01-22,14.63,2.5290498974709448,10.731373889268616,28.634146341463413,False,0.0667,2.4463,1,1,1,100.0,50.0,50.0,7.470950102529056,2.5290498974709448,历史1/1次成功; 当前距低点2.53%; 最新日涨幅0.07%; 状态confirmed_rebound; 底部未确认
22,84.40015993355844,81.3805488850772,300580,贝斯特,bottom_area,2024-01-23,24.04,2024-01-23,23.32,3.0874785591766676,4.2024013722126945,27.779498296686278,False,1.1785,1.4289,1,1,1,100.0,53.89266817838245,53.89266817838245,6.912521440823332,3.0874785591766676,历史1/1次成功; 当前距低点3.09%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
23,84.25464846064891,78.83672063807484,002347,泰尔股份,bottom_area,2024-01-23,4.7,2024-01-23,4.63,1.5118790496760321,3.887688984881203,31.50887573964497,False,-0.4237,7.2668,2,2,2,100.0,22.816155222237516,29.585798816568047,8.48812095032397,1.5118790496760321,历史2/2次成功; 当前距低点1.51%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
24,84.22755723844968,80.18004076989098,002213,大为股份,bottom_area,2024-01-23,11.45,2024-01-23,11.18,2.4150268336314813,3.3094812164579697,27.07110241356817,False,0.0,1.6097,2,2,2,100.0,18.636031992315928,20.248254460822338,7.58497316636852,2.4150268336314813,历史2/2次成功; 当前距低点2.42%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
25,84.22331701946624,78.75352662479841,300507,苏奥传感,bottom_area,2024-01-23,5.5,2024-01-23,5.42,1.4760147601476028,2.583025830258297,27.052489905787347,False,-0.5425,1.6861,2,2,2,100.0,21.92924880610189,33.6283185840708,8.523985239852399,1.4760147601476028,历史2/2次成功; 当前距低点1.48%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
26,84.1687325053583,79.48557764307364,002609,捷顺科技,bottom_area,2024-01-23,8.69,2024-01-22,8.52,1.995305164319248,8.802816901408452,31.345688960515716,False,1.1641,2.6287,1,1,1,100.0,26.42405063291139,26.42405063291139,8.004694835680752,1.995305164319248,历史1/1次成功; 当前距低点2.00%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
27,83.9309812779644,81.11079627714581,000029,深深房A,bottom_area,2024-01-23,9.98,2024-01-23,9.67,3.205791106515,3.826266804550147,27.727952167414056,False,1.1145,0.4363,1,1,1,100.0,52.42165242165242,52.42165242165242,6.794208893485002,3.205791106515,历史1/1次成功; 当前距低点3.21%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
28,83.55798074479827,78.055694110761,300375,鹏翎股份,bottom_area,2024-01-23,4.27,2024-01-23,4.21,1.4251781472683993,2.8503562945368195,31.87702265372168,False,0.0,2.8883,1,1,1,100.0,11.74785100286532,11.74785100286532,8.574821852731601,1.4251781472683993,历史1/1次成功; 当前距低点1.43%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
29,83.51495573656034,79.23510343427125,603289,泰瑞机器,bottom_area,2024-01-23,8.22,2024-01-23,8.04,2.2388059701492726,3.9800995024875663,30.32928942807626,False,-2.0262,2.134,2,2,2,100.0,33.86871530221285,40.702947845804985,7.761194029850728,2.2388059701492726,历史2/2次成功; 当前距低点2.24%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
30,83.36398625654013,80.0472859617122,000795,英洛华,bottom_area,2024-01-23,5.02,2024-01-23,4.88,2.868852459016387,3.2786885245901667,27.272727272727277,False,0.4,0.8955,2,2,2,100.0,23.485320259513813,36.40552995391707,7.131147540983614,2.868852459016387,历史2/2次成功; 当前距低点2.87%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
31,83.36029984242727,79.97431893448366,300762,上海瀚讯,bottom_area,2024-01-23,11.29,2024-01-23,10.98,2.823315118397074,3.8251366120218573,28.515624999999993,False,1.5288,2.607,2,2,2,100.0,22.534824754994467,32.580961727183514,7.1766848816029265,2.823315118397074,历史2/2次成功; 当前距低点2.82%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
32,83.33191525391592,79.52487344028523,300365,恒华科技,bottom_area,2024-01-23,5.64,2024-01-23,5.5,2.5454545454545396,3.0909090909090895,28.84864165588616,False,1.6216,2.4341,2,2,2,100.0,16.712418300653603,19.111111111111114,7.454545454545461,2.5454545454545396,历史2/2次成功; 当前距低点2.55%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
33,83.01793182436566,79.06171137415987,688246,嘉和美康,bottom_area,2024-01-23,25.22,2024-01-23,24.62,2.4370430544272863,4.630381803411862,29.677235075692654,False,-0.5912,1.1168,2,2,2,100.0,35.36650289383915,58.0508474576271,7.562956945572714,2.4370430544272863,历史2/2次成功; 当前距低点2.44%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
34,82.9907765711858,78.74616615178472,002676,顺威股份,bottom_area,2024-01-23,4.1,2024-01-23,4.01,2.244389027431418,3.740648379052378,31.217838765008583,False,-1.4423,1.6978,2,2,2,100.0,31.308457711442777,39.33333333333333,7.755610972568583,2.244389027431418,历史2/2次成功; 当前距低点2.24%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
35,82.98461880109772,79.4311212705721,000561,烽火电子,bottom_area,2024-01-23,6.84,2024-01-23,6.66,2.702702702702698,3.3033033033032995,27.13347921225383,False,0.885,1.2827,2,2,2,100.0,18.135932434055153,22.65060240963854,7.297297297297302,2.702702702702698,历史2/2次成功; 当前距低点2.70%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
36,82.94988232282137,78.9744778628341,002151,北斗星通,bottom_area,2024-01-23,26.64,2024-01-23,26.01,2.4221453287197194,3.344867358708179,28.641975308641975,False,0.9091,1.1087,1,1,1,100.0,28.90843662534986,28.90843662534986,7.5778546712802815,2.4221453287197194,历史1/1次成功; 当前距低点2.42%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
37,82.88825483688704,78.46396285060675,300421,力星股份,bottom_area,2024-01-23,9.63,2024-01-23,9.43,2.1208907741251437,5.514316012725341,28.015267175572518,False,-2.0346,5.4919,2,2,2,100.0,28.27738610544126,43.59974009096816,7.879109225874857,2.1208907741251437,历史2/2次成功; 当前距低点2.12%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
38,82.67594008189332,79.32221971713491,300682,朗新科技,bottom_area,2024-01-23,12.37,2024-01-23,12.03,2.8262676641729,4.073150457190359,27.311178247734148,False,0.6509,1.4443,2,2,2,100.0,19.0651074809093,21.503593145384194,7.173732335827101,2.8262676641729,历史2/2次成功; 当前距低点2.83%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
39,82.59035490432002,78.6452821204288,603353,和顺石油,bottom_area,2024-01-23,21.49,2024-01-23,20.98,2.430886558627255,3.1458531935176364,27.051460361613355,False,1.177,1.1989,4,5,4,80.0,20.579050936015864,27.079174983366617,7.569113441372746,2.430886558627255,历史4/5次成功; 当前距低点2.43%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
40,82.5618815746896,77.77593133016853,688155,先惠技术,confirmed_rebound,2024-01-23,45.86,2024-01-22,45.02,1.865837405597504,11.594846734784536,27.79470729751403,False,-0.7574,0.4686,2,2,2,100.0,31.66688502650995,38.11460912628228,8.134162594402497,1.865837405597504,历史2/2次成功; 当前距低点1.87%; 最新日涨幅-0.76%; 状态confirmed_rebound; 底部未确认
41,82.42388410328354,79.1808390976868,603078,江化微,bottom_area,2024-01-23,13.16,2024-01-23,12.79,2.8928850664581782,3.362001563721669,32.613277133825086,False,1.3087,1.4687,2,2,2,100.0,19.12159703877122,24.563540397888758,7.107114933541822,2.8928850664581782,历史2/2次成功; 当前距低点2.89%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
42,82.34993727274095,80.09552906972945,603160,汇顶科技,bottom_area,2024-01-23,58.16,2024-01-23,56.17,3.5428164500623014,4.3261527505786,29.7875,False,2.3763,0.9055,3,3,3,100.0,15.339519225115597,20.747474747474755,6.4571835499376995,3.5428164500623014,历史3/3次成功; 当前距低点3.54%; 最新日涨幅2.38%; 状态bottom_area; 底部未确认
43,82.33887770289485,76.37950040393655,000989,九芝堂,bottom_area,2024-01-23,8.6,2024-01-23,8.51,1.057579318448882,3.6427732079906052,27.2027373823781,False,-0.578,2.0475,1,1,1,100.0,20.703125,20.703125,8.94242068155112,1.057579318448882,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
44,82.3346170420068,77.18233949770115,600386,北巴传媒,bottom_area,2024-01-23,3.79,2024-01-23,3.73,1.6085790884718514,2.949061662198388,29.62264150943396,False,-0.5249,1.7826,2,2,2,100.0,15.106988276435352,16.708229426433917,8.391420911528149,1.6085790884718514,历史2/2次成功; 当前距低点1.61%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
45,82.3266991054467,81.75958062710839,002600,领益智造,bottom_area,2024-01-23,5.19,2024-01-22,4.96,4.637096774193557,9.677419354838717,27.272727272727277,False,3.5928,1.0879,4,4,4,100.0,21.03312511972955,38.381201044386415,5.362903225806444,4.637096774193557,历史4/4次成功; 当前距低点4.64%; 最新日涨幅3.59%; 状态bottom_area; 底部未确认
46,82.15909550401301,78.56577702014587,002467,二六三,bottom_area,2024-01-23,3.87,2024-01-23,3.77,2.6525198938992065,3.183023872679048,27.220077220077215,False,1.0444,1.6452,2,2,2,100.0,12.868399882989609,13.91509433962264,7.347480106100794,2.6525198938992065,历史2/2次成功; 当前距低点2.65%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
47,81.99364736418778,77.132149226331,000536,华映科技,bottom_area,2024-01-23,2.84,2024-01-23,2.79,1.7921146953404954,3.9426523297490994,30.76923076923077,False,0.0,2.0035,1,1,1,100.0,11.280487804878053,11.280487804878053,8.207885304659506,1.7921146953404954,历史1/1次成功; 当前距低点1.79%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
48,81.96181665767867,77.17003131943233,002313,日海智能,bottom_area,2024-01-23,8.31,2024-01-23,8.16,1.8382352941176512,4.289215686274506,30.017152658662095,False,-1.0714,2.2184,2,2,2,100.0,17.855955860325707,20.08238928939237,8.16176470588235,1.8382352941176512,历史2/2次成功; 当前距低点1.84%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
49,81.9421980004702,76.3742675290011,002298,中电鑫龙,bottom_area,2024-01-23,4.65,2024-01-22,4.59,1.307189542483671,8.496732026143803,28.504672897196265,False,-0.8529,2.1842,1,1,1,100.0,23.734729493891784,23.734729493891784,8.69281045751633,1.307189542483671,历史1/1次成功; 当前距低点1.31%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
50,81.87998308668072,79.91999999999997,002337,赛象科技,bottom_area,2024-01-23,4.73,2024-01-23,4.56,3.728070175438615,3.947368421052645,28.971962616822434,False,0.6383,2.6183,1,1,1,100.0,60.465116279069754,60.465116279069754,6.2719298245613855,3.728070175438615,历史1/1次成功; 当前距低点3.73%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
51,81.80429748140418,78.8684173107828,688220,翱捷科技,bottom_area,2024-01-23,53.19,2024-01-23,51.6,3.0813953488372023,4.224806201550387,27.067137809187276,False,1.7406,0.9766,2,2,2,100.0,19.752681215761463,25.180102915951984,6.918604651162798,3.0813953488372023,历史2/2次成功; 当前距低点3.08%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
52,81.6900090159305,78.52234618680376,002185,华天科技,bottom_area,2024-01-23,7.04,2024-01-23,6.84,2.9239766081871372,3.654970760233918,27.078891257995743,False,1.0043,0.4742,2,2,2,100.0,15.962434696077615,19.40874035989716,7.076023391812863,2.9239766081871372,历史2/2次成功; 当前距低点2.92%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
53,81.6530489296337,76.83678517397881,688280,精进电动,bottom_area,2024-01-23,6.19,2024-01-23,6.08,1.8092105263157947,5.09868421052631,32.44444444444444,False,-0.4823,0.9924,1,1,1,100.0,32.37518910741301,32.37518910741301,8.190789473684205,1.8092105263157947,历史1/1次成功; 当前距低点1.81%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
54,81.63077148882417,78.67673783767,002279,久其软件,bottom_area,2024-01-23,5.38,2024-01-23,5.22,3.065134099616861,3.6398467432950268,28.785811732605733,False,1.5094,1.8459,2,2,2,100.0,18.522814972023927,25.915492957746476,6.93486590038314,3.065134099616861,历史2/2次成功; 当前距低点3.07%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
55,81.51708778194688,77.17911564161388,688329,艾隆科技,bottom_area,2024-01-23,20.14,2024-01-23,19.72,2.1298174442190754,3.600405679513189,32.210381574424204,False,-0.1982,2.6247,2,2,2,100.0,21.479029109856874,21.72890326374596,7.870182555780925,2.1298174442190754,历史2/2次成功; 当前距低点2.13%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
56,81.42935549472456,79.00986656928643,601890,亚星锚链,bottom_area,2024-01-23,7.87,2024-01-23,7.61,3.416557161629432,3.8107752956636007,27.17703349282296,False,0.8974,2.2832,2,2,2,100.0,24.621596224739513,36.991150442477874,6.583442838370567,3.416557161629432,历史2/2次成功; 当前距低点3.42%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
57,81.41548868448025,76.66929427686482,002671,龙泉股份,bottom_area,2024-01-23,4.41,2024-01-23,4.33,1.8475750577367223,3.464203233256359,32.13166144200626,False,-0.2262,2.2622,2,2,2,100.0,15.27830864787387,19.347826086956534,8.152424942263279,1.8475750577367223,历史2/2次成功; 当前距低点1.85%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
58,81.0107231797991,76.33327966019561,688282,理工导航,bottom_area,2024-01-23,28.2,2024-01-23,27.68,1.8786127167630042,4.190751445086706,30.8,False,-0.6342,4.4826,2,2,2,100.0,13.852240077501396,17.645625152327572,8.121387283236997,1.8786127167630042,历史2/2次成功; 当前距低点1.88%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
59,80.98210989666522,76.74671051945072,600071,凤凰光学,bottom_area,2024-01-23,16.87,2024-01-23,16.51,2.1804966686856413,3.9975772259236835,29.74468085106382,False,-0.1775,1.6341,2,2,2,100.0,19.77549959168805,27.791986359761296,7.819503331314359,2.1804966686856413,历史2/2次成功; 当前距低点2.18%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
60,80.88960841744543,77.73938497405244,002399,海普瑞,bottom_area,2024-01-23,9.18,2024-01-23,8.92,2.9147982062780247,3.363228699551578,31.22590593677718,False,0.4376,0.577,1,1,1,100.0,28.307123034227555,28.307123034227555,7.085201793721977,2.9147982062780247,历史1/1次成功; 当前距低点2.91%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
61,80.65703077165199,74.98266679776691,688173,希荻微,bottom_area,2024-01-23,12.95,2024-01-23,12.8,1.171874999999989,3.8281249999999876,27.683615819209034,False,-1.5957,1.9022,3,4,3,75.0,18.7609774073489,23.120837297811605,8.828125000000012,1.171874999999989,历史3/4次成功; 当前距低点1.17%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
62,80.63733504171395,77.0225579536371,000813,德展健康,bottom_area,2024-01-23,2.77,2024-01-23,2.7,2.592592592592587,2.962962962962949,27.807486631016044,False,0.3623,1.1835,1,1,1,100.0,20.50359712230217,20.50359712230217,7.407407407407414,2.592592592592587,历史1/1次成功; 当前距低点2.59%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
63,80.1700826846712,77.28626676076217,002495,佳隆股份,confirmed_rebound,2024-01-23,2.68,2024-01-22,2.6,3.0769230769230793,10.769230769230761,27.97783933518005,False,0.3745,3.3942,1,1,1,100.0,38.07339449541283,38.07339449541283,6.923076923076921,3.0769230769230793,历史1/1次成功; 当前距低点3.08%; 最新日涨幅0.37%; 状态confirmed_rebound; 底部未确认
64,80.12299662170453,76.67873853034162,002397,梦洁股份,bottom_area,2024-01-23,3.05,2024-01-23,2.97,2.693602693602681,4.377104377104373,32.95711060948081,False,-1.9293,3.4946,1,1,1,100.0,42.36641221374045,42.36641221374045,7.3063973063973195,2.693602693602681,历史1/1次成功; 当前距低点2.69%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
65,80.08198072077106,78.99979179211199,002235,安妮股份,bottom_area,2024-01-23,5.84,2024-01-23,5.6,4.28571428571429,5.535714285714295,27.17815344603382,False,2.2767,5.5729,2,2,2,100.0,35.221614857744996,46.16438356164384,5.714285714285711,4.28571428571429,历史2/2次成功; 当前距低点4.29%; 最新日涨幅2.28%; 状态bottom_area; 底部未确认
66,80.03487957769715,77.18285714285716,002666,德联集团,bottom_area,2024-01-23,4.33,2024-01-23,4.2,3.0952380952380927,3.809523809523813,28.327645051194537,False,-0.4598,2.4781,1,1,1,100.0,51.275510204081634,51.275510204081634,6.904761904761908,3.0952380952380927,历史1/1次成功; 当前距低点3.10%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
67,80.02800865326721,75.45801612725063,688183,生益电子,bottom_area,2024-01-23,8.52,2024-01-23,8.36,1.913875598086126,3.7081339712918724,27.050610820244337,False,-0.4673,1.1874,1,1,1,100.0,26.24544349939247,26.24544349939247,8.086124401913874,1.913875598086126,历史1/1次成功; 当前距低点1.91%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
68,80.00319720900458,78.32773758159088,000723,美锦能源,bottom_area,2024-01-23,5.61,2024-01-22,5.4,3.8888888888888884,8.888888888888879,28.28685258964143,False,1.4467,0.7911,2,2,2,100.0,26.74410886159975,30.434782608695667,6.1111111111111125,3.8888888888888884,历史2/2次成功; 当前距低点3.89%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
69,80.00016449633371,75.38889496102226,605158,华达新材,bottom_area,2024-01-23,7.03,2024-01-23,6.9,1.8840579710144911,3.6231884057971016,28.050052137643373,False,-0.4249,1.9048,1,1,1,100.0,25.5083179297597,25.5083179297597,8.11594202898551,1.8840579710144911,历史1/1次成功; 当前距低点1.88%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
70,79.98983283975812,75.8835385310716,000729,燕京啤酒,bottom_area,2024-01-23,7.78,2024-01-23,7.61,2.2339027595269374,3.416557161629432,28.61163227016885,False,-0.1284,0.872,2,2,2,100.0,15.789445283833375,17.9203539823009,7.766097240473063,2.2339027595269374,历史2/2次成功; 当前距低点2.23%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
71,79.94638434638401,74.2930839967211,688352,颀中科技,bottom_area,2024-01-23,11.42,2024-01-23,11.29,1.1514614703277308,2.745792736935346,27.535301668806166,False,-0.7819,2.8175,1,1,1,100.0,10.636645962732914,10.636645962732914,8.84853852967227,1.1514614703277308,历史1/1次成功; 当前距低点1.15%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
72,79.63138799429059,75.67561710040576,300485,赛升药业,bottom_area,2024-01-23,8.8,2024-01-23,8.6,2.32558139534885,3.2558139534883854,28.63070539419088,False,-0.4525,1.3422,2,2,2,100.0,15.79539076237168,19.197952218430032,7.674418604651151,2.32558139534885,历史2/2次成功; 当前距低点2.33%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
