rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.85916332993376,89.09027009162405,300598,诚迈科技,bottom_area,2025-12-04,46.35,2025-12-04,45.51,1.8457481872116095,2.8125686662272056,28.890625000000004,False,0.2813,3.1947,5,5,5,100.0,26.22890300250812,45.24950099800398,6.15425181278839,1.8457481872116095,历史5/5次成功; 当前距低点1.85%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
12,80.0391816208548,76.27479335678879,003038,鑫铂股份,bottom_area,2025-12-04,15.61,2025-11-24,15.38,1.4954486345903681,5.7867360208062335,28.76331635016211,False,-1.3274,1.7534,1,1,1,100.0,25.507614213197975,25.507614213197975,6.504551365409632,1.4954486345903681,历史1/1次成功; 当前距低点1.50%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
13,80.00904091927937,75.11588954329478,000661,长春高新,bottom_area,2025-12-04,99.39,2025-11-24,98.68,0.7194973652209097,2.452371301175504,30.394300627777387,False,-0.8776,0.7142,3,3,3,100.0,16.270664172034742,25.03526756324649,7.28050263477909,0.7194973652209097,历史3/3次成功; 当前距低点0.72%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
14,80.00467432099512,74.96614483263511,603178,圣龙股份,bottom_area,2025-12-04,17.89,2025-11-24,17.78,0.6186726659167572,4.668166479190091,27.694184627897517,False,-0.3343,0.8681,6,7,6,85.71428571428571,28.51538369929118,47.51869476546566,7.3813273340832435,0.6186726659167572,历史6/7次成功; 当前距低点0.62%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
15,79.63860928645288,74.39268158785633,000803,山高环能,bottom_area,2025-12-04,6.58,2025-12-04,6.55,0.45801526717557633,2.290076335877868,31.69968717413973,False,-1.3493,1.8397,2,2,2,100.0,25.843851596863644,36.1111111111111,7.541984732824424,0.45801526717557633,历史2/2次成功; 当前距低点0.46%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
16,79.37478134843741,77.76525096674703,688050,爱博医疗,bottom_area,2025-12-04,61.38,2025-11-21,59.63,2.9347643803454635,3.5552574207613574,28.86794703566742,False,1.1036,1.032,2,2,2,100.0,12.024267494272554,12.90770757525636,5.065235619654537,2.9347643803454635,历史2/2次成功; 当前距低点2.93%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
17,78.55972646477034,78.25860219501777,603127,昭衍新药,confirmed_rebound,2025-12-04,27.86,2025-11-21,26.84,3.800298062593143,8.792846497764529,29.33122696155871,True,0.7959,1.1474,2,2,2,100.0,26.307966546936147,41.08695652173912,4.199701937406857,3.800298062593143,历史2/2次成功; 当前距低点3.80%; 最新日涨幅0.80%; 状态confirmed_rebound; 底部已确认
18,78.49215148631771,73.29877792965272,603151,邦基科技,bottom_area,2025-12-04,18.19,2025-12-04,18.11,0.44174489232469266,1.6013252346769695,32.8513162773452,False,-0.3288,1.1192,1,1,1,100.0,36.42987249544626,36.42987249544626,7.558255107675308,0.44174489232469266,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
19,78.48207186029781,75.88045621851998,000048,京基智农,bottom_area,2025-12-04,12.74,2025-12-04,12.46,2.24719101123595,2.728731942215087,29.002849002849,False,0.394,2.8347,1,1,1,100.0,10.129310344827601,10.129310344827601,5.752808988764051,2.24719101123595,历史1/1次成功; 当前距低点2.25%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
20,78.44808513563811,74.14338880661282,301349,信德新材,bottom_area,2025-12-04,47.4,2025-12-04,46.9,1.0660980810234542,3.0703624733475583,28.08954308494327,False,-1.5781,5.5152,1,1,1,100.0,8.785443179281096,8.785443179281096,6.933901918976545,1.0660980810234542,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
21,78.26509082384227,73.08639751426037,600550,保变电气,bottom_area,2025-12-04,9.1,2025-12-04,9.06,0.4415011037527499,1.6556291390728517,30.307692307692303,False,-1.087,1.8054,1,1,1,100.0,35.285053929121716,35.285053929121716,7.55849889624725,0.4415011037527499,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
22,78.03153207663735,75.58844425098931,603197,保隆科技,bottom_area,2025-12-04,34.9,2025-11-21,34.1,2.3460410557184668,4.516129032258062,27.431368376250266,False,-0.9929,0.7511,5,6,5,83.33333333333334,18.355293143516597,23.07435811937312,5.653958944281533,2.3460410557184668,历史5/6次成功; 当前距低点2.35%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
23,77.83690737180855,75.69758427043709,603173,福斯达,bottom_area,2025-12-04,37.79,2025-11-24,36.85,2.550881953867022,5.427408412483039,32.86573146292585,False,-0.3428,2.1727,1,1,1,100.0,35.34190927555856,35.34190927555856,5.449118046132978,2.550881953867022,历史1/1次成功; 当前距低点2.55%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
24,77.31732471021196,71.59011547241847,600696,退市岩石,bottom_area,2025-12-04,4.22,2025-12-04,4.22,0.0,4.976303317535544,31.27035830618893,False,-4.955,3.1949,2,2,2,100.0,27.635029421604703,46.45858343337334,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-4.96%; 状态bottom_area; 底部未确认
25,76.87758746002974,73.57710648486899,603366,日出东方,confirmed_rebound,2025-12-04,9.47,2025-11-28,9.31,1.7185821697099906,9.022556390977442,30.522388059701488,True,-2.0683,3.506,3,4,3,75.0,18.927278665633175,25.15964240102172,6.281417830290009,1.7185821697099906,历史3/4次成功; 当前距低点1.72%; 最新日涨幅-2.07%; 状态confirmed_rebound; 底部已确认
26,76.5916835662619,77.70593172815538,002664,信质集团,confirmed_rebound,2025-12-04,22.93,2025-11-24,21.89,4.751027866605752,9.18227501142073,30.727848101265824,True,0.8799,3.3583,2,2,2,100.0,34.990727225895085,52.526315789473685,3.248972133394248,4.751027866605752,历史2/2次成功; 当前距低点4.75%; 最新日涨幅0.88%; 状态confirmed_rebound; 底部已确认
27,76.08792007869746,74.55423299984353,002309,中利集团,confirmed_rebound,2025-12-04,3.15,2025-11-21,3.06,2.9411764705882306,8.823529411764707,29.49308755760368,True,-3.0769,3.189,7,8,7,87.5,22.299007273035993,55.97014925373133,5.05882352941177,2.9411764705882306,历史7/8次成功; 当前距低点2.94%; 最新日涨幅-3.08%; 状态confirmed_rebound; 底部已确认
28,75.76871443151238,70.54316268431478,688190,云路股份,bottom_area,2025-12-04,94.8,2025-12-04,94.53,0.2856236115518841,1.3223315349624458,27.172573189522346,False,-0.6393,0.2866,1,1,1,100.0,19.70099203576919,19.70099203576919,7.714376388448116,0.2856236115518841,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
29,75.48469974707942,76.41608695652177,688588,凌志软件,confirmed_rebound,2025-12-04,14.44,2025-11-24,13.8,4.637681159420281,11.376811594202888,30.999999999999993,True,0.2082,0.787,1,1,1,100.0,43.33333333333334,43.33333333333334,3.3623188405797193,4.637681159420281,历史1/1次成功; 当前距低点4.64%; 最新日涨幅0.21%; 状态confirmed_rebound; 底部已确认
30,75.08855928588785,74.71644749021004,688766,普冉股份,bottom_area,2025-12-04,124.49,2025-11-21,120.0,3.7416666666666627,7.816666666666664,28.22966507177033,False,0.0,0.0,1,1,1,100.0,22.190577904355056,22.190577904355056,4.258333333333337,3.7416666666666627,历史1/1次成功; 当前距低点3.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
31,74.95970742185264,69.60632912261553,002291,遥望科技,bottom_area,2025-12-04,6.73,2025-12-04,6.72,0.14880952380953386,3.422619047619054,27.586206896551722,False,-2.7457,7.2564,3,4,3,75.0,17.153843209146633,27.107438016528935,7.851190476190466,0.14880952380953386,历史3/4次成功; 当前距低点0.15%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
32,74.69231847133759,69.15955414012738,002506,协鑫集成,bottom_area,2025-12-04,2.46,2025-12-04,2.46,0.0,3.2520325203252063,27.00296735905045,False,-2.7668,2.4261,1,1,1,100.0,21.019108280254766,21.019108280254766,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
33,74.36610305161922,69.96722260900152,300612,宣亚国际,bottom_area,2025-12-04,17.0,2025-12-04,16.86,0.8303677342823285,3.736654804270457,27.732533219031286,False,-2.467,12.9151,4,5,4,80.0,16.615381952501274,25.592417061611382,7.169632265717672,0.8303677342823285,历史4/5次成功; 当前距低点0.83%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
34,73.7611759865804,68.75084074336529,301177,迪阿股份,bottom_area,2025-12-04,29.2,2025-12-04,29.1,0.34364261168384147,2.3711340206185487,29.488732735643325,False,-1.5177,0.2072,1,1,1,100.0,10.776053215077603,10.776053215077603,7.656357388316158,0.34364261168384147,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
35,73.61285957940022,68.71611460580974,000998,隆平高科,bottom_area,2025-12-04,9.52,2025-12-04,9.48,0.42194092827003316,1.7932489451476785,27.020785219399535,False,-1.1423,1.2748,1,1,1,100.0,11.549139367018313,11.549139367018313,7.578059071729967,0.42194092827003316,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
36,71.77212165436144,72.90563685636859,002321,华英农业,bottom_area,2025-12-04,2.83,2025-12-02,2.7,4.81481481481481,6.296296296296293,30.051813471502587,False,1.0714,4.0489,1,1,1,100.0,25.609756097560986,25.609756097560986,3.1851851851851896,4.81481481481481,历史1/1次成功; 当前距低点4.81%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
37,71.29649523428472,67.20060490228941,603938,三孚股份,confirmed_rebound,2025-12-04,17.47,2025-11-21,17.31,0.9243212016175629,8.08781051415368,27.45180217937972,False,-2.1289,1.904,1,1,1,100.0,19.774501300954046,19.774501300954046,7.075678798382437,0.9243212016175629,历史1/1次成功; 当前距低点0.92%; 最新日涨幅-2.13%; 状态confirmed_rebound; 底部未确认
38,71.22340276114068,67.1301037518797,688337,普源精电,bottom_area,2025-12-04,36.08,2025-12-04,35.75,0.9230769230769184,1.6223776223776176,28.499999999999996,False,-0.0277,0.4852,4,6,4,66.66666666666666,31.387378870045207,54.46153846153845,7.076923076923082,0.9230769230769184,历史4/6次成功; 当前距低点0.92%; 最新日涨幅-0.03%; 状态bottom_area; 底部未确认
39,69.13839783200285,69.22919021260957,688665,四方光电,bottom_area,2025-12-04,47.58,2025-11-21,45.72,4.068241469816272,5.599300087489069,27.715415019762844,False,-0.1888,0.586,1,1,1,100.0,19.16548797736917,19.16548797736917,3.931758530183729,4.068241469816272,历史1/1次成功; 当前距低点4.07%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
40,69.11068131662846,65.51462694431285,000002,万科A,bottom_area,2025-12-04,4.97,2025-12-04,4.91,1.2219959266802365,3.258655804480654,31.232492997198875,False,-0.7984,2.6965,2,4,2,50.0,22.638589554536463,28.255902513328245,6.778004073319764,1.2219959266802365,历史2/4次成功; 当前距低点1.22%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
41,67.82643701809155,63.878807458479535,002017,东信和平,bottom_area,2025-12-04,20.57,2025-12-04,20.39,0.8827856792545351,2.4031387935262307,29.373051610668515,False,-1.1533,1.6686,2,3,2,66.66666666666666,30.080065271576377,50.390015600624025,7.1172143207454655,0.8827856792545351,历史2/3次成功; 当前距低点0.88%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
42,65.74620609488251,61.462700542690264,688348,昱能科技,bottom_area,2025-12-04,50.45,2025-12-04,50.2,0.49800796812749004,3.3266932270916225,30.547869396790254,False,-2.0388,1.2296,2,3,2,66.66666666666666,12.37361313631329,16.27422813482398,7.50199203187251,0.49800796812749004,历史2/3次成功; 当前距低点0.50%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
43,64.19920604235155,64.91214322388369,603767,中马传动,confirmed_rebound,2025-12-04,23.09,2025-11-21,22.08,4.574275362318848,9.601449275362324,27.725040916530286,True,0.3477,1.6949,2,3,2,66.66666666666666,19.59583001776342,29.881925522252505,3.4257246376811525,4.574275362318848,历史2/3次成功; 当前距低点4.57%; 最新日涨幅0.35%; 状态confirmed_rebound; 底部已确认
44,53.62475272494711,54.06147079521464,600104,上汽集团,bottom_area,2025-12-04,15.35,2025-11-21,14.7,4.421768707482996,7.959183673469387,28.74454677653902,True,-0.1951,0.5621,1,2,1,50.0,24.425287356321842,24.425287356321842,3.578231292517004,4.421768707482996,历史1/2次成功; 当前距低点4.42%; 最新日涨幅-0.20%; 状态bottom_area; 底部已确认
45,53.17040890420325,52.75256679100716,002468,申通快递,bottom_area,2025-12-04,14.14,2025-11-21,13.65,3.5897435897435908,6.2271062271062245,31.988041853512705,False,-0.4926,0.4652,1,2,1,50.0,16.382699868938413,16.382699868938413,4.41025641025641,3.5897435897435908,历史1/2次成功; 当前距低点3.59%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
