rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.0190414754012,84.06066863492573,301421,波长光电,bottom_area,2024-08-29,31.05,2024-08-28,29.74,4.40484196368528,5.2790854068594495,31.045675863667988,False,2.9851,11.2332,3,3,3,100.0,47.22423823724819,56.02000000000002,5.59515803631472,4.40484196368528,历史3/3次成功; 当前距低点4.40%; 最新日涨幅2.99%; 状态bottom_area; 底部未确认
12,81.96017814147199,78.39669213532103,000600,建投能源,bottom_area,2024-08-29,4.62,2024-08-26,4.5,2.6666666666666687,4.22222222222223,31.08728943338438,False,0.6536,1.3987,2,2,2,100.0,12.132753415704464,13.438735177865627,7.333333333333332,2.6666666666666687,历史2/2次成功; 当前距低点2.67%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
13,81.57218173649757,78.14099079455707,603291,联合水务,bottom_area,2024-08-29,9.36,2024-08-28,9.11,2.7442371020856204,2.963776070252485,29.65250965250965,False,1.0799,0.9492,2,2,2,100.0,11.708878426410102,12.102772143340088,7.255762897914381,2.7442371020856204,历史2/2次成功; 当前距低点2.74%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
14,80.98158784754838,78.61329173851924,603132,金徽股份,bottom_area,2024-08-29,11.12,2024-08-29,10.75,3.441860465116272,4.558139534883723,28.285523682454972,False,1.7383,1.0897,2,2,2,100.0,22.799643005292072,33.20754716981132,6.558139534883728,3.441860465116272,历史2/2次成功; 当前距低点3.44%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
15,80.81702556683732,76.95651734661489,603069,海汽集团,bottom_area,2024-08-29,15.17,2024-08-29,14.81,2.4307900067521904,2.5658338960161986,27.966926070038905,False,-0.5898,1.2634,5,6,5,83.33333333333334,26.74938294987391,76.0375880971026,7.569209993247811,2.4307900067521904,历史5/6次成功; 当前距低点2.43%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
16,80.68408893535398,79.36547755281507,300653,正海生物,bottom_area,2024-08-29,19.14,2024-08-28,18.38,4.13492927094669,4.57018498367791,27.466456195737965,False,1.9712,0.8214,3,3,3,100.0,18.672668228889858,29.647513278609367,5.86507072905331,4.13492927094669,历史3/3次成功; 当前距低点4.13%; 最新日涨幅1.97%; 状态bottom_area; 底部未确认
17,80.29597231172585,77.65539599292191,600262,北方股份,bottom_area,2024-08-29,15.91,2024-08-29,15.41,3.244646333549643,3.5042180402336087,31.48065807025344,False,2.0526,2.3639,2,2,2,100.0,15.232202330188693,17.269624573378834,6.7553536664503575,3.244646333549643,历史2/2次成功; 当前距低点3.24%; 最新日涨幅2.05%; 状态bottom_area; 底部未确认
18,80.28969599832635,77.05926397157057,600956,新天绿能,bottom_area,2024-08-29,6.87,2024-08-29,6.68,2.844311377245515,3.293413173652705,28.860489882854107,False,-0.1453,0.2882,2,2,2,100.0,29.592978019840494,41.27358490566036,7.155688622754486,2.844311377245515,历史2/2次成功; 当前距低点2.84%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
19,80.20530930428751,74.90426846335818,001286,陕西能源,bottom_area,2024-08-29,9.34,2024-08-29,9.21,1.4115092290987947,1.9543973941368045,27.07838479809976,False,-0.6383,1.3611,1,1,1,100.0,17.110266159695826,17.110266159695826,8.588490770901206,1.4115092290987947,历史1/1次成功; 当前距低点1.41%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
20,80.15425367530763,76.15947373236473,000726,鲁泰A,bottom_area,2024-08-29,5.3,2024-08-29,5.18,2.316602316602319,2.5096525096525077,31.390728476821195,False,1.145,0.5965,1,1,1,100.0,12.480252764612954,12.480252764612954,7.683397683397682,2.316602316602319,历史1/1次成功; 当前距低点2.32%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
21,79.63004028314982,77.13965822676928,301509,金凯生科,bottom_area,2024-08-29,26.05,2024-08-28,25.21,3.332011106703688,3.649345497818319,29.6792189679219,False,1.8772,2.7072,2,2,2,100.0,13.530341666955287,15.05054819877544,6.667988893296312,3.332011106703688,历史2/2次成功; 当前距低点3.33%; 最新日涨幅1.88%; 状态bottom_area; 底部未确认
22,79.29821040220108,76.19656210928207,000539,粤电力A,bottom_area,2024-08-29,4.25,2024-08-26,4.13,2.9055690072639253,3.3898305084745686,31.395348837209298,False,1.432,0.4576,1,1,1,100.0,19.89924433249369,19.89924433249369,7.094430992736076,2.9055690072639253,历史1/1次成功; 当前距低点2.91%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
23,79.29057112389465,76.10499154336559,002230,科大讯飞,bottom_area,2024-08-29,33.59,2024-08-28,32.66,2.8475199020208417,3.857930189834676,28.093350946719518,False,0.8103,0.7611,1,1,1,100.0,18.69535978480161,18.69535978480161,7.152480097979158,2.8475199020208417,历史1/1次成功; 当前距低点2.85%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
24,78.84712147937405,76.77746799431007,002674,兴业科技,bottom_area,2024-08-29,8.05,2024-08-21,7.77,3.6036036036036183,6.30630630630631,31.72231985940247,False,0.2491,0.3966,1,1,1,100.0,31.578947368421055,31.578947368421055,6.396396396396383,3.6036036036036183,历史1/1次成功; 当前距低点3.60%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
25,78.67793784509995,76.71564846593417,688065,凯赛生物,bottom_area,2024-08-29,34.99,2024-08-27,33.75,3.6740740740740803,4.2370370370370365,30.36930059830823,False,0.6038,0.178,2,2,2,100.0,15.443749219478864,18.007614213197968,6.325925925925921,3.6740740740740803,历史2/2次成功; 当前距低点3.67%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
26,78.43213415127987,77.87433255269318,000628,高新发展,bottom_area,2024-08-29,35.74,2024-08-28,34.16,4.625292740046855,5.591334894613595,27.31914893617022,False,0.875,5.3552,1,1,1,100.0,99.77973568281939,99.77973568281939,5.374707259953146,4.625292740046855,历史1/1次成功; 当前距低点4.63%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
27,78.1404850486307,76.83666681438334,002545,东方铁塔,bottom_area,2024-08-29,6.07,2024-07-25,5.83,4.116638078902233,7.375643224699823,29.247572815533985,True,-0.9788,1.2785,3,3,3,100.0,18.132266850969987,28.468653648509758,5.883361921097768,4.116638078902233,历史3/3次成功; 当前距低点4.12%; 最新日涨幅-0.98%; 状态bottom_area; 底部已确认
28,77.54828201527697,74.57798408192798,301518,长华化学,bottom_area,2024-08-29,13.96,2024-08-28,13.56,2.949852507374634,3.613569321533925,28.21598729486501,False,1.1594,1.448,1,1,1,100.0,11.740041928721173,11.740041928721173,7.050147492625366,2.949852507374634,历史1/1次成功; 当前距低点2.95%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
29,77.28845620415498,76.54767227887555,000155,川能动力,bottom_area,2024-08-29,9.3,2024-08-23,8.9,4.494382022471914,5.280898876404481,29.08366533864542,False,0.6494,0.6824,2,2,2,100.0,24.596039194147934,37.70685579196216,5.505617977528086,4.494382022471914,历史2/2次成功; 当前距低点4.49%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
30,76.49169557199748,74.6970267475435,603079,圣达生物,bottom_area,2024-08-29,10.78,2024-08-26,10.39,3.7536092396535015,4.523580365736274,28.83561643835616,False,1.1257,1.4153,1,1,1,100.0,22.232558139534888,22.232558139534888,6.246390760346499,3.7536092396535015,历史1/1次成功; 当前距低点3.75%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
31,76.44613081665699,73.82063925872542,688261,东微半导,bottom_area,2024-08-29,30.31,2024-08-29,29.38,3.1654186521443153,4.39074200136148,30.37914691943129,False,1.5751,1.6038,1,1,1,100.0,10.31071927749703,10.31071927749703,6.834581347855686,3.1654186521443153,历史1/1次成功; 当前距低点3.17%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
32,75.92072286473773,72.3494317648555,000037,深南电A,bottom_area,2024-08-29,7.05,2024-08-28,6.88,2.470930232558138,2.6162790697674376,28.92561983471074,False,0.7143,1.1056,5,8,5,62.5,25.1379177155272,45.16765285996055,7.529069767441862,2.470930232558138,历史5/8次成功; 当前距低点2.47%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
33,75.80733641497027,75.06723689627461,600990,四创电子,bottom_area,2024-08-29,14.91,2024-08-29,14.27,4.484933426769451,5.886475122634898,29.356435643564353,False,1.1533,1.4708,2,2,2,100.0,16.52088768445676,20.55837563451777,5.515066573230549,4.484933426769451,历史2/2次成功; 当前距低点4.48%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
34,75.25926343450908,69.23121563514304,000708,中信特钢,bottom_area,2024-08-29,11.37,2024-08-23,11.3,0.6194690265486593,3.0088495575221224,30.67484662576687,False,-0.5249,0.124,1,1,1,100.0,16.739811912225715,16.739811912225715,9.380530973451341,0.6194690265486593,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
35,74.76059760888566,72.98086777285373,600997,开滦股份,bottom_area,2024-08-29,6.11,2024-07-30,5.89,3.7351443123938988,6.451612903225805,30.70588235294118,False,0.659,0.3451,1,1,1,100.0,12.77955271565495,12.77955271565495,6.264855687606103,3.7351443123938988,历史1/1次成功; 当前距低点3.74%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
36,74.54654687467888,72.87122809064846,300478,杭州高新,bottom_area,2024-08-29,7.09,2024-08-28,6.83,3.8067349926793526,4.099560761347002,28.10526315789474,False,1.4306,3.2264,1,1,1,100.0,13.067655236329937,13.067655236329937,6.193265007320648,3.8067349926793526,历史1/1次成功; 当前距低点3.81%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
37,74.41986212780866,73.12560365602069,000983,山西焦煤,bottom_area,2024-08-29,7.91,2024-08-26,7.6,4.078947368421059,5.000000000000011,29.95391705069125,False,1.671,0.4981,3,4,3,75.0,21.938729333444627,27.212389380530986,5.921052631578942,4.078947368421059,历史3/4次成功; 当前距低点4.08%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
38,73.68919872794075,70.96329415654502,600183,生益科技,bottom_area,2024-08-29,17.39,2024-08-29,16.88,3.0213270142180186,4.146919431279617,29.519832985386223,False,-1.7514,1.1146,3,4,3,75.0,19.822149187968265,25.158227848101262,6.978672985781982,3.0213270142180186,历史3/4次成功; 当前距低点3.02%; 最新日涨幅-1.75%; 状态bottom_area; 底部未确认
39,73.27943200051936,71.90524291372375,002140,东华科技,bottom_area,2024-08-29,6.75,2024-08-23,6.49,4.006163328197223,4.314329738058541,27.888888888888886,False,0.8969,0.5076,1,1,1,100.0,10.318791946308728,10.318791946308728,5.993836671802778,4.006163328197223,历史1/1次成功; 当前距低点4.01%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
40,73.26805506239377,73.26453272908951,301510,固高科技,bottom_area,2024-08-29,20.8,2024-08-21,19.81,4.997476022211015,5.653710247349829,28.91998564764981,False,2.4631,0.9507,2,2,2,100.0,13.11170999855176,16.010654039656714,5.002523977788986,4.997476022211015,历史2/2次成功; 当前距低点5.00%; 最新日涨幅2.46%; 状态bottom_area; 底部未确认
41,71.47629469451675,70.86011974025368,002403,爱仕达,bottom_area,2024-08-29,6.44,2024-08-28,6.16,4.545454545454549,6.493506493506485,27.444051825677267,False,0.3115,6.4847,3,4,3,75.0,15.477183354247614,21.63892445582587,5.454545454545451,4.545454545454549,历史3/4次成功; 当前距低点4.55%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
42,70.31958682504533,70.18707363003183,301596,瑞迪智驱,bottom_area,2024-08-29,62.5,2024-08-28,59.58,4.900973481033907,5.908022826451835,29.905882352941177,False,1.9742,10.0889,1,1,1,100.0,12.04996326230713,12.04996326230713,5.0990265189660935,4.900973481033907,历史1/1次成功; 当前距低点4.90%; 最新日涨幅1.97%; 状态bottom_area; 底部未确认
43,69.17459200650222,68.52810049242277,688262,国芯科技,bottom_area,2024-08-29,14.84,2024-08-29,14.2,4.507042253521131,5.985915492957757,27.142124166239096,False,-0.2017,1.9494,3,4,3,75.0,24.94170338952123,34.73541383989144,5.4929577464788695,4.507042253521131,历史3/4次成功; 当前距低点4.51%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
44,66.35009986803388,65.47675479668531,002732,燕塘乳业,bottom_area,2024-08-29,13.57,2024-08-23,13.01,4.304381245196007,5.918524212144502,29.599567099567103,False,1.1177,0.3942,2,3,2,66.66666666666666,18.30149123153517,25.344352617079892,5.695618754803994,4.304381245196007,历史2/3次成功; 当前距低点4.30%; 最新日涨幅1.12%; 状态bottom_area; 底部未确认
45,66.2018054667139,65.17196544668376,002196,方正电机,bottom_area,2024-08-29,4.24,2024-08-28,4.07,4.176904176904174,4.668304668304655,30.546075085324233,False,2.1687,2.4023,2,3,2,66.66666666666666,15.100216684723728,18.661971830985923,5.823095823095826,4.176904176904174,历史2/3次成功; 当前距低点4.18%; 最新日涨幅2.17%; 状态bottom_area; 底部未确认
46,63.36612025683963,61.226358713247194,603282,亚光股份,bottom_area,2024-08-29,12.59,2024-08-26,12.2,3.1967213114754145,3.4426229508196715,27.164179104477615,False,1.9433,1.8617,1,2,1,50.0,34.64991023339317,34.64991023339317,6.803278688524586,3.1967213114754145,历史1/2次成功; 当前距低点3.20%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
47,62.733507381992084,59.29511787993014,301538,骏鼎达,bottom_area,2024-08-29,68.48,2024-08-28,67.11,2.0414245268961477,3.3825063328863,29.984350547730827,False,0.3958,6.2644,1,2,1,50.0,10.10519247985676,10.10519247985676,7.958575473103853,2.0414245268961477,历史1/2次成功; 当前距低点2.04%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
48,62.32429063140457,60.37665654917319,688238,和元生物,bottom_area,2024-08-29,4.03,2024-08-29,3.9,3.3333333333333424,5.1282051282051215,28.044280442804432,False,-4.7281,2.8236,2,3,2,66.66666666666666,11.666612271540478,11.958224543080954,6.666666666666658,3.3333333333333424,历史2/3次成功; 当前距低点3.33%; 最新日涨幅-4.73%; 状态bottom_area; 底部未确认
49,60.74892642927736,58.25511185375084,000625,长安汽车,bottom_area,2024-08-29,11.75,2024-08-29,11.43,2.7996500437445344,3.6745406824146976,29.138251704897705,False,1.9965,1.2434,1,2,1,50.0,13.808139534883724,13.808139534883724,7.200349956255467,2.7996500437445344,历史1/2次成功; 当前距低点2.80%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
50,57.82290801372185,56.29469977186632,300751,迈为股份,bottom_area,2024-08-29,80.71,2024-08-28,77.91,3.5938903863432135,6.738544474393532,27.89449329014345,False,1.3945,1.5022,1,2,1,50.0,13.004138993165853,13.004138993165853,6.406109613656788,3.5938903863432135,历史1/2次成功; 当前距低点3.59%; 最新日涨幅1.39%; 状态bottom_area; 底部未确认
