rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.20502803350935,85.83124776386407,603030,全筑股份,bottom_area,2024-02-07,2.05,2024-02-06,2.0,2.499999999999991,9.000000000000007,27.007299270073,True,-1.4423,0.9773,4,4,4,100.0,30.006708407871198,50.5813953488372,12.500000000000009,2.499999999999991,历史4/4次成功; 当前距低点2.50%; 最新日涨幅-1.44%; 状态bottom_area; 底部已确认
12,79.5437505162602,73.9182229132091,002026,山东威达,bottom_area,2024-02-07,6.11,2024-02-06,5.9,3.5593220338983045,13.559322033898303,32.57142857142857,True,-7.0015,3.8366,2,2,2,100.0,22.49181263708199,29.397590361445776,11.440677966101696,3.5593220338983045,历史2/2次成功; 当前距低点3.56%; 最新日涨幅-7.00%; 状态bottom_area; 底部已确认
13,79.07228723404255,68.75851063829788,002418,康盛股份,bottom_area,2024-02-07,1.78,2024-02-07,1.78,0.0,11.797752808988763,32.31939163498099,False,-10.101,3.6688,1,1,1,100.0,29.078014184397176,29.078014184397176,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.10%; 状态bottom_area; 底部未确认
14,78.03143958421907,71.47918129852131,002562,兄弟科技,bottom_area,2024-02-07,2.58,2024-02-06,2.51,2.7888446215139555,12.749003984063759,31.793478260869573,True,-6.1818,2.1049,1,1,1,100.0,16.600790513834006,16.600790513834006,12.211155378486044,2.7888446215139555,历史1/1次成功; 当前距低点2.79%; 最新日涨幅-6.18%; 状态bottom_area; 底部已确认
15,77.92890387545755,72.15388399848264,605567,春雪食品,bottom_area,2024-02-07,7.99,2024-02-06,7.73,3.3635187580853785,10.090556274256137,30.796777081468214,False,-3.034,3.0341,1,1,1,100.0,36.46616541353383,36.46616541353383,11.63648124191462,3.3635187580853785,历史1/1次成功; 当前距低点3.36%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
16,76.98290499822754,71.23791208791206,600327,大东方,bottom_area,2024-02-07,3.41,2024-02-06,3.3,3.333333333333343,13.333333333333346,29.93630573248408,True,-4.7486,2.7232,1,1,1,100.0,21.978021978021978,21.978021978021978,11.666666666666655,3.333333333333343,历史1/1次成功; 当前距低点3.33%; 最新日涨幅-4.75%; 状态bottom_area; 底部已确认
17,76.65977044179455,72.80799276028283,688055,龙腾光电,bottom_area,2024-02-07,3.1,2024-02-06,2.96,4.729729729729734,14.527027027027032,29.85781990521327,True,-3.7267,0.563,2,2,2,100.0,30.869766365949573,45.45454545454546,10.270270270270265,4.729729729729734,历史2/2次成功; 当前距低点4.73%; 最新日涨幅-3.73%; 状态bottom_area; 底部已确认
18,76.10899038461538,66.18173076923077,002319,乐通股份,bottom_area,2024-02-07,9.64,2024-02-07,9.64,0.0,8.713692946058089,31.534090909090907,False,-9.9907,3.0909,1,1,1,100.0,15.224358974358976,15.224358974358976,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
19,76.05506740490961,70.83424660311177,605068,明新旭腾,confirmed_rebound,2024-02-07,14.09,2024-02-06,13.59,3.679175864606328,19.205298013245027,30.733944954128447,True,-4.9899,1.2298,1,1,1,100.0,34.262191260291324,34.262191260291324,11.320824135393671,3.679175864606328,历史1/1次成功; 当前距低点3.68%; 最新日涨幅-4.99%; 状态confirmed_rebound; 底部已确认
20,73.80538105413105,69.15098765432099,002310,东方新能,bottom_area,2024-02-07,1.3,2024-02-06,1.25,4.0000000000000036,14.399999999999997,32.795698924731184,True,-5.7971,2.2585,1,1,1,100.0,18.93004115226337,18.93004115226337,10.999999999999996,4.0000000000000036,历史1/1次成功; 当前距低点4.00%; 最新日涨幅-5.80%; 状态bottom_area; 底部已确认
21,70.87985728981849,67.4798126743723,000407,胜利股份,bottom_area,2024-02-07,2.59,2024-02-06,2.47,4.858299595141687,13.765182186234812,31.197771587743723,True,-5.1282,2.9746,1,1,1,100.0,20.466321243523332,20.466321243523332,10.141700404858312,4.858299595141687,历史1/1次成功; 当前距低点4.86%; 最新日涨幅-5.13%; 状态bottom_area; 底部已确认
22,70.70244867736558,61.480390154230946,605218,伟时电子,bottom_area,2024-02-07,13.55,2024-02-07,13.55,0.0,11.143911439114389,31.357649442755818,False,-10.0266,7.2737,2,3,2,66.66666666666666,28.83722305142083,42.36874236874236,15.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
23,70.54711639443812,62.6743212237094,000985,大庆华科,bottom_area,2024-02-07,10.58,2024-02-07,10.46,1.1472275334607955,10.898661567877618,27.71250863856254,False,-8.3189,3.6524,1,2,1,50.0,56.687898089171995,56.687898089171995,13.852772466539204,1.1472275334607955,历史1/2次成功; 当前距低点1.15%; 最新日涨幅-8.32%; 状态bottom_area; 底部未确认
24,69.33131743204648,60.288102114823026,000020,深华发A,bottom_area,2024-02-07,11.81,2024-02-07,11.81,0.0,9.229466553767992,27.98780487804877,False,-9.9848,9.174,2,3,2,66.66666666666666,22.427072301915857,23.076923076923073,15.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
25,65.44480984716675,59.54839851431066,603037,凯众股份,bottom_area,2024-02-07,12.23,2024-02-06,11.94,2.4288107202680145,12.73031825795646,32.95901179112858,True,-5.9231,5.8912,1,2,1,50.0,39.71014492753625,39.71014492753625,12.571189279731984,2.4288107202680145,历史1/2次成功; 当前距低点2.43%; 最新日涨幅-5.92%; 状态bottom_area; 底部已确认
26,65.25577234278946,61.940374113021946,000153,丰原药业,bottom_area,2024-02-07,6.24,2024-02-06,5.96,4.697986577181212,13.422818791946305,31.729667812142043,True,-5.0228,5.4652,2,3,2,66.66666666666666,27.608155066281913,39.18305597579423,10.302013422818787,4.697986577181212,历史2/3次成功; 当前距低点4.70%; 最新日涨幅-5.02%; 状态bottom_area; 底部已确认
27,64.00994422923532,58.57119079799309,001896,豫能控股,bottom_area,2024-02-07,3.01,2024-02-06,2.93,2.7303754266211477,12.627986348122855,30.73286052009457,True,-5.3459,2.3636,2,5,2,40.0,26.486272960695235,34.93975903614456,12.26962457337885,2.7303754266211477,历史2/5次成功; 当前距低点2.73%; 最新日涨幅-5.35%; 状态bottom_area; 底部已确认
28,63.940000000000005,55.60000000000001,002021,中捷资源,bottom_area,2024-02-07,1.55,2024-02-07,1.55,0.0,10.322580645161285,30.180180180180184,False,-4.908,5.1312,1,2,1,50.0,50.76923076923077,50.76923076923077,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-4.91%; 状态bottom_area; 底部未确认
29,62.32127047201361,55.81403303898832,001201,东瑞股份,bottom_area,2024-02-07,14.8,2024-02-07,14.57,1.578586135895679,9.128345916266301,29.203109815354704,False,-6.2104,3.3515,1,2,1,50.0,18.4043517679057,18.4043517679057,13.42141386410432,1.578586135895679,历史1/2次成功; 当前距低点1.58%; 最新日涨幅-6.21%; 状态bottom_area; 底部未确认
30,62.246941211422175,56.187504456327986,600322,津投城开,bottom_area,2024-02-07,1.53,2024-02-06,1.5,2.0000000000000018,14.666666666666664,32.126696832579185,True,-5.5556,3.7213,1,3,1,33.33333333333333,35.828877005347586,35.828877005347586,12.999999999999998,2.0000000000000018,历史1/3次成功; 当前距低点2.00%; 最新日涨幅-5.56%; 状态bottom_area; 底部已确认
31,62.21381284089134,55.208822463768094,600303,曙光股份,bottom_area,2024-02-07,2.79,2024-02-06,2.76,1.0869565217391397,10.507246376811597,28.682170542635667,True,-5.102,1.3969,1,3,1,33.33333333333333,19.37499999999999,19.37499999999999,13.913043478260859,1.0869565217391397,历史1/3次成功; 当前距低点1.09%; 最新日涨幅-5.10%; 状态bottom_area; 底部已确认
32,61.413371944889114,55.45845925044617,603059,倍加洁,bottom_area,2024-02-07,17.15,2024-02-07,16.81,2.022605591909577,8.268887566924455,32.54414125200643,False,-6.3865,2.1691,1,2,1,50.0,21.935483870967733,21.935483870967733,12.977394408090422,2.022605591909577,历史1/2次成功; 当前距低点2.02%; 最新日涨幅-6.39%; 状态bottom_area; 底部未确认
33,61.13504987090637,55.46526701997554,002330,得利斯,bottom_area,2024-02-07,3.6,2024-02-06,3.52,2.2727272727272747,12.784090909090914,32.04633204633204,True,-4.7619,2.881,1,2,1,50.0,15.844544095665164,15.844544095665164,12.727272727272727,2.2727272727272747,历史1/2次成功; 当前距低点2.27%; 最新日涨幅-4.76%; 状态bottom_area; 底部已确认
34,61.09514494646124,57.4457142857143,300698,万马科技,bottom_area,2024-02-07,21.88,2024-02-06,21.0,4.190476190476185,14.190476190476192,32.69230769230769,True,-4.7453,2.1478,1,2,1,50.0,63.86182462356068,63.86182462356068,10.809523809523814,4.190476190476185,历史1/2次成功; 当前距低点4.19%; 最新日涨幅-4.75%; 状态bottom_area; 底部已确认
35,60.818610034525,52.8857478561087,002309,中利集团,bottom_area,2024-02-07,1.86,2024-02-07,1.86,0.0,3.763440860215045,32.851985559566785,False,-5.102,1.8238,2,5,2,40.0,23.740579871552146,30.136986301369873,15.0,0.0,历史2/5次成功; 当前距低点0.00%; 最新日涨幅-5.10%; 状态bottom_area; 底部未确认
36,59.877200484176335,52.444238254626406,605158,华达新材,bottom_area,2024-02-07,5.2,2024-02-07,5.18,0.38610038610039504,11.583011583011595,32.020997375328086,False,-9.5652,4.4904,1,2,1,50.0,25.5083179297597,25.5083179297597,14.613899613899605,0.38610038610039504,历史1/2次成功; 当前距低点0.39%; 最新日涨幅-9.57%; 状态bottom_area; 底部未确认
37,58.80496398373632,56.00208985263508,603239,浙江仙通,bottom_area,2024-02-07,10.11,2024-02-06,9.64,4.875518672199158,12.240663900414935,29.48061448427212,True,-2.7885,1.5521,1,2,1,50.0,40.42081949058694,40.42081949058694,10.124481327800842,4.875518672199158,历史1/2次成功; 当前距低点4.88%; 最新日涨幅-2.79%; 状态bottom_area; 底部已确认
38,56.91860258745939,51.73510465047195,600960,渤海汽车,bottom_area,2024-02-07,2.59,2024-02-06,2.53,2.371541501976287,13.833992094861664,32.53333333333334,True,-5.1282,2.2526,1,3,1,33.33333333333333,16.445623342175058,16.445623342175058,12.628458498023711,2.371541501976287,历史1/3次成功; 当前距低点2.37%; 最新日涨幅-5.13%; 状态bottom_area; 底部已确认
39,56.86110735689402,50.36994383340051,603232,格尔软件,confirmed_rebound,2024-02-07,8.14,2024-02-07,8.06,0.9925558312655095,15.012406947890804,30.874785591766717,False,-9.1518,5.8749,2,5,2,40.0,20.338554455300404,22.78481012658228,14.007444168734489,0.9925558312655095,历史2/5次成功; 当前距低点0.99%; 最新日涨幅-9.15%; 状态confirmed_rebound; 底部未确认
40,53.87560247444862,50.478041958041956,002793,罗欣药业,confirmed_rebound,2024-02-07,3.64,2024-02-06,3.5,4.0000000000000036,15.42857142857143,32.69230769230769,True,-9.2269,2.3942,1,2,1,50.0,20.419580419580406,20.419580419580406,10.999999999999996,4.0000000000000036,历史1/2次成功; 当前距低点4.00%; 最新日涨幅-9.23%; 状态confirmed_rebound; 底部已确认
41,53.18256735737425,49.97103334518964,603266,天龙股份,bottom_area,2024-02-07,16.05,2024-02-07,15.41,4.153147306943547,13.562621674237507,32.44191144234984,False,-4.0072,6.2282,1,2,1,50.0,18.549511854951188,18.549511854951188,10.846852693056451,4.153147306943547,历史1/2次成功; 当前距低点4.15%; 最新日涨幅-4.01%; 状态bottom_area; 底部未确认
42,51.35941519331146,48.01398265350614,603313,梦百合,bottom_area,2024-02-07,8.03,2024-02-07,7.73,3.8809831824061956,11.642949547218633,32.19298245614035,False,-6.5192,2.4638,1,4,1,25.0,25.52486187845302,25.52486187845302,11.119016817593804,3.8809831824061956,历史1/4次成功; 当前距低点3.88%; 最新日涨幅-6.52%; 状态bottom_area; 底部未确认
43,49.40872148653981,46.40918656101536,002559,亚威股份,confirmed_rebound,2024-02-07,6.8,2024-02-06,6.53,4.134762633996931,15.160796324655426,31.979166666666664,True,-6.2069,13.9676,1,3,1,33.33333333333333,19.640387275242045,19.640387275242045,10.86523736600307,4.134762633996931,历史1/3次成功; 当前距低点4.13%; 最新日涨幅-6.21%; 状态confirmed_rebound; 底部已确认
