rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.26119502179068,81.76287851605682,605298,必得科技,bottom_area,2025-10-14,39.13,2025-10-13,38.66,1.2157268494568183,7.682359027418537,28.007448789571704,True,-4.77,2.2468,3,3,3,100.0,19.272772757087996,28.626692456479695,6.784273150543182,1.2157268494568183,历史3/3次成功; 当前距低点1.22%; 最新日涨幅-4.77%; 状态bottom_area; 底部已确认
12,80.59681936815984,79.38161530466617,300486,东杰智能,confirmed_rebound,2025-10-14,18.97,2025-10-13,18.38,3.210010881392818,12.078346028291636,32.40161824200074,True,-5.5749,5.0721,6,6,6,100.0,24.464731796998816,45.88591620393741,4.789989118607182,3.210010881392818,历史6/6次成功; 当前距低点3.21%; 最新日涨幅-5.57%; 状态confirmed_rebound; 底部已确认
13,80.47021004934565,75.11989830508475,688621,阳光诺和,bottom_area,2025-10-14,59.25,2025-10-14,59.0,0.423728813559322,5.898305084745757,31.355439208842352,False,-1.7576,3.6502,1,1,1,100.0,46.0,46.0,7.576271186440678,0.423728813559322,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
14,79.27440099278334,79.47936984613611,605398,新炬网络,bottom_area,2025-10-14,29.47,2025-10-13,28.3,4.134275618374552,7.102473498233208,28.172588832487307,True,-1.8321,1.8242,4,4,4,100.0,15.889883096935947,22.15700660308142,3.8657243816254483,4.134275618374552,历史4/4次成功; 当前距低点4.13%; 最新日涨幅-1.83%; 状态bottom_area; 底部已确认
15,79.080086637401,78.45516240010149,002269,美邦服饰,confirmed_rebound,2025-10-14,2.31,2025-10-13,2.23,3.587443946188344,8.520179372197308,30.529595015576323,True,-1.7021,4.2888,7,8,7,87.5,40.978680631241446,173.50993377483442,4.412556053811656,3.587443946188344,历史7/8次成功; 当前距低点3.59%; 最新日涨幅-1.70%; 状态confirmed_rebound; 底部已确认
16,78.59311715049157,73.86571160760485,301377,鼎泰高科,bottom_area,2025-10-14,65.0,2025-10-13,64.5,0.7751937984496124,6.930232558139533,30.64516129032258,False,-3.4175,7.0956,3,3,3,100.0,20.447061656290156,42.746913580246904,7.224806201550388,0.7751937984496124,历史3/3次成功; 当前距低点0.78%; 最新日涨幅-3.42%; 状态bottom_area; 底部未确认
17,78.45599668940531,77.59683485321378,002491,通鼎互联,bottom_area,2025-10-14,5.13,2025-10-13,4.96,3.427419354838708,7.459677419354841,28.01161103047895,True,-2.2857,2.6601,2,2,2,100.0,30.437370872290508,52.39520958083833,4.572580645161292,3.427419354838708,历史2/2次成功; 当前距低点3.43%; 最新日涨幅-2.29%; 状态bottom_area; 底部已确认
18,77.72689902913567,74.19962881318408,603219,富佳股份,bottom_area,2025-10-14,17.3,2025-10-13,17.03,1.5854374633000563,7.398708162066929,28.355069415229273,True,-3.4598,1.2239,1,1,1,100.0,16.475409836065587,16.475409836065587,6.414562536699944,1.5854374633000563,历史1/1次成功; 当前距低点1.59%; 最新日涨幅-3.46%; 状态bottom_area; 底部已确认
19,77.6400958400479,76.52352615030757,000428,华天酒店,bottom_area,2025-10-14,3.18,2025-10-13,3.08,3.2467532467532494,4.220779220779217,28.70370370370371,False,0.3155,2.3339,4,5,4,80.0,19.17270727368273,28.045977011494273,4.753246753246751,3.2467532467532494,历史4/5次成功; 当前距低点3.25%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
20,77.61173506316956,77.06599166905391,000096,广聚能源,bottom_area,2025-10-14,11.41,2025-09-23,11.01,3.6330608537693037,6.176203451407809,28.039215686274517,False,0.5286,1.4551,2,2,2,100.0,16.82457212713937,21.149144254278735,4.366939146230696,3.6330608537693037,历史2/2次成功; 当前距低点3.63%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
21,77.39728875320884,76.73471591359082,301191,菲菱科思,confirmed_rebound,2025-10-14,99.97,2025-10-13,96.54,3.552931427387603,8.245286927698356,27.890648341798617,True,0.3513,10.1882,1,1,1,100.0,31.749460043196553,31.749460043196553,4.447068572612397,3.552931427387603,历史1/1次成功; 当前距低点3.55%; 最新日涨幅0.35%; 状态confirmed_rebound; 底部已确认
22,77.22074378862781,72.65958709948421,000700,模塑科技,bottom_area,2025-10-14,9.66,2025-10-14,9.58,0.835073068893529,6.2630480167014575,27.092846270928465,False,-3.9761,3.9348,2,2,2,100.0,31.363191916997117,52.926829268292686,7.164926931106471,0.835073068893529,历史2/2次成功; 当前距低点0.84%; 最新日涨幅-3.98%; 状态bottom_area; 底部未确认
23,77.12451065777557,75.44789086086739,600706,曲江文旅,bottom_area,2025-10-14,10.08,2025-10-13,9.8,2.8571428571428505,4.183673469387756,31.420573827851634,False,-0.198,5.4184,2,2,2,100.0,21.086970834156286,24.578313253012034,5.1428571428571495,2.8571428571428505,历史2/2次成功; 当前距低点2.86%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
24,76.79231786773643,73.23756519495512,300049,福瑞医科,confirmed_rebound,2025-10-14,66.11,2025-10-13,65.11,1.5358623867301489,8.692981108892637,28.19805910895457,True,-3.4891,4.0003,1,1,1,100.0,20.910384068278802,20.910384068278802,6.464137613269852,1.5358623867301489,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-3.49%; 状态confirmed_rebound; 底部已确认
25,75.77998627383191,74.44984396906455,002453,华软科技,bottom_area,2025-10-14,7.03,2025-10-13,6.82,3.079178885630498,6.744868035190615,30.122950819672127,False,-0.9859,12.7349,2,2,2,100.0,18.44285929194665,28.60169491525425,4.920821114369502,3.079178885630498,历史2/2次成功; 当前距低点3.08%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
26,75.27816379715966,73.5500277129437,688335,复洁科技,confirmed_rebound,2025-10-14,25.4,2025-10-14,24.71,2.7923917442330946,22.05584783488466,30.296191819464035,False,-9.6085,12.2232,3,3,3,100.0,13.853123063414838,21.15059221658205,5.207608255766906,2.7923917442330946,历史3/3次成功; 当前距低点2.79%; 最新日涨幅-9.61%; 状态confirmed_rebound; 底部未确认
27,75.2417780969314,75.85993788819879,301009,可靠股份,bottom_area,2025-10-14,13.45,2025-09-23,12.88,4.425465838509305,7.763975155279502,30.566037735849054,True,-0.8843,2.5863,1,1,1,100.0,53.96648044692738,53.96648044692738,3.574534161490696,4.425465838509305,历史1/1次成功; 当前距低点4.43%; 最新日涨幅-0.88%; 状态bottom_area; 底部已确认
28,74.82555490454946,71.10585792554063,688210,统联精密,confirmed_rebound,2025-10-14,48.83,2025-10-14,48.18,1.3491075134910722,17.185554171855543,27.0,False,-10.8942,6.5924,1,1,1,100.0,16.353887399463808,16.353887399463808,6.650892486508927,1.3491075134910722,历史1/1次成功; 当前距低点1.35%; 最新日涨幅-10.89%; 状态confirmed_rebound; 底部未确认
29,74.42277998973063,73.98722390785635,601900,南方传媒,confirmed_rebound,2025-10-14,12.91,2025-09-23,12.45,3.6947791164658703,9.156626506024102,30.756395995550616,True,-0.1547,0.7595,2,2,2,100.0,24.523227383863077,39.999999999999986,4.30522088353413,3.6947791164658703,历史2/2次成功; 当前距低点3.69%; 最新日涨幅-0.15%; 状态confirmed_rebound; 底部已确认
30,73.89981316853196,68.55245826651439,300056,中创环保,confirmed_rebound,2025-10-14,10.42,2025-10-14,10.41,0.09606147934677989,8.357348703170022,28.796169630642947,False,-6.6308,5.6183,1,1,1,100.0,27.10472279260781,27.10472279260781,7.90393852065322,0.09606147934677989,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-6.63%; 状态confirmed_rebound; 底部未确认
31,73.25716613226913,68.44637107660975,603228,景旺电子,confirmed_rebound,2025-10-14,55.67,2025-10-14,55.41,0.469229380978172,8.554412560909586,31.937108463333747,False,-4.8051,3.0691,2,2,2,100.0,14.442011103440802,14.566719829877735,7.530770619021829,0.469229380978172,历史2/2次成功; 当前距低点0.47%; 最新日涨幅-4.81%; 状态confirmed_rebound; 底部未确认
32,73.03254839101393,70.97941754108398,300683,海特生物,bottom_area,2025-10-14,32.58,2025-10-13,31.78,2.5173064820641824,7.8980490874763944,27.210261108566186,True,-3.6095,4.6926,3,4,3,75.0,14.75202322682966,16.532137518684582,5.482693517935817,2.5173064820641824,历史3/4次成功; 当前距低点2.52%; 最新日涨幅-3.61%; 状态bottom_area; 底部已确认
33,73.01357657756355,68.13386355121477,603083,剑桥科技,confirmed_rebound,2025-10-14,101.76,2025-10-14,101.35,0.4045387271830398,12.461766156882103,28.877192982456144,False,-5.603,11.648,1,1,1,100.0,28.63554757630162,28.63554757630162,7.5954612728169595,0.4045387271830398,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-5.60%; 状态confirmed_rebound; 底部未确认
34,71.58725889238379,69.2655099553335,002123,梦网科技,bottom_area,2025-10-14,12.53,2025-10-13,12.25,2.2857142857142807,5.1428571428571495,29.39481268011528,False,-1.6484,2.5035,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,5.714285714285719,2.2857142857142807,历史2/3次成功; 当前距低点2.29%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
35,71.13680727109045,66.05540223720341,300969,恒帅股份,confirmed_rebound,2025-10-14,101.51,2025-10-14,101.36,0.14798737174428345,8.780584056827156,30.09655172413793,False,-4.2358,12.4513,1,1,1,100.0,14.316201316023482,14.316201316023482,7.852012628255717,0.14798737174428345,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-4.24%; 状态confirmed_rebound; 底部未确认
36,70.75458907734752,65.85598034888393,601869,长飞光纤,confirmed_rebound,2025-10-14,85.18,2025-10-14,84.95,0.27074749852855085,8.287227781047665,29.208333333333332,False,-3.86,2.7382,1,1,1,100.0,14.748842180263628,14.748842180263628,7.729252501471449,0.27074749852855085,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-3.86%; 状态confirmed_rebound; 底部未确认
37,70.7354775382508,68.35781442772135,300459,汤姆猫,bottom_area,2025-10-14,4.6,2025-10-13,4.5,2.2222222222222143,5.555555555555555,27.884615384615387,False,-2.1277,2.9931,4,6,4,66.66666666666666,14.074271116781395,19.047619047619044,5.777777777777786,2.2222222222222143,历史4/6次成功; 当前距低点2.22%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
38,68.74325490498397,64.31231532850637,301200,大族数控,confirmed_rebound,2025-10-14,88.05,2025-10-14,87.58,0.5366522036994735,8.175382507421782,28.19545789948348,False,-4.9239,0.964,1,1,1,100.0,9.709044908285884,9.709044908285884,7.463347796300527,0.5366522036994735,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-4.92%; 状态confirmed_rebound; 底部未确认
39,68.16239397601497,69.09731408557879,301076,新瀚新材,confirmed_rebound,2025-10-14,49.37,2025-10-13,47.15,4.708377518557792,10.07423117709438,29.076413959085446,True,-3.5554,6.9248,2,2,2,100.0,20.873197999411598,24.776699029126224,3.2916224814422086,4.708377518557792,历史2/2次成功; 当前距低点4.71%; 最新日涨幅-3.56%; 状态confirmed_rebound; 底部已确认
40,66.86110848007945,68.00350562335488,301320,豪江智能,bottom_area,2025-10-14,17.62,2025-10-13,16.8,4.880952380952382,7.8571428571428585,29.411764705882355,True,-1.2885,4.1845,1,1,1,100.0,13.34450027917365,13.34450027917365,3.1190476190476177,4.880952380952382,历史1/1次成功; 当前距低点4.88%; 最新日涨幅-1.29%; 状态bottom_area; 底部已确认
41,65.34609463881496,66.12515325633025,600749,西藏旅游,bottom_area,2025-10-14,18.13,2025-10-13,17.33,4.616272360069249,6.924408540103884,32.03921568627452,False,-0.494,4.7448,1,1,1,100.0,9.19491525423728,9.19491525423728,3.383727639930752,4.616272360069249,历史1/1次成功; 当前距低点4.62%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
42,64.64075577107026,60.83715546312369,603057,紫燕食品,confirmed_rebound,2025-10-14,19.04,2025-09-23,18.88,0.8474576271186449,8.050847457627116,28.267477203647424,True,-0.4705,0.6709,2,3,2,66.66666666666666,14.315549388642651,19.124700239808163,7.1525423728813555,0.8474576271186449,历史2/3次成功; 当前距低点0.85%; 最新日涨幅-0.47%; 状态confirmed_rebound; 底部已确认
