rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.67845458981445,82.14739052554026,002155,湖南黄金,bottom_area,2025-06-25,17.75,2025-06-24,17.57,1.0244735344336922,2.675014228799083,28.548190321268805,False,0.5666,2.0031,1,1,1,100.0,28.834355828220854,28.834355828220854,13.975526465566308,1.0244735344336922,历史1/1次成功; 当前距低点1.02%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
17,75.81218982886489,70.67807317589747,603681,永冠新材,bottom_area,2025-06-25,14.73,2025-06-20,14.2,3.7323943661971914,5.492957746478881,29.000000000000004,False,-0.8748,4.078,1,1,1,100.0,22.83834586466165,22.83834586466165,11.267605633802807,3.7323943661971914,历史1/1次成功; 当前距低点3.73%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
18,75.24269633655923,69.46587128895447,300164,通源石油,bottom_area,2025-06-25,5.79,2025-06-25,5.61,3.208556149732615,5.347593582887697,32.40963855421687,False,-6.462,37.1645,1,1,1,100.0,20.114942528735625,20.114942528735625,11.791443850267385,3.208556149732615,历史1/1次成功; 当前距低点3.21%; 最新日涨幅-6.46%; 状态bottom_area; 底部未确认
19,70.72523867182412,66.8547032221223,002615,哈尔斯,bottom_area,2025-06-25,8.17,2025-06-23,7.82,4.47570332480818,4.859335038363159,30.673758865248217,False,0.0,11.0402,2,3,2,66.66666666666666,27.80989320439935,28.84012539184954,10.524296675191819,4.47570332480818,历史2/3次成功; 当前距低点4.48%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
20,70.67631571996773,67.2478397592302,300436,广生堂,bottom_area,2025-06-25,34.09,2025-06-20,32.52,4.82779827798278,7.595325953259528,29.671280276816603,True,0.3533,5.5928,3,5,3,60.0,22.823762543177093,35.88379705400981,10.172201722017219,4.82779827798278,历史3/5次成功; 当前距低点4.83%; 最新日涨幅0.35%; 状态bottom_area; 底部已确认
21,70.57794991994237,65.97055247977686,603333,尚纬股份,bottom_area,2025-06-25,7.51,2025-06-23,7.23,3.872752420470254,7.1922544951590535,28.838582677165352,True,-1.1842,3.509,3,5,3,60.0,26.7227311744571,47.19626168224298,11.127247579529746,3.872752420470254,历史3/5次成功; 当前距低点3.87%; 最新日涨幅-1.18%; 状态bottom_area; 底部已确认
22,70.42025893565302,65.70168348534209,002172,澳洋健康,bottom_area,2025-06-25,3.85,2025-06-23,3.71,3.7735849056603805,7.277628032345014,27.11198428290766,True,0.0,7.3997,3,6,3,50.0,23.255145538966428,29.824561403508774,11.226415094339618,3.7735849056603805,历史3/6次成功; 当前距低点3.77%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
23,67.36013977120183,60.23483453473134,603139,康惠股份,bottom_area,2025-06-25,21.02,2025-06-20,20.71,1.4968614196040497,5.5528730082085875,31.42384105960264,False,0.0476,3.2343,1,4,1,25.0,29.315476190476186,29.315476190476186,13.503138580395948,1.4968614196040497,历史1/4次成功; 当前距低点1.50%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
24,66.16350451040584,62.543719277848474,688114,华大智造,bottom_area,2025-06-25,64.88,2025-06-23,62.1,4.476650563607076,5.024154589371976,28.20809248554913,False,1.7087,1.7439,2,4,2,50.0,24.08861592942264,27.745919717688572,10.523349436392923,4.476650563607076,历史2/4次成功; 当前距低点4.48%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
25,64.95719870376524,57.81664007480789,300483,首华燃气,bottom_area,2025-06-25,11.36,2025-06-25,11.22,1.2477718360071193,4.901960784313716,32.40963855421687,False,-5.8824,17.0455,1,3,1,33.33333333333333,44.56035767511176,44.56035767511176,13.75222816399288,1.2477718360071193,历史1/3次成功; 当前距低点1.25%; 最新日涨幅-5.88%; 状态bottom_area; 底部未确认
26,63.804451352959276,58.23725371566086,600250,南京商旅,bottom_area,2025-06-25,10.67,2025-06-23,10.4,2.5961538461538423,5.673076923076922,28.52233676975945,False,-0.0936,6.4219,2,6,2,33.33333333333333,36.46855457827038,53.93258426966293,12.403846153846157,2.5961538461538423,历史2/6次成功; 当前距低点2.60%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
27,60.94249652445263,57.0635315985814,300949,奥雅股份,bottom_area,2025-06-25,39.58,2025-06-23,38.07,3.9663777252429684,6.0152350932492755,27.89772727272727,False,0.1518,5.4702,1,2,1,50.0,21.703617269544917,21.703617269544917,11.03362227475703,3.9663777252429684,历史1/2次成功; 当前距低点3.97%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
28,60.940285146152824,57.43063521626968,603011,合锻智能,bottom_area,2025-06-25,15.48,2025-06-20,14.84,4.312668463611864,7.614555256064695,28.170377541142305,True,-0.8963,9.9392,1,2,1,50.0,41.201716738197426,41.201716738197426,10.687331536388136,4.312668463611864,历史1/2次成功; 当前距低点4.31%; 最新日涨幅-0.90%; 状态bottom_area; 底部已确认
29,56.232785643807134,49.70794147425609,688059,华锐精密,bottom_area,2025-06-25,45.9,2025-06-25,45.5,0.879120879120876,3.868131868131864,31.5480667970513,False,-0.5633,2.1178,1,5,1,20.0,38.29213483146067,38.29213483146067,14.120879120879124,0.879120879120876,历史1/5次成功; 当前距低点0.88%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
30,55.13793853764649,51.72960886930176,002811,郑中设计,bottom_area,2025-06-25,10.48,2025-06-23,10.07,4.071499503475671,5.56107249255214,31.728813559322035,False,-0.6635,3.0419,1,2,1,50.0,16.78832116788322,16.78832116788322,10.928500496524329,4.071499503475671,历史1/2次成功; 当前距低点4.07%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
31,53.943594522847214,50.98874232973274,300640,德艺文创,bottom_area,2025-06-25,6.54,2025-06-23,6.26,4.472843450479237,6.230031948881798,27.880184331797235,False,-0.9091,8.2605,1,2,1,50.0,17.724867724867735,17.724867724867735,10.527156549520763,4.472843450479237,历史1/2次成功; 当前距低点4.47%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
