rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.72936579095047,87.17743549392898,300745,欣锐科技,bottom_area,2024-01-11,24.61,2024-01-10,24.05,2.3284823284823233,3.783783783783784,27.777777777777768,False,1.1924,2.3071,4,4,4,100.0,21.862232273487457,36.150000000000006,7.671517671517678,2.3284823284823233,历史4/4次成功; 当前距低点2.33%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
15,79.84360013365877,76.3778978331378,603186,华正新材,bottom_area,2024-01-11,31.14,2024-01-10,30.33,2.670623145400601,3.461918892185957,30.911161731207294,False,1.798,1.221,1,1,1,100.0,17.994186046511643,17.994186046511643,7.329376854599399,2.670623145400601,历史1/1次成功; 当前距低点2.67%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
16,79.76467692345723,76.72064418298339,002385,大北农,bottom_area,2024-01-11,5.57,2024-01-09,5.41,2.957486136783736,3.3271719038816956,27.38255033557047,False,1.0889,0.986,1,1,1,100.0,23.353293413173663,23.353293413173663,7.042513863216264,2.957486136783736,历史1/1次成功; 当前距低点2.96%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
17,79.66937943717127,76.72644721521773,002355,兴民智通,bottom_area,2024-01-11,5.11,2024-01-10,4.96,3.0241935483871036,3.2258064516129057,28.427128427128423,False,2.2,2.6196,4,5,4,80.0,17.535529599679155,21.138211382113823,6.975806451612897,3.0241935483871036,历史4/5次成功; 当前距低点3.02%; 最新日涨幅2.20%; 状态bottom_area; 底部未确认
18,78.84670077893036,76.79915930844125,603306,华懋科技,bottom_area,2024-01-11,23.48,2024-01-11,22.66,3.6187113857016784,3.6187113857016784,27.603833865814696,False,3.4361,1.8013,2,2,2,100.0,15.214092837855201,19.519094766619503,6.381288614298322,3.6187113857016784,历史2/2次成功; 当前距低点3.62%; 最新日涨幅3.44%; 状态bottom_area; 底部未确认
19,78.05594363943757,76.65709160288851,002284,亚太股份,bottom_area,2024-01-11,8.22,2024-01-10,7.9,4.050632911392409,5.69620253164556,30.457746478873233,False,3.1368,2.3172,2,2,2,100.0,19.744809897113992,27.214170692431566,5.949367088607592,4.050632911392409,历史2/2次成功; 当前距低点4.05%; 最新日涨幅3.14%; 状态bottom_area; 底部未确认
20,77.63388326548187,74.90100862641012,001366,播恩集团,bottom_area,2024-01-11,15.54,2024-01-11,15.07,3.1187790311877825,3.384207033842069,27.478344562078927,False,1.7682,9.5982,1,1,1,100.0,15.547445255474459,15.547445255474459,6.881220968812219,3.1187790311877825,历史1/1次成功; 当前距低点3.12%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
21,77.40666012672187,74.49176497550638,601933,永辉超市,bottom_area,2024-01-11,2.76,2024-01-10,2.68,2.9850746268656576,3.731343283582076,32.83208020050125,False,0.0,0.37,1,1,1,100.0,11.70825335892515,11.70825335892515,7.014925373134343,2.9850746268656576,历史1/1次成功; 当前距低点2.99%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
22,77.35826033139175,74.47272589321325,300413,芒果超媒,bottom_area,2024-01-11,22.97,2024-01-11,22.3,3.004484304932727,3.8116591928251022,28.79948914431673,False,2.1343,2.1414,1,1,1,100.0,11.843817787418656,11.843817787418656,6.995515695067274,3.004484304932727,历史1/1次成功; 当前距低点3.00%; 最新日涨幅2.13%; 状态bottom_area; 底部未确认
23,77.0351637128197,74.25476459404888,301488,豪恩汽电,bottom_area,2024-01-11,64.79,2024-01-10,62.86,3.07031498568248,3.802099904549794,30.0,False,2.3215,4.789,1,1,1,100.0,11.478939577445836,11.478939577445836,6.9296850143175215,3.07031498568248,历史1/1次成功; 当前距低点3.07%; 最新日涨幅2.32%; 状态bottom_area; 底部未确认
24,76.51515521139139,74.92770385845795,002632,道明光学,bottom_area,2024-01-11,8.26,2024-01-11,7.95,3.899371069182385,4.276729559748415,31.876606683804624,False,2.7363,6.7144,1,1,1,100.0,25.259515570934255,25.259515570934255,6.100628930817615,3.899371069182385,历史1/1次成功; 当前距低点3.90%; 最新日涨幅2.74%; 状态bottom_area; 底部未确认
25,75.63418393707192,71.009071969697,603286,日盈电子,bottom_area,2024-01-11,23.49,2024-01-11,23.1,1.6883116883116753,2.1212121212121144,31.37254901960783,False,0.8587,2.683,2,3,2,66.66666666666666,15.97718253968253,16.874999999999986,8.311688311688325,1.6883116883116753,历史2/3次成功; 当前距低点1.69%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
26,75.31197902446696,74.88560548880497,002041,登海种业,bottom_area,2024-01-11,12.47,2024-01-10,11.91,4.701931150293874,4.701931150293874,29.484902309058615,False,2.297,0.5767,2,2,2,100.0,18.2043468358871,21.395106715252467,5.298068849706127,4.701931150293874,历史2/2次成功; 当前距低点4.70%; 最新日涨幅2.30%; 状态bottom_area; 底部未确认
27,74.76006056619724,73.32924600990641,002195,岩山科技,bottom_area,2024-01-11,2.87,2024-01-11,2.76,3.985507246376824,4.347826086956526,29.230769230769234,False,3.2374,1.8414,1,1,1,100.0,17.72151898734177,17.72151898734177,6.014492753623177,3.985507246376824,历史1/1次成功; 当前距低点3.99%; 最新日涨幅3.24%; 状态bottom_area; 底部未确认
28,74.3130779720414,72.86872628929659,301509,金凯生科,bottom_area,2024-01-11,61.55,2024-01-10,59.2,3.9695945945945845,6.418918918918914,29.69956062225388,False,3.7068,5.8181,1,1,1,100.0,15.05054819877544,15.05054819877544,6.030405405405416,3.9695945945945845,历史1/1次成功; 当前距低点3.97%; 最新日涨幅3.71%; 状态bottom_area; 底部未确认
29,71.12953789468531,68.59299164041255,002660,茂硕电源,bottom_area,2024-01-11,10.33,2024-01-10,10.02,3.093812375249506,3.9920159680638756,31.275720164609055,False,2.5819,8.9828,2,3,2,66.66666666666666,20.21622144792876,24.71428571428572,6.906187624750494,3.093812375249506,历史2/3次成功; 当前距低点3.09%; 最新日涨幅2.58%; 状态bottom_area; 底部未确认
30,69.27002834774423,68.0236714804133,605218,伟时电子,bottom_area,2024-01-11,21.34,2024-01-11,20.51,4.046806435884926,4.485616772306183,29.78432043820609,False,2.8434,4.4403,2,3,2,66.66666666666666,28.83722305142083,42.36874236874236,5.953193564115075,4.046806435884926,历史2/3次成功; 当前距低点4.05%; 最新日涨幅2.84%; 状态bottom_area; 底部未确认
31,68.71559322828678,67.72575526669658,002862,实丰文化,bottom_area,2024-01-11,18.2,2024-01-11,17.46,4.238258877434125,5.0973654066437595,30.13205282112844,False,-6.1856,26.7368,1,1,1,100.0,23.381642512077295,23.381642512077295,5.761741122565875,4.238258877434125,历史1/1次成功; 当前距低点4.24%; 最新日涨幅-6.19%; 状态bottom_area; 底部未确认
32,67.95537180224302,66.0288820666513,300601,康泰生物,bottom_area,2024-01-11,25.5,2024-01-09,24.64,3.490259740259738,6.006493506493507,27.911059098888234,False,0.9901,1.5565,2,3,2,66.66666666666666,11.290363482671175,11.580726965342352,6.509740259740263,3.490259740259738,历史2/3次成功; 当前距低点3.49%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
33,65.9984276718533,64.14917222023756,688111,金山办公,bottom_area,2024-01-11,256.7,2024-01-10,248.0,3.508064516129027,4.995967741935478,29.541451218819255,False,2.2302,0.7049,2,4,2,50.0,20.84709310221366,27.68058076225045,6.491935483870972,3.508064516129027,历史2/4次成功; 当前距低点3.51%; 最新日涨幅2.23%; 状态bottom_area; 底部未确认
34,65.5406933985905,65.48912715673481,605167,利柏特,confirmed_rebound,2024-01-11,10.16,2024-01-09,9.68,4.958677685950417,10.0206611570248,30.309575233981285,True,-1.6457,19.0375,1,1,1,100.0,10.994152046783618,10.994152046783618,5.041322314049584,4.958677685950417,历史1/1次成功; 当前距低点4.96%; 最新日涨幅-1.65%; 状态confirmed_rebound; 底部已确认
35,63.1213732882676,60.39617980907752,300451,创业慧康,bottom_area,2024-01-11,5.74,2024-01-10,5.59,2.683363148479434,3.577817531305907,29.773869346733672,False,1.773,1.8767,1,2,1,50.0,23.89380530973452,23.89380530973452,7.316636851520567,2.683363148479434,历史1/2次成功; 当前距低点2.68%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
36,61.59609373467983,59.6712158054711,601777,千里科技,bottom_area,2024-01-11,3.41,2024-01-08,3.3,3.333333333333343,3.9393939393939497,28.41648590021693,False,1.791,0.2528,1,2,1,50.0,27.96352583586626,27.96352583586626,6.666666666666657,3.333333333333343,历史1/2次成功; 当前距低点3.33%; 最新日涨幅1.79%; 状态bottom_area; 底部未确认
37,59.68815790467234,56.29148167291209,605178,时空科技,bottom_area,2024-01-11,21.71,2024-01-11,21.3,1.9248826291079817,2.2535211267605653,30.163934426229506,False,1.4012,5.264,1,3,1,33.33333333333333,11.97247706422018,11.97247706422018,8.075117370892018,1.9248826291079817,历史1/3次成功; 当前距低点1.92%; 最新日涨幅1.40%; 状态bottom_area; 底部未确认
38,59.55150327918929,59.32112995896033,000058,深赛格,bottom_area,2024-01-11,7.21,2024-01-09,6.88,4.796511627906978,8.575581395348836,27.426160337552748,True,0.5579,1.7469,1,2,1,50.0,34.82352941176472,34.82352941176472,5.203488372093023,4.796511627906978,历史1/2次成功; 当前距低点4.80%; 最新日涨幅0.56%; 状态bottom_area; 底部已确认
39,58.99074674628133,57.00651253754279,605118,力鼎光电,bottom_area,2024-01-11,21.26,2024-01-10,20.6,3.203883495145632,6.7961165048543615,29.62077212162623,False,1.5767,3.0863,1,2,1,50.0,12.050359712230225,12.050359712230225,6.796116504854369,3.203883495145632,历史1/2次成功; 当前距低点3.20%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
40,58.10535373548745,57.03525323950448,600986,浙文互联,bottom_area,2024-01-11,5.17,2024-01-10,4.97,4.024144869215295,4.426559356136834,30.489510489510497,False,3.1936,2.4191,1,2,1,50.0,22.25969645868466,22.25969645868466,5.975855130784705,4.024144869215295,历史1/2次成功; 当前距低点4.02%; 最新日涨幅3.19%; 状态bottom_area; 底部未确认
41,55.77397630500166,55.56241600358521,301360,荣旗科技,bottom_area,2024-01-11,69.86,2024-01-11,66.66,4.800480048004805,6.705670567056704,32.489366011748025,False,1.3639,10.8322,1,2,1,50.0,23.857583403420236,23.857583403420236,5.199519951995195,4.800480048004805,历史1/2次成功; 当前距低点4.80%; 最新日涨幅1.36%; 状态bottom_area; 底部未确认
42,55.753225416621255,54.33051081016869,002324,普利特,confirmed_rebound,2024-01-11,11.38,2024-01-09,10.98,3.6429872495446296,12.477231329690339,28.608582574772434,False,3.5487,1.8132,1,2,1,50.0,13.260869565217392,13.260869565217392,6.357012750455371,3.6429872495446296,历史1/2次成功; 当前距低点3.64%; 最新日涨幅3.55%; 状态confirmed_rebound; 底部未确认
