rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.25776249861373,80.5196761065963,603099,长白山,confirmed_rebound,2024-01-30,28.5,2024-01-29,28.11,1.3874066168623287,11.704019921736034,30.506798516687272,False,0.3875,10.1198,2,2,2,100.0,18.08044727442149,24.671532846715323,8.612593383137671,1.3874066168623287,历史2/2次成功; 当前距低点1.39%; 最新日涨幅0.39%; 状态confirmed_rebound; 底部未确认
15,79.15198991024752,72.07663492583234,300682,朗新科技,bottom_area,2024-01-30,11.44,2024-01-30,11.43,0.08748906386701476,5.686789151356083,30.936555891238676,False,-3.0508,1.2414,2,2,2,100.0,19.0651074809093,21.503593145384194,9.912510936132986,0.08748906386701476,历史2/2次成功; 当前距低点0.09%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
16,78.22931201418706,72.19431822506088,300421,力星股份,bottom_area,2024-01-30,8.96,2024-01-30,8.89,0.7874015748031528,5.7367829021372305,32.13740458015267,False,-3.2397,4.2535,2,2,2,100.0,28.27738610544126,43.59974009096816,9.212598425196848,0.7874015748031528,历史2/2次成功; 当前距低点0.79%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
17,78.10679903728841,72.09419976809181,002803,吉宏股份,bottom_area,2024-01-30,15.18,2024-01-30,15.06,0.7968127490039788,4.913678618857903,27.769784172661872,False,-3.8632,3.6639,2,2,2,100.0,27.854477611940297,41.25000000000001,9.203187250996022,0.7968127490039788,历史2/2次成功; 当前距低点0.80%; 最新日涨幅-3.86%; 状态bottom_area; 底部未确认
18,77.95253410753372,75.73260228733008,605158,华达新材,confirmed_rebound,2024-01-30,7.13,2024-01-24,6.89,3.4833091436865056,10.59506531204645,28.15432742440042,True,0.8487,3.3441,1,1,1,100.0,25.5083179297597,25.5083179297597,6.516690856313495,3.4833091436865056,历史1/1次成功; 当前距低点3.48%; 最新日涨幅0.85%; 状态confirmed_rebound; 底部已确认
19,77.92242166251455,71.47123166380338,000516,国际医学,bottom_area,2024-01-30,6.47,2024-01-30,6.44,0.46583850931676024,4.347826086956511,31.995776135163673,False,-2.9985,0.9755,1,1,1,100.0,26.89969604863221,26.89969604863221,9.53416149068324,0.46583850931676024,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-3.00%; 状态bottom_area; 底部未确认
20,77.90479941567109,70.82254492333735,002050,三花智控,bottom_area,2024-01-30,20.61,2024-01-30,20.61,0.0,5.822416302765644,30.0169779286927,False,-0.9611,1.1156,2,2,2,100.0,13.293252276007243,13.890426120641935,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
21,77.35683612849051,70.59211775387901,301525,儒竞科技,bottom_area,2024-01-30,65.44,2024-01-30,65.31,0.19905068136578694,4.516919307916097,29.402226786293372,False,-4.7175,3.9231,1,1,1,100.0,29.118028534370954,29.118028534370954,9.800949318634213,0.19905068136578694,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-4.72%; 状态bottom_area; 底部未确认
22,76.95777427093105,69.96161297357368,605577,龙版传媒,bottom_area,2024-01-30,22.46,2024-01-30,22.46,0.0,5.431878895814776,30.785824345146384,False,-9.98,12.7378,3,4,3,75.0,39.71297297620256,80.80939947780678,10.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
23,76.6286513073428,75.07058261162973,601069,西部黄金,bottom_area,2024-01-30,10.6,2024-01-24,10.2,3.921568627450984,8.921568627450982,27.246790299572044,True,-2.3041,0.424,1,1,1,100.0,39.579349904397695,39.579349904397695,6.078431372549017,3.921568627450984,历史1/1次成功; 当前距低点3.92%; 最新日涨幅-2.30%; 状态bottom_area; 底部已确认
24,76.5196592989905,70.06810543964231,002384,东山精密,bottom_area,2024-01-30,13.25,2024-01-30,13.2,0.37878787878788417,3.9393939393939497,27.750410509031205,False,-2.6451,1.9558,1,1,1,100.0,18.28893442622951,18.28893442622951,9.621212121212116,0.37878787878788417,历史1/1次成功; 当前距低点0.38%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
25,76.0396571319589,69.24116204243593,002304,洋河股份,bottom_area,2024-01-30,92.6,2024-01-24,92.52,0.08646779074794456,5.544747081712073,27.53759398496241,False,-3.2696,0.447,1,1,1,100.0,20.474777448071226,20.474777448071226,9.913532209252056,0.08646779074794456,历史1/1次成功; 当前距低点0.09%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
26,74.61947036719025,67.94927493438321,605180,华生科技,bottom_area,2024-01-30,11.44,2024-01-30,11.43,0.08748906386701476,4.461942257217847,32.84371327849589,False,-3.2149,9.7041,1,1,1,100.0,13.541666666666663,13.541666666666663,9.912510936132986,0.08748906386701476,历史1/1次成功; 当前距低点0.09%; 最新日涨幅-3.21%; 状态bottom_area; 底部未确认
27,74.2743971530118,68.46247482936764,603035,常熟汽饰,bottom_area,2024-01-30,13.9,2024-01-30,13.8,0.7246376811594177,5.362318840579698,27.786499215070638,False,-4.0718,2.2789,1,1,1,100.0,24.111014744145717,24.111014744145717,9.275362318840582,0.7246376811594177,历史1/1次成功; 当前距低点0.72%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
28,73.55732794367712,71.7766788769098,002467,二六三,confirmed_rebound,2024-01-30,3.91,2024-01-23,3.77,3.713527851458889,11.140583554376668,27.220077220077215,True,-2.005,1.1129,2,2,2,100.0,12.868399882989609,13.91509433962264,6.286472148541112,3.713527851458889,历史2/2次成功; 当前距低点3.71%; 最新日涨幅-2.00%; 状态confirmed_rebound; 底部已确认
29,72.8647279793148,66.79557399731347,002635,安洁科技,bottom_area,2024-01-30,11.49,2024-01-30,11.44,0.43706293706294325,4.982517482517485,32.50737463126844,False,-3.5264,2.1842,1,1,1,100.0,11.624072547403118,11.624072547403118,9.562937062937058,0.43706293706294325,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-3.53%; 状态bottom_area; 底部未确认
30,72.24581937905897,70.73529670831566,000021,深科技,confirmed_rebound,2024-01-30,12.55,2024-01-23,12.08,3.8907284768211974,11.175496688741719,32.13483146067416,True,-2.1061,1.3463,1,1,1,100.0,26.108374384236456,26.108374384236456,6.109271523178803,3.8907284768211974,历史1/1次成功; 当前距低点3.89%; 最新日涨幅-2.11%; 状态confirmed_rebound; 底部已确认
31,72.21510259438396,66.15257849127143,300432,富临精工,bottom_area,2024-01-30,7.54,2024-01-30,7.51,0.39946737683089545,5.326231691078567,32.46402877697842,False,-4.0712,1.1049,3,4,3,75.0,11.872925324977777,13.323239969719907,9.600532623169105,0.39946737683089545,历史3/4次成功; 当前距低点0.40%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
32,71.7181867097006,65.19835155427327,002824,和胜股份,bottom_area,2024-01-30,14.86,2024-01-30,14.86,0.0,4.643337819650076,28.212560386473427,False,-3.5065,1.1382,3,4,3,75.0,14.104040614372417,19.06976744186047,10.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-3.51%; 状态bottom_area; 底部未确认
33,71.65059877993029,67.51235625334307,603032,德新科技,bottom_area,2024-01-30,16.82,2024-01-30,16.51,1.877649909145964,6.8443367655966005,30.630252100840334,False,0.1787,4.3795,2,4,2,50.0,18.94300024836494,25.53191489361702,8.122350090854036,1.877649909145964,历史2/4次成功; 当前距低点1.88%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
34,71.4042582926905,69.42490980050586,300350,华鹏飞,bottom_area,2024-01-30,4.7,2024-01-30,4.54,3.524229074889871,8.590308370044045,31.10773899848255,False,-6.3745,10.1554,1,1,1,100.0,23.76425855513308,23.76425855513308,6.4757709251101305,3.524229074889871,历史1/1次成功; 当前距低点3.52%; 最新日涨幅-6.37%; 状态bottom_area; 底部未确认
35,70.49108321384934,69.39632830213122,600318,新力金融,bottom_area,2024-01-30,7.48,2024-01-30,7.18,4.1782729805014025,6.406685236768802,32.77153558052434,False,-6.2657,22.8395,1,1,1,100.0,31.627906976744185,31.627906976744185,5.821727019498598,4.1782729805014025,历史1/1次成功; 当前距低点4.18%; 最新日涨幅-6.27%; 状态bottom_area; 底部未确认
36,70.35453292444166,68.49934240107912,000989,九芝堂,confirmed_rebound,2024-01-30,8.64,2024-01-24,8.34,3.597122302158282,10.91127098321343,28.65697177074422,True,-4.1065,1.1729,1,1,1,100.0,20.703125,20.703125,6.402877697841719,3.597122302158282,历史1/1次成功; 当前距低点3.60%; 最新日涨幅-4.11%; 状态confirmed_rebound; 底部已确认
37,69.15509998278132,63.25284414387803,300530,领湃科技,bottom_area,2024-01-30,18.84,2024-01-30,18.78,0.31948881789136696,5.697550585729501,30.95588235294117,False,-3.3846,1.394,3,5,3,60.0,27.802573379948058,34.07510431154381,9.680511182108633,0.31948881789136696,历史3/5次成功; 当前距低点0.32%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
38,68.12856201736584,67.4663159710245,002330,得利斯,confirmed_rebound,2024-01-30,4.89,2024-01-23,4.68,4.487179487179486,10.683760683760685,29.198184568835106,True,-2.3952,0.9853,1,1,1,100.0,15.844544095665164,15.844544095665164,5.512820512820514,4.487179487179486,历史1/1次成功; 当前距低点4.49%; 最新日涨幅-2.40%; 状态confirmed_rebound; 底部已确认
39,66.49146699442025,65.91517806052327,001201,东瑞股份,confirmed_rebound,2024-01-30,19.33,2024-01-24,18.49,4.542996214169821,11.303407247160628,29.2113323124043,True,-3.9264,1.2788,1,1,1,100.0,18.4043517679057,18.4043517679057,5.457003785830179,4.542996214169821,历史1/1次成功; 当前距低点4.54%; 最新日涨幅-3.93%; 状态confirmed_rebound; 底部已确认
40,66.36311020834665,60.67820995525701,300769,德方纳米,bottom_area,2024-01-30,43.26,2024-01-30,43.13,0.30141432877346497,5.100857871551114,31.124241456403702,False,-3.2431,3.595,3,5,3,60.0,13.738895832583383,20.592193808882907,9.698585671226535,0.30141432877346497,历史3/5次成功; 当前距低点0.30%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
41,64.7716286649426,58.88329878631144,605255,天普股份,bottom_area,2024-01-30,15.75,2024-01-30,15.75,0.0,4.444444444444439,28.40909090909091,False,-10.0,4.368,2,3,2,66.66666666666666,14.874366234649367,16.069142125480155,10.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
42,61.738983126205724,57.396253360363644,002007,华兰生物,bottom_area,2024-01-30,18.12,2024-01-23,17.91,1.1725293132328356,6.923506420993849,27.046843177189412,False,-2.5282,0.4593,1,2,1,50.0,11.718388142658643,11.718388142658643,8.827470686767166,1.1725293132328356,历史1/2次成功; 当前距低点1.17%; 最新日涨幅-2.53%; 状态bottom_area; 底部未确认
