rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.5308525883424,79.10363878904818,002481,双塔食品,bottom_area,2024-06-27,3.88,2024-06-27,3.87,0.25839793281653195,3.1007751937984525,27.25563909774436,False,-2.7569,1.1561,3,3,3,100.0,32.057989655214385,54.6583850931677,14.741602067183468,0.25839793281653195,历史3/3次成功; 当前距低点0.26%; 最新日涨幅-2.76%; 状态bottom_area; 底部未确认
13,84.8029664791977,75.6970902512225,300393,中来股份,bottom_area,2024-06-27,5.79,2024-06-26,5.71,1.4010507880910694,5.078809106830123,29.766297662976637,False,-3.3389,1.1788,4,5,4,80.0,24.792935742312604,36.516853932584276,13.59894921190893,1.4010507880910694,历史4/5次成功; 当前距低点1.40%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
14,84.73323584357655,75.72521534971646,605089,味知香,bottom_area,2024-06-27,21.47,2024-06-25,21.16,1.4650283553875174,4.867674858223068,27.658119658119656,False,-2.9824,0.2487,1,1,1,100.0,22.180000000000007,22.180000000000007,13.534971644612481,1.4650283553875174,历史1/1次成功; 当前距低点1.47%; 最新日涨幅-2.98%; 状态bottom_area; 底部未确认
15,84.43744914246787,75.36280005346161,601388,怡球资源,bottom_area,2024-06-27,2.18,2024-06-26,2.15,1.395348837209314,4.1860465116279215,27.609427609427616,False,-2.6786,0.6525,3,4,3,75.0,23.544061302681985,35.632183908045974,13.604651162790685,1.395348837209314,历史3/4次成功; 当前距低点1.40%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
16,84.21984023131618,76.04048538853614,002838,道恩股份,bottom_area,2024-06-27,9.12,2024-06-26,8.94,2.0134228187919434,5.369127516778528,28.934817170111295,False,-2.5641,0.6257,4,5,4,80.0,23.930588254740684,38.59649122807017,12.986577181208055,2.0134228187919434,历史4/5次成功; 当前距低点2.01%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
17,83.99648050153291,74.82695819521234,600345,长江通信,bottom_area,2024-06-27,18.01,2024-06-26,17.78,1.2935883014623195,6.0742407199100015,27.694184627897517,False,-4.3039,7.1644,1,1,1,100.0,25.46419098143237,25.46419098143237,13.706411698537678,1.2935883014623195,历史1/1次成功; 当前距低点1.29%; 最新日涨幅-4.30%; 状态bottom_area; 底部未确认
18,83.43110397804845,73.9524296228371,002761,浙江建投,bottom_area,2024-06-27,7.88,2024-06-26,7.8,1.0256410256410264,3.205128205128217,32.173913043478265,False,-2.1118,1.1445,4,6,4,66.66666666666666,29.485077928128906,43.73730534867976,13.974358974358973,1.0256410256410264,历史4/6次成功; 当前距低点1.03%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
19,82.93781430041277,74.73414889190435,603180,金牌家居,bottom_area,2024-06-27,19.24,2024-06-24,18.88,1.906779661016946,4.661016949152557,28.403488813045136,False,-1.7866,0.5106,3,4,3,75.0,26.433368381844026,31.366822429906527,13.093220338983052,1.906779661016946,历史3/4次成功; 当前距低点1.91%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
20,82.8775635926578,74.7178115198686,000722,湖南发展,bottom_area,2024-06-27,8.96,2024-06-26,8.79,1.9340159271900081,4.436860068259393,29.454253611556997,False,-2.0765,1.3102,3,4,3,75.0,26.67939695624636,36.6412213740458,13.065984072809991,1.9340159271900081,历史3/4次成功; 当前距低点1.93%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
21,82.70287739670896,73.47516652640576,002459,晶澳科技,bottom_area,2024-06-27,11.45,2024-06-26,11.32,1.148409893992924,4.9469964664310995,30.46683046683047,False,-3.0483,1.2118,3,4,3,75.0,20.58355421886888,26.683937823834192,13.851590106007075,1.148409893992924,历史3/4次成功; 当前距低点1.15%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
22,82.17149026102175,75.05294475798595,000034,神州数码,bottom_area,2024-06-27,22.22,2024-06-25,21.65,2.6327944572748283,5.958429561200937,30.985017532674537,False,-2.7997,3.2553,2,2,2,100.0,16.213527529960025,16.910866910866908,12.367205542725172,2.6327944572748283,历史2/2次成功; 当前距低点2.63%; 最新日涨幅-2.80%; 状态bottom_area; 底部未确认
23,81.85602437443482,75.0139332015583,601908,京运通,bottom_area,2024-06-27,2.56,2024-06-24,2.49,2.811244979919672,6.827309236947787,28.857142857142854,False,-3.3962,0.6954,2,2,2,100.0,28.406299762231964,40.33898305084744,12.188755020080327,2.811244979919672,历史2/2次成功; 当前距低点2.81%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
24,81.20312458967965,70.88984375000001,002345,潮宏基,bottom_area,2024-06-27,4.76,2024-06-27,4.75,0.2105263157894692,3.578947368421051,27.701674277016746,False,-3.4483,1.0225,1,1,1,100.0,30.859375,30.859375,14.789473684210531,0.2105263157894692,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
25,81.14370405457913,73.74377973687218,002208,合肥城建,bottom_area,2024-06-27,4.33,2024-06-25,4.23,2.3640661938534193,5.67375886524821,28.42639593908629,False,-1.8141,0.7194,1,1,1,100.0,22.54758418740848,22.54758418740848,12.635933806146578,2.3640661938534193,历史1/1次成功; 当前距低点2.36%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
26,80.78021680077015,70.91766562617819,300755,华致酒行,bottom_area,2024-06-27,13.77,2024-06-26,13.7,0.5109489051094911,4.233576642335767,27.47485442032822,False,-2.1322,0.605,1,1,1,100.0,24.47650069799908,24.47650069799908,14.48905109489051,0.5109489051094911,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
27,80.38653104935334,74.66659043659044,001218,丽臣实业,bottom_area,2024-06-27,14.94,2024-06-24,14.43,3.534303534303533,5.959805959805956,27.121212121212125,False,-1.321,1.1871,2,2,2,100.0,25.18711018711019,29.999999999999993,11.465696465696466,3.534303534303533,历史2/2次成功; 当前距低点3.53%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
28,80.10552917235518,72.61846458960639,688017,绿的谐波,bottom_area,2024-06-27,82.06,2024-06-26,80.27,2.2299738382957597,5.506415846518005,28.85757334042365,False,-1.7951,1.6674,3,4,3,75.0,19.02045667161674,22.08643815201191,12.77002616170424,2.2299738382957597,历史3/4次成功; 当前距低点2.23%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
29,79.8276754233643,70.08387181625713,600295,鄂尔多斯,bottom_area,2024-06-27,9.8,2024-06-27,9.75,0.5128205128205201,2.564102564102564,27.61692650334076,False,-2.1956,0.3481,1,1,1,100.0,20.016680567139286,20.016680567139286,14.48717948717948,0.5128205128205201,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
30,79.36111848909901,73.42181786534849,002163,海南发展,bottom_area,2024-06-27,5.6,2024-06-26,5.42,3.321033210332098,6.0885608856088576,28.306878306878303,False,-2.0979,0.4907,1,1,1,100.0,32.54716981132074,32.54716981132074,11.678966789667902,3.321033210332098,历史1/1次成功; 当前距低点3.32%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
31,78.47042192435758,73.33550101391208,001212,中旗新材,bottom_area,2024-06-27,20.43,2024-06-25,19.67,3.8637519064565224,6.659888154550068,31.103327495621713,False,-1.7316,1.6339,3,4,3,75.0,42.90244817544601,82.06521739130437,11.136248093543477,3.8637519064565224,历史3/4次成功; 当前距低点3.86%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
32,78.0445281466263,72.82509161797613,000524,岭南控股,bottom_area,2024-06-27,7.96,2024-06-24,7.67,3.780964797913951,6.127770534550204,28.116213683223997,False,-0.6242,0.8044,2,2,2,100.0,18.31016858720398,21.550094517958406,11.219035202086049,3.780964797913951,历史2/2次成功; 当前距低点3.78%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
33,77.10157616771657,67.75785671458027,603305,旭升集团,bottom_area,2024-06-27,10.66,2024-06-26,10.6,0.5660377358490614,5.566037735849055,27.645051194539256,False,-4.7364,1.1815,3,4,3,75.0,22.545283614602845,32.41061130334487,14.433962264150937,0.5660377358490614,历史3/4次成功; 当前距低点0.57%; 最新日涨幅-4.74%; 状态bottom_area; 底部未确认
34,77.03923046641667,67.7239225822721,002572,索菲亚,bottom_area,2024-06-27,15.54,2024-06-27,15.45,0.5825242718446593,4.142394822006476,28.27298050139276,False,-3.4783,1.6968,1,1,1,100.0,18.398268398268392,18.398268398268392,14.41747572815534,0.5825242718446593,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-3.48%; 状态bottom_area; 底部未确认
35,76.91540502793295,66.88296089385474,600246,万通发展,bottom_area,2024-06-27,7.37,2024-06-27,7.37,0.0,12.890094979647222,28.37706511175898,False,-10.0122,3.5528,1,1,1,100.0,18.99441340782122,18.99441340782122,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
36,76.6835447761194,66.6813432835821,300450,先导智能,bottom_area,2024-06-27,16.76,2024-06-27,16.76,0.0,3.1026252983293525,27.003484320557487,False,-3.7335,1.4323,1,1,1,100.0,17.91044776119403,17.91044776119403,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.73%; 状态bottom_area; 底部未确认
37,76.62784111117963,71.59389534475179,002240,盛新锂能,bottom_area,2024-06-27,13.76,2024-06-25,13.25,3.849056603773583,9.0566037735849,30.664573521716378,True,-2.9619,2.1161,3,4,3,75.0,24.16529248040619,33.42198581560282,11.150943396226417,3.849056603773583,历史3/4次成功; 当前距低点3.85%; 最新日涨幅-2.96%; 状态bottom_area; 底部已确认
38,76.02576816959453,70.95047846889952,601588,北辰实业,bottom_area,2024-06-27,1.37,2024-06-24,1.32,3.7878787878787907,10.606060606060598,32.6530612244898,True,-2.1429,0.7329,1,1,1,100.0,15.789473684210531,15.789473684210531,11.21212121212121,3.7878787878787907,历史1/1次成功; 当前距低点3.79%; 最新日涨幅-2.14%; 状态bottom_area; 底部已确认
39,75.76596342835283,70.96316372152441,001308,康冠科技,bottom_area,2024-06-27,22.2,2024-06-24,21.35,3.9812646370023317,6.463700234192032,28.66688940862011,False,-2.03,1.7836,1,1,1,100.0,27.421758569299566,27.421758569299566,11.018735362997667,3.9812646370023317,历史1/1次成功; 当前距低点3.98%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
40,75.55080115936768,70.6717866030876,600984,建设机械,bottom_area,2024-06-27,2.39,2024-06-25,2.3,3.913043478260883,11.304347826086968,28.57142857142858,True,-2.0492,1.0338,3,4,3,75.0,19.992073836141934,20.705882352941174,11.086956521739117,3.913043478260883,历史3/4次成功; 当前距低点3.91%; 最新日涨幅-2.05%; 状态bottom_area; 底部已确认
41,73.41942728471695,66.63814200096492,002392,北京利尔,bottom_area,2024-06-27,3.12,2024-06-24,3.05,2.2950819672131244,8.852459016393443,27.55344418052257,True,-3.1056,1.6261,2,3,2,66.66666666666666,23.410011933033243,28.838951310861425,12.704918032786875,2.2950819672131244,历史2/3次成功; 当前距低点2.30%; 最新日涨幅-3.11%; 状态bottom_area; 底部已确认
42,72.9605363370806,65.91280402515723,002317,众生药业,bottom_area,2024-06-27,11.48,2024-06-25,11.25,2.0444444444444483,6.222222222222216,27.745664739884397,False,-3.4483,1.5111,2,4,2,50.0,45.076007303712714,58.31999999999999,12.95555555555555,2.0444444444444483,历史2/4次成功; 当前距低点2.04%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
43,72.82805672236476,66.4826798402635,002129,TCL中环,bottom_area,2024-06-27,8.67,2024-06-25,8.45,2.603550295857996,5.68047337278107,29.110738255033564,False,-1.9231,1.3085,2,3,2,66.66666666666666,25.33391316211329,31.12759643916912,12.396449704142004,2.603550295857996,历史2/3次成功; 当前距低点2.60%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
44,72.77575514045915,68.19863856832124,300409,道氏技术,bottom_area,2024-06-27,8.56,2024-06-25,8.23,4.009720534629405,7.411907654921013,30.60708263069139,True,-2.6166,1.4456,3,5,3,60.0,40.380652619765016,50.03460207612457,10.990279465370595,4.009720534629405,历史3/5次成功; 当前距低点4.01%; 最新日涨幅-2.62%; 状态bottom_area; 底部已确认
45,72.22225829678283,63.57447665356363,300763,锦浪科技,bottom_area,2024-06-27,43.08,2024-06-26,42.8,0.6542056074766383,4.48598130841122,29.950900163666127,False,-3.2345,1.1701,2,3,2,66.66666666666666,35.856982644858604,36.020348268440614,14.345794392523361,0.6542056074766383,历史2/3次成功; 当前距低点0.65%; 最新日涨幅-3.23%; 状态bottom_area; 底部未确认
46,71.90024291256141,63.19709949622424,000002,万科A,bottom_area,2024-06-27,7.0,2024-06-24,6.96,0.5747126436781614,4.885057471264366,29.838709677419356,False,-2.6426,1.5557,2,3,2,66.66666666666666,22.638589554536463,28.255902513328245,14.425287356321839,0.5747126436781614,历史2/3次成功; 当前距低点0.57%; 最新日涨幅-2.64%; 状态bottom_area; 底部未确认
47,71.70200433064706,65.82305043124363,002172,澳洋健康,bottom_area,2024-06-27,2.48,2024-06-24,2.41,2.9045643153526903,5.39419087136929,27.627627627627625,False,-1.9763,0.6924,3,5,3,60.0,23.255145538966428,29.824561403508774,12.09543568464731,2.9045643153526903,历史3/5次成功; 当前距低点2.90%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
48,71.5778081379315,65.83128550719893,000723,美锦能源,bottom_area,2024-06-27,4.8,2024-06-24,4.66,3.0042918454935554,6.223175965665237,27.187500000000004,False,-2.439,0.6056,2,3,2,66.66666666666666,26.74410886159975,30.434782608695667,11.995708154506444,3.0042918454935554,历史2/3次成功; 当前距低点3.00%; 最新日涨幅-2.44%; 状态bottom_area; 底部未确认
49,70.75798821442892,65.36061350994883,002218,拓日新能,bottom_area,2024-06-27,2.87,2024-06-25,2.78,3.237410071942457,6.474820143884898,32.850241545893724,False,-2.7119,1.2844,2,3,2,66.66666666666666,27.07119251242463,39.04109589041095,11.762589928057544,3.237410071942457,历史2/3次成功; 当前距低点3.24%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
50,70.31648575435314,64.77128762739814,605169,洪通燃气,bottom_area,2024-06-27,7.68,2024-06-25,7.45,3.0872483221476448,4.563758389261743,28.97998093422307,False,-0.6468,1.206,2,3,2,66.66666666666666,22.06208137219406,26.09375,11.912751677852354,3.0872483221476448,历史2/3次成功; 当前距低点3.09%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
51,70.1354635816646,61.93158087547863,600416,湘电股份,bottom_area,2024-06-27,9.81,2024-06-26,9.73,0.8221993833504632,4.6248715313463435,27.496274217585686,False,-3.2544,0.8378,2,3,2,66.66666666666666,29.083488187371074,34.41084462982274,14.177800616649536,0.8221993833504632,历史2/3次成功; 当前距低点0.82%; 最新日涨幅-3.25%; 状态bottom_area; 底部未确认
52,69.68699063553896,64.71692654172901,002326,永太科技,bottom_area,2024-06-27,7.93,2024-06-26,7.66,3.5248041775456866,6.2663185378590125,27.393364928909957,False,-2.3399,0.9765,2,3,2,66.66666666666666,27.133405375626396,29.837587006960554,11.475195822454312,3.5248041775456866,历史2/3次成功; 当前距低点3.52%; 最新日涨幅-2.34%; 状态bottom_area; 底部未确认
53,66.75936563607476,61.04628742514968,600186,莲花控股,bottom_area,2024-06-27,3.43,2024-06-24,3.34,2.694610778443123,6.287425149700598,27.074235807860266,False,-2.5568,1.3574,1,2,1,50.0,53.49544072948328,53.49544072948328,12.305389221556878,2.694610778443123,历史1/2次成功; 当前距低点2.69%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
54,65.45719204543917,59.00681135706169,300653,正海生物,bottom_area,2024-06-27,20.61,2024-06-25,20.22,1.9287833827893204,3.264094955489615,27.6824034334764,False,-1.2931,0.5139,1,2,1,50.0,29.647513278609367,29.647513278609367,13.071216617210679,1.9287833827893204,历史1/2次成功; 当前距低点1.93%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
55,64.70300768849205,57.956507936507926,603217,元利科技,bottom_area,2024-06-27,14.08,2024-06-24,13.86,1.587301587301592,4.617604617604622,32.5875486381323,False,-2.4255,0.4441,1,2,1,50.0,19.81481481481482,19.81481481481482,13.412698412698406,1.587301587301592,历史1/2次成功; 当前距低点1.59%; 最新日涨幅-2.43%; 状态bottom_area; 底部未确认
56,64.40555692642656,59.7006697108067,000889,中嘉博创,bottom_area,2024-06-27,1.51,2024-06-27,1.46,3.424657534246579,6.164383561643842,29.807692307692314,False,2.027,4.1228,2,6,2,33.33333333333333,32.019115890083626,34.408602150537625,11.57534246575342,3.424657534246579,历史2/6次成功; 当前距低点3.42%; 最新日涨幅2.03%; 状态bottom_area; 底部未确认
57,64.28529750372559,59.541457112301586,000037,深南电A,bottom_area,2024-06-27,8.56,2024-06-26,8.28,3.381642512077309,5.797101449275368,28.865979381443307,False,-1.7222,3.6288,3,7,3,42.857142857142854,32.47405090542621,45.16765285996055,11.61835748792269,3.381642512077309,历史3/7次成功; 当前距低点3.38%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
58,64.08373992049829,61.024528599630344,002466,天齐锂业,bottom_area,2024-06-27,30.57,2024-06-26,29.15,4.871355060034312,8.747855917667241,29.92788461538462,True,-3.1062,1.4804,2,3,2,66.66666666666666,24.809416504526403,34.31563565513881,10.128644939965687,4.871355060034312,历史2/3次成功; 当前距低点4.87%; 最新日涨幅-3.11%; 状态bottom_area; 底部已确认
59,64.081687419,57.38658574835822,000597,东北制药,bottom_area,2024-06-27,3.87,2024-06-24,3.81,1.5748031496063006,4.461942257217846,27.290076335877867,False,-2.2727,0.5968,1,2,1,50.0,16.59751037344398,16.59751037344398,13.4251968503937,1.5748031496063006,历史1/2次成功; 当前距低点1.57%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
60,63.727416331521425,55.6124331954161,000404,长虹华意,bottom_area,2024-06-27,5.27,2024-06-27,5.26,0.1901140684410606,3.4220532319391754,29.39597315436242,False,-3.125,1.7155,1,2,1,50.0,40.139211136890964,40.139211136890964,14.809885931558938,0.1901140684410606,历史1/2次成功; 当前距低点0.19%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
61,63.48069289978389,57.26688764946973,002612,朗姿股份,bottom_area,2024-06-27,13.99,2024-06-26,13.72,1.9679300291545156,4.8833819241982495,28.01678908709338,False,-2.3726,0.9525,1,2,1,50.0,20.77294685990338,20.77294685990338,13.032069970845484,1.9679300291545156,历史1/2次成功; 当前距低点1.97%; 最新日涨幅-2.37%; 状态bottom_area; 底部未确认
62,63.250392893787215,59.02165479852823,000721,西安饮食,bottom_area,2024-06-27,6.86,2024-06-24,6.61,3.7821482602118,6.505295007564292,28.15217391304347,False,-0.7236,2.2293,3,6,3,50.0,19.112649633393193,20.485175202156327,11.2178517397882,3.7821482602118,历史3/6次成功; 当前距低点3.78%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
63,63.04002971973496,56.45677816757774,002568,百润股份,bottom_area,2024-06-27,16.74,2024-06-26,16.48,1.5776699029126091,5.157766990291249,31.33333333333333,False,-3.4045,1.6353,1,2,1,50.0,21.848739495798313,21.848739495798313,13.42233009708739,1.5776699029126091,历史1/2次成功; 当前距低点1.58%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
64,62.907340327409536,57.53560200449726,600367,红星发展,bottom_area,2024-06-27,9.87,2024-06-24,9.61,2.7055150884495296,5.827263267429767,27.471698113207548,False,-2.7586,1.3396,2,5,2,40.0,19.59234626968914,24.161490683229793,12.29448491155047,2.7055150884495296,历史2/5次成功; 当前距低点2.71%; 最新日涨幅-2.76%; 状态bottom_area; 底部未确认
65,62.517991100443446,56.31024694889397,000705,浙江震元,bottom_area,2024-06-27,7.03,2024-06-24,6.9,1.8840579710144911,4.202898550724639,29.01234567901235,False,-2.0891,1.3052,1,3,1,33.33333333333333,34.04605263157895,34.04605263157895,13.115942028985508,1.8840579710144911,历史1/3次成功; 当前距低点1.88%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
66,61.0033173838849,56.04885551395506,000599,青岛双星,bottom_area,2024-06-27,3.49,2024-06-24,3.39,2.949852507374634,7.669616519174034,27.09677419354839,True,-2.7855,0.7633,1,2,1,50.0,17.06730769230769,17.06730769230769,12.050147492625365,2.949852507374634,历史1/2次成功; 当前距低点2.95%; 最新日涨幅-2.79%; 状态bottom_area; 底部已确认
67,60.94793903523659,55.51520954223083,000779,甘咨询,bottom_area,2024-06-27,7.01,2024-06-26,6.84,2.4853801169590635,4.678362573099419,29.26577042399173,False,-1.2676,1.0463,1,2,1,50.0,17.69825918762089,17.69825918762089,12.514619883040936,2.4853801169590635,历史1/2次成功; 当前距低点2.49%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
68,60.195571129741275,56.01388315942397,688105,诺唯赞,bottom_area,2024-06-27,20.26,2024-06-25,19.55,3.631713554987216,7.672634271099745,32.93310463121784,True,-2.8297,0.642,1,2,1,50.0,25.237580993520524,25.237580993520524,11.368286445012783,3.631713554987216,历史1/2次成功; 当前距低点3.63%; 最新日涨幅-2.83%; 状态bottom_area; 底部已确认
69,60.17197388922426,53.7860972518663,300558,贝达药业,bottom_area,2024-06-27,33.0,2024-06-26,32.52,1.4760147601475917,5.719557195571953,27.280858676207504,False,-3.9301,0.9874,1,3,1,33.33333333333333,25.688589094997194,25.688589094997194,13.523985239852406,1.4760147601475917,历史1/3次成功; 当前距低点1.48%; 最新日涨幅-3.93%; 状态bottom_area; 底部未确认
70,60.10190280042751,52.88633778691331,000688,国城矿业,bottom_area,2024-06-27,9.51,2024-06-27,9.45,0.6349206349206402,7.195767195767212,32.740213523131686,False,-6.3054,0.7135,1,2,1,50.0,30.935251798561143,30.935251798561143,14.365079365079358,0.6349206349206402,历史1/2次成功; 当前距低点0.63%; 最新日涨幅-6.31%; 状态bottom_area; 底部未确认
71,59.99217252656813,52.58084102074068,002810,山东赫达,bottom_area,2024-06-27,11.88,2024-06-25,11.83,0.42265426880812096,3.7193575655114075,29.792284866468847,False,-3.1785,0.9625,1,3,1,33.33333333333333,46.13526570048308,46.13526570048308,14.57734573119188,0.42265426880812096,历史1/3次成功; 当前距低点0.42%; 最新日涨幅-3.18%; 状态bottom_area; 底部未确认
72,59.75107596718812,54.70784057932897,603060,国检集团,bottom_area,2024-06-27,5.95,2024-06-26,5.79,2.763385146804838,5.354058721934363,27.71535580524344,False,-1.3267,0.2235,1,3,1,33.33333333333333,36.2098138747885,36.2098138747885,12.236614853195162,2.763385146804838,历史1/3次成功; 当前距低点2.76%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
