rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.85303503644067,87.52473999104143,600202,哈空调,bottom_area,2025-01-27,4.46,2025-01-24,4.37,2.0594965675057177,3.89016018306636,29.967948717948715,False,0.2247,3.6061,5,5,5,100.0,20.432215940615322,41.50485436893204,5.940503432494283,2.0594965675057177,历史5/5次成功; 当前距低点2.06%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
12,77.82551284916202,72.0606600455204,300422,博世科,bottom_area,2025-01-27,4.2,2025-01-27,4.2,0.0,4.047619047619046,28.692699490662132,False,-6.0403,4.8183,2,2,2,100.0,30.164838954410644,45.4320987654321,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-6.04%; 状态bottom_area; 底部未确认
13,76.9840525903389,74.5990044894334,002848,高斯贝尔,confirmed_rebound,2025-01-27,5.63,2025-01-27,5.5,2.363636363636362,8.000000000000007,30.817610062893085,False,-0.1773,15.0238,2,2,2,100.0,20.688684938302675,21.924482338611433,5.636363636363638,2.363636363636362,历史2/2次成功; 当前距低点2.36%; 最新日涨幅-0.18%; 状态confirmed_rebound; 底部未确认
14,76.06638765344613,70.43184041985752,000421,南京公用,bottom_area,2025-01-27,6.12,2025-01-27,6.12,0.0,4.248366013071892,29.002320185614845,False,-2.8571,3.1075,5,6,5,83.33333333333334,13.970468207119307,30.864197530864196,8.0,0.0,历史5/6次成功; 当前距低点0.00%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
15,75.13931614781248,74.2771970873813,688253,英诺特,bottom_area,2025-01-27,29.5,2025-01-24,28.53,3.399929898352607,6.62460567823344,28.09979838709677,False,0.0,6.1715,1,1,1,100.0,15.639985245296947,15.639985245296947,4.600070101647393,3.399929898352607,历史1/1次成功; 当前距低点3.40%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
16,74.92965044167764,72.75859025653098,001258,立新能源,bottom_area,2025-01-27,6.22,2025-01-13,6.07,2.471169686985164,7.413509060955508,29.98846597462514,True,-0.3205,1.6586,1,1,1,100.0,9.370199692780343,9.370199692780343,5.528830313014836,2.471169686985164,历史1/1次成功; 当前距低点2.47%; 最新日涨幅-0.32%; 状态bottom_area; 底部已确认
17,73.44633077865019,73.70456575355317,000629,钒钛股份,bottom_area,2025-01-27,2.74,2025-01-13,2.63,4.182509505703434,7.604562737642592,27.348066298342545,True,-0.3636,0.683,2,2,2,100.0,18.767136701919313,27.173913043478265,3.8174904942965657,4.182509505703434,历史2/2次成功; 当前距低点4.18%; 最新日涨幅-0.36%; 状态bottom_area; 底部已确认
18,73.4330056978233,67.99352379428083,301315,威士顿,confirmed_rebound,2025-01-27,55.55,2025-01-27,55.55,0.0,12.079207920792081,28.229974160206726,False,-11.191,27.3948,2,2,2,100.0,18.513568786456112,26.868686868686865,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-11.19%; 状态confirmed_rebound; 底部未确认
19,73.08161977653708,68.30992182286204,600693,东百集团,confirmed_rebound,2025-01-27,6.15,2025-01-27,6.12,0.49019607843137664,11.601307189542483,27.48815165876777,False,-8.4821,9.2894,1,1,1,100.0,30.632090761750412,30.632090761750412,7.509803921568624,0.49019607843137664,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-8.48%; 状态confirmed_rebound; 底部未确认
20,69.97757076556717,68.42083973310747,600130,波导股份,bottom_area,2025-01-27,3.27,2025-01-24,3.18,2.8301886792452784,5.345911949685532,32.76955602536999,False,0.0,7.4534,2,3,2,66.66666666666666,16.05915728559158,20.13201320132014,5.169811320754722,2.8301886792452784,历史2/3次成功; 当前距低点2.83%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
21,61.51123344845908,62.65581206251446,002291,遥望科技,confirmed_rebound,2025-01-27,6.35,2025-01-24,6.05,4.958677685950411,8.429752066115698,28.23250296559905,True,0.316,10.3822,2,3,2,66.66666666666666,12.17704580545548,12.413793103448278,3.0413223140495895,4.958677685950411,历史2/3次成功; 当前距低点4.96%; 最新日涨幅0.32%; 状态confirmed_rebound; 底部已确认
