rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.03334781579615,79.1356563092868,000856,冀东装备,bottom_area,2024-04-19,6.9,2024-04-19,6.82,1.1730205278592385,5.718475073313778,27.36954206602769,False,-2.4045,6.6461,2,2,2,100.0,20.269586627988584,25.237449118046136,13.82697947214076,1.1730205278592385,历史2/2次成功; 当前距低点1.17%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
12,81.12192080083695,76.37282207597194,000070,特发信息,bottom_area,2024-04-19,7.1,2024-04-16,6.81,4.258443465491924,12.334801762114548,27.936507936507937,True,-2.6063,2.8711,2,2,2,100.0,34.04340417899739,50.60532687651331,10.741556534508076,4.258443465491924,历史2/2次成功; 当前距低点4.26%; 最新日涨幅-2.61%; 状态bottom_area; 底部已确认
13,81.06866749000694,70.80101709500565,688114,华大智造,bottom_area,2024-04-19,51.82,2024-04-19,51.7,0.23210831721469524,3.1528046421663354,30.53876125218326,False,-2.2264,0.4416,1,1,1,100.0,20.431312141156706,20.431312141156706,14.767891682785303,0.23210831721469524,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-2.23%; 状态bottom_area; 底部未确认
14,80.12727157360406,69.6758883248731,002200,交投生态,bottom_area,2024-04-19,5.56,2024-04-19,5.56,0.0,3.237410071942457,28.072445019404924,False,-4.9573,1.0616,1,1,1,100.0,34.01015228426395,34.01015228426395,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.96%; 状态bottom_area; 底部未确认
15,79.75369261142802,74.44542185943922,688337,普源精电,bottom_area,2024-04-19,28.14,2024-04-16,27.11,3.7993360383622323,8.889708594614534,29.364252214695156,True,-1.9512,1.6124,3,4,3,75.0,38.886602295188766,54.46153846153845,11.200663961637765,3.7993360383622323,历史3/4次成功; 当前距低点3.80%; 最新日涨幅-1.95%; 状态bottom_area; 底部已确认
16,79.45616984455171,70.00115299856498,301367,瑞迈特,bottom_area,2024-04-19,72.0,2024-04-19,71.5,0.6993006993006993,2.797202797202797,29.888213375171606,False,-2.4787,1.7299,3,4,3,75.0,26.024508564357845,32.411969715178486,14.300699300699298,0.6993006993006993,历史3/4次成功; 当前距低点0.70%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
17,79.15485472509249,72.87730471498944,002638,勤上股份,bottom_area,2024-04-19,2.02,2024-04-15,1.96,3.061224489795921,11.224489795918377,29.496402877697836,True,-0.9804,0.7415,1,1,1,100.0,17.241379310344833,17.241379310344833,11.93877551020408,3.061224489795921,历史1/1次成功; 当前距低点3.06%; 最新日涨幅-0.98%; 状态bottom_area; 底部已确认
18,78.9202812145175,74.19191129913146,688170,德龙激光,bottom_area,2024-04-19,22.43,2024-04-16,21.53,4.180213655364601,9.846725499303286,27.969220475075275,True,-2.5206,2.126,2,2,2,100.0,21.359131362165336,25.624999999999996,10.819786344635398,4.180213655364601,历史2/2次成功; 当前距低点4.18%; 最新日涨幅-2.52%; 状态bottom_area; 底部已确认
19,77.77104629238991,72.2099314407735,301393,昊帆生物,bottom_area,2024-04-19,38.0,2024-04-16,36.71,3.5140288749659474,8.96213565785889,31.38317757009346,True,-1.1704,3.2827,1,1,1,100.0,19.203856320945413,19.203856320945413,11.485971125034053,3.5140288749659474,历史1/1次成功; 当前距低点3.51%; 最新日涨幅-1.17%; 状态bottom_area; 底部已确认
20,77.28267724264292,73.42081918081918,688232,新点软件,bottom_area,2024-04-19,20.97,2024-04-16,20.02,4.7452547452547424,6.893106893106888,29.803646563814866,False,-0.6632,1.7319,1,1,1,100.0,51.87398153177622,51.87398153177622,10.254745254745256,4.7452547452547424,历史1/1次成功; 当前距低点4.75%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
21,76.97177630284105,71.8246786782381,301520,万邦医药,bottom_area,2024-04-19,42.54,2024-04-16,40.99,3.781410100024389,10.026835813613074,27.80908770693906,False,-0.4213,2.9246,1,1,1,100.0,29.60372960372961,29.60372960372961,11.21858989997561,3.781410100024389,历史1/1次成功; 当前距低点3.78%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
22,76.36407224741605,66.40354108470962,002459,晶澳科技,bottom_area,2024-04-19,14.78,2024-04-19,14.78,0.0,3.5182679296346504,27.832031250000007,False,-4.2126,1.6074,3,4,3,75.0,20.58355421886888,26.683937823834192,15.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-4.21%; 状态bottom_area; 底部未确认
23,76.31768642124861,67.93112747385865,688276,百克生物,bottom_area,2024-04-19,40.5,2024-04-19,40.0,1.25,3.3500000000000085,27.536231884057976,False,-1.9608,1.0739,2,3,2,66.66666666666666,16.529359178451564,16.844155844155843,13.749999999999998,1.25,历史2/3次成功; 当前距低点1.25%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
24,75.51109175701605,66.78327723247281,002295,精艺股份,bottom_area,2024-04-19,6.68,2024-04-19,6.62,0.9063444108761269,10.87613293051359,31.893004115226343,False,-9.1156,18.2715,1,1,1,100.0,17.31044349070099,17.31044349070099,14.093655589123872,0.9063444108761269,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-9.12%; 状态bottom_area; 底部未确认
25,75.15968517850938,70.87208441545665,603212,赛伍技术,bottom_area,2024-04-19,11.05,2024-04-16,10.59,4.3437204910292815,8.970727101038708,28.734858681022878,True,-2.2989,1.5136,3,4,3,75.0,26.348210403244153,32.01038575667657,10.656279508970718,4.3437204910292815,历史3/4次成功; 当前距低点4.34%; 最新日涨幅-2.30%; 状态bottom_area; 底部已确认
26,73.66535563196385,66.60564954682782,002432,九安医疗,bottom_area,2024-04-19,40.55,2024-04-17,39.72,2.0896273917421913,3.57502517623364,27.75554747180793,False,0.5206,2.1971,1,2,1,50.0,65.03496503496503,65.03496503496503,12.91037260825781,2.0896273917421913,历史1/2次成功; 当前距低点2.09%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
27,71.05628981466239,67.56375712029104,688307,中润光学,bottom_area,2024-04-19,16.84,2024-04-16,16.07,4.791537025513376,12.881144990665838,27.087114337568053,True,-3.4404,1.4273,1,1,1,100.0,20.099255583126556,20.099255583126556,10.208462974486624,4.791537025513376,历史1/1次成功; 当前距低点4.79%; 最新日涨幅-3.44%; 状态bottom_area; 底部已确认
28,70.73423426851501,62.93494419125152,002156,通富微电,bottom_area,2024-04-19,19.79,2024-04-16,19.55,1.227621483375951,6.803069053708431,29.166666666666668,False,-3.2274,2.5853,2,4,2,50.0,19.053339641659626,21.92170818505337,13.772378516624048,1.227621483375951,历史2/4次成功; 当前距低点1.23%; 最新日涨幅-3.23%; 状态bottom_area; 底部未确认
29,70.60067755312326,65.55777201361444,688176,亚虹医药,bottom_area,2024-04-19,5.59,2024-04-16,5.4,3.518518518518509,10.370370370370363,30.680359435173294,True,-2.9514,1.9125,2,3,2,66.66666666666666,22.38348155467721,25.473484848484844,11.48148148148149,3.518518518518509,历史2/3次成功; 当前距低点3.52%; 最新日涨幅-2.95%; 状态bottom_area; 底部已确认
30,69.81645631114003,63.83106632286521,002405,四维图新,bottom_area,2024-04-19,6.5,2024-04-16,6.33,2.6856240126382294,9.478672985781984,31.862217438105482,True,-3.4175,1.6675,2,4,2,50.0,32.54994124559342,41.62162162162163,12.31437598736177,2.6856240126382294,历史2/4次成功; 当前距低点2.69%; 最新日涨幅-3.42%; 状态bottom_area; 底部已确认
31,68.67425661302246,64.76157794548286,002256,兆新股份,bottom_area,2024-04-19,1.92,2024-04-16,1.84,4.3478260869565135,8.152173913043473,30.82706766917293,True,-0.5181,1.1354,3,5,3,60.0,26.04635174055759,31.775700934579426,10.652173913043486,4.3478260869565135,历史3/5次成功; 当前距低点4.35%; 最新日涨幅-0.52%; 状态bottom_area; 底部已确认
32,66.94661782574025,63.409010287775914,603305,旭升集团,bottom_area,2024-04-19,12.78,2024-04-16,12.22,4.582651391162019,9.001636661211126,28.117647058823525,True,-2.2936,0.799,2,3,2,66.66666666666666,23.875208564293793,32.41061130334487,10.417348608837981,4.582651391162019,历史2/3次成功; 当前距低点4.58%; 最新日涨幅-2.29%; 状态bottom_area; 底部已确认
33,66.44738455962303,62.83280898876404,002685,华东重机,bottom_area,2024-04-19,2.79,2024-04-16,2.67,4.494382022471914,7.490636704119858,28.22580645161291,True,0.722,2.2417,1,2,1,50.0,109.52380952380952,109.52380952380952,10.505617977528086,4.494382022471914,历史1/2次成功; 当前距低点4.49%; 最新日涨幅0.72%; 状态bottom_area; 底部已确认
34,65.90208179915219,58.72088124485255,688277,天智航,bottom_area,2024-04-19,7.76,2024-04-16,7.66,1.305483028720622,6.788511749347252,29.981718464351005,False,-1.8963,0.6853,1,2,1,50.0,20.469798657718112,20.469798657718112,13.694516971279377,1.305483028720622,历史1/2次成功; 当前距低点1.31%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
35,64.75554948443063,60.809280548814826,600152,维科技术,bottom_area,2024-04-19,4.8,2024-04-17,4.61,4.121475054229924,8.893709327548791,28.304821150855357,True,-2.6369,1.5637,2,4,2,50.0,23.6894821099949,24.87644151565074,10.878524945770076,4.121475054229924,历史2/4次成功; 当前距低点4.12%; 最新日涨幅-2.64%; 状态bottom_area; 底部已确认
36,64.7322988146527,60.931257957728555,300511,雪榕生物,bottom_area,2024-04-19,3.19,2024-04-16,3.06,4.248366013071892,10.784313725490199,27.999999999999996,True,-1.8462,1.9651,2,4,2,50.0,25.900712191034756,29.220779220779214,10.751633986928107,4.248366013071892,历史2/4次成功; 当前距低点4.25%; 最新日涨幅-1.85%; 状态bottom_area; 底部已确认
37,63.738339088877105,58.36376355602435,002370,亚太药业,bottom_area,2024-04-19,2.97,2024-04-16,2.89,2.7681660899654004,9.342560553633218,27.749999999999996,True,-1.9802,1.1947,2,5,2,40.0,15.619259360997129,15.633423180592995,12.231833910034599,2.7681660899654004,历史2/5次成功; 当前距低点2.77%; 最新日涨幅-1.98%; 状态bottom_area; 底部已确认
38,62.58938888888889,54.42555555555556,000889,中嘉博创,bottom_area,2024-04-19,1.27,2024-04-19,1.27,0.0,3.1496062992126013,29.05027932960894,False,-5.2239,2.8551,2,5,2,40.0,32.019115890083626,34.408602150537625,15.0,0.0,历史2/5次成功; 当前距低点0.00%; 最新日涨幅-5.22%; 状态bottom_area; 底部未确认
39,58.808529607328374,51.419765631023026,002558,巨人网络,bottom_area,2024-04-19,10.23,2024-04-19,10.2,0.2941176470588347,3.431372549019622,28.320449754040766,False,-3.5815,1.7207,1,2,1,50.0,18.872870249017044,18.872870249017044,14.705882352941165,0.2941176470588347,历史1/2次成功; 当前距低点0.29%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
40,58.596384835403605,51.16383825501356,300759,康龙化成,bottom_area,2024-04-19,18.18,2024-04-19,18.14,0.22050716648290597,3.3076074972436484,27.148594377510033,False,-3.6566,1.6119,1,2,1,50.0,16.594594594594597,16.594594594594597,14.779492833517093,0.22050716648290597,历史1/2次成功; 当前距低点0.22%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
41,58.55167938931297,50.914503816793896,002742,三圣股份,bottom_area,2024-04-19,2.44,2024-04-19,2.44,0.0,4.508196721311471,28.654970760233915,False,-5.0584,1.7876,1,2,1,50.0,24.809160305343507,24.809160305343507,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-5.06%; 状态bottom_area; 底部未确认
42,58.25608829653232,55.108302081629624,002331,皖通科技,bottom_area,2024-04-19,6.25,2024-04-16,5.98,4.515050167224073,11.371237458193974,27.951807228915666,True,-2.0376,2.4194,2,5,2,40.0,19.530196037099497,21.247892074199,10.484949832775927,4.515050167224073,历史2/5次成功; 当前距低点4.52%; 最新日涨幅-2.04%; 状态bottom_area; 底部已确认
43,56.11521247833845,51.90464144996062,000421,南京公用,bottom_area,2024-04-19,4.37,2024-04-18,4.23,3.3096926713947914,7.801418439716292,29.966887417218537,True,-0.907,4.5794,1,5,1,20.0,30.864197530864196,30.864197530864196,11.690307328605208,3.3096926713947914,历史1/5次成功; 当前距低点3.31%; 最新日涨幅-0.91%; 状态bottom_area; 底部已确认
44,54.360588619024526,50.56483679525223,300459,汤姆猫,bottom_area,2024-04-19,3.73,2024-04-16,3.6,3.611111111111108,8.888888888888884,30.501930501930495,True,-2.356,2.03,1,3,1,33.33333333333333,15.133531157270022,15.133531157270022,11.388888888888891,3.611111111111108,历史1/3次成功; 当前距低点3.61%; 最新日涨幅-2.36%; 状态bottom_area; 底部已确认
45,50.849948812045625,47.36758854730317,002607,中公教育,bottom_area,2024-04-19,2.53,2024-04-16,2.44,3.688524590163929,8.606557377049178,28.86297376093295,True,-2.3166,2.4063,1,6,1,16.666666666666664,18.337408312958438,18.337408312958438,11.31147540983607,3.688524590163929,历史1/6次成功; 当前距低点3.69%; 最新日涨幅-2.32%; 状态bottom_area; 底部已确认
46,50.520574130361375,48.22418439716313,002177,御银股份,bottom_area,2024-04-19,3.15,2024-04-17,3.0,4.9999999999999964,9.333333333333327,30.71593533487298,True,-2.1739,1.8729,1,3,1,33.33333333333333,19.574468085106382,19.574468085106382,10.000000000000004,4.9999999999999964,历史1/3次成功; 当前距低点5.00%; 最新日涨幅-2.17%; 状态bottom_area; 底部已确认
