rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.98355123655777,75.91069558940534,300648,星云股份,bottom_area,2022-04-25,25.09,2022-04-25,25.09,0.0,7.214029493822236,31.82065217391304,False,-19.9936,8.8681,4,4,4,100.0,17.53062144841583,26.78362573099414,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-19.99%; 状态bottom_area; 底部未确认
13,78.0966367919181,72.48782290834554,603233,大参林,confirmed_rebound,2022-04-25,23.78,2022-04-25,23.75,0.12631578947368902,8.968421052631575,28.99850523168909,False,-8.6439,0.6774,3,3,3,100.0,15.300123163148118,20.223978919631097,7.87368421052631,0.12631578947368902,历史3/3次成功; 当前距低点0.13%; 最新日涨幅-8.64%; 状态confirmed_rebound; 底部未确认
14,77.9460794270298,74.61021358987759,300588,熙菱信息,confirmed_rebound,2022-04-25,10.02,2022-04-25,9.85,1.7258883248730958,11.47208121827412,28.623188405797105,False,-10.2151,7.4566,2,2,2,100.0,23.146446078431378,25.98039215686274,6.274111675126905,1.7258883248730958,历史2/2次成功; 当前距低点1.73%; 最新日涨幅-10.22%; 状态confirmed_rebound; 底部未确认
15,77.72156755782298,74.34330879075802,688079,美迪凯,confirmed_rebound,2022-04-25,9.63,2022-04-25,9.47,1.6895459345300963,11.193241816261866,29.486224869694706,False,-7.8469,1.2262,2,2,2,100.0,21.265986674659317,29.007036747458958,6.310454065469903,1.6895459345300963,历史2/2次成功; 当前距低点1.69%; 最新日涨幅-7.85%; 状态confirmed_rebound; 底部未确认
16,77.66969752335464,72.18067296340024,300711,广哈通信,confirmed_rebound,2022-04-25,10.52,2022-04-25,10.5,0.1904761904761864,10.000000000000005,27.083333333333336,False,-10.1623,1.5953,1,1,1,100.0,47.76859504132231,47.76859504132231,7.809523809523814,0.1904761904761864,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-10.16%; 状态confirmed_rebound; 底部未确认
17,77.15969832277756,71.44416511368291,300488,恒锋工具,confirmed_rebound,2022-04-25,19.84,2022-04-25,19.84,0.0,9.223790322580655,27.802037845705968,False,-9.7772,1.2446,2,2,2,100.0,37.065403837004936,65.52470248827983,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.78%; 状态confirmed_rebound; 底部未确认
18,76.99977754172562,71.2960903164126,605162,新中港,confirmed_rebound,2022-04-25,8.18,2022-04-25,8.18,0.0,9.779951100244508,29.116117850953206,False,-8.9087,2.5515,3,3,3,100.0,19.602636109745223,26.46502835538753,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-8.91%; 状态confirmed_rebound; 底部未确认
19,76.94275297950483,73.22491647108978,002353,杰瑞股份,confirmed_rebound,2022-04-25,29.89,2022-04-25,29.47,1.4251781472684144,9.365456396335249,28.261927945472248,False,-7.6614,1.5615,2,2,2,100.0,12.012487348719185,15.024390243902431,6.574821852731586,1.4251781472684144,历史2/2次成功; 当前距低点1.43%; 最新日涨幅-7.66%; 状态confirmed_rebound; 底部未确认
20,76.6550687655817,71.06431309904153,001218,丽臣实业,bottom_area,2022-04-25,31.32,2022-04-25,31.3,0.0638977635782734,5.5591054313098995,27.039627039627035,False,-6.087,2.6199,1,1,1,100.0,29.999999999999993,29.999999999999993,7.936102236421727,0.0638977635782734,历史1/1次成功; 当前距低点0.06%; 最新日涨幅-6.09%; 状态bottom_area; 底部未确认
21,76.61251319135538,71.23511210410416,601778,晶科科技,confirmed_rebound,2022-04-25,4.61,2022-04-25,4.6,0.2173913043478408,9.565217391304357,31.137724550898206,False,-9.252,2.3248,2,2,2,100.0,26.348195043103452,42.344827586206904,7.78260869565216,0.2173913043478408,历史2/2次成功; 当前距低点0.22%; 最新日涨幅-9.25%; 状态confirmed_rebound; 底部未确认
22,76.41000000000001,70.75,002657,中科金财,confirmed_rebound,2022-04-25,12.28,2022-04-25,12.28,0.0,9.201954397394143,30.464326160815407,False,-9.9707,10.1702,1,1,1,100.0,56.540447504302946,56.540447504302946,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态confirmed_rebound; 底部未确认
23,76.31325957446809,70.6604255319149,605299,舒华体育,confirmed_rebound,2022-04-25,9.47,2022-04-25,9.47,0.0,11.40443505807814,28.796992481203006,False,-9.981,4.3563,2,2,2,100.0,32.85175017158546,56.12903225806454,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态confirmed_rebound; 底部未确认
24,75.87842771957867,70.45388576367063,300665,飞鹿股份,confirmed_rebound,2022-04-25,6.92,2022-04-25,6.91,0.1447178002894325,10.130246020260495,28.762886597938138,False,-10.013,3.1271,2,2,2,100.0,21.25721692650826,22.6044226044226,7.855282199710567,0.1447178002894325,历史2/2次成功; 当前距低点0.14%; 最新日涨幅-10.01%; 状态confirmed_rebound; 底部未确认
25,75.85550562305833,71.71374899652129,600307,酒钢宏兴,confirmed_rebound,2022-04-25,1.87,2022-04-25,1.85,1.081081081081082,8.108108108108103,28.846153846153843,False,-7.4257,2.6932,1,1,1,100.0,16.33663366336634,16.33663366336634,6.9189189189189175,1.081081081081082,历史1/1次成功; 当前距低点1.08%; 最新日涨幅-7.43%; 状态confirmed_rebound; 底部未确认
26,75.7871664020892,70.59554380199238,002408,齐翔腾达,confirmed_rebound,2022-04-25,6.44,2022-04-25,6.42,0.311526479750786,9.968847352024918,31.041890440386688,False,-9.0395,1.5875,2,2,2,100.0,24.063570837764374,37.91208791208789,7.6884735202492145,0.311526479750786,历史2/2次成功; 当前距低点0.31%; 最新日涨幅-9.04%; 状态confirmed_rebound; 底部未确认
27,75.77341891162675,70.16057306632106,600966,博汇纸业,confirmed_rebound,2022-04-25,6.88,2022-04-25,6.88,0.0,9.011627906976747,27.57894736842105,False,-9.9476,1.2204,3,3,3,100.0,13.49770465764015,15.231788079470201,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态confirmed_rebound; 底部未确认
28,75.74130949072017,71.85530306927879,000573,粤宏远A,confirmed_rebound,2022-04-25,3.21,2022-04-25,3.17,1.2618296529968467,9.46372239747635,32.696390658174096,False,-8.547,4.6104,1,1,1,100.0,19.31330472103003,19.31330472103003,6.738170347003153,1.2618296529968467,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-8.55%; 状态confirmed_rebound; 底部未确认
29,75.72845802847289,72.2389717002476,600152,维科技术,confirmed_rebound,2022-04-25,5.25,2022-04-25,5.17,1.547388781431336,8.51063829787235,29.945799457994582,False,-7.2438,1.2196,1,1,1,100.0,24.87644151565074,24.87644151565074,6.452611218568665,1.547388781431336,历史1/1次成功; 当前距低点1.55%; 最新日涨幅-7.24%; 状态confirmed_rebound; 底部未确认
30,75.53448260251803,74.46502695591415,603368,柳药集团,bottom_area,2022-04-25,14.26,2022-04-25,13.81,3.2585083272990536,6.444605358435906,29.17948717948718,False,-4.2953,2.141,2,2,2,100.0,30.93777388255915,42.85714285714285,4.741491672700946,3.2585083272990536,历史2/2次成功; 当前距低点3.26%; 最新日涨幅-4.30%; 状态bottom_area; 底部未确认
31,75.52383294503109,70.69739393845606,300508,维宏股份,confirmed_rebound,2022-04-25,23.05,2022-04-25,22.92,0.5671902268760863,10.383944153577657,31.233123312331223,False,-13.3459,5.6548,2,2,2,100.0,27.74509492329859,42.06627680311891,7.432809773123913,0.5671902268760863,历史2/2次成功; 当前距低点0.57%; 最新日涨幅-13.35%; 状态confirmed_rebound; 底部未确认
32,75.29681449803175,71.68066218496301,000505,京粮控股,confirmed_rebound,2022-04-25,9.15,2022-04-25,9.02,1.441241685144133,9.090909090909093,30.98699311400154,False,-1.9293,10.3882,1,1,1,100.0,10.358565737051803,10.358565737051803,6.558758314855867,1.441241685144133,历史1/1次成功; 当前距低点1.44%; 最新日涨幅-1.93%; 状态confirmed_rebound; 底部未确认
33,75.10634645669293,69.54291338582678,603185,弘元绿能,confirmed_rebound,2022-04-25,102.01,2022-04-25,102.01,0.0,8.51877266934614,28.151852373573732,False,-7.01,2.5213,1,1,1,100.0,43.51028702057404,43.51028702057404,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-7.01%; 状态confirmed_rebound; 底部未确认
34,75.05644500117506,69.67475577164805,688021,奥福科技,confirmed_rebound,2022-04-25,22.61,2022-04-25,22.58,0.13286093888397316,10.806023029229413,32.02889825406382,False,-9.7405,1.1184,2,2,2,100.0,16.923003829588822,24.96392496392497,7.867139061116027,0.13286093888397316,历史2/2次成功; 当前距低点0.13%; 最新日涨幅-9.74%; 状态confirmed_rebound; 底部未确认
35,75.04498488840524,69.68087244368391,002045,国光电器,confirmed_rebound,2022-04-25,6.89,2022-04-25,6.88,0.14534883720929923,8.430232558139537,27.731092436974787,False,-9.1029,1.8077,1,1,1,100.0,33.77563329312426,33.77563329312426,7.8546511627907005,0.14534883720929923,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-9.10%; 状态confirmed_rebound; 底部未确认
36,74.95153498007652,69.45870838588259,300516,久之洋,confirmed_rebound,2022-04-25,22.62,2022-04-25,22.61,0.04422821760283752,9.332153914197255,29.32166301969365,False,-10.5929,0.8056,2,2,2,100.0,14.674993129123969,18.853135313531354,7.9557717823971625,0.04422821760283752,历史2/2次成功; 当前距低点0.04%; 最新日涨幅-10.59%; 状态confirmed_rebound; 底部未确认
37,74.80710721031751,70.64615128533764,300378,鼎捷数智,confirmed_rebound,2022-04-25,13.8,2022-04-25,13.66,1.0248901903367538,10.541727672035135,28.10526315789474,False,-10.5058,3.2766,1,1,1,100.0,9.908069458631264,9.908069458631264,6.9751098096632465,1.0248901903367538,历史1/1次成功; 当前距低点1.02%; 最新日涨幅-10.51%; 状态confirmed_rebound; 底部未确认
38,74.79029311972646,69.5263592790526,688070,纵横股份,confirmed_rebound,2022-04-25,19.4,2022-04-25,19.36,0.20661157024792948,9.400826446280993,32.09400210452473,False,-10.7636,1.054,2,2,2,100.0,17.029213221601488,26.04166666666665,7.7933884297520715,0.20661157024792948,历史2/2次成功; 当前距低点0.21%; 最新日涨幅-10.76%; 状态confirmed_rebound; 底部未确认
39,74.56877168876818,69.04515897108165,600391,航发科技,confirmed_rebound,2022-04-25,15.96,2022-04-25,15.96,0.0,9.147869674185468,30.36649214659686,False,-9.9831,3.0086,2,2,2,100.0,24.1675213499013,27.709431751611014,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态confirmed_rebound; 底部未确认
40,74.20436387834397,70.35771383142642,688248,南网科技,confirmed_rebound,2022-04-25,13.14,2022-04-25,12.98,1.2326656394453015,10.708782742681038,32.18390804597701,False,-9.2541,4.0683,1,1,1,100.0,10.904255319148941,10.904255319148941,6.767334360554698,1.2326656394453015,历史1/1次成功; 当前距低点1.23%; 最新日涨幅-9.25%; 状态confirmed_rebound; 底部未确认
41,73.96644110272292,69.28342276567636,688121,卓然股份,bottom_area,2022-04-25,18.44,2022-04-25,18.33,0.6001091107474249,6.382978723404264,29.904397705544937,False,-5.5328,2.8865,2,2,2,100.0,10.331567409572514,11.470588235294118,7.399890889252575,0.6001091107474249,历史2/2次成功; 当前距低点0.60%; 最新日涨幅-5.53%; 状态bottom_area; 底部未确认
42,73.9386588233672,68.91705265399868,002297,博云新材,confirmed_rebound,2022-04-25,5.83,2022-04-25,5.81,0.3442340791738462,8.261617900172125,31.887456037514657,False,-8.9063,2.0925,1,1,1,100.0,32.10702341137123,32.10702341137123,7.655765920826154,0.3442340791738462,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-8.91%; 状态confirmed_rebound; 底部未确认
43,73.73100267618197,68.26944692239071,002715,登云股份,confirmed_rebound,2022-04-25,9.95,2022-04-25,9.95,0.0,10.552763819095485,27.636363636363644,False,-9.9548,1.3852,1,1,1,100.0,36.66369313113291,36.66369313113291,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态confirmed_rebound; 底部未确认
44,73.63641889687202,68.48299532195928,002108,沧州明珠,confirmed_rebound,2022-04-25,4.38,2022-04-25,4.37,0.2288329519450752,9.839816933638437,27.408637873754145,False,-9.3168,1.3515,2,2,2,100.0,11.692120711795996,14.398734177215191,7.771167048054925,0.2288329519450752,历史2/2次成功; 当前距低点0.23%; 最新日涨幅-9.32%; 状态confirmed_rebound; 底部未确认
45,73.61450965250967,68.16158301158302,002022,科华生物,bottom_area,2022-04-25,9.47,2022-04-25,9.47,0.0,0.0,32.789212207239174,False,-9.981,0.6617,2,2,2,100.0,9.202059202059198,9.920634920634921,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
46,73.38599119553363,68.62648333051278,002234,民和股份,confirmed_rebound,2022-04-25,15.63,2022-04-25,15.55,0.5144694533762062,10.546623794212222,27.234440804866633,False,-6.7422,9.8114,1,1,1,100.0,32.63157894736842,32.63157894736842,7.485530546623793,0.5144694533762062,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-6.74%; 状态confirmed_rebound; 底部未确认
47,73.29071337366297,70.0333483348335,300549,优德精密,confirmed_rebound,2022-04-25,11.18,2022-04-25,11.0,1.6363636363636338,14.545454545454541,28.385416666666664,False,-12.4511,1.671,1,1,1,100.0,14.108910891089115,14.108910891089115,6.363636363636366,1.6363636363636338,历史1/1次成功; 当前距低点1.64%; 最新日涨幅-12.45%; 状态confirmed_rebound; 底部未确认
48,73.26425655947573,67.83727459210715,688105,诺唯赞,confirmed_rebound,2022-04-25,69.48,2022-04-25,69.48,0.0,9.383995394358083,29.080330713483715,False,-4.1919,3.7126,2,2,2,100.0,17.673519312404096,25.237580993520524,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-4.19%; 状态confirmed_rebound; 底部未确认
49,73.2060689606601,68.99132612810666,688355,明志科技,confirmed_rebound,2022-04-25,16.5,2022-04-25,16.35,0.9174311926605416,10.703363914373087,29.159445407279016,False,-9.8853,4.4138,2,2,2,100.0,22.865963695552168,35.08474576271185,7.082568807339458,0.9174311926605416,历史2/2次成功; 当前距低点0.92%; 最新日涨幅-9.89%; 状态confirmed_rebound; 底部未确认
50,73.20006923076923,67.77784188034188,300534,陇神戎发,confirmed_rebound,2022-04-25,7.9,2022-04-25,7.9,0.0,12.025316455696194,27.919708029197082,False,-8.8812,8.7243,2,2,2,100.0,17.353988603988597,22.115384615384613,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-8.88%; 状态confirmed_rebound; 底部未确认
51,73.13147552010126,68.23374873353599,002418,康盛股份,confirmed_rebound,2022-04-25,2.53,2022-04-25,2.52,0.39682539682538837,9.920634920634921,29.213483146067414,False,-9.6429,1.2185,1,1,1,100.0,29.078014184397176,29.078014184397176,7.603174603174612,0.39682539682538837,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-9.64%; 状态confirmed_rebound; 底部未确认
52,73.11203988494727,67.69633322680302,603045,福达合金,confirmed_rebound,2022-04-25,13.91,2022-04-25,13.91,0.0,10.136592379583034,27.62747138397502,False,-10.0259,2.5425,2,2,2,100.0,16.9157700365754,20.604026845637573,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态confirmed_rebound; 底部未确认
53,73.09780929712818,72.28384192175469,600196,复星医药,confirmed_rebound,2022-04-25,40.85,2022-04-25,39.5,3.4177215189873453,8.278481012658236,30.919902063658622,False,0.3439,2.7062,1,1,1,100.0,15.356166586267886,15.356166586267886,4.582278481012655,3.4177215189873453,历史1/1次成功; 当前距低点3.42%; 最新日涨幅0.34%; 状态confirmed_rebound; 底部未确认
54,72.98023942443615,68.16033034970688,601369,陕鼓动力,confirmed_rebound,2022-04-25,6.72,2022-04-25,6.69,0.44843049327353307,10.61285500747384,29.94764397905759,False,-8.9431,0.9727,2,2,2,100.0,12.649203625648104,16.563467492260067,7.551569506726468,0.44843049327353307,历史2/2次成功; 当前距低点0.45%; 最新日涨幅-8.94%; 状态confirmed_rebound; 底部未确认
55,72.93915363881403,67.53625336927225,600241,时代万恒,bottom_area,2022-04-25,6.32,2022-04-25,6.32,0.0,0.0,30.473047304730468,False,-4.9624,0.0394,1,1,1,100.0,22.50673854447439,22.50673854447439,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.96%; 状态bottom_area; 底部未确认
56,72.51320614165542,67.14185753856982,300543,朗科智能,confirmed_rebound,2022-04-25,8.8,2022-04-25,8.8,0.0,11.13636363636362,27.39273927392738,False,-11.4688,1.6445,2,2,2,100.0,13.934717949300124,18.559322033898297,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-11.47%; 状态confirmed_rebound; 底部未确认
57,72.46209570603021,67.65862614427236,688049,炬芯科技,confirmed_rebound,2022-04-25,30.03,2022-04-25,29.9,0.43478260869566077,13.745819397993309,30.43275942298743,False,-11.7024,6.0585,2,2,2,100.0,9.784572538163834,11.287895076327672,7.56521739130434,0.43478260869566077,历史2/2次成功; 当前距低点0.43%; 最新日涨幅-11.70%; 状态confirmed_rebound; 底部未确认
58,72.42351283159421,67.05880817740204,002145,钛能化学,confirmed_rebound,2022-04-25,7.07,2022-04-25,7.07,0.0,9.476661951909476,32.92220113851992,False,-9.9363,2.0137,2,2,2,100.0,13.488216007537837,16.649537512846855,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.94%; 状态confirmed_rebound; 底部未确认
59,72.38735820899649,69.4640782493369,002314,南山控股,confirmed_rebound,2022-04-25,3.84,2022-04-25,3.77,1.8567639257294388,9.283819628647217,30.952380952380953,False,-5.6511,6.6035,1,1,1,100.0,13.750000000000004,13.750000000000004,6.143236074270561,1.8567639257294388,历史1/1次成功; 当前距低点1.86%; 最新日涨幅-5.65%; 状态confirmed_rebound; 底部未确认
60,72.33970148854699,67.58239998390621,002156,通富微电,bottom_area,2022-04-25,12.99,2022-04-25,12.93,0.46403712296984145,7.269914926527451,27.441077441077443,False,-7.9376,1.3265,1,1,1,100.0,16.184971098265883,16.184971098265883,7.535962877030158,0.46403712296984145,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-7.94%; 状态bottom_area; 底部未确认
61,72.30258576257276,67.729490559964,688108,赛诺医疗,confirmed_rebound,2022-04-25,5.0,2022-04-25,4.97,0.6036217303822987,8.651911468812889,30.0,False,-8.7591,1.5616,2,2,2,100.0,12.235204866858322,15.175537938844846,7.396378269617701,0.6036217303822987,历史2/2次成功; 当前距低点0.60%; 最新日涨幅-8.76%; 状态confirmed_rebound; 底部未确认
62,72.26339509167558,67.31539802341587,603039,泛微网络,bottom_area,2022-04-25,41.63,2022-04-25,41.5,0.31325301204819894,7.566265060240965,30.22864828513786,False,-7.2829,0.3623,1,1,1,100.0,12.901155327342744,12.901155327342744,7.686746987951801,0.31325301204819894,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-7.28%; 状态bottom_area; 底部未确认
63,72.24208163265308,66.89081632653063,002248,华东数控,confirmed_rebound,2022-04-25,6.0,2022-04-25,6.0,0.0,9.666666666666668,31.271477663230247,False,-10.045,3.4314,1,1,1,100.0,29.251700680272112,29.251700680272112,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.04%; 状态confirmed_rebound; 底部未确认
64,72.09912265399255,67.02319108862818,603338,浙江鼎力,bottom_area,2022-04-25,34.13,2022-04-25,34.06,0.20551967116852693,7.98590722254844,29.04166666666666,False,-7.8315,1.3271,1,1,1,100.0,10.009548058561412,10.009548058561412,7.794480328831472,0.20551967116852693,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-7.83%; 状态bottom_area; 底部未确认
65,72.05755529842189,67.16370585627034,000650,仁和药业,bottom_area,2022-04-25,5.83,2022-04-25,5.81,0.3442340791738462,7.228915662650618,27.91563275434244,False,-6.5705,1.5477,1,1,1,100.0,12.46537396121883,12.46537396121883,7.655765920826154,0.3442340791738462,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-6.57%; 状态bottom_area; 底部未确认
66,71.98077313626258,67.36807645981244,688229,博睿数据,confirmed_rebound,2022-04-25,36.08,2022-04-25,35.88,0.5574136008918498,8.249721293199556,30.893682588597844,False,-7.4635,0.7189,2,2,2,100.0,9.725696074440098,11.21206614573869,7.4425863991081505,0.5574136008918498,历史2/2次成功; 当前距低点0.56%; 最新日涨幅-7.46%; 状态confirmed_rebound; 底部未确认
67,71.83784775418096,67.15363369911002,601068,中铝国际,bottom_area,2022-04-25,4.06,2022-04-25,4.04,0.4950495049504845,7.425742574257422,28.998242530755714,False,-7.0938,0.6312,1,1,1,100.0,14.259927797833935,14.259927797833935,7.504950495049516,0.4950495049504845,历史1/1次成功; 当前距低点0.50%; 最新日涨幅-7.09%; 状态bottom_area; 底部未确认
68,71.77065752616838,69.06233082706768,002390,信邦制药,confirmed_rebound,2022-04-25,4.59,2022-04-25,4.5,1.999999999999997,8.66666666666666,32.432432432432435,False,-6.7073,1.6765,1,1,1,100.0,13.345864661654133,13.345864661654133,6.0000000000000036,1.999999999999997,历史1/1次成功; 当前距低点2.00%; 最新日涨幅-6.71%; 状态confirmed_rebound; 底部未确认
69,71.6257879314869,69.64640335736283,688030,山石网科,bottom_area,2022-04-25,18.55,2022-04-25,18.09,2.542841348811503,7.849640685461591,27.34939759036144,False,-5.1151,2.1946,1,1,1,100.0,12.9251700680272,12.9251700680272,5.457158651188497,2.542841348811503,历史1/1次成功; 当前距低点2.54%; 最新日涨幅-5.12%; 状态bottom_area; 底部未确认
70,71.32042471681041,68.80584884804615,688093,世华科技,confirmed_rebound,2022-04-25,21.54,2022-04-25,21.09,2.133712660028446,12.375533428165005,31.68124392614189,False,-9.9122,1.1398,1,1,1,100.0,13.605987703822517,13.605987703822517,5.866287339971555,2.133712660028446,历史1/1次成功; 当前距低点2.13%; 最新日涨幅-9.91%; 状态confirmed_rebound; 底部未确认
71,71.2528539617951,66.47993551459352,002492,恒基达鑫,confirmed_rebound,2022-04-25,5.07,2022-04-25,5.05,0.3960396039604052,10.693069306930694,30.727023319615913,False,-8.3183,3.9022,1,1,1,100.0,19.639278557114217,19.639278557114217,7.603960396039596,0.3960396039604052,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-8.32%; 状态confirmed_rebound; 底部未确认
72,71.2132641509434,65.93820754716981,002467,二六三,bottom_area,2022-04-25,3.46,2022-04-25,3.46,0.0,7.51445086705203,29.098360655737704,False,-8.2228,1.6966,1,1,1,100.0,13.91509433962264,13.91509433962264,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-8.22%; 状态bottom_area; 底部未确认
