rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.85937994278935,83.51908875365083,601778,晶科科技,bottom_area,2023-09-14,3.71,2023-08-29,3.66,1.36612021857923,7.377049180327869,28.79377431906614,True,-1.0667,1.0868,3,3,3,100.0,20.34324113984674,42.344827586206904,6.63387978142077,1.36612021857923,历史3/3次成功; 当前距低点1.37%; 最新日涨幅-1.07%; 状态bottom_area; 底部已确认
12,77.39313871013383,74.82762029985315,601777,千里科技,confirmed_rebound,2023-09-14,3.64,2023-08-25,3.56,2.247191011235957,8.146067415730338,27.93522267206478,True,-0.8174,0.5646,1,1,1,100.0,27.96352583586626,27.96352583586626,5.752808988764043,2.247191011235957,历史1/1次成功; 当前距低点2.25%; 最新日涨幅-0.82%; 状态confirmed_rebound; 底部已确认
13,75.5333503969127,76.18960790262706,300588,熙菱信息,confirmed_rebound,2023-09-14,12.91,2023-09-12,12.36,4.449838187702271,9.870550161812304,27.20848056537103,True,2.7049,21.5298,2,2,2,100.0,23.146446078431378,25.98039215686274,3.5501618122977288,4.449838187702271,历史2/2次成功; 当前距低点4.45%; 最新日涨幅2.70%; 状态confirmed_rebound; 底部已确认
14,75.45044032058694,74.92012093367742,002272,川润股份,confirmed_rebound,2023-09-14,5.99,2023-08-25,5.78,3.633217993079584,10.553633217993069,29.42612942612942,True,-0.6633,1.865,2,2,2,100.0,28.784182569348804,48.337595907928375,4.366782006920416,3.633217993079584,历史2/2次成功; 当前距低点3.63%; 最新日涨幅-0.66%; 状态confirmed_rebound; 底部已确认
15,73.03544436946468,72.56949795429975,603301,振德医疗,bottom_area,2023-09-14,26.29,2023-09-11,25.36,3.6671924290220805,5.678233438485809,31.58888589155652,False,0.0,0.3345,1,1,1,100.0,9.734928454140272,9.734928454140272,4.332807570977919,3.6671924290220805,历史1/1次成功; 当前距低点3.67%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
16,72.70837206843365,67.72555665405113,603258,电魂网络,bottom_area,2023-09-14,29.13,2023-09-14,29.04,0.30991735537190035,6.887052341597796,28.613569321533927,False,-6.4247,5.7262,1,1,1,100.0,15.065420560747667,15.065420560747667,7.6900826446281005,0.30991735537190035,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-6.42%; 状态bottom_area; 底部未确认
17,72.1657537274132,71.7463910193424,300614,百川畅银,bottom_area,2023-09-14,22.72,2023-09-01,21.91,3.6969420356001765,5.8877225011410275,29.775641025641026,False,-0.6993,1.9656,2,2,2,100.0,11.480746561886047,11.8614931237721,4.303057964399824,3.6969420356001765,历史2/2次成功; 当前距低点3.70%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
18,71.86680447577827,71.58540348981681,688339,亿华通,confirmed_rebound,2023-09-14,53.32,2023-08-29,51.37,3.7959898773603324,9.791707222114077,27.392226148409897,True,-2.6119,0.6741,2,2,2,100.0,12.850862420421358,14.0971239981141,4.204010122639668,3.7959898773603324,历史2/2次成功; 当前距低点3.80%; 最新日涨幅-2.61%; 状态confirmed_rebound; 底部已确认
19,66.96831835906154,67.12145654879568,688247,宣泰医药,confirmed_rebound,2023-09-14,10.87,2023-08-31,10.44,4.11877394636015,8.716475095785443,28.247422680412377,True,-0.7306,1.3912,1,1,1,100.0,9.474522292993626,9.474522292993626,3.8812260536398497,4.11877394636015,历史1/1次成功; 当前距低点4.12%; 最新日涨幅-0.73%; 状态confirmed_rebound; 底部已确认
20,66.6935869336714,67.04439448242103,603326,我乐家居,confirmed_rebound,2023-09-14,12.69,2023-09-13,12.17,4.272801972062446,8.874281018898934,30.29782359679267,False,-2.0833,12.5765,1,1,1,100.0,20.141843971631218,20.141843971631218,3.727198027937554,4.272801972062446,历史1/1次成功; 当前距低点4.27%; 最新日涨幅-2.08%; 状态confirmed_rebound; 底部未确认
21,60.729137457262574,59.28184281205785,002861,瀛通通讯,bottom_area,2023-09-14,11.6,2023-09-13,11.29,2.745792736935346,4.251550044286984,28.089171974522298,False,0.8696,12.3934,1,2,1,50.0,18.668012108980825,18.668012108980825,5.254207263064655,2.745792736935346,历史1/2次成功; 当前距低点2.75%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
