rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.78992072237678,86.1901688191961,600343,航天动力,bottom_area,2024-08-16,7.81,2024-08-13,7.71,1.2970168612191912,5.447470817120633,31.16071428571428,False,-2.4969,2.7534,4,4,4,100.0,26.383694961160476,55.72413793103447,6.702983138780809,1.2970168612191912,历史4/4次成功; 当前距低点1.30%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
12,79.53447229558569,74.10340950839014,300424,航新科技,bottom_area,2024-08-16,12.4,2024-08-16,12.36,0.32362459546926314,6.877022653721694,29.128440366972484,False,-3.4268,8.6497,2,2,2,100.0,32.85630960247343,52.29885057471265,7.676375404530737,0.32362459546926314,历史2/2次成功; 当前距低点0.32%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
13,79.42627894860235,78.77435326639768,000811,冰轮环境,confirmed_rebound,2024-08-16,8.41,2024-07-24,8.12,3.571428571428583,11.083743842364537,31.64983164983166,True,-2.2093,0.8699,3,3,3,100.0,32.0817763938432,47.451868629671566,4.428571428571417,3.571428571428583,历史3/3次成功; 当前距低点3.57%; 最新日涨幅-2.21%; 状态confirmed_rebound; 底部已确认
14,78.81040890645103,73.68936986908436,001203,大中矿业,bottom_area,2024-08-16,7.92,2024-08-16,7.88,0.5076142131979701,2.4111675126903607,32.244196044711956,False,-1.2469,0.4613,2,2,2,100.0,22.670592877288865,29.46341463414634,7.49238578680203,0.5076142131979701,历史2/2次成功; 当前距低点0.51%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
15,78.57323670851245,74.90251731682689,002706,良信股份,bottom_area,2024-08-16,6.04,2024-07-30,5.95,1.5126050420168042,7.394957983193269,32.7683615819209,True,-1.4682,0.8626,3,4,3,75.0,13.31320867002797,14.727153188691638,6.487394957983196,1.5126050420168042,历史3/4次成功; 当前距低点1.51%; 最新日涨幅-1.47%; 状态bottom_area; 底部已确认
16,78.48107687377754,73.01530796136669,600283,钱江水利,bottom_area,2024-08-16,8.09,2024-08-16,8.07,0.24783147459726856,3.841387856257751,32.86189683860232,False,-2.9976,0.6718,2,2,2,100.0,15.862170556174481,20.59238363892808,7.752168525402732,0.24783147459726856,历史2/2次成功; 当前距低点0.25%; 最新日涨幅-3.00%; 状态bottom_area; 底部未确认
17,78.41171529080808,74.89293607217871,002607,中公教育,confirmed_rebound,2024-08-16,1.89,2024-08-15,1.86,1.612903225806441,9.139784946236542,30.33707865168539,True,-3.5714,13.4595,6,7,6,85.71428571428571,11.706980022366963,18.337408312958438,6.38709677419356,1.612903225806441,历史6/7次成功; 当前距低点1.61%; 最新日涨幅-3.57%; 状态confirmed_rebound; 底部已确认
18,77.95752838995388,77.61882804937478,002545,东方铁塔,bottom_area,2024-08-16,6.05,2024-07-25,5.83,3.773584905660373,7.375643224699823,29.247572815533985,True,-1.3051,0.4479,3,3,3,100.0,18.132266850969987,28.468653648509758,4.226415094339627,3.773584905660373,历史3/3次成功; 当前距低点3.77%; 最新日涨幅-1.31%; 状态bottom_area; 底部已确认
19,76.89993236552105,75.61014356882279,001218,丽臣实业,bottom_area,2024-08-16,14.21,2024-07-25,13.78,3.120464441219169,6.603773584905662,30.404040404040412,False,-0.3506,0.6097,2,2,2,100.0,25.18711018711019,29.999999999999993,4.879535558780831,3.120464441219169,历史2/2次成功; 当前距低点3.12%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
20,75.86413012054288,75.72912555131491,002346,柘中股份,confirmed_rebound,2024-08-16,7.18,2024-07-25,6.91,3.907380607814755,8.248914616497833,29.989868287740624,True,-0.554,0.3034,3,3,3,100.0,19.827706113615825,34.89010989010989,4.092619392185245,3.907380607814755,历史3/3次成功; 当前距低点3.91%; 最新日涨幅-0.55%; 状态confirmed_rebound; 底部已确认
21,75.22556737725988,70.79184041985752,000421,南京公用,bottom_area,2024-08-16,4.79,2024-08-15,4.75,0.8421052631578954,5.894736842105268,27.480916030534345,False,-1.8443,6.7485,5,6,5,83.33333333333334,13.970468207119307,30.864197530864196,7.157894736842104,0.8421052631578954,历史5/6次成功; 当前距低点0.84%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
22,74.60486511837068,71.90877586522228,002293,罗莱生活,bottom_area,2024-08-16,7.34,2024-07-30,7.19,2.0862308762169604,5.146036161335177,29.78515625,False,-1.0782,0.1192,1,1,1,100.0,9.27624872579001,9.27624872579001,5.91376912378304,2.0862308762169604,历史1/1次成功; 当前距低点2.09%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
23,74.48527674418605,68.9678488372093,600280,中央商场,bottom_area,2024-08-16,2.57,2024-08-16,2.57,0.0,5.836575875486395,32.898172323759795,False,-6.2044,8.3944,2,2,2,100.0,13.536821705426364,15.406976744186055,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-6.20%; 状态bottom_area; 底部未确认
24,74.26054774280051,69.45403979828268,000708,中信特钢,bottom_area,2024-08-16,11.56,2024-08-16,11.5,0.5217391304347869,2.9565217391304333,29.447852760736197,False,-1.9508,0.1661,1,1,1,100.0,16.739811912225715,16.739811912225715,7.478260869565213,0.5217391304347869,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
25,74.21295695718847,69.08298511561486,301606,绿联科技,bottom_area,2024-08-16,28.98,2024-08-13,28.9,0.2768166089965462,5.294117647058828,30.34466136418415,False,-3.0445,17.3719,1,1,1,100.0,21.957671957671955,21.957671957671955,7.723183391003453,0.2768166089965462,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-3.04%; 状态bottom_area; 底部未确认
26,74.11567442556185,69.24110092074164,301507,民生健康,bottom_area,2024-08-16,13.0,2024-08-16,12.94,0.46367851622875195,2.782071097372498,31.858873091100577,False,-2.1821,12.9557,1,1,1,100.0,14.883268482490283,14.883268482490283,7.536321483771248,0.46367851622875195,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
27,73.92473075540525,68.8712480927998,002601,龙佰集团,bottom_area,2024-08-16,15.7,2024-08-16,15.65,0.31948881789136696,2.5559105431309925,32.54310344827586,False,-1.2579,0.5784,1,1,1,100.0,11.127325793506023,11.127325793506023,7.680511182108633,0.31948881789136696,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
28,73.80290447713972,68.63508622053473,002372,伟星新材,bottom_area,2024-08-16,13.26,2024-08-16,13.23,0.22675736961450763,1.4361300075585752,29.814323607427056,False,-0.8227,0.3705,1,1,1,100.0,8.720930232558127,8.720930232558127,7.773242630385492,0.22675736961450763,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
29,73.68797168051478,74.16498586239395,002552,宝鼎科技,confirmed_rebound,2024-08-16,11.07,2024-07-25,10.61,4.335532516493882,10.084825636192276,30.197368421052634,True,-0.4496,0.5113,1,1,1,100.0,52.23596574690771,52.23596574690771,3.6644674835061184,4.335532516493882,历史1/1次成功; 当前距低点4.34%; 最新日涨幅-0.45%; 状态confirmed_rebound; 底部已确认
30,73.34374458155658,71.37202812122909,000726,鲁泰A,bottom_area,2024-08-16,5.56,2024-07-30,5.42,2.583025830258297,4.797047970479701,28.211920529801326,False,-0.5367,0.4406,1,1,1,100.0,12.480252764612954,12.480252764612954,5.416974169741703,2.583025830258297,历史1/1次成功; 当前距低点2.58%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
31,72.23825617560466,71.44338932745812,002355,兴民智通,confirmed_rebound,2024-08-16,4.53,2024-08-12,4.38,3.4246575342465837,8.447488584474888,28.8961038961039,True,-2.9979,3.5359,4,5,4,80.0,17.535529599679155,21.138211382113823,4.575342465753416,3.4246575342465837,历史4/5次成功; 当前距低点3.42%; 最新日涨幅-3.00%; 状态confirmed_rebound; 底部已确认
32,72.23643404745597,67.83393524158888,002311,海大集团,bottom_area,2024-08-16,39.95,2024-08-16,39.66,0.7312153303076305,1.109430156328807,27.28272827282729,False,-0.4981,0.2636,1,1,1,100.0,10.59734513274336,10.59734513274336,7.26878466969237,0.7312153303076305,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
33,72.14172415135712,72.42753685283917,002768,国恩股份,bottom_area,2024-08-16,17.84,2024-07-25,17.12,4.205607476635507,7.827102803738316,27.549724925941593,True,-0.4464,0.5329,2,2,2,100.0,12.184526341764123,13.681691264459511,3.7943925233644933,4.205607476635507,历史2/2次成功; 当前距低点4.21%; 最新日涨幅-0.45%; 状态bottom_area; 底部已确认
34,72.13593644305939,71.58813160987079,000629,钒钛股份,confirmed_rebound,2024-08-16,2.3,2024-07-25,2.22,3.6036036036035863,10.360360360360358,32.72727272727272,True,-1.7094,0.4724,1,1,1,100.0,27.173913043478265,27.173913043478265,4.396396396396414,3.6036036036035863,历史1/1次成功; 当前距低点3.60%; 最新日涨幅-1.71%; 状态confirmed_rebound; 底部已确认
35,72.10301700861423,72.20667422446665,600997,开滦股份,bottom_area,2024-08-16,6.13,2024-07-30,5.89,4.074702886247882,5.942275042444831,30.70588235294118,False,0.4918,0.3432,1,1,1,100.0,12.77955271565495,12.77955271565495,3.9252971137521184,4.074702886247882,历史1/1次成功; 当前距低点4.07%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
36,72.02522758219224,72.10814454511888,600210,紫江企业,confirmed_rebound,2024-08-16,4.87,2024-07-25,4.68,4.0598290598290685,9.61538461538462,27.329192546583858,True,-1.217,0.4728,2,2,2,100.0,18.895455922199744,19.867549668874158,3.940170940170932,4.0598290598290685,历史2/2次成功; 当前距低点4.06%; 最新日涨幅-1.22%; 状态confirmed_rebound; 底部已确认
37,71.65244759281582,70.02282547272334,002539,云图控股,confirmed_rebound,2024-08-16,6.6,2024-07-24,6.42,2.8037383177570048,8.566978193146415,29.682365826944146,True,-0.9009,0.5697,1,1,1,100.0,8.953488372093018,8.953488372093018,5.196261682242995,2.8037383177570048,历史1/1次成功; 当前距低点2.80%; 最新日涨幅-0.90%; 状态confirmed_rebound; 底部已确认
38,71.60133355691086,72.90912047119234,000789,万年青,confirmed_rebound,2024-08-16,4.46,2024-07-09,4.25,4.941176470588235,9.88235294117647,29.752066115702476,True,-2.8322,0.4953,2,2,2,100.0,34.00539152759949,47.599999999999994,3.0588235294117654,4.941176470588235,历史2/2次成功; 当前距低点4.94%; 最新日涨幅-2.83%; 状态confirmed_rebound; 底部已确认
39,70.02204605129516,69.21797965746596,000090,天健集团,confirmed_rebound,2024-08-16,3.65,2024-07-25,3.53,3.399433427762043,9.915014164305951,28.973843058350102,True,-1.6173,0.6565,1,1,1,100.0,11.928429423459237,11.928429423459237,4.600566572237957,3.399433427762043,历史1/1次成功; 当前距低点3.40%; 最新日涨幅-1.62%; 状态confirmed_rebound; 底部已确认
40,69.98189164623957,69.27876389329273,002316,亚联发展,confirmed_rebound,2024-08-16,2.68,2024-08-13,2.59,3.4749034749034866,8.880308880308881,27.247191011235962,True,-0.3717,6.4481,6,8,6,75.0,17.34700976383158,24.890829694323134,4.525096525096513,3.4749034749034866,历史6/8次成功; 当前距低点3.47%; 最新日涨幅-0.37%; 状态confirmed_rebound; 底部已确认
41,67.95110035905068,64.34442595673876,600058,五矿发展,confirmed_rebound,2024-08-16,6.08,2024-07-25,6.01,1.1647254575707202,8.153078202995012,31.85941043083901,True,-2.5641,0.4927,1,2,1,50.0,99.54954954954954,99.54954954954954,6.83527454242928,1.1647254575707202,历史1/2次成功; 当前距低点1.16%; 最新日涨幅-2.56%; 状态confirmed_rebound; 底部已确认
42,67.20907404480243,63.407091960394965,002651,利君股份,bottom_area,2024-08-16,5.19,2024-08-13,5.14,0.9727626459144108,5.642023346303502,29.201101928374655,False,-2.0755,3.5771,2,3,2,66.66666666666666,28.646903905447076,41.96642685851319,7.027237354085589,0.9727626459144108,历史2/3次成功; 当前距低点0.97%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
43,62.991025464081154,58.32502357785292,000509,华塑控股,bottom_area,2024-08-16,2.63,2024-08-16,2.63,0.0,7.604562737642592,32.39074550128535,False,-9.9315,8.4763,2,3,2,66.66666666666666,11.872886619280932,13.953488372093018,8.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-9.93%; 状态bottom_area; 底部未确认
44,53.68731784851124,54.151180180931505,002833,弘亚数控,confirmed_rebound,2024-08-16,15.97,2024-07-30,15.29,4.447351209941148,9.875735775016361,31.923419412288517,True,-0.869,0.5088,1,2,1,50.0,35.43624161073825,35.43624161073825,3.5526487900588517,4.447351209941148,历史1/2次成功; 当前距低点4.45%; 最新日涨幅-0.87%; 状态confirmed_rebound; 底部已确认
