rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.3965106281663,77.33533187163644,002795,永和智控,bottom_area,2022-12-22,8.74,2022-12-22,8.65,1.040462427745663,4.5086705202312,29.67479674796748,False,-2.4554,2.3922,1,1,1,100.0,25.632183908045985,25.632183908045985,8.959537572254337,1.040462427745663,历史1/1次成功; 当前距低点1.04%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
17,75.2690569063337,69.0564514201483,600158,中体产业,bottom_area,2022-12-22,8.37,2022-12-21,8.33,0.480192076830722,2.641056422569035,29.286926994906615,False,-0.2384,2.1403,1,1,1,100.0,14.092953523238386,14.092953523238386,9.519807923169278,0.480192076830722,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
18,74.39491962020645,68.18252069638879,002423,中粮资本,bottom_area,2022-12-22,7.09,2022-12-22,7.06,0.42492917847025846,5.807365439093487,27.58974358974359,False,-4.1892,1.6457,1,1,1,100.0,18.932038834951456,18.932038834951456,9.575070821529742,0.42492917847025846,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-4.19%; 状态bottom_area; 底部未确认
19,74.19418066764254,67.4492551524023,000159,国际实业,confirmed_rebound,2022-12-22,7.03,2022-12-22,7.03,0.0,12.80227596017069,28.84615384615385,False,-9.9872,3.1868,2,2,2,100.0,15.587393292485462,19.8744769874477,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态confirmed_rebound; 底部未确认
20,74.03320838043587,67.54776765091452,002362,汉王科技,bottom_area,2022-12-22,15.8,2022-12-22,15.77,0.19023462270133887,4.629042485732406,32.462526766595296,False,-5.1621,9.2178,1,1,1,100.0,12.642487046632112,12.642487046632112,9.80976537729866,0.19023462270133887,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-5.16%; 状态bottom_area; 底部未确认
21,69.1049377682535,63.91750562344684,002603,以岭药业,bottom_area,2022-12-22,36.78,2022-12-22,36.45,0.9053497942386783,5.898491083676265,32.449962935507784,False,-2.8783,7.4787,2,3,2,66.66666666666666,30.564712299163222,39.661898569570866,9.094650205761322,0.9053497942386783,历史2/3次成功; 当前距低点0.91%; 最新日涨幅-2.88%; 状态bottom_area; 底部未确认
22,64.50277655468534,59.231484814193934,605289,罗曼股份,bottom_area,2022-12-22,20.99,2022-12-22,20.88,0.5268199233716448,7.231800766283533,27.424400417101147,False,-4.9796,6.744,2,3,2,66.66666666666666,10.946062219433427,11.881750994883456,9.473180076628356,0.5268199233716448,历史2/3次成功; 当前距低点0.53%; 最新日涨幅-4.98%; 状态bottom_area; 底部未确认
23,58.62522247904142,53.40127491721021,688115,思林杰,bottom_area,2022-12-22,38.61,2022-12-22,38.57,0.10370754472387644,3.396422089707032,30.729166666666668,False,-2.1045,1.2658,1,2,1,50.0,16.977032898820603,16.977032898820603,9.896292455276125,0.10370754472387644,历史1/2次成功; 当前距低点0.10%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
24,55.28399038163947,50.3703541114574,688298,东方生物,bottom_area,2022-12-22,85.72,2022-12-22,85.62,0.11679514132211435,5.115627189908895,28.03832576903681,False,-3.8043,3.6353,2,6,2,33.33333333333333,13.83501989429302,15.470039788586028,9.883204858677887,0.11679514132211435,历史2/6次成功; 当前距低点0.12%; 最新日涨幅-3.80%; 状态bottom_area; 底部未确认
25,55.23100858193033,54.72724316368718,002786,银宝山新,bottom_area,2022-12-22,7.17,2022-12-22,6.86,4.518950437317779,5.685131195335272,31.05527638190954,False,3.1655,6.3106,1,2,1,50.0,15.916398713826371,15.916398713826371,5.481049562682222,4.518950437317779,历史1/2次成功; 当前距低点4.52%; 最新日涨幅3.17%; 状态bottom_area; 底部未确认
26,53.96337204681066,49.515446078557346,300482,万孚生物,bottom_area,2022-12-22,35.1,2022-12-22,34.93,0.4866876610363633,5.811623246492989,31.036525172754192,False,-3.862,5.781,1,2,1,50.0,10.99512874043146,10.99512874043146,9.513312338963638,0.4866876610363633,历史1/2次成功; 当前距低点0.49%; 最新日涨幅-3.86%; 状态bottom_area; 底部未确认
