rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.69483991396265,88.22360838614003,603322,超讯通信,bottom_area,2025-12-30,38.7,2025-12-26,38.0,1.8421052631579022,3.157894736842113,31.29632977761707,False,0.2071,4.1689,7,7,7,100.0,21.524776269570104,39.45833333333333,8.157894736842099,1.8421052631579022,历史7/7次成功; 当前距低点1.84%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
12,78.13144442926173,73.39101322485477,605368,蓝天燃气,bottom_area,2025-12-30,7.71,2025-12-18,7.58,1.71503957783641,3.562005277044849,31.65013525698828,False,-0.8997,0.6483,1,1,1,100.0,12.695179904955879,12.695179904955879,8.28496042216359,1.71503957783641,历史1/1次成功; 当前距低点1.72%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
13,77.95547679530158,71.23027770360483,002910,庄园牧场,bottom_area,2025-12-30,11.28,2025-12-30,11.25,0.266666666666661,3.555555555555559,29.73141786383511,False,-3.5897,11.6107,1,1,1,100.0,33.37783711615487,33.37783711615487,9.73333333333334,0.266666666666661,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-3.59%; 状态bottom_area; 底部未确认
14,77.46951551881132,70.74918701478194,600325,华发股份,bottom_area,2025-12-30,4.19,2025-12-30,4.18,0.23923444976078173,1.4354066985646052,27.177700348432065,False,-1.1792,0.8803,3,4,3,75.0,24.406675055035087,32.553606237816766,9.760765550239219,0.23923444976078173,历史3/4次成功; 当前距低点0.24%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
15,76.03202096718861,74.33814303171705,002317,众生药业,bottom_area,2025-12-30,19.31,2025-12-23,18.6,3.817204301075254,9.408602150537634,31.617647058823522,True,-1.1771,4.1301,4,5,4,80.0,27.695531388003374,58.31999999999999,6.182795698924746,3.817204301075254,历史4/5次成功; 当前距低点3.82%; 最新日涨幅-1.18%; 状态bottom_area; 底部已确认
16,75.19235648070205,71.30809442657171,300768,迪普科技,bottom_area,2025-12-30,18.45,2025-12-17,18.05,2.216066481994452,5.7063711911357204,29.43706020328381,False,-1.0724,1.3161,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,7.783933518005548,2.216066481994452,历史2/3次成功; 当前距低点2.22%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
17,74.47063899559835,68.49795174020264,600250,南京商旅,bottom_area,2025-12-30,11.48,2025-12-30,11.41,0.6134969325153399,2.5416301489921045,29.042288557213926,False,-2.1313,5.8898,5,7,5,71.42857142857143,24.629088497974813,53.93258426966293,9.38650306748466,0.6134969325153399,历史5/7次成功; 当前距低点0.61%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
18,74.19330730949468,70.14200202038616,000692,惠天热电,bottom_area,2025-12-30,3.48,2025-12-17,3.41,2.0527859237536608,6.744868035190615,28.511530398322844,False,-1.1364,2.3396,3,5,3,60.0,36.0341608954005,59.042553191489375,7.94721407624634,2.0527859237536608,历史3/5次成功; 当前距低点2.05%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
19,73.99827202253721,70.86543249868463,000998,隆平高科,bottom_area,2025-12-30,9.41,2025-12-17,9.16,2.7292576419213974,4.148471615720513,29.484218629715166,False,-0.3178,1.1653,1,1,1,100.0,11.549139367018313,11.549139367018313,7.270742358078603,2.7292576419213974,历史1/1次成功; 当前距低点2.73%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
20,73.84537783244829,72.28336404101405,301177,迪阿股份,bottom_area,2025-12-30,29.2,2025-12-17,28.11,3.877623621487015,6.438989683386703,31.88756966319361,False,0.5856,0.3704,1,1,1,100.0,10.776053215077603,10.776053215077603,6.122376378512985,3.877623621487015,历史1/1次成功; 当前距低点3.88%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
21,73.7111255385991,69.31481574463598,601566,九牧王,bottom_area,2025-12-30,13.78,2025-12-30,13.54,1.7725258493353047,4.726735598227479,27.51605995717345,False,-1.5714,5.9034,2,3,2,66.66666666666666,30.373699002439853,38.914728682170555,8.227474150664696,1.7725258493353047,历史2/3次成功; 当前距低点1.77%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
22,73.21070257493372,71.76182953212364,601162,天风证券,bottom_area,2025-12-30,4.21,2025-12-17,4.05,3.9506172839506206,6.419753086419748,27.678571428571423,False,-0.4728,1.3834,2,2,2,100.0,14.673316879199232,18.939393939393938,6.04938271604938,3.9506172839506206,历史2/2次成功; 当前距低点3.95%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
23,72.9695484949833,66.33595317725754,603696,安记食品,bottom_area,2025-12-30,21.21,2025-12-30,21.21,0.0,5.139085337105138,28.271897193101115,False,-10.0127,15.7874,1,1,1,100.0,16.053511705685615,16.053511705685615,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
24,72.03874226985602,71.4944098313672,688050,爱博医疗,bottom_area,2025-12-30,61.6,2025-12-10,58.89,4.601799966038378,7.947019867549668,29.750685911964688,True,-0.8531,0.8528,2,2,2,100.0,12.024267494272554,12.90770757525636,5.398200033961623,4.601799966038378,历史2/2次成功; 当前距低点4.60%; 最新日涨幅-0.85%; 状态bottom_area; 底部已确认
25,71.28729548772833,69.97734948591076,603072,天和磁材,bottom_area,2025-12-30,41.08,2025-12-17,39.49,4.026335781210424,6.330716637123322,27.05947543405984,False,-1.4868,3.1887,1,1,1,100.0,22.674167027260935,22.674167027260935,5.973664218789577,4.026335781210424,历史1/1次成功; 当前距低点4.03%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
26,71.27990948877053,70.99068816661025,003018,金富科技,bottom_area,2025-12-30,16.2,2025-12-30,15.46,4.786545924967648,6.468305304010349,27.858142790480628,False,2.4668,22.2864,1,1,1,100.0,14.967811158798277,14.967811158798277,5.213454075032353,4.786545924967648,历史1/1次成功; 当前距低点4.79%; 最新日涨幅2.47%; 状态bottom_area; 底部未确认
27,68.3312616359264,67.59178178602399,603038,华立股份,confirmed_rebound,2025-12-30,16.27,2025-12-17,15.58,4.428754813863925,11.360718870346608,29.661399548532724,True,-1.9289,5.2896,3,4,3,75.0,19.969584739966248,28.753412192902637,5.571245186136076,4.428754813863925,历史3/4次成功; 当前距低点4.43%; 最新日涨幅-1.93%; 状态confirmed_rebound; 底部已确认
28,62.28700465422271,62.06339753739463,688337,普源精电,bottom_area,2025-12-30,37.47,2025-12-04,35.75,4.811188811188808,7.384615384615387,28.499999999999996,True,-0.0267,0.6437,3,6,3,50.0,38.886602295188766,54.46153846153845,5.188811188811193,4.811188811188808,历史3/6次成功; 当前距低点4.81%; 最新日涨幅-0.03%; 状态bottom_area; 底部已确认
29,57.14730704863788,56.43606704774309,002670,国盛证券,bottom_area,2025-12-30,17.06,2025-12-17,16.35,4.342507645259922,7.64525993883792,29.6774193548387,True,0.1174,0.9821,1,2,1,50.0,13.747228381374727,13.747228381374727,5.657492354740079,4.342507645259922,历史1/2次成功; 当前距低点4.34%; 最新日涨幅0.12%; 状态bottom_area; 底部已确认
30,55.58062089389764,54.45778006775831,002605,姚记科技,bottom_area,2025-12-30,23.28,2025-12-17,22.4,3.9285714285714404,6.517857142857148,27.71861890932559,False,-0.0858,1.1561,2,5,2,40.0,18.037220026350465,23.2121212121212,6.0714285714285605,3.9285714285714404,历史2/5次成功; 当前距低点3.93%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
31,54.660197181871744,54.06147079521464,600104,上汽集团,bottom_area,2025-12-30,15.35,2025-11-21,14.7,4.421768707482996,8.299319727891161,28.74454677653902,True,-0.1301,0.2702,1,2,1,50.0,24.425287356321842,24.425287356321842,5.578231292517004,4.421768707482996,历史1/2次成功; 当前距低点4.42%; 最新日涨幅-0.13%; 状态bottom_area; 底部已确认
