rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.06636745029657,77.54855609849571,600217,中再资环,bottom_area,2022-01-25,5.74,2022-01-25,5.68,1.056338028169023,5.281690140845083,28.643216080402013,False,-3.5294,1.3186,1,1,1,100.0,37.18820861678004,37.18820861678004,6.943661971830978,1.056338028169023,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-3.53%; 状态bottom_area; 底部未确认
17,74.25457107364684,68.75423247559893,300433,蓝思科技,bottom_area,2022-01-25,18.07,2022-01-25,18.07,0.0,4.869950193691195,28.85826771653543,False,-3.883,0.7049,2,2,2,100.0,12.388346643005029,14.217687074829932,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.88%; 状态bottom_area; 底部未确认
18,74.13181591852003,68.85445510169346,600032,浙江新能,bottom_area,2022-01-25,12.4,2022-01-25,12.38,0.16155088852988345,6.300484652665585,32.052689352360034,False,-6.2736,4.5615,1,1,1,100.0,19.31608133086876,19.31608133086876,7.8384491114701165,0.16155088852988345,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-6.27%; 状态bottom_area; 底部未确认
19,74.0993824257596,68.61053928311074,300658,延江股份,confirmed_rebound,2022-01-25,10.11,2022-01-25,10.11,0.0,11.473788328387737,30.08298755186723,False,-8.4239,3.1581,2,2,2,100.0,21.830856360810415,26.72018348623853,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-8.42%; 状态confirmed_rebound; 底部未确认
20,73.67108114590273,68.213964023984,001896,豫能控股,bottom_area,2022-01-25,6.1,2022-01-25,6.1,0.0,4.918032786885258,29.64244521337947,False,-4.6875,1.3828,2,2,2,100.0,9.483677548301134,9.493670886075943,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-4.69%; 状态bottom_area; 底部未确认
21,73.40358776931579,70.72929701283006,688131,皓元医药,bottom_area,2022-01-25,188.33,2022-01-25,184.51,2.0703484905967273,6.72592271421603,28.172687636250394,False,-5.4141,8.9042,1,1,1,100.0,12.955331028981659,12.955331028981659,5.929651509403273,2.0703484905967273,历史1/1次成功; 当前距低点2.07%; 最新日涨幅-5.41%; 状态bottom_area; 底部未确认
22,72.87790163454707,68.15803959556538,300642,透景生命,bottom_area,2022-01-25,29.02,2022-01-25,28.87,0.5195704883962542,7.6896432282646305,32.35707591377694,False,-6.7181,3.5826,1,1,1,100.0,19.960539296284104,19.960539296284104,7.480429511603746,0.5195704883962542,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-6.72%; 状态bottom_area; 底部未确认
23,72.76390138849008,67.67337151296648,000625,长安汽车,bottom_area,2022-01-25,13.06,2022-01-25,13.03,0.23023791250960196,6.676899462778212,28.563596491228065,False,-3.5451,1.3967,1,1,1,100.0,13.808139534883724,13.808139534883724,7.769762087490398,0.23023791250960196,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
24,72.63618272049445,67.31301147294751,300690,双一科技,bottom_area,2022-01-25,22.63,2022-01-25,22.62,0.044208664898311274,5.57029177718832,31.225296442687743,False,-4.6757,2.3324,1,1,1,100.0,9.590361445783124,9.590361445783124,7.955791335101689,0.044208664898311274,历史1/1次成功; 当前距低点0.04%; 最新日涨幅-4.68%; 状态bottom_area; 底部未确认
25,72.59502777762565,68.11119540440896,601798,蓝科高新,bottom_area,2022-01-25,7.34,2022-01-25,7.29,0.6858710562414242,6.172839506172842,31.22641509433962,False,-5.168,2.1596,1,1,1,100.0,21.74721189591078,21.74721189591078,7.3141289437585755,0.6858710562414242,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-5.17%; 状态bottom_area; 底部未确认
26,72.29487658384727,67.03662815332238,002022,科华生物,bottom_area,2022-01-25,13.32,2022-01-25,13.31,0.07513148009015617,7.062359128474826,28.05405405405405,False,-5.3977,3.233,1,1,1,100.0,8.483483483483475,8.483483483483475,7.924868519909845,0.07513148009015617,历史1/1次成功; 当前距低点0.08%; 最新日涨幅-5.40%; 状态bottom_area; 底部未确认
27,72.06220049655504,66.91690096634741,601678,滨化股份,bottom_area,2022-01-25,6.69,2022-01-25,6.68,0.14970059880240533,4.640718562874259,29.23728813559322,False,-4.1547,1.5915,1,1,1,100.0,8.753861997940263,8.753861997940263,7.850299401197596,0.14970059880240533,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-4.15%; 状态bottom_area; 底部未确认
28,71.87698024813841,66.80096600794619,688309,恒誉环保,bottom_area,2022-01-25,15.55,2022-01-25,15.52,0.19329896907217228,4.381443298969071,28.24780397595931,False,-5.7004,5.0382,1,1,1,100.0,8.664987405541554,8.664987405541554,7.806701030927828,0.19329896907217228,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-5.70%; 状态bottom_area; 底部未确认
29,71.50642604568148,66.60191784475859,002108,沧州明珠,bottom_area,2022-01-25,6.54,2022-01-25,6.52,0.3067484662576758,7.975460122699395,27.876106194690266,False,-5.0798,1.4918,1,1,1,100.0,8.9855072463768,8.9855072463768,7.693251533742325,0.3067484662576758,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-5.08%; 状态bottom_area; 底部未确认
30,71.49107886808541,72.42468861388663,603230,内蒙新华,confirmed_rebound,2022-01-25,16.57,2022-01-25,15.83,4.67466835123184,11.181301326595081,30.843162953254698,False,1.0366,25.9462,1,1,1,100.0,31.521142229544196,31.521142229544196,3.325331648768161,4.67466835123184,历史1/1次成功; 当前距低点4.67%; 最新日涨幅1.04%; 状态confirmed_rebound; 底部未确认
31,71.02898050149733,70.05728808471856,688105,诺唯赞,confirmed_rebound,2022-01-25,83.98,2022-01-21,81.31,3.2837289386299364,10.109457631287663,29.88703975165991,True,-4.6873,2.1135,1,1,1,100.0,25.237580993520524,25.237580993520524,4.716271061370064,3.2837289386299364,历史1/1次成功; 当前距低点3.28%; 最新日涨幅-4.69%; 状态confirmed_rebound; 底部已确认
32,70.87407919261658,66.51687615526801,002006,精工科技,bottom_area,2022-01-25,20.09,2022-01-25,19.95,0.7017543859649151,6.416040100250632,28.648068669527905,False,-3.5526,1.4564,1,1,1,100.0,13.370301910043118,13.370301910043118,7.298245614035085,0.7017543859649151,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
33,70.18616488761609,65.23797515527951,002178,延华智能,confirmed_rebound,2022-01-25,5.01,2022-01-25,5.0,0.19999999999999576,10.999999999999996,27.325581395348834,False,-7.3937,11.1712,1,1,1,100.0,10.559006211180119,10.559006211180119,7.800000000000004,0.19999999999999576,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-7.39%; 状态confirmed_rebound; 底部未确认
34,70.1807960056379,65.80925771195012,000967,盈峰环境,bottom_area,2022-01-25,6.13,2022-01-25,6.09,0.6568144499178987,5.25451559934319,29.595375722543356,False,-3.9185,1.1919,1,1,1,100.0,9.015025041736227,9.015025041736227,7.343185550082102,0.6568144499178987,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-3.92%; 状态bottom_area; 底部未确认
35,70.17409381663114,64.97601279317698,000912,泸天化,bottom_area,2022-01-25,5.27,2022-01-25,5.27,0.0,6.831119544592037,27.310344827586214,False,-6.5603,1.3201,1,1,1,100.0,8.742004264392307,8.742004264392307,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-6.56%; 状态bottom_area; 底部未确认
36,69.7636793299877,65.52705422767522,001216,华瓷股份,confirmed_rebound,2022-01-25,14.91,2022-01-25,14.8,0.7432432432432394,10.4054054054054,27.093596059113302,False,-8.8631,14.9939,1,1,1,100.0,18.77230549607424,18.77230549607424,7.256756756756761,0.7432432432432394,历史1/1次成功; 当前距低点0.74%; 最新日涨幅-8.86%; 状态confirmed_rebound; 底部未确认
37,69.63712103235106,65.24803767448164,300533,冰川网络,confirmed_rebound,2022-01-25,17.97,2022-01-25,17.86,0.6159014557670741,10.918253079507275,27.102040816326532,False,-10.597,6.8574,1,1,1,100.0,15.711252653927819,15.711252653927819,7.384098544232925,0.6159014557670741,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-10.60%; 状态confirmed_rebound; 底部未确认
38,69.50644204851753,64.3578167115903,002370,亚太药业,confirmed_rebound,2022-01-25,6.25,2022-01-25,6.25,0.0,9.920000000000002,27.156177156177158,False,-9.9424,16.8765,1,1,1,100.0,15.633423180592995,15.633423180592995,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.94%; 状态confirmed_rebound; 底部未确认
39,68.94138461538462,63.83461538461539,000665,湖北广电,confirmed_rebound,2022-01-25,9.18,2022-01-25,9.18,0.0,11.655773420479306,29.384615384615387,False,-10.0,18.9298,1,1,1,100.0,12.820512820512828,12.820512820512828,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
40,68.42337695590328,63.35497866287341,002432,九安医疗,confirmed_rebound,2022-01-25,56.61,2022-01-25,56.61,0.0,17.47041158805865,27.105330929693533,False,-10.0,24.5605,1,1,1,100.0,10.241820768136552,10.241820768136552,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
