rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.7022248803128,86.55081428096825,688159,有方科技,bottom_area,2024-06-07,32.55,2024-06-06,31.53,3.235014272121776,9.705042816365374,31.15720524017467,False,2.4551,2.1505,4,4,4,100.0,29.60562807207472,61.150808574652125,11.764985727878225,3.235014272121776,历史4/4次成功; 当前距低点3.24%; 最新日涨幅2.46%; 状态bottom_area; 底部未确认
12,85.15245525422527,76.09928702944417,301517,陕西华达,bottom_area,2024-06-07,57.5,2024-06-07,56.67,1.4646197282512763,6.829010058231864,31.62403474903474,False,-3.9746,28.3565,1,1,1,100.0,34.40118284869394,34.40118284869394,13.535380271748723,1.4646197282512763,历史1/1次成功; 当前距低点1.46%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
13,85.07696398661326,75.768156982396,688205,德科立,bottom_area,2024-06-07,29.31,2024-06-07,28.94,1.2785072563925275,3.9391845196959125,32.509328358208954,False,-0.0682,1.798,1,1,1,100.0,20.12448132780082,20.12448132780082,13.721492743607472,1.2785072563925275,历史1/1次成功; 当前距低点1.28%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
14,84.193304335247,78.18471267410189,688329,艾隆科技,bottom_area,2024-06-07,14.99,2024-06-06,14.48,3.5220994475138108,6.767955801104975,29.674599320058277,False,2.8826,1.5776,2,2,2,100.0,21.479029109856874,21.72890326374596,11.47790055248619,3.5220994475138108,历史2/2次成功; 当前距低点3.52%; 最新日涨幅2.88%; 状态bottom_area; 底部未确认
15,83.04947512833829,73.63725554520244,300363,博腾股份,bottom_area,2024-06-07,13.57,2024-06-06,13.43,1.0424422933730497,6.55249441548772,27.601078167115904,False,0.593,1.1024,2,4,2,50.0,41.63453749512357,46.29503738953092,13.95755770662695,1.0424422933730497,历史2/4次成功; 当前距低点1.04%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
16,82.43696337124875,74.396354575863,002805,丰元股份,bottom_area,2024-06-07,10.77,2024-06-07,10.56,1.9886363636363549,3.4090909090909034,31.025473546701498,False,0.4664,1.8639,3,5,3,60.0,35.647556370719805,50.09389671361502,13.011363636363644,1.9886363636363549,历史3/5次成功; 当前距低点1.99%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
17,82.2708370984792,77.34312307009994,002562,兄弟科技,bottom_area,2024-06-07,2.99,2024-06-06,2.87,4.181184668989551,8.710801393728222,28.428927680798,False,2.0478,1.3798,2,2,2,100.0,25.033462986000675,33.466135458167344,10.818815331010448,4.181184668989551,历史2/2次成功; 当前距低点4.18%; 最新日涨幅2.05%; 状态bottom_area; 底部未确认
18,81.56127035837235,76.587303710782,603017,中衡设计,bottom_area,2024-06-07,9.1,2024-06-06,8.74,4.1189931350114355,8.352402745995429,30.52464228934817,False,2.593,3.2971,1,1,1,100.0,36.87423687423689,36.87423687423689,10.881006864988564,4.1189931350114355,历史1/1次成功; 当前距低点4.12%; 最新日涨幅2.59%; 状态bottom_area; 底部未确认
19,81.39522831609621,74.39089116129863,002761,浙江建投,bottom_area,2024-06-07,8.47,2024-06-06,8.25,2.6666666666666745,4.4848484848484755,28.26086956521739,False,1.8029,2.2909,4,6,4,66.66666666666666,29.485077928128906,43.73730534867976,12.333333333333325,2.6666666666666745,历史4/6次成功; 当前距低点2.67%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
20,80.60216464715157,76.54471901514572,002246,北化股份,bottom_area,2024-06-07,9.31,2024-06-06,8.89,4.724409448818897,7.424071991001126,28.190630048465266,False,1.86,6.1863,2,2,2,100.0,27.399852464800023,31.992687385740403,10.275590551181102,4.724409448818897,历史2/2次成功; 当前距低点4.72%; 最新日涨幅1.86%; 状态bottom_area; 底部未确认
21,79.42843937171997,72.12802780176794,605266,健之佳,bottom_area,2024-06-07,37.46,2024-06-06,36.61,2.3217700081944863,7.620868615132475,31.570093457943926,False,1.1612,0.4873,3,5,3,60.0,27.535824841136375,33.154615273148806,12.678229991805512,2.3217700081944863,历史3/5次成功; 当前距低点2.32%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
22,78.91194098840364,72.24001203888403,688228,开普云,bottom_area,2024-06-07,39.91,2024-06-06,38.84,2.7548918640576545,11.714727085478879,28.339483394833948,False,1.3974,2.0155,2,3,2,66.66666666666666,35.6693485068216,41.53424657534245,12.245108135942345,2.7548918640576545,历史2/3次成功; 当前距低点2.75%; 最新日涨幅1.40%; 状态bottom_area; 底部未确认
23,78.44946960286121,68.40925424325034,002811,郑中设计,bottom_area,2024-06-07,6.65,2024-06-07,6.64,0.1506024096385644,5.120481927710855,27.032967032967033,False,-9.8916,8.1532,1,1,1,100.0,16.78832116788322,16.78832116788322,14.849397590361434,0.1506024096385644,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-9.89%; 状态bottom_area; 底部未确认
24,78.37816570894371,73.35927763001524,000886,海南高速,bottom_area,2024-06-07,4.48,2024-06-06,4.31,3.9443155452436387,5.80046403712297,30.818619582664535,False,2.9885,1.7794,1,1,1,100.0,17.378048780487816,17.378048780487816,11.05568445475636,3.9443155452436387,历史1/1次成功; 当前距低点3.94%; 最新日涨幅2.99%; 状态bottom_area; 底部未确认
25,77.70809862421986,69.50537013595847,688095,福昕软件,bottom_area,2024-06-07,45.71,2024-06-06,45.03,1.510104374861203,8.261159227181876,27.951999999999998,False,0.3513,1.7729,2,4,2,50.0,25.152731777645194,31.679509356817103,13.489895625138795,1.510104374861203,历史2/4次成功; 当前距低点1.51%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
26,75.62718647978929,71.67356939579219,300683,海特生物,bottom_area,2024-06-07,21.99,2024-06-06,21.02,4.614652711703134,7.373929590865845,32.67136450992953,False,3.191,1.2349,1,1,1,100.0,16.532137518684582,16.532137518684582,10.385347288296865,4.614652711703134,历史1/1次成功; 当前距低点4.61%; 最新日涨幅3.19%; 状态bottom_area; 底部未确认
27,75.4671999148555,71.8133281474217,300642,透景生命,bottom_area,2024-06-07,11.93,2024-06-06,11.38,4.833040421792608,8.172231985940243,27.28434504792332,False,3.0225,1.0056,1,1,1,100.0,19.960539296284104,19.960539296284104,10.16695957820739,4.833040421792608,历史1/1次成功; 当前距低点4.83%; 最新日涨幅3.02%; 状态bottom_area; 底部未确认
28,75.14368555104289,71.37753424657535,600410,华胜天成,bottom_area,2024-06-07,3.98,2024-06-06,3.8,4.736842105263162,9.736842105263161,27.893738140417458,False,2.8424,1.5229,1,1,1,100.0,16.43835616438356,16.43835616438356,10.263157894736837,4.736842105263162,历史1/1次成功; 当前距低点4.74%; 最新日涨幅2.84%; 状态bottom_area; 底部未确认
29,74.60550176958347,69.10548417880996,688357,建龙微纳,bottom_area,2024-06-07,26.26,2024-06-06,25.4,3.385826771653555,5.0787401574803255,32.012847965738764,False,2.94,0.4686,3,5,3,60.0,24.32886676440894,31.65083135391925,11.614173228346445,3.385826771653555,历史3/5次成功; 当前距低点3.39%; 最新日涨幅2.94%; 状态bottom_area; 底部未确认
30,73.71147553099591,68.22810333936917,688170,德龙激光,bottom_area,2024-06-07,22.54,2024-06-06,21.81,3.3470884915176544,9.812012838147641,27.178631051752923,False,2.408,1.524,2,3,2,66.66666666666666,21.359131362165336,25.624999999999996,11.652911508482344,3.3470884915176544,历史2/3次成功; 当前距低点3.35%; 最新日涨幅2.41%; 状态bottom_area; 底部未确认
31,73.69121105666204,69.54973798567065,300584,海辰药业,bottom_area,2024-06-07,15.45,2024-06-06,14.8,4.391891891891882,7.635135135135128,27.734375,False,2.7261,1.6939,2,3,2,66.66666666666666,41.271961465147655,54.23197492163009,10.608108108108116,4.391891891891882,历史2/3次成功; 当前距低点4.39%; 最新日涨幅2.73%; 状态bottom_area; 底部未确认
32,72.79108707641646,68.61472593146722,002786,银宝山新,bottom_area,2024-06-07,7.96,2024-06-06,7.63,4.3250327653997385,8.256880733944953,29.547553093259467,False,2.5773,2.9876,4,6,4,66.66666666666666,18.758784784472958,22.074688796680498,10.67496723460026,4.3250327653997385,历史4/6次成功; 当前距低点4.33%; 最新日涨幅2.58%; 状态bottom_area; 底部未确认
33,71.24620892725947,67.31860689294516,300530,领湃科技,bottom_area,2024-06-07,16.42,2024-06-07,15.72,4.452926208651406,4.898218829516525,29.852744310575634,False,3.6616,1.7996,3,5,3,60.0,27.802573379948058,34.07510431154381,10.547073791348593,4.452926208651406,历史3/5次成功; 当前距低点4.45%; 最新日涨幅3.66%; 状态bottom_area; 底部未确认
34,71.2378904626266,62.7633371277653,002837,英维克,bottom_area,2024-06-07,22.97,2024-06-07,22.81,0.701446733888646,4.252520824199923,31.46033653846154,False,-2.6695,1.9389,2,3,2,66.66666666666666,21.860048464326542,24.517374517374524,14.298553266111352,0.701446733888646,历史2/3次成功; 当前距低点0.70%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
35,71.19196888447534,67.45842105263158,000592,平潭发展,bottom_area,2024-06-07,1.59,2024-06-07,1.52,4.605263157894741,7.894736842105256,28.971962616822434,False,-1.8519,4.1682,1,1,1,100.0,16.228070175438603,16.228070175438603,10.39473684210526,4.605263157894741,历史1/1次成功; 当前距低点4.61%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
36,71.04113748828837,66.98240185135481,300745,欣锐科技,bottom_area,2024-06-07,15.15,2024-06-06,14.52,4.338842975206617,13.154269972451793,32.96398891966759,False,3.0612,6.99,3,5,3,60.0,24.596579757128456,36.150000000000006,10.661157024793383,4.338842975206617,历史3/5次成功; 当前距低点4.34%; 最新日涨幅3.06%; 状态bottom_area; 底部未确认
37,69.54982880410668,65.53911963513073,300486,东杰智能,bottom_area,2024-06-07,4.6,2024-06-07,4.41,4.3083900226757255,10.65759637188208,29.777070063694268,False,1.0989,5.6894,2,3,2,66.66666666666666,18.685925914864065,19.09547738693468,10.691609977324273,4.3083900226757255,历史2/3次成功; 当前距低点4.31%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
38,69.41605878793231,61.817351589971125,300364,中文在线,bottom_area,2024-06-07,19.85,2024-06-07,19.6,1.2755102040816324,3.9285714285714266,27.299703264094955,False,-0.5511,4.8448,3,7,3,42.857142857142854,18.892937009939157,20.7773851590106,13.724489795918368,1.2755102040816324,历史3/7次成功; 当前距低点1.28%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
39,67.05259091030689,60.848739026336794,605177,东亚药业,bottom_area,2024-06-07,21.48,2024-06-07,21.0,2.285714285714288,3.0952380952380882,28.69269949066214,False,0.7505,0.8331,1,2,1,50.0,21.452513966480446,21.452513966480446,12.714285714285712,2.285714285714288,历史1/2次成功; 当前距低点2.29%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
40,66.85965189629333,62.68223302428704,605162,新中港,bottom_area,2024-06-07,7.48,2024-06-06,7.19,4.033379694019472,8.484005563282327,27.520161290322577,False,-0.7958,8.4896,2,3,2,66.66666666666666,22.428344408520275,26.46502835538753,10.966620305980527,4.033379694019472,历史2/3次成功; 当前距低点4.03%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
41,66.02566234213451,60.55856928195775,001322,箭牌家居,bottom_area,2024-06-07,8.28,2024-06-06,8.05,2.85714285714284,6.211180124223602,28.634751773049633,False,1.5951,1.441,1,2,1,50.0,26.897069872276486,26.897069872276486,12.14285714285716,2.85714285714284,历史1/2次成功; 当前距低点2.86%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
42,65.54517705528917,58.80537402615751,688202,美迪西,bottom_area,2024-06-07,29.77,2024-06-06,29.28,1.6734972677595574,7.445355191256829,30.23588277340957,False,0.5743,1.4039,1,4,1,25.0,23.795418261555337,23.795418261555337,13.326502732240442,1.6734972677595574,历史1/4次成功; 当前距低点1.67%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
43,65.26818478716022,58.229315134099615,688356,键凯科技,bottom_area,2024-06-07,63.5,2024-06-06,62.64,1.3729246487867168,4.885057471264371,27.717516732056307,False,1.0503,0.7463,1,3,1,33.33333333333333,15.625,15.625,13.627075351213284,1.3729246487867168,历史1/3次成功; 当前距低点1.37%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
44,65.22279994013668,59.63158861340679,603217,元利科技,bottom_area,2024-06-07,14.91,2024-06-06,14.52,2.685950413223144,6.404958677685949,29.37743190661478,False,1.4976,0.8458,1,2,1,50.0,19.81481481481482,19.81481481481482,12.314049586776855,2.685950413223144,历史1/2次成功; 当前距低点2.69%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
45,64.2418017862984,59.28555467059873,300497,富祥股份,bottom_area,2024-06-07,9.39,2024-06-06,9.1,3.186813186813197,5.824175824175837,31.268882175226594,False,0.3205,1.3972,1,2,1,50.0,24.094025465230157,24.094025465230157,11.813186813186801,3.186813186813197,历史1/2次成功; 当前距低点3.19%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
46,64.17878047861655,59.55470149253733,603273,天元智能,bottom_area,2024-06-07,18.72,2024-06-06,18.09,3.4825870646766113,7.6838032061912696,29.418650019508384,False,2.4631,5.2187,1,4,1,25.0,201.34228187919464,201.34228187919464,11.517412935323387,3.4825870646766113,历史1/4次成功; 当前距低点3.48%; 最新日涨幅2.46%; 状态bottom_area; 底部未确认
47,64.06893608381385,57.433761448914,605108,同庆楼,bottom_area,2024-06-07,23.7,2024-06-07,23.32,1.629502572898795,4.716981132075477,32.698412698412696,False,-2.4691,0.9323,1,2,1,50.0,17.52165223184544,17.52165223184544,13.370497427101204,1.629502572898795,历史1/2次成功; 当前距低点1.63%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
48,63.11770497527676,58.013621895084256,000705,浙江震元,bottom_area,2024-06-07,7.28,2024-06-06,7.07,2.97029702970297,4.950495049504945,27.26337448559671,False,2.6798,2.7569,1,3,1,33.33333333333333,34.04605263157895,34.04605263157895,12.029702970297029,2.97029702970297,历史1/3次成功; 当前距低点2.97%; 最新日涨幅2.68%; 状态bottom_area; 底部未确认
49,61.78228259116108,57.26518174133561,301419,阿莱德,bottom_area,2024-06-07,23.58,2024-06-06,22.8,3.4210526315789367,7.675438596491229,27.15654952076677,False,2.611,2.9404,1,2,1,50.0,16.103127641589175,16.103127641589175,11.578947368421064,3.4210526315789367,历史1/2次成功; 当前距低点3.42%; 最新日涨幅2.61%; 状态bottom_area; 底部未确认
50,60.93654813799192,56.371178610979285,002225,濮耐股份,bottom_area,2024-06-07,4.05,2024-06-06,3.92,3.3163265306122423,7.39795918367347,27.001862197392928,False,0.7463,2.6098,1,3,1,33.33333333333333,29.457364341085263,29.457364341085263,11.683673469387756,3.3163265306122423,历史1/3次成功; 当前距低点3.32%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
51,59.395814151672994,55.677963069303374,600322,津投城开,bottom_area,2024-06-07,1.55,2024-06-06,1.49,4.026845637583897,7.382550335570476,28.01932367149758,False,1.9737,1.9392,1,4,1,25.0,35.828877005347586,35.828877005347586,10.973154362416103,4.026845637583897,历史1/4次成功; 当前距低点4.03%; 最新日涨幅1.97%; 状态bottom_area; 底部未确认
52,58.899826680767084,55.507690065644375,603366,日出东方,bottom_area,2024-06-07,3.87,2024-06-06,3.71,4.312668463611864,5.39083557951483,29.198473282442748,False,3.4759,0.961,1,2,1,50.0,17.583732057416277,17.583732057416277,10.687331536388136,4.312668463611864,历史1/2次成功; 当前距低点4.31%; 最新日涨幅3.48%; 状态bottom_area; 底部未确认
53,58.85529475739699,55.9513555799581,300518,新迅达,bottom_area,2024-06-07,7.89,2024-06-06,7.53,4.780876494023897,11.28818061088978,31.48316651501365,True,4.0897,2.6152,1,2,1,50.0,16.514806378132132,16.514806378132132,10.219123505976102,4.780876494023897,历史1/2次成功; 当前距低点4.78%; 最新日涨幅4.09%; 状态bottom_area; 底部已确认
54,57.79864500213752,54.65453975799481,002319,乐通股份,bottom_area,2024-06-07,9.3,2024-06-07,8.9,4.494382022471914,4.943820224719095,29.14012738853503,False,3.1042,1.5682,1,2,1,50.0,15.224358974358976,15.224358974358976,10.505617977528086,4.494382022471914,历史1/2次成功; 当前距低点4.49%; 最新日涨幅3.10%; 状态bottom_area; 底部未确认
55,57.58893491219939,54.65917350619478,000779,甘咨询,bottom_area,2024-06-07,7.36,2024-06-06,7.03,4.69416785206259,7.254623044096725,27.30093071354705,False,3.662,1.5367,1,2,1,50.0,17.69825918762089,17.69825918762089,10.30583214793741,4.69416785206259,历史1/2次成功; 当前距低点4.69%; 最新日涨幅3.66%; 状态bottom_area; 底部未确认
56,57.48525384498804,54.6573156511674,300710,万隆光电,confirmed_rebound,2024-06-07,14.66,2024-06-06,13.99,4.789135096497497,15.796997855611144,30.84527928818586,True,2.5892,3.2353,1,2,1,50.0,19.8738907052779,19.8738907052779,10.210864903502504,4.789135096497497,历史1/2次成功; 当前距低点4.79%; 最新日涨幅2.59%; 状态confirmed_rebound; 底部已确认
57,57.033982228931734,54.17129019876279,001366,播恩集团,bottom_area,2024-06-07,11.95,2024-06-06,11.41,4.732690622261167,7.624890446976329,30.384380719951192,False,1.8755,6.7496,1,2,1,50.0,15.547445255474459,15.547445255474459,10.267309377738833,4.732690622261167,历史1/2次成功; 当前距低点4.73%; 最新日涨幅1.88%; 状态bottom_area; 底部未确认
58,54.87081085058107,52.00299843678762,001266,宏英智能,bottom_area,2024-06-07,18.36,2024-06-06,17.55,4.615384615384608,11.45299145299144,28.832116788321166,False,3.2621,4.1833,1,4,1,25.0,23.285351397121083,23.285351397121083,10.384615384615392,4.615384615384608,历史1/4次成功; 当前距低点4.62%; 最新日涨幅3.26%; 状态bottom_area; 底部未确认
59,54.572440972023195,51.76330879342572,300554,三超新材,bottom_area,2024-06-07,24.48,2024-06-06,23.39,4.660111158614792,9.362975630611363,27.808641975308635,False,3.3347,12.236,1,3,1,33.33333333333333,21.15606936416185,21.15606936416185,10.339888841385207,4.660111158614792,历史1/3次成功; 当前距低点4.66%; 最新日涨幅3.33%; 状态bottom_area; 底部未确认
