rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.85448998775502,83.82190212803829,000718,苏宁环球,bottom_area,2025-09-26,2.59,2025-09-23,2.58,0.3875968992247979,4.651162790697678,31.2,False,0.0,3.8521,4,4,4,100.0,19.86894117349903,36.111111111111114,7.612403100775202,0.3875968992247979,历史4/4次成功; 当前距低点0.39%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
12,77.33341894132226,72.10910755545346,601669,中国电建,bottom_area,2025-09-26,5.51,2025-09-26,5.49,0.3642987249544549,1.2750455373406082,29.974489795918362,False,-0.1812,0.9992,2,2,2,100.0,12.417788431987212,16.457680250783696,7.635701275045545,0.3642987249544549,历史2/2次成功; 当前距低点0.36%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
13,76.79712706303582,77.74788297148527,000037,深南电A,bottom_area,2025-09-26,8.57,2025-09-23,8.19,4.63980463980465,5.616605616605627,28.220858895705526,False,0.9423,1.7198,8,9,8,88.88888888888889,23.57212541944976,45.16765285996055,3.3601953601953505,4.63980463980465,历史8/9次成功; 当前距低点4.64%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
14,75.66405415540433,70.58417384472597,000545,金浦钛业,bottom_area,2025-09-26,2.59,2025-09-26,2.58,0.3875968992247979,4.651162790697678,32.10526315789473,False,-3.3582,9.9329,5,6,5,83.33333333333334,17.49764215927511,24.6875,7.612403100775202,0.3875968992247979,历史5/6次成功; 当前距低点0.39%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
15,75.43995244535961,74.12849848104301,000096,广聚能源,bottom_area,2025-09-26,11.35,2025-09-23,11.01,3.0881017257039045,5.812897366030886,28.039215686274517,False,-0.088,0.7124,2,2,2,100.0,16.82457212713937,21.149144254278735,4.911898274296096,3.0881017257039045,历史2/2次成功; 当前距低点3.09%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
16,75.17659948115845,75.88784101222976,301378,通达海,confirmed_rebound,2025-09-26,29.79,2025-09-23,28.51,4.489652753419844,8.628551385478769,28.707176794198546,True,-2.1996,3.7935,4,4,4,100.0,11.151877903371037,16.487324457413823,3.510347246580156,4.489652753419844,历史4/4次成功; 当前距低点4.49%; 最新日涨幅-2.20%; 状态confirmed_rebound; 底部已确认
17,75.08311693611105,72.18938467207072,600749,西藏旅游,bottom_area,2025-09-26,18.76,2025-09-26,18.4,1.9565217391304512,3.5326086956521854,27.84313725490197,False,-1.7287,6.5573,1,1,1,100.0,9.19491525423728,9.19491525423728,6.0434782608695485,1.9565217391304512,历史1/1次成功; 当前距低点1.96%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
18,71.7929978941932,72.76663598126649,002651,利君股份,confirmed_rebound,2025-09-26,11.36,2025-09-23,10.85,4.700460829493086,8.66359447004608,28.09807819748178,True,2.7125,6.8652,3,4,3,75.0,28.648853078014685,41.96642685851319,3.299539170506914,4.700460829493086,历史3/4次成功; 当前距低点4.70%; 最新日涨幅2.71%; 状态confirmed_rebound; 底部已确认
19,67.07250897221228,67.19330592668722,603709,中源家居,bottom_area,2025-09-26,14.24,2025-09-23,13.68,4.093567251461992,7.0906432748538055,32.80943025540275,False,-0.5587,1.8186,1,1,1,100.0,8.53031860226105,8.53031860226105,3.9064327485380086,4.093567251461992,历史1/1次成功; 当前距低点4.09%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
20,65.14953219268429,65.18139275125927,603057,紫燕食品,confirmed_rebound,2025-09-26,19.64,2025-09-23,18.88,4.025423728813568,8.050847457627116,28.267477203647424,True,0.2041,0.7924,2,3,2,66.66666666666666,14.315549388642651,19.124700239808163,3.9745762711864323,4.025423728813568,历史2/3次成功; 当前距低点4.03%; 最新日涨幅0.20%; 状态confirmed_rebound; 底部已确认
21,61.354293404235584,57.157337559429465,002097,山河智能,bottom_area,2025-09-26,12.66,2025-09-26,12.62,0.31695721077655253,5.229793977812997,27.47126436781609,False,-5.3812,9.533,1,2,1,50.0,50.210970464135016,50.210970464135016,7.683042789223447,0.31695721077655253,历史1/2次成功; 当前距低点0.32%; 最新日涨幅-5.38%; 状态bottom_area; 底部未确认
