rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.20156982630891,88.61358826235283,603185,弘元绿能,bottom_area,2024-07-05,16.32,2024-07-05,16.01,1.9362898188632023,2.6858213616489675,30.117852466171968,False,1.1152,0.7843,6,6,6,100.0,24.77596263097275,43.51028702057404,6.0637101811367975,1.9362898188632023,历史6/6次成功; 当前距低点1.94%; 最新日涨幅1.12%; 状态bottom_area; 底部未确认
18,86.03399364155821,84.83630463494718,601388,怡球资源,bottom_area,2024-07-05,2.21,2024-07-05,2.14,3.2710280373831697,3.738317757009349,27.946127946127948,False,1.8433,0.806,4,4,4,100.0,20.829293334305355,35.632183908045974,4.72897196261683,3.2710280373831697,历史4/4次成功; 当前距低点3.27%; 最新日涨幅1.84%; 状态bottom_area; 底部未确认
19,85.82797558031719,83.04436556149606,002838,道恩股份,bottom_area,2024-07-05,8.95,2024-07-05,8.75,2.2857142857142776,3.3142857142857043,30.44515103338633,False,-0.1116,0.4694,5,5,5,100.0,21.59029103722908,38.59649122807017,5.714285714285722,2.2857142857142776,历史5/5次成功; 当前距低点2.29%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
20,85.68838456006078,82.94138173900156,002254,泰和新材,bottom_area,2024-07-05,8.43,2024-07-05,8.24,2.3058252427184405,2.669902912621367,29.270386266094423,False,1.444,0.8196,2,2,2,100.0,32.14335103440648,38.58695652173914,5.69417475728156,2.3058252427184405,历史2/2次成功; 当前距低点2.31%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
21,85.42288447073078,81.17135935397037,002015,协鑫能科,bottom_area,2024-07-05,7.53,2024-07-05,7.43,1.3458950201884325,4.172274562584125,30.169172932330834,False,-1.9531,0.7287,1,1,1,100.0,65.95380667236954,65.95380667236954,6.654104979811567,1.3458950201884325,历史1/1次成功; 当前距低点1.35%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
22,85.40649801338036,81.16211838006234,001696,宗申动力,bottom_area,2024-07-05,9.76,2024-07-05,9.63,1.349948078920031,3.4267912772585674,28.824833702882476,False,-2.4975,7.4511,1,1,1,100.0,65.16853932584267,65.16853932584267,6.650051921079969,1.349948078920031,历史1/1次成功; 当前距低点1.35%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
23,85.09079575903527,84.25768605422942,688156,路德科技,bottom_area,2024-07-05,12.46,2024-07-05,12.04,3.4883720930232704,4.651162790697679,32.54901960784315,False,1.964,1.0063,5,5,5,100.0,20.38265820603483,44.22535211267606,4.51162790697673,3.4883720930232704,历史5/5次成功; 当前距低点3.49%; 最新日涨幅1.96%; 状态bottom_area; 底部未确认
24,85.07851247953242,81.27418875077285,300393,中来股份,bottom_area,2024-07-05,5.64,2024-07-05,5.55,1.6216216216216193,3.4234234234234306,31.73431734317344,False,0.5348,0.9556,4,5,4,80.0,24.792935742312604,36.516853932584276,6.378378378378382,1.6216216216216193,历史4/5次成功; 当前距低点1.62%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
25,84.48930960391709,82.02606442596034,002145,钛能化学,bottom_area,2024-07-05,3.33,2024-07-01,3.25,2.4615384615384635,5.230769230769228,31.72268907563025,False,1.2158,0.5221,3,3,3,100.0,12.46436622724744,16.649537512846855,5.5384615384615365,2.4615384615384635,历史3/3次成功; 当前距低点2.46%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
26,84.48346201354873,81.11189300923294,002612,朗姿股份,bottom_area,2024-07-05,13.53,2024-07-05,13.28,1.8825301204819278,2.2590361445783187,30.325288562434416,False,0.7446,0.9122,2,2,2,100.0,17.118611203934037,20.77294685990338,6.117469879518072,1.8825301204819278,历史2/2次成功; 当前距低点1.88%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
27,84.46279468881633,82.68641142545616,002326,永太科技,bottom_area,2024-07-05,7.82,2024-07-05,7.6,2.8947368421052717,2.8947368421052717,27.962085308056878,False,1.6905,0.6529,3,3,3,100.0,21.32479260997945,29.837587006960554,5.105263157894728,2.8947368421052717,历史3/3次成功; 当前距低点2.89%; 最新日涨幅1.69%; 状态bottom_area; 底部未确认
28,84.44205355362654,80.66742679059492,600933,爱柯迪,bottom_area,2024-07-05,13.78,2024-07-05,13.56,1.6224188790560388,1.991150442477873,32.40279162512462,False,-0.0725,0.5613,3,3,3,100.0,17.34699911205744,24.722838137472287,6.377581120943962,1.6224188790560388,历史3/3次成功; 当前距低点1.62%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
29,83.78713929401668,81.62075659559163,002555,三七互娱,bottom_area,2024-07-05,12.84,2024-06-25,12.51,2.637889688249401,6.7146282973621085,28.391528334287347,False,0.4695,1.1959,3,3,3,100.0,12.447016584947619,16.78160919540231,5.362110311750599,2.637889688249401,历史3/3次成功; 当前距低点2.64%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
30,83.52390695596239,80.3164074111943,002299,圣农发展,bottom_area,2024-07-05,12.46,2024-07-05,12.22,1.9639934533551573,3.1096563011456544,29.770114942528725,False,-0.638,0.8417,3,3,3,100.0,19.64684131636587,26.73830594184577,6.036006546644843,1.9639934533551573,历史3/3次成功; 当前距低点1.96%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
31,83.40783832994008,79.80173483128775,600101,明星电力,bottom_area,2024-07-05,9.56,2024-07-05,9.4,1.7021276595744694,6.063829787234045,31.785195936139328,False,-4.2084,9.8859,2,2,2,100.0,40.551537070524404,49.999999999999986,6.297872340425531,1.7021276595744694,历史2/2次成功; 当前距低点1.70%; 最新日涨幅-4.21%; 状态bottom_area; 底部未确认
32,83.39138281543745,79.75898563818055,600223,福瑞达,bottom_area,2024-07-05,6.64,2024-07-05,6.53,1.6845329249617063,3.3690658499234263,30.45793397231097,False,-0.7474,1.0349,2,2,2,100.0,29.890971543512023,47.49216300940439,6.315467075038295,1.6845329249617063,历史2/2次成功; 当前距低点1.68%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
33,83.30936642543097,80.85037874563888,002860,星帅尔,bottom_area,2024-07-05,7.97,2024-07-05,7.78,2.4421593830334127,2.8277634961439557,27.49301025163094,False,1.0139,1.0028,2,2,2,100.0,22.572592144919646,30.917874396135282,5.557840616966588,2.4421593830334127,历史2/2次成功; 当前距低点2.44%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
34,82.96910116498853,80.15752825179383,000862,银星能源,bottom_area,2024-07-05,4.63,2024-07-05,4.53,2.207505518763789,2.6490066225165583,29.21875,False,0.6522,0.8088,1,1,1,100.0,32.63785394932937,32.63785394932937,5.792494481236211,2.207505518763789,历史1/1次成功; 当前距低点2.21%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
35,82.96424311112045,83.11685110002544,000722,湖南发展,confirmed_rebound,2024-07-05,9.15,2024-06-26,8.79,4.095563139931755,9.101251422070543,29.454253611556997,True,0.5495,0.9821,4,4,4,100.0,22.71362934983783,36.6412213740458,3.904436860068245,4.095563139931755,历史4/4次成功; 当前距低点4.10%; 最新日涨幅0.55%; 状态confirmed_rebound; 底部已确认
36,82.94606688850214,83.5451801712201,300409,道氏技术,confirmed_rebound,2024-07-05,8.59,2024-06-25,8.23,4.37424058323207,8.74848116646414,30.60708263069139,True,0.3505,1.0424,5,5,5,100.0,28.432519897791487,50.03460207612457,3.62575941676793,4.37424058323207,历史5/5次成功; 当前距低点4.37%; 最新日涨幅0.35%; 状态confirmed_rebound; 底部已确认
37,82.84410400140776,81.36474500138262,000697,炼石航空,bottom_area,2024-07-05,5.72,2024-07-05,5.55,3.063063063063062,3.4234234234234306,27.260812581913502,False,2.1429,1.1543,3,3,3,100.0,16.282412823475326,27.861771058315338,4.936936936936938,3.063063063063062,历史3/3次成功; 当前距低点3.06%; 最新日涨幅2.14%; 状态bottom_area; 底部未确认
38,82.7020796669017,81.69748134297366,002167,东方锆业,bottom_area,2024-07-05,5.53,2024-07-05,5.35,3.3644859813084222,3.7383177570093498,28.28418230563003,False,1.8416,1.8333,3,3,3,100.0,21.766179464284228,41.1650485436893,4.635514018691578,3.3644859813084222,历史3/3次成功; 当前距低点3.36%; 最新日涨幅1.84%; 状态bottom_area; 底部未确认
39,82.62602288016343,81.76569076852799,600416,湘电股份,bottom_area,2024-07-05,9.58,2024-07-04,9.26,3.4557235421166337,4.319654427645792,30.998509687034275,False,2.0234,1.2925,3,3,3,100.0,23.251292712655438,34.41084462982274,4.544276457883367,3.4557235421166337,历史3/3次成功; 当前距低点3.46%; 最新日涨幅2.02%; 状态bottom_area; 底部未确认
40,82.31461131747712,77.95466878037978,300741,华宝股份,bottom_area,2024-07-05,14.69,2024-07-05,14.52,1.1707988980716248,1.9972451790633672,29.78723404255319,False,0.0,0.1899,1,1,1,100.0,8.0865068171133,8.0865068171133,6.829201101928375,1.1707988980716248,历史1/1次成功; 当前距低点1.17%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
41,82.14390515029298,79.64669069504919,603217,元利科技,bottom_area,2024-07-05,14.11,2024-07-05,13.78,2.394775036284471,3.3381712626995705,32.976653696498055,False,1.147,0.4055,2,2,2,100.0,15.520310633213857,19.81481481481482,5.605224963715529,2.394775036284471,历史2/2次成功; 当前距低点2.39%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
42,81.89221585364321,78.33513247031993,002557,洽洽食品,bottom_area,2024-07-05,27.66,2024-07-05,27.2,1.6911764705882384,2.205882352941182,29.258777633289995,False,0.5818,0.471,1,1,1,100.0,16.510832383124292,16.510832383124292,6.308823529411761,1.6911764705882384,历史1/1次成功; 当前距低点1.69%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
43,81.87269271305782,80.73095675473232,605567,春雪食品,bottom_area,2024-07-05,7.58,2024-07-05,7.34,3.2697547683923736,3.4059945504087197,28.599221789883266,False,1.6086,1.0251,2,2,2,100.0,32.07525605734906,36.46616541353383,4.730245231607626,3.2697547683923736,历史2/2次成功; 当前距低点3.27%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
44,81.8255808606378,79.08455750514611,002121,科陆电子,bottom_area,2024-07-05,3.67,2024-07-05,3.59,2.2284122562674114,2.5069637883008444,27.76659959758551,False,1.1019,0.4035,2,2,2,100.0,10.458803491590388,11.826697892271683,5.771587743732589,2.2284122562674114,历史2/2次成功; 当前距低点2.23%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
45,81.73918131324905,78.440442696084,603057,紫燕食品,bottom_area,2024-07-05,14.8,2024-07-05,14.53,1.8582243633861069,2.6841018582243676,28.774509803921568,False,0.4752,0.9404,1,1,1,100.0,19.124700239808163,19.124700239808163,6.141775636613893,1.8582243633861069,历史1/1次成功; 当前距低点1.86%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
46,81.62869838302849,77.63986146378801,002706,良信股份,bottom_area,2024-07-05,6.54,2024-07-05,6.45,1.3953488372093001,2.0155038759689905,27.118644067796605,False,0.3067,1.1774,3,4,3,75.0,13.31320867002797,14.727153188691638,6.6046511627907005,1.3953488372093001,历史3/4次成功; 当前距低点1.40%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
47,81.62058221559865,78.98766020864383,001308,康冠科技,bottom_area,2024-07-05,21.84,2024-06-24,21.35,2.2950819672131075,6.557377049180321,28.66688940862011,False,0.8776,1.2448,1,1,1,100.0,27.421758569299566,27.421758569299566,5.704918032786893,2.2950819672131075,历史1/1次成功; 当前距低点2.30%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
48,81.50413021409504,82.40781909186484,002603,以岭药业,bottom_area,2024-07-05,15.32,2024-07-05,14.65,4.573378839590443,4.778156996587025,27.0418326693227,False,3.6536,1.1725,4,4,4,100.0,23.737219602855067,39.661898569570866,3.426621160409557,4.573378839590443,历史4/4次成功; 当前距低点4.57%; 最新日涨幅3.65%; 状态bottom_area; 底部未确认
49,81.16363485927052,80.57761583501585,000705,浙江震元,bottom_area,2024-07-05,7.15,2024-06-24,6.9,3.6231884057971016,6.666666666666665,29.01234567901235,False,2.4355,1.9,3,3,3,100.0,18.916588173296947,34.04605263157895,4.3768115942028984,3.6231884057971016,历史3/3次成功; 当前距低点3.62%; 最新日涨幅2.44%; 状态bottom_area; 底部未确认
50,81.14601561001662,80.02816191970956,601908,京运通,bottom_area,2024-07-05,2.52,2024-07-05,2.44,3.2786885245901667,3.688524590163929,30.28571428571429,False,1.6129,0.6816,2,2,2,100.0,28.406299762231964,40.33898305084744,4.721311475409833,3.2786885245901667,历史2/2次成功; 当前距低点3.28%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
51,81.07266249615674,81.62364175583934,688286,敏芯股份,bottom_area,2024-07-05,41.48,2024-07-05,39.75,4.352201257861627,4.98113207547169,32.16723549488055,False,0.1932,2.0656,5,5,5,100.0,16.81000335356905,25.016501650165008,3.647798742138373,4.352201257861627,历史5/5次成功; 当前距低点4.35%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
52,80.85606683046616,77.66376120515028,603187,海容冷链,bottom_area,2024-07-05,11.23,2024-07-04,11.02,1.9056261343012784,3.1760435571687813,28.48799480856587,False,1.1712,0.753,1,1,1,100.0,15.530047265361235,15.530047265361235,6.094373865698722,1.9056261343012784,历史1/1次成功; 当前距低点1.91%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
53,80.80061550014106,81.06000752421858,000717,中南股份,bottom_area,2024-07-05,1.75,2024-06-24,1.68,4.1666666666666705,7.738095238095245,29.411764705882355,True,1.7442,0.447,2,2,2,100.0,35.64520174311065,56.020942408376975,3.8333333333333295,4.1666666666666705,历史2/2次成功; 当前距低点4.17%; 最新日涨幅1.74%; 状态bottom_area; 底部已确认
54,80.61348886588193,78.25680833945499,603218,日月股份,bottom_area,2024-07-05,9.59,2024-07-05,9.36,2.457264957264962,3.4188034188034218,27.216174183514774,False,-0.5187,0.8884,1,1,1,100.0,47.95361527967258,47.95361527967258,5.542735042735038,2.457264957264962,历史1/1次成功; 当前距低点2.46%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
55,80.54329625916067,79.43199914752215,001218,丽臣实业,bottom_area,2024-07-05,14.81,2024-07-05,14.34,3.277545327754537,3.277545327754537,27.57575757575758,False,1.4384,0.7536,2,2,2,100.0,25.18711018711019,29.999999999999993,4.722454672245463,3.277545327754537,历史2/2次成功; 当前距低点3.28%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
56,80.34818485867557,77.6984872008725,600295,鄂尔多斯,bottom_area,2024-07-05,9.97,2024-06-27,9.75,2.2564102564102626,4.5128205128205074,27.61692650334076,False,1.0132,0.2424,1,1,1,100.0,20.016680567139286,20.016680567139286,5.743589743589737,2.2564102564102626,历史1/1次成功; 当前距低点2.26%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
57,80.17712493645612,77.4435913455976,300450,先导智能,bottom_area,2024-07-05,15.82,2024-07-05,15.48,2.196382428940568,2.906976744186042,32.57839721254355,False,0.8929,0.9874,1,1,1,100.0,17.91044776119403,17.91044776119403,5.803617571059433,2.196382428940568,历史1/1次成功; 当前距低点2.20%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
58,80.16368597505156,78.03563409726995,603190,亚通精工,bottom_area,2024-07-05,22.09,2024-07-05,21.53,2.6010218300046386,3.5299581978634373,29.084321475625817,False,0.7755,1.7884,2,2,2,100.0,9.386902525164045,9.45010183299389,5.398978169995361,2.6010218300046386,历史2/2次成功; 当前距低点2.60%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
59,80.01990209109908,80.03890242401872,002602,世纪华通,confirmed_rebound,2024-07-05,3.37,2024-06-25,3.24,4.012345679012342,8.64197530864197,32.35908141962421,True,0.2976,0.7022,3,3,3,100.0,21.812099850359413,36.8279569892473,3.9876543209876583,4.012345679012342,历史3/3次成功; 当前距低点4.01%; 最新日涨幅0.30%; 状态confirmed_rebound; 底部已确认
60,79.99196332673716,78.88457729452647,600129,太极集团,bottom_area,2024-07-05,28.38,2024-07-05,27.48,3.2751091703056714,4.439592430858802,28.86357753041678,False,1.7569,1.5807,2,2,2,100.0,22.21411937001825,29.540598290598297,4.724890829694329,3.2751091703056714,历史2/2次成功; 当前距低点3.28%; 最新日涨幅1.76%; 状态bottom_area; 底部未确认
61,79.91603849649739,79.77878467340338,002219,新里程,bottom_area,2024-07-05,1.86,2024-07-05,1.79,3.9106145251396685,4.469273743016763,31.41762452107279,False,2.7624,0.722,2,2,2,100.0,34.81175156302061,45.685279187817265,4.0893854748603315,3.9106145251396685,历史2/2次成功; 当前距低点3.91%; 最新日涨幅2.76%; 状态bottom_area; 底部未确认
62,79.81644694087893,77.81670770983395,002416,爱施德,bottom_area,2024-07-05,8.81,2024-07-05,8.58,2.6806526806526856,3.2634032634032555,29.901960784313726,False,1.3809,0.5701,2,2,2,100.0,9.185999041516526,9.811320754716984,5.319347319347314,2.6806526806526856,历史2/2次成功; 当前距低点2.68%; 最新日涨幅1.38%; 状态bottom_area; 底部未确认
63,79.63160097819696,77.83362068278905,002366,融发核电,bottom_area,2024-07-05,3.29,2024-07-05,3.2,2.8124999999999956,3.7499999999999893,29.978118161925604,False,0.9202,0.8055,5,6,5,83.33333333333334,13.670899728256478,25.0,5.187500000000004,2.8124999999999956,历史5/6次成功; 当前距低点2.81%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
64,79.37187330572443,78.42131194876963,605580,恒盛能源,bottom_area,2024-07-05,8.58,2024-07-05,8.3,3.3734939759036062,3.614457831325288,27.192982456140346,False,1.1792,1.3105,2,2,2,100.0,20.929452762526086,27.66233766233766,4.626506024096394,3.3734939759036062,历史2/2次成功; 当前距低点3.37%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
65,79.28590434586125,78.91454179623194,301332,德尔玛,bottom_area,2024-07-05,8.84,2024-07-05,8.52,3.7558685446009425,3.7558685446009425,32.48811410459588,False,1.9608,0.707,1,1,1,100.0,44.935064935064936,44.935064935064936,4.2441314553990575,3.7558685446009425,历史1/1次成功; 当前距低点3.76%; 最新日涨幅1.96%; 状态bottom_area; 底部未确认
66,79.17275834826847,75.03623184534428,002068,黑猫股份,bottom_area,2024-07-05,6.69,2024-07-05,6.61,1.2102874432677773,2.269288956127072,32.55102040816327,False,-0.8889,1.2395,3,4,3,75.0,19.51982374190758,32.77777777777777,6.789712556732224,1.2102874432677773,历史3/4次成功; 当前距低点1.21%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
67,78.84753220061803,80.1358025958861,688111,金山办公,bottom_area,2024-07-05,197.66,2024-07-05,188.53,4.842730599904522,5.463321487296458,31.11297866121017,False,3.2598,1.0774,4,4,4,100.0,14.823808406819378,27.68058076225045,3.1572694000954784,4.842730599904522,历史4/4次成功; 当前距低点4.84%; 最新日涨幅3.26%; 状态bottom_area; 底部未确认
68,78.84623990409904,78.86144210980696,000401,金隅冀东,confirmed_rebound,2024-07-05,4.15,2024-06-24,3.99,4.010025062656645,9.273182957393486,27.848101265822784,True,0.2415,0.4198,3,3,3,100.0,15.453221788516682,20.053120849933585,3.9899749373433555,4.010025062656645,历史3/3次成功; 当前距低点4.01%; 最新日涨幅0.24%; 状态confirmed_rebound; 底部已确认
69,78.8458216754807,79.5938671894677,600186,莲花控股,bottom_area,2024-07-05,3.49,2024-06-24,3.34,4.491017964071867,7.4850299401197615,27.074235807860266,True,1.7493,1.1958,2,2,2,100.0,31.7386459545783,53.49544072948328,3.5089820359281334,4.491017964071867,历史2/2次成功; 当前距低点4.49%; 最新日涨幅1.75%; 状态bottom_area; 底部已确认
70,78.84015741241181,77.52458863556586,688061,灿瑞科技,bottom_area,2024-07-05,24.42,2024-07-05,23.68,3.1250000000000084,4.5608108108108185,29.607609988109395,False,0.6595,2.2638,2,2,2,100.0,13.062304492289648,15.713159968479115,4.874999999999992,3.1250000000000084,历史2/2次成功; 当前距低点3.13%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
71,78.72938051324853,77.74240463768115,603325,博隆技术,bottom_area,2024-07-05,64.59,2024-07-05,62.5,3.344000000000005,3.3599999999999905,27.89570835256115,False,1.159,2.3184,1,1,1,100.0,33.584541062801925,33.584541062801925,4.655999999999995,3.344000000000005,历史1/1次成功; 当前距低点3.34%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
72,78.7191706029324,76.75649973129843,000404,长虹华意,bottom_area,2024-07-05,5.35,2024-06-28,5.21,2.6871401151631416,6.525911708253357,30.067114093959734,False,-0.1866,1.3025,2,2,2,100.0,26.03859781650749,40.139211136890964,5.3128598848368584,2.6871401151631416,历史2/2次成功; 当前距低点2.69%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
