rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.64999931044542,88.74774302885173,603192,汇得科技,bottom_area,2025-09-04,21.84,2025-09-04,21.58,1.2048192771084412,2.6876737720111303,27.266599258510286,False,0.46,1.5493,4,4,4,100.0,16.530811723972995,25.562817719680464,6.795180722891558,1.2048192771084412,历史4/4次成功; 当前距低点1.20%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
30,79.815654932058,76.03707460414071,688205,德科立,confirmed_rebound,2025-09-04,95.4,2025-09-04,94.01,1.4785661099882996,24.454845229230926,28.41696489758624,False,-11.2806,8.0989,2,2,2,100.0,27.786050187709932,35.44761904761904,6.521433890011701,1.4785661099882996,历史2/2次成功; 当前距低点1.48%; 最新日涨幅-11.28%; 状态confirmed_rebound; 底部未确认
31,79.41128272027112,75.31870321433722,000026,飞亚达,bottom_area,2025-09-04,16.21,2025-09-04,16.01,1.2492192379762603,6.058713304184877,30.602514087559594,False,-4.1962,2.791,1,1,1,100.0,27.564102564102562,27.564102564102562,6.750780762023739,1.2492192379762603,历史1/1次成功; 当前距低点1.25%; 最新日涨幅-4.20%; 状态bottom_area; 底部未确认
32,79.36443575677205,76.706969915005,688152,麒麟信安,bottom_area,2025-09-04,49.07,2025-09-04,48.0,2.229166666666667,7.708333333333339,29.046563192904664,False,-3.935,7.8679,3,3,3,100.0,13.706827500026916,21.006836544437533,5.770833333333333,2.229166666666667,历史3/3次成功; 当前距低点2.23%; 最新日涨幅-3.94%; 状态bottom_area; 底部未确认
33,78.39503347226304,74.79894418446872,603280,南方路机,bottom_area,2025-09-04,41.7,2025-09-04,41.06,1.5586945932781309,3.5070628348757857,30.875420875420872,False,-0.9736,13.2866,1,1,1,100.0,18.348214285714302,18.348214285714302,6.44130540672187,1.5586945932781309,历史1/1次成功; 当前距低点1.56%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
34,77.6685728450466,74.45649539286245,301323,新莱福,bottom_area,2025-09-04,48.53,2025-09-04,47.67,1.8040696454793357,6.775749947556108,27.71796815769522,False,-2.6089,3.2447,1,1,1,100.0,19.514914970727627,19.514914970727627,6.195930354520664,1.8040696454793357,历史1/1次成功; 当前距低点1.80%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
35,76.5028405120836,73.34816695652523,688084,晶品特装,confirmed_rebound,2025-09-04,73.1,2025-09-04,71.8,1.8105849582172664,8.077994428969355,28.343313373253498,False,-4.5193,5.7616,2,2,2,100.0,17.39946592075591,19.66039279869067,6.189415041782734,1.8105849582172664,历史2/2次成功; 当前距低点1.81%; 最新日涨幅-4.52%; 状态confirmed_rebound; 底部未确认
36,75.98866084322967,71.32554935631423,601669,中国电建,bottom_area,2025-09-04,5.69,2025-09-04,5.65,0.707964601769912,1.5929203539822985,27.93367346938775,False,-0.3503,1.7745,2,2,2,100.0,12.417788431987212,16.457680250783696,7.292035398230088,0.707964601769912,历史2/2次成功; 当前距低点0.71%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
37,75.66780867856642,74.32575122694509,001298,好上好,confirmed_rebound,2025-09-04,31.9,2025-09-04,30.95,3.0694668820678492,8.562197092084013,27.364468434639754,False,-5.5375,12.6306,3,3,3,100.0,21.42008450569773,34.86910994764398,4.930533117932151,3.0694668820678492,历史3/3次成功; 当前距低点3.07%; 最新日涨幅-5.54%; 状态confirmed_rebound; 底部未确认
38,75.22857382620383,75.32957437284898,002596,海南瑞泽,bottom_area,2025-09-04,3.58,2025-09-03,3.44,4.069767441860469,6.976744186046519,30.364372469635637,False,3.4682,5.1698,2,2,2,100.0,12.842172797262624,14.970059880239523,3.930232558139531,4.069767441860469,历史2/2次成功; 当前距低点4.07%; 最新日涨幅3.47%; 状态bottom_area; 底部未确认
39,75.09581088412622,72.81856093996912,300153,科泰电源,confirmed_rebound,2025-09-04,35.43,2025-09-04,34.6,2.398843930635833,10.43352601156069,28.408855783157456,False,-4.6299,7.8971,2,2,2,100.0,21.763038181821596,26.1835396941005,5.601156069364167,2.398843930635833,历史2/2次成功; 当前距低点2.40%; 最新日涨幅-4.63%; 状态confirmed_rebound; 底部未确认
40,75.09351298434724,72.48972658661327,300378,鼎捷数智,bottom_area,2025-09-04,48.13,2025-09-04,47.11,2.165145404372751,7.195924432180005,27.52307692307692,False,-3.159,7.0521,4,5,4,80.0,16.91536617517821,26.480086114101198,5.83485459562725,2.165145404372751,历史4/5次成功; 当前距低点2.17%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
41,74.83898563206873,72.80416022443107,688227,品高股份,bottom_area,2025-09-04,30.77,2025-09-04,30.0,2.5666666666666655,7.999999999999995,31.818181818181817,False,-4.0835,5.2235,4,5,4,80.0,23.527743142102526,36.87150837988826,5.4333333333333345,2.5666666666666655,历史4/5次成功; 当前距低点2.57%; 最新日涨幅-4.08%; 状态bottom_area; 底部未确认
42,74.09472749035154,72.0827112411204,300548,长芯博创,confirmed_rebound,2025-09-04,119.0,2025-09-04,116.02,2.5685226685054334,24.116531632477166,27.505623594101476,False,-12.3647,12.8348,2,2,2,100.0,19.886789921036492,26.026026026026024,5.431477331494566,2.5685226685054334,历史2/2次成功; 当前距低点2.57%; 最新日涨幅-12.36%; 状态confirmed_rebound; 底部未确认
43,72.34488197930044,70.46396188743289,301556,托普云农,bottom_area,2025-09-04,99.89,2025-09-04,97.33,2.6302270625706385,5.394020343162437,32.87586206896552,False,-0.4881,8.1312,1,1,1,100.0,8.176771989752345,8.176771989752345,5.369772937429362,2.6302270625706385,历史1/1次成功; 当前距低点2.63%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
44,71.26622506835469,69.89332055740567,002229,鸿博股份,confirmed_rebound,2025-09-04,17.92,2025-09-04,17.4,2.9885057471264553,8.2183908045977,27.500000000000007,False,-3.6559,12.2712,2,2,2,100.0,13.264051940075175,16.987740805604197,5.011494252873545,2.9885057471264553,历史2/2次成功; 当前距低点2.99%; 最新日涨幅-3.66%; 状态confirmed_rebound; 底部未确认
45,71.1546198025366,71.59008596548354,603262,技源集团,confirmed_rebound,2025-09-04,31.17,2025-08-04,29.88,4.31726907630523,8.567603748326636,28.823249166269648,True,0.8738,9.178,1,1,1,100.0,13.459459459459449,13.459459459459449,3.68273092369477,4.31726907630523,历史1/1次成功; 当前距低点4.32%; 最新日涨幅0.87%; 状态confirmed_rebound; 底部已确认
46,70.07846606007179,69.40785872935339,301389,隆扬电子,confirmed_rebound,2025-09-04,60.03,2025-09-04,58.0,3.5000000000000018,12.413793103448281,28.904143172346163,False,-5.2706,19.8243,2,2,2,100.0,16.92397166319034,18.998628257887525,4.499999999999998,3.5000000000000018,历史2/2次成功; 当前距低点3.50%; 最新日涨幅-5.27%; 状态confirmed_rebound; 底部未确认
47,69.89440097145028,65.75538596883273,688552,航天南湖,confirmed_rebound,2025-09-04,32.93,2025-09-04,32.66,0.826699326393151,9.920391916717705,28.860814637333913,False,-7.8366,14.7142,1,1,1,100.0,21.02290555381236,21.02290555381236,7.173300673606849,0.826699326393151,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-7.84%; 状态confirmed_rebound; 底部未确认
48,69.56697501545446,68.89191726702798,300570,太辰光,confirmed_rebound,2025-09-04,107.85,2025-09-04,104.21,3.492946934075426,22.809711160157388,29.425707706894215,False,-15.3852,14.5105,2,2,2,100.0,14.063635896343833,14.728682170542637,4.507053065924574,3.492946934075426,历史2/2次成功; 当前距低点3.49%; 最新日涨幅-15.39%; 状态confirmed_rebound; 底部未确认
49,68.31720124060884,67.12793469606805,688668,鼎通科技,confirmed_rebound,2025-09-04,107.2,2025-09-04,103.99,3.086835272622375,18.155591883834994,28.3766099593636,False,-9.8023,7.079,1,1,1,100.0,16.26838235294117,16.26838235294117,4.913164727377625,3.086835272622375,历史1/1次成功; 当前距低点3.09%; 最新日涨幅-9.80%; 状态confirmed_rebound; 底部未确认
50,67.3832921471875,67.4340660322,301392,汇成真空,confirmed_rebound,2025-09-04,144.5,2025-09-04,138.89,4.039167686658517,11.865505075959407,30.206030150753776,False,-7.0142,10.927,2,2,2,100.0,12.921335256889305,14.261512397967028,3.9608323133414833,4.039167686658517,历史2/2次成功; 当前距低点4.04%; 最新日涨幅-7.01%; 状态confirmed_rebound; 底部未确认
51,63.66449920046355,61.305676030619196,688343,云天励飞,confirmed_rebound,2025-09-04,81.65,2025-09-04,80.02,2.0369907523119344,12.32191952011997,27.909909909909913,False,-8.1346,11.6747,2,3,2,66.66666666666666,10.9857434366867,12.88402000476303,5.963009247688065,2.0369907523119344,历史2/3次成功; 当前距低点2.04%; 最新日涨幅-8.13%; 状态confirmed_rebound; 底部未确认
52,59.586876643475904,57.826052725329546,001339,智微智能,confirmed_rebound,2025-09-04,57.51,2025-09-04,56.14,2.4403277520484457,8.407552547203418,27.373868046571793,False,-4.4049,7.7691,1,2,1,50.0,58.06629834254142,58.06629834254142,5.559672247951554,2.4403277520484457,历史1/2次成功; 当前距低点2.44%; 最新日涨幅-4.40%; 状态confirmed_rebound; 底部未确认
