rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.02590857653036,81.24641379630434,300598,诚迈科技,bottom_area,2025-12-15,44.49,2025-12-15,44.4,0.2027027027027104,2.3648648648648747,30.625000000000004,False,-2.3271,2.2058,5,5,5,100.0,26.22890300250812,45.24950099800398,9.79729729729729,0.2027027027027104,历史5/5次成功; 当前距低点0.20%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
26,76.22418819648423,69.43558673077605,000998,隆平高科,bottom_area,2025-12-15,9.41,2025-12-15,9.4,0.10638297872340198,0.6382978723404308,27.636643571978443,False,-0.5285,0.8239,1,1,1,100.0,11.549139367018313,11.549139367018313,9.893617021276599,0.10638297872340198,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
27,73.86575817460053,70.28140644586158,605299,舒华体育,bottom_area,2025-12-15,12.0,2025-12-15,11.72,2.3890784982935096,4.522184300341292,32.05797101449275,False,-2.5183,9.2192,2,3,2,66.66666666666666,43.12816535109732,56.12903225806454,7.610921501706491,2.3890784982935096,历史2/3次成功; 当前距低点2.39%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
28,72.17091707652392,69.18957755582574,002105,信隆健康,bottom_area,2025-12-15,7.38,2025-12-15,7.18,2.7855153203342646,4.874651810584965,30.291262135922338,False,-4.1558,13.383,1,1,1,100.0,13.443830570902401,13.443830570902401,7.214484679665737,2.7855153203342646,历史1/1次成功; 当前距低点2.79%; 最新日涨幅-4.16%; 状态bottom_area; 底部未确认
29,71.28421495769103,65.8695173453997,000638,,bottom_area,2025-12-15,4.72,2025-12-15,4.68,0.8547008547008554,7.905982905982908,31.877729257641928,False,-4.2596,4.2637,1,1,1,100.0,11.764705882352935,11.764705882352935,9.145299145299145,0.8547008547008554,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-4.26%; 状态bottom_area; 底部未确认
30,68.84809473910559,63.4593122563432,603032,德新科技,bottom_area,2025-12-15,18.1,2025-12-15,17.97,0.7234279354479831,2.114635503617154,27.947072975140347,False,-0.2755,1.9136,3,5,3,60.0,23.649074995508602,33.061224489795926,9.276572064552017,0.7234279354479831,历史3/5次成功; 当前距低点0.72%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
31,67.30445111468705,66.07730123461563,002706,良信股份,bottom_area,2025-12-15,9.8,2025-12-11,9.42,4.0339702760085006,7.855626326963909,27.31481481481482,True,-1.8036,3.2321,4,6,4,66.66666666666666,14.828423641120084,19.37406855439642,5.9660297239914994,4.0339702760085006,历史4/6次成功; 当前距低点4.03%; 最新日涨幅-1.80%; 状态bottom_area; 底部已确认
32,65.55678903826617,65.04360732760442,688337,普源精电,bottom_area,2025-12-15,37.39,2025-12-04,35.75,4.587412587412589,6.545454545454556,28.499999999999996,False,1.6309,1.5946,3,6,3,50.0,38.886602295188766,54.46153846153845,5.412587412587412,4.587412587412589,历史3/6次成功; 当前距低点4.59%; 最新日涨幅1.63%; 状态bottom_area; 底部未确认
33,64.58696464335532,60.33056727153835,002017,东信和平,bottom_area,2025-12-15,20.68,2025-12-04,20.39,1.422265816576749,5.394801373222157,29.373051610668515,False,-1.1,1.7723,1,3,1,33.33333333333333,50.390015600624025,50.390015600624025,8.577734183423253,1.422265816576749,历史1/3次成功; 当前距低点1.42%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
34,63.60450311438957,58.91065421410448,600383,金地集团,bottom_area,2025-12-15,3.1,2025-12-15,3.07,0.977198697068412,2.605863192182413,32.675438596491226,False,-1.8987,1.7841,2,4,2,50.0,23.971329265701364,32.594936708860764,9.022801302931589,0.977198697068412,历史2/4次成功; 当前距低点0.98%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
35,62.47151573574764,57.6632071637104,002184,海得控制,bottom_area,2025-12-15,12.64,2025-12-15,12.54,0.7974481658692298,2.5518341307815016,27.388535031847137,False,-1.8634,3.5524,2,5,2,40.0,36.72789775210886,50.27203482045704,9.202551834130771,0.7974481658692298,历史2/5次成功; 当前距低点0.80%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
36,55.83268292682928,50.756984478935706,002670,国盛证券,bottom_area,2025-12-15,16.8,2025-12-15,16.8,0.0,1.9047619047619064,27.741935483870968,False,-1.8118,1.2458,1,2,1,50.0,13.747228381374727,13.747228381374727,10.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
37,53.94198045618271,52.585533823974195,002468,申通快递,bottom_area,2025-12-15,14.15,2025-11-21,13.65,3.6630036630036633,6.2271062271062245,31.988041853512705,False,-1.7361,0.6738,1,2,1,50.0,16.382699868938413,16.382699868938413,6.336996336996337,3.6630036630036633,历史1/2次成功; 当前距低点3.66%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
38,51.97959591627979,51.40676919463934,688348,昱能科技,bottom_area,2025-12-15,52.23,2025-12-05,50.02,4.4182327069172205,5.657736905237901,30.796900940785832,False,1.5555,1.3047,1,3,1,33.33333333333333,16.27422813482398,16.27422813482398,5.58176729308278,4.4182327069172205,历史1/3次成功; 当前距低点4.42%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
