rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.15766108712275,78.56061754479576,002479,富春环保,bottom_area,2024-02-07,3.36,2024-02-06,3.28,2.4390243902439046,10.365853658536594,30.801687763713087,True,-3.7249,3.3824,2,2,2,100.0,33.718242766407904,35.321100917431195,17.560975609756095,2.4390243902439046,历史2/2次成功; 当前距低点2.44%; 最新日涨幅-3.72%; 状态bottom_area; 底部已确认
18,66.72000000000001,55.60000000000001,002021,中捷资源,bottom_area,2024-02-07,1.55,2024-02-07,1.55,0.0,10.322580645161285,30.180180180180184,False,-4.908,5.1312,1,2,1,50.0,50.76923076923077,50.76923076923077,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-4.91%; 状态bottom_area; 底部未确认
19,65.0012306455559,56.187504456327986,600322,津投城开,bottom_area,2024-02-07,1.53,2024-02-06,1.5,2.0000000000000018,14.666666666666664,32.126696832579185,True,-5.5556,3.7213,1,3,1,33.33333333333333,35.828877005347586,35.828877005347586,18.0,2.0000000000000018,历史1/3次成功; 当前距低点2.00%; 最新日涨幅-5.56%; 状态bottom_area; 底部已确认
20,64.13132150757133,55.45845925044617,603059,倍加洁,bottom_area,2024-02-07,17.15,2024-02-07,16.81,2.022605591909577,8.268887566924455,32.54414125200643,False,-6.3865,2.1691,1,2,1,50.0,21.935483870967733,21.935483870967733,17.977394408090426,2.022605591909577,历史1/2次成功; 当前距低点2.02%; 最新日涨幅-6.39%; 状态bottom_area; 底部未确认
21,63.85190911465136,57.4457142857143,300698,万马科技,bottom_area,2024-02-07,21.88,2024-02-06,21.0,4.190476190476185,14.190476190476192,32.69230769230769,True,-4.7453,2.1478,1,2,1,50.0,63.86182462356068,63.86182462356068,15.809523809523816,4.190476190476185,历史1/2次成功; 当前距低点4.19%; 最新日涨幅-4.75%; 状态bottom_area; 底部已确认
22,62.489326966474074,52.444238254626406,605158,华达新材,bottom_area,2024-02-07,5.2,2024-02-07,5.18,0.38610038610039504,11.583011583011595,32.020997375328086,False,-9.5652,4.4904,1,2,1,50.0,25.5083179297597,25.5083179297597,19.613899613899605,0.38610038610039504,历史1/2次成功; 当前距低点0.39%; 最新日涨幅-9.57%; 状态bottom_area; 底部未确认
23,61.900496285678095,55.052697569940776,002026,山东威达,bottom_area,2024-02-07,6.11,2024-02-06,5.9,3.5593220338983045,13.559322033898303,32.57142857142857,True,-7.0015,3.8366,1,2,1,50.0,29.397590361445776,29.397590361445776,16.440677966101696,3.5593220338983045,历史1/2次成功; 当前距低点3.56%; 最新日涨幅-7.00%; 状态bottom_area; 底部已确认
24,61.474895468303096,56.00208985263508,603239,浙江仙通,bottom_area,2024-02-07,10.11,2024-02-06,9.64,4.875518672199158,12.240663900414935,29.48061448427212,True,-2.7885,1.5521,1,2,1,50.0,40.42081949058694,40.42081949058694,15.124481327800844,4.875518672199158,历史1/2次成功; 当前距低点4.88%; 最新日涨幅-2.79%; 状态bottom_area; 底部已确认
25,60.943560909883466,55.37076167076166,688055,龙腾光电,bottom_area,2024-02-07,3.1,2024-02-06,2.96,4.729729729729734,14.527027027027032,29.85781990521327,True,-3.7267,0.563,1,2,1,50.0,45.45454545454546,45.45454545454546,15.270270270270267,4.729729729729734,历史1/2次成功; 当前距低点4.73%; 最新日涨幅-3.73%; 状态bottom_area; 底部已确认
26,60.6767032967033,50.56391941391942,605218,伟时电子,bottom_area,2024-02-07,13.55,2024-02-07,13.55,0.0,11.143911439114389,31.357649442755818,False,-10.0266,7.2737,1,3,1,33.33333333333333,42.36874236874236,42.36874236874236,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
27,59.45483080358129,52.083539208026664,001896,豫能控股,bottom_area,2024-02-07,3.01,2024-02-06,2.93,2.7303754266211477,12.627986348122855,30.73286052009457,True,-5.3459,2.3636,1,5,1,20.0,34.93975903614456,34.93975903614456,17.269624573378852,2.7303754266211477,历史1/5次成功; 当前距低点2.73%; 最新日涨幅-5.35%; 状态bottom_area; 底部已确认
28,59.08241952358506,52.93220179160776,002553,南方精工,bottom_area,2024-02-07,7.35,2024-02-06,7.07,3.9603960396039515,14.568599717114559,32.92220113851992,True,-2.9062,6.313,1,3,1,33.33333333333333,32.14285714285715,32.14285714285715,16.039603960396047,3.9603960396039515,历史1/3次成功; 当前距低点3.96%; 最新日涨幅-2.91%; 状态bottom_area; 底部已确认
29,58.42166218396985,52.37804195804194,002793,罗欣药业,bottom_area,2024-02-07,3.64,2024-02-06,3.5,4.0000000000000036,15.42857142857143,32.69230769230769,True,-9.2269,2.3942,1,2,1,50.0,20.419580419580406,20.419580419580406,15.999999999999998,4.0000000000000036,历史1/2次成功; 当前距低点4.00%; 最新日涨幅-9.23%; 状态bottom_area; 底部已确认
30,55.790918266242215,50.6599723488579,000153,丰原药业,bottom_area,2024-02-07,6.24,2024-02-06,5.96,4.697986577181212,13.422818791946305,31.729667812142043,True,-5.0228,5.4652,1,3,1,33.33333333333333,39.18305597579423,39.18305597579423,15.302013422818789,4.697986577181212,历史1/3次成功; 当前距低点4.70%; 最新日涨幅-5.02%; 状态bottom_area; 底部已确认
31,55.218575342465755,46.0154794520548,002309,中利集团,bottom_area,2024-02-07,1.86,2024-02-07,1.86,0.0,3.763440860215045,32.851985559566785,False,-5.102,1.8238,1,5,1,20.0,30.136986301369873,30.136986301369873,20.0,0.0,历史1/5次成功; 当前距低点0.00%; 最新日涨幅-5.10%; 状态bottom_area; 底部未确认
32,53.67042444556304,48.01398265350614,603313,梦百合,bottom_area,2024-02-07,8.03,2024-02-07,7.73,3.8809831824061956,11.642949547218633,32.19298245614035,False,-6.5192,2.4638,1,4,1,25.0,25.52486187845302,25.52486187845302,16.119016817593806,3.8809831824061956,历史1/4次成功; 当前距低点3.88%; 最新日涨幅-6.52%; 状态bottom_area; 底部未确认
33,52.632208273732154,44.66494738825894,603232,格尔软件,bottom_area,2024-02-07,8.14,2024-02-07,8.06,0.9925558312655095,15.012406947890804,30.874785591766717,False,-9.1518,5.8749,1,5,1,20.0,22.78481012658228,22.78481012658228,19.00744416873449,0.9925558312655095,历史1/5次成功; 当前距低点0.99%; 最新日涨幅-9.15%; 状态bottom_area; 底部未确认
