rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.03245269147196,85.77954368814041,688208,道通科技,bottom_area,2022-09-02,27.35,2022-09-02,26.95,1.4842300556586352,2.708719851576996,29.89073881373569,False,0.1098,2.2859,3,3,3,100.0,20.66445276904346,34.72341892124764,6.515769944341365,1.4842300556586352,历史3/3次成功; 当前距低点1.48%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
24,78.67764693839413,76.34233207521962,002669,康达新材,bottom_area,2022-09-02,13.05,2022-09-01,12.74,2.43328100470958,3.4536891679748787,27.981910684002266,False,1.7941,1.8127,1,1,1,100.0,14.89361702127659,14.89361702127659,5.566718995290421,2.43328100470958,历史1/1次成功; 当前距低点2.43%; 最新日涨幅1.79%; 状态bottom_area; 底部未确认
25,78.48050721632661,76.10856717497774,603191,望变电气,bottom_area,2022-09-02,23.0,2022-09-02,22.46,2.4042742653606375,2.5823686553873477,28.924050632911392,False,1.0545,4.0185,1,1,1,100.0,13.281249999999995,13.281249999999995,5.5957257346393625,2.4042742653606375,历史1/1次成功; 当前距低点2.40%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
26,78.3025575469122,77.1522486381487,002801,微光股份,bottom_area,2022-09-02,28.76,2022-09-01,27.86,3.2304379038047455,4.845656855707112,27.636363636363637,False,1.1607,1.5801,1,1,1,100.0,29.019607843137262,29.019607843137262,4.769562096195255,3.2304379038047455,历史1/1次成功; 当前距低点3.23%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
27,78.04896580063699,74.53453429092396,002534,西子洁能,bottom_area,2022-09-02,17.73,2022-09-02,17.45,1.6045845272206367,4.699140401146134,29.38081748280049,False,-2.314,1.6819,1,1,1,100.0,17.489177489177486,17.489177489177486,6.395415472779363,1.6045845272206367,历史1/1次成功; 当前距低点1.60%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
28,77.57972988459777,76.277621072833,688237,超卓航科,bottom_area,2022-09-02,56.19,2022-09-02,54.49,3.119838502477511,4.569645806570003,29.417098445595858,False,1.426,4.0539,1,1,1,100.0,22.961574507966244,22.961574507966244,4.880161497522489,3.119838502477511,历史1/1次成功; 当前距低点3.12%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
29,77.4706609052832,74.12425145577697,002645,华宏科技,bottom_area,2022-09-02,18.5,2022-09-02,18.19,1.7042330951071945,4.452996151731713,28.27287066246056,False,-1.5957,1.6797,1,1,1,100.0,16.50485436893203,16.50485436893203,6.295766904892805,1.7042330951071945,历史1/1次成功; 当前距低点1.70%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
30,77.32222904566112,76.05308886971528,603178,圣龙股份,bottom_area,2022-09-02,11.17,2022-09-02,10.83,3.1394275161588165,4.247460757156039,28.373015873015866,False,1.9161,1.6235,1,1,1,100.0,21.994535519125673,21.994535519125673,4.8605724838411835,3.1394275161588165,历史1/1次成功; 当前距低点3.14%; 最新日涨幅1.92%; 状态bottom_area; 底部未确认
31,77.12098111408557,73.52170937170936,000761,本钢板材,confirmed_rebound,2022-09-02,3.35,2022-07-15,3.3,1.5151515151515234,8.484848484848492,31.818181818181817,True,-0.2976,0.0792,1,1,1,100.0,11.969111969111971,11.969111969111971,6.484848484848476,1.5151515151515234,历史1/1次成功; 当前距低点1.52%; 最新日涨幅-0.30%; 状态confirmed_rebound; 底部已确认
32,76.96767434128225,77.81122805899695,300620,光库科技,bottom_area,2022-09-02,40.07,2022-09-01,38.32,4.566805845511483,6.680584551148232,29.77826644676562,False,4.0779,0.9031,3,3,3,100.0,15.610459068618967,22.444343480236245,3.433194154488518,4.566805845511483,历史3/3次成功; 当前距低点4.57%; 最新日涨幅4.08%; 状态bottom_area; 底部未确认
33,76.5267108218827,76.31999769847148,601606,长城军工,bottom_area,2022-09-02,12.11,2022-08-29,11.66,3.8593481989708343,5.488850771869645,27.033792240300375,False,0.1654,2.1104,2,2,2,100.0,15.587696731854795,18.886462882096076,4.140651801029166,3.8593481989708343,历史2/2次成功; 当前距低点3.86%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
34,76.51432154413531,75.13431620057563,688286,敏芯股份,bottom_area,2022-09-02,48.26,2022-09-02,46.83,3.053598120862694,4.441597266709371,29.163515353199216,False,1.9434,2.9262,1,1,1,100.0,16.00279524807827,16.00279524807827,4.946401879137306,3.053598120862694,历史1/1次成功; 当前距低点3.05%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
35,76.25250796176773,72.89687101733847,300499,高澜股份,bottom_area,2022-09-02,10.41,2022-09-02,10.24,1.6601562499999993,3.4179687499999964,29.379310344827587,False,-0.478,3.6912,1,1,1,100.0,9.365737996443379,9.365737996443379,6.339843750000002,1.6601562499999993,历史1/1次成功; 当前距低点1.66%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
36,75.4179789656256,72.97365806145334,601828,美凯龙,bottom_area,2022-09-02,4.92,2022-08-03,4.81,2.2869022869022935,7.692307692307695,27.010622154779973,True,-1.006,0.5944,1,1,1,100.0,8.267716535433069,8.267716535433069,5.7130977130977065,2.2869022869022935,历史1/1次成功; 当前距低点2.29%; 最新日涨幅-1.01%; 状态bottom_area; 底部已确认
37,75.25873740812379,70.4669825918762,002110,三钢闽光,bottom_area,2022-09-02,5.2,2022-08-31,5.17,0.5802707930367553,1.547388781431336,30.41722745625841,False,-0.3831,0.2944,1,1,1,100.0,22.90322580645161,22.90322580645161,7.419729206963245,0.5802707930367553,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
38,75.15194050941152,69.58513010130696,000037,深南电A,bottom_area,2022-09-02,8.47,2022-09-02,8.47,0.0,6.8476977567886665,28.28111769686706,False,-9.9894,16.6114,4,5,4,80.0,26.85553817906966,45.16765285996055,8.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
39,74.99385214960368,72.06419179858305,002617,露笑科技,bottom_area,2022-09-02,11.63,2022-09-02,11.41,1.9281332164767802,3.1551270815074446,28.99813316739266,False,0.6926,3.1184,2,3,2,66.66666666666666,24.589617556362565,36.60589060308556,6.07186678352322,1.9281332164767802,历史2/3次成功; 当前距低点1.93%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
40,74.95633034241587,73.76166291846044,600063,皖维高新,bottom_area,2022-09-02,8.15,2022-09-01,7.9,3.164556962025316,4.3037974683544284,30.08849557522124,False,2.2585,2.725,1,1,1,100.0,9.983079526226732,9.983079526226732,4.835443037974684,3.164556962025316,历史1/1次成功; 当前距低点3.16%; 最新日涨幅2.26%; 状态bottom_area; 底部未确认
41,74.62782869554576,75.12089329840808,688165,埃夫特,bottom_area,2022-09-02,8.41,2022-09-02,8.06,4.342431761786596,4.83870967741934,28.4826974267968,False,3.444,0.6156,2,2,2,100.0,15.062568361728554,21.98142414860681,3.6575682382134045,4.342431761786596,历史2/2次成功; 当前距低点4.34%; 最新日涨幅3.44%; 状态bottom_area; 底部未确认
42,74.47293250671866,72.80222543613849,002350,北京科锐,bottom_area,2022-09-02,8.75,2022-09-02,8.51,2.8202115158636922,6.580493537015282,30.813008130081304,False,-0.7937,9.0726,1,1,1,100.0,23.07692307692308,23.07692307692308,5.179788484136308,2.8202115158636922,历史1/1次成功; 当前距低点2.82%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
43,73.94910982636534,73.6513768718769,688355,明志科技,bottom_area,2022-09-02,23.55,2022-09-02,22.69,3.790215954164827,7.536359629792848,31.82091346153846,False,-0.0849,9.0927,2,2,2,100.0,22.865963695552168,35.08474576271185,4.209784045835173,3.790215954164827,历史2/2次成功; 当前距低点3.79%; 最新日涨幅-0.08%; 状态bottom_area; 底部未确认
44,73.55441175835831,74.3498551757025,688045,必易微,bottom_area,2022-09-02,61.69,2022-09-01,59.0,4.559322033898301,7.084745762711863,28.743961352657006,True,2.9883,7.396,1,1,1,100.0,21.048975338659265,21.048975338659265,3.440677966101699,4.559322033898301,历史1/1次成功; 当前距低点4.56%; 最新日涨幅2.99%; 状态bottom_area; 底部已确认
45,73.46710504251422,73.31900849895092,002119,康强电子,bottom_area,2022-09-02,13.07,2022-09-01,12.58,3.8950715421303674,4.133545310015895,30.8030803080308,False,3.5658,6.3541,1,1,1,100.0,16.557911908646,16.557911908646,4.104928457869632,3.8950715421303674,历史1/1次成功; 当前距低点3.90%; 最新日涨幅3.57%; 状态bottom_area; 底部未确认
46,73.21097810740649,74.53378640988468,688083,中望软件,confirmed_rebound,2022-09-02,183.64,2022-08-31,175.01,4.931146791611905,8.479515456259644,32.42074371548829,True,0.553,0.7876,2,2,2,100.0,20.144091907310933,21.52777777777778,3.0688532083880955,4.931146791611905,历史2/2次成功; 当前距低点4.93%; 最新日涨幅0.55%; 状态confirmed_rebound; 底部已确认
47,73.18926654182762,72.84194073171611,002585,双星新材,bottom_area,2022-09-02,19.63,2022-09-01,18.92,3.7526427061310637,6.5539112050739865,30.389992641648263,False,1.1856,3.502,1,1,1,100.0,12.247129579004932,12.247129579004932,4.247357293868936,3.7526427061310637,历史1/1次成功; 当前距低点3.75%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
48,71.51085772846686,72.6521455798442,300707,威唐工业,bottom_area,2022-09-02,18.69,2022-09-02,17.83,4.823331463825031,5.664610207515433,32.35963581183612,False,2.5796,2.8928,1,1,1,100.0,24.351297405189634,24.351297405189634,3.1766685361749687,4.823331463825031,历史1/1次成功; 当前距低点4.82%; 最新日涨幅2.58%; 状态bottom_area; 底部未确认
49,71.30085311306848,70.35655323738787,002169,智光电气,bottom_area,2022-09-02,9.06,2022-09-02,8.77,3.306727480045621,4.446978335233758,30.72669826224329,False,-0.5488,9.6844,1,1,1,100.0,15.891891891891898,15.891891891891898,4.693272519954379,3.306727480045621,历史1/1次成功; 当前距低点3.31%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
50,70.49786797302338,71.05626692726513,002580,圣阳股份,bottom_area,2022-09-02,10.18,2022-09-02,9.75,4.410256410256407,6.564102564102569,32.38557558945909,False,2.1063,13.8479,1,1,1,100.0,10.70780399274047,10.70780399274047,3.589743589743593,4.410256410256407,历史1/1次成功; 当前距低点4.41%; 最新日涨幅2.11%; 状态bottom_area; 底部未确认
51,69.79718994738214,70.7472912754618,300428,立中集团,bottom_area,2022-09-02,30.5,2022-09-02,29.13,4.703055269481638,6.968760727772061,30.642857142857142,False,1.9044,1.7942,1,1,1,100.0,12.635791881074907,12.635791881074907,3.296944730518362,4.703055269481638,历史1/1次成功; 当前距低点4.70%; 最新日涨幅1.90%; 状态bottom_area; 底部未确认
52,69.32685754879729,68.95653541416567,002043,兔宝宝,confirmed_rebound,2022-09-02,8.64,2022-08-04,8.33,3.7214885954381813,8.403361344537807,30.2928870292887,True,-2.7027,2.6608,1,1,1,100.0,14.470588235294123,14.470588235294123,4.278511404561819,3.7214885954381813,历史1/1次成功; 当前距低点3.72%; 最新日涨幅-2.70%; 状态confirmed_rebound; 底部已确认
53,68.7163737753128,69.76050631054791,002813,路畅科技,bottom_area,2022-09-02,29.13,2022-09-01,27.8,4.784172661870497,6.0791366906474735,27.415143603133153,False,4.0729,1.8824,1,1,1,100.0,8.324838600067956,8.324838600067956,3.215827338129503,4.784172661870497,历史1/1次成功; 当前距低点4.78%; 最新日涨幅4.07%; 状态bottom_area; 底部未确认
54,64.27703276726432,61.79636581854142,601966,玲珑轮胎,bottom_area,2022-09-02,22.44,2022-09-02,22.01,1.9536574284416162,2.226260790549743,27.359735973597353,False,0.5376,0.5869,1,2,1,50.0,22.476907287033857,22.476907287033857,6.046342571558385,1.9536574284416162,历史1/2次成功; 当前距低点1.95%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
55,53.84718678232963,50.80988478097785,000625,长安汽车,bottom_area,2022-09-02,14.4,2022-09-02,14.26,0.9817671809256702,2.5946704067321247,31.704980842911873,False,-0.0694,1.5552,1,2,1,50.0,13.808139534883724,13.808139534883724,7.0182328190743295,0.9817671809256702,历史1/2次成功; 当前距低点0.98%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
