rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.19545983034074,84.28603869911137,000065,北方国际,bottom_area,2024-07-22,9.52,2024-07-18,9.42,1.061571125265389,3.290870488322723,28.905660377358487,False,-1.6529,0.7238,3,3,3,100.0,29.926993896325044,41.48061104582843,18.938428874734612,1.061571125265389,历史3/3次成功; 当前距低点1.06%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
12,87.68217252709417,77.81238329238332,603012,创力集团,bottom_area,2024-07-22,4.21,2024-07-09,4.07,3.4398034398034314,6.633906633906624,27.19141323792486,False,1.2019,0.8485,1,1,1,100.0,35.13513513513512,35.13513513513512,16.56019656019657,3.4398034398034314,历史1/1次成功; 当前距低点3.44%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
13,87.37882145370332,75.14608553908252,600970,中材国际,bottom_area,2024-07-22,10.05,2024-07-12,9.88,1.7206477732793515,6.983805668016188,27.03101920236336,False,-0.9852,0.4622,1,1,1,100.0,22.19979818365287,22.19979818365287,18.27935222672065,1.7206477732793515,历史1/1次成功; 当前距低点1.72%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
14,87.11439496060373,73.87402988719468,601717,中创智领,bottom_area,2024-07-22,12.71,2024-07-22,12.59,0.9531374106433756,2.0651310563939616,30.44198895027625,False,-1.1664,1.3809,2,2,2,100.0,29.124640771298786,35.43478260869567,19.046862589356625,0.9531374106433756,历史2/2次成功; 当前距低点0.95%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
15,86.72787361239597,75.14328399629974,000629,钒钛股份,bottom_area,2024-07-22,2.4,2024-07-18,2.35,2.1276595744680775,3.8297872340425467,28.78787878787878,False,-0.4149,0.3564,1,1,1,100.0,27.173913043478265,27.173913043478265,17.872340425531924,2.1276595744680775,历史1/1次成功; 当前距低点2.13%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
16,86.45790529826735,77.1679624163045,002254,泰和新材,bottom_area,2024-07-22,8.29,2024-07-09,7.99,3.7546933667083717,8.760951188986224,31.416309012875537,True,-0.3606,0.5418,2,2,2,100.0,32.14335103440648,38.58695652173914,16.24530663329163,3.7546933667083717,历史2/2次成功; 当前距低点3.75%; 最新日涨幅-0.36%; 状态bottom_area; 底部已确认
17,85.60335618828664,76.55737029096026,603325,博隆技术,bottom_area,2024-07-22,61.29,2024-07-18,59.01,3.863751906456535,5.388917132689374,31.922011998154137,False,0.5084,1.5227,1,1,1,100.0,33.584541062801925,33.584541062801925,16.136248093543465,3.863751906456535,历史1/1次成功; 当前距低点3.86%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
18,85.22936370230764,74.34581938418188,001308,康冠科技,bottom_area,2024-07-22,21.75,2024-07-09,21.22,2.497643732327998,6.456173421300665,29.101236217841635,False,-1.0464,1.2967,1,1,1,100.0,27.421758569299566,27.421758569299566,17.502356267672003,2.497643732327998,历史1/1次成功; 当前距低点2.50%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
19,83.06247546847308,75.26599762666693,605567,春雪食品,bottom_area,2024-07-22,7.53,2024-07-09,7.2,4.583333333333335,7.638888888888887,29.961089494163417,True,-0.3968,1.5677,2,2,2,100.0,32.07525605734906,36.46616541353383,15.416666666666668,4.583333333333335,历史2/2次成功; 当前距低点4.58%; 最新日涨幅-0.40%; 状态bottom_area; 底部已确认
20,81.66407989777085,72.86473669517551,002823,凯中精密,bottom_area,2024-07-22,14.16,2024-07-22,13.65,3.736263736263735,4.102564102564106,27.005347593582883,False,-0.141,16.0467,1,1,1,100.0,34.64203233256351,34.64203233256351,16.263736263736266,3.736263736263735,历史1/1次成功; 当前距低点3.74%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
21,79.343443040809,69.15773359288039,603368,柳药集团,bottom_area,2024-07-22,17.11,2024-07-16,16.7,2.4550898203592824,3.413173652694613,30.705394190871377,False,-0.5811,1.2192,2,3,2,66.66666666666666,37.89608449802624,42.85714285714285,17.54491017964072,2.4550898203592824,历史2/3次成功; 当前距低点2.46%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
22,77.4700109342973,70.57649301217762,300390,天华新能,bottom_area,2024-07-22,16.77,2024-07-09,15.99,4.878048780487801,11.006879299562225,27.972972972972972,True,-1.3529,0.94,1,1,1,100.0,27.142173288654863,27.142173288654863,15.1219512195122,4.878048780487801,历史1/1次成功; 当前距低点4.88%; 最新日涨幅-1.35%; 状态bottom_area; 底部已确认
23,76.6132222638043,67.1352978600347,002386,天原股份,bottom_area,2024-07-22,3.74,2024-07-09,3.64,2.7472527472527495,9.340659340659336,27.920792079207917,True,-0.2667,0.2621,2,4,2,50.0,40.855022170811644,48.85290148448042,17.252747252747252,2.7472527472527495,历史2/4次成功; 当前距低点2.75%; 最新日涨幅-0.27%; 状态bottom_area; 底部已确认
24,76.15942819447748,68.03431138852328,603209,兴通股份,bottom_area,2024-07-22,12.56,2024-07-18,12.1,3.801652892561991,4.132231404958678,27.674835624626425,False,0.641,0.5136,2,3,2,66.66666666666666,25.889318908053443,26.115859449192786,16.19834710743801,3.801652892561991,历史2/3次成功; 当前距低点3.80%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
25,75.2491025008806,64.80419161676647,600186,莲花控股,bottom_area,2024-07-22,3.4,2024-06-24,3.34,1.7964071856287442,8.083832335329342,27.074235807860266,True,-1.4493,1.3346,1,2,1,50.0,53.49544072948328,53.49544072948328,18.203592814371255,1.7964071856287442,历史1/2次成功; 当前距低点1.80%; 最新日涨幅-1.45%; 状态bottom_area; 底部已确认
26,74.98594838740783,66.90617701107088,605337,李子园,bottom_area,2024-07-22,9.44,2024-07-09,9.1,3.736263736263735,8.35164835164835,31.00833965125095,True,-0.7361,0.3619,2,3,2,66.66666666666666,32.30210571551354,37.98882681564246,16.263736263736266,3.736263736263735,历史2/3次成功; 当前距低点3.74%; 最新日涨幅-0.74%; 状态bottom_area; 底部已确认
27,74.16422547740443,66.67270455365575,603229,奥翔药业,bottom_area,2024-07-22,7.28,2024-07-17,6.99,4.148783977110158,4.864091559370527,32.52895752895753,False,0.6916,0.5423,2,4,2,50.0,42.26845172831669,43.052109181141425,15.851216022889844,4.148783977110158,历史2/4次成功; 当前距低点4.15%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
28,72.02744423459696,61.81550979407332,688339,亿华通,bottom_area,2024-07-22,20.23,2024-07-22,19.91,1.6072325464590673,2.009040683073825,31.627747252747255,False,1.5053,0.8648,1,5,1,20.0,76.30996309963099,76.30996309963099,18.392767453540934,1.6072325464590673,历史1/5次成功; 当前距低点1.61%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
29,69.1771318253854,58.32545454545455,600058,五矿发展,bottom_area,2024-07-22,6.31,2024-07-09,6.27,0.6379585326953754,5.263157894736844,28.91156462585035,False,-0.7862,0.3247,1,2,1,50.0,99.54954954954954,99.54954954954954,19.362041467304625,0.6379585326953754,历史1/2次成功; 当前距低点0.64%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
30,68.81267803233946,59.62399808245446,002833,弘亚数控,bottom_area,2024-07-22,16.3,2024-07-18,15.96,2.1303258145363397,3.8847117794486055,28.940338379341053,False,-1.272,0.7227,1,2,1,50.0,35.43624161073825,35.43624161073825,17.869674185463662,2.1303258145363397,历史1/2次成功; 当前距低点2.13%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
31,67.25320183486748,57.498315247970424,601515,衢州东峰,bottom_area,2024-07-22,2.9,2024-07-18,2.86,1.3986013986014,4.195804195804199,31.90476190476191,False,-1.0239,0.5443,1,3,1,33.33333333333333,34.48275862068966,34.48275862068966,18.6013986013986,1.3986013986014,历史1/3次成功; 当前距低点1.40%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
32,66.99587991031804,56.94044043010755,000923,河钢资源,bottom_area,2024-07-22,15.04,2024-07-22,14.88,1.0752688172042901,3.427419354838708,32.578160398731306,False,-1.9557,2.1845,1,3,1,33.33333333333333,27.519999999999996,27.519999999999996,18.92473118279571,1.0752688172042901,历史1/3次成功; 当前距低点1.08%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
33,65.82577615290711,58.01399119933348,600955,维远股份,bottom_area,2024-07-22,14.14,2024-07-09,13.72,3.0612244897959178,7.069970845481041,28.911917098445596,True,1.0722,0.2741,1,3,1,33.33333333333333,25.969084423305596,25.969084423305596,16.938775510204085,3.0612244897959178,历史1/3次成功; 当前距低点3.06%; 最新日涨幅1.07%; 状态bottom_area; 底部已确认
34,65.69618910921444,55.57177640402728,603113,金能科技,bottom_area,2024-07-22,4.94,2024-07-22,4.9,0.8163265306122455,3.061224489795907,32.32044198895027,False,-1.5936,1.1403,2,5,2,40.0,25.71505856894199,31.03448275862069,19.183673469387756,0.8163265306122455,历史2/5次成功; 当前距低点0.82%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
35,65.40836847763079,57.74633710144468,002346,柘中股份,bottom_area,2024-07-22,7.19,2024-07-18,6.97,3.1563845050215305,3.4433285509325713,29.381965552178315,False,0.8415,0.2183,1,3,1,33.33333333333333,34.89010989010989,34.89010989010989,16.84361549497847,3.1563845050215305,历史1/3次成功; 当前距低点3.16%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
36,65.0185060716059,58.12912794481322,603060,国检集团,bottom_area,2024-07-22,5.67,2024-07-09,5.46,3.846153846153846,9.157509157509157,31.835205992509362,True,0.354,0.1298,1,3,1,33.33333333333333,36.2098138747885,36.2098138747885,16.153846153846153,3.846153846153846,历史1/3次成功; 当前距低点3.85%; 最新日涨幅0.35%; 状态bottom_area; 底部已确认
37,64.45421617681275,56.34257372711171,603320,迪贝电气,bottom_area,2024-07-22,13.35,2024-07-18,13.01,2.6133743274404297,6.072252113758654,28.516483516483515,False,-0.5216,3.0271,1,2,1,50.0,23.71541501976285,23.71541501976285,17.38662567255957,2.6133743274404297,历史1/2次成功; 当前距低点2.61%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
38,61.27704492054433,51.82606104983065,600141,兴发集团,bottom_area,2024-07-22,17.46,2024-07-22,17.32,0.8083140877598186,3.752886836027705,30.24567055980668,False,-2.8381,1.2636,1,3,1,33.33333333333333,36.58969804618119,36.58969804618119,19.19168591224018,0.8083140877598186,历史1/3次成功; 当前距低点0.81%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
39,58.87568914961778,51.9551241328952,601666,平煤股份,bottom_area,2024-07-22,10.21,2024-07-22,9.9,3.1313131313131364,4.141414141414143,27.47252747252747,False,-1.1617,1.0813,1,4,1,25.0,27.30923694779115,27.30923694779115,16.868686868686865,3.1313131313131364,历史1/4次成功; 当前距低点3.13%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
40,58.86678477178115,53.63923245614035,000705,浙江震元,bottom_area,2024-07-22,7.08,2024-07-09,6.75,4.88888888888889,6.518518518518525,30.555555555555557,False,0.2833,1.5593,1,3,1,33.33333333333333,34.04605263157895,34.04605263157895,15.11111111111111,4.88888888888889,历史1/3次成功; 当前距低点4.89%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
