rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.31938142898788,82.53734775184975,603027,千禾味业,bottom_area,2024-09-11,10.66,2024-09-11,10.5,1.5238095238095253,2.380952380952381,27.184466019417474,False,0.188,1.1194,1,1,1,100.0,37.051792828685265,37.051792828685265,18.476190476190478,1.5238095238095253,历史1/1次成功; 当前距低点1.52%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
12,70.51877891704113,61.63206110472341,300401,花园生物,bottom_area,2024-09-11,12.22,2024-09-10,11.91,2.6028547439126823,2.9387069689336665,30.023501762632193,False,1.1589,2.8876,1,2,1,50.0,29.551451187335093,29.551451187335093,17.397145256087317,2.6028547439126823,历史1/2次成功; 当前距低点2.60%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
13,69.00025395573167,59.44040281973817,300455,航天智装,bottom_area,2024-09-11,10.11,2024-09-10,9.93,1.812688821752263,3.625377643504526,27.939042089985485,False,-0.8824,0.7964,1,3,1,33.33333333333333,53.103448275862064,53.103448275862064,18.18731117824774,1.812688821752263,历史1/3次成功; 当前距低点1.81%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
14,68.82818374821929,58.85851143378835,000683,博源化工,bottom_area,2024-09-11,5.03,2024-09-10,4.96,1.4112903225806508,4.435483870967737,28.837876614060253,False,-1.1788,0.8591,1,2,1,50.0,22.50673854447439,22.50673854447439,18.588709677419352,1.4112903225806508,历史1/2次成功; 当前距低点1.41%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
15,68.40405280285762,59.091760851760846,000597,东北制药,bottom_area,2024-09-11,4.15,2024-08-26,4.07,1.9656019656019672,5.65110565110564,32.053422370617696,False,-0.9547,1.0766,1,3,1,33.33333333333333,61.02150537634409,61.02150537634409,18.034398034398034,1.9656019656019672,历史1/3次成功; 当前距低点1.97%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
16,66.48210683418657,56.20589050920392,000922,佳电股份,bottom_area,2024-09-11,8.97,2024-09-11,8.9,0.7865168539325874,1.7977528089887655,29.08366533864542,False,-0.3333,0.7306,1,2,1,50.0,40.42553191489362,40.42553191489362,19.213483146067414,0.7865168539325874,历史1/2次成功; 当前距低点0.79%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
17,66.37569465776214,56.7664510274753,605218,伟时电子,bottom_area,2024-09-11,20.05,2024-09-11,19.77,1.4162873039959591,7.637835103692471,27.10176991150443,False,-8.7392,14.106,1,4,1,25.0,42.36874236874236,42.36874236874236,18.583712696004042,1.4162873039959591,历史1/4次成功; 当前距低点1.42%; 最新日涨幅-8.74%; 状态bottom_area; 底部未确认
18,66.37190003659171,59.38363001265194,603132,金徽股份,bottom_area,2024-09-11,10.69,2024-09-10,10.29,3.8872691933916457,3.9844509232264356,31.354236157438297,False,0.9443,0.9282,1,2,1,50.0,33.20754716981132,33.20754716981132,16.112730806608354,3.8872691933916457,历史1/2次成功; 当前距低点3.89%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
19,66.00969385211518,56.54373326265407,300573,兴齐眼药,bottom_area,2024-09-11,76.28,2024-09-10,75.15,1.503659347970719,3.4065202927478215,29.357021996615895,False,-0.69,2.8265,1,5,1,20.0,42.86062675283501,42.86062675283501,18.496340652029282,1.503659347970719,历史1/5次成功; 当前距低点1.50%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
20,63.66731037869428,56.05207253565744,002682,龙洲股份,bottom_area,2024-09-11,3.43,2024-08-28,3.33,3.003003003003006,6.606606606606599,30.76923076923076,False,-1.1527,1.2422,1,2,1,50.0,26.929674099485425,26.929674099485425,16.996996996996995,3.003003003003006,历史1/2次成功; 当前距低点3.00%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
21,63.66727141284807,53.34116779337297,000037,深南电A,bottom_area,2024-09-11,6.86,2024-09-11,6.84,0.2923976608187202,2.192982456140356,29.338842975206607,False,-1.4368,0.9334,2,8,2,25.0,39.8001852690304,45.16765285996055,19.707602339181282,0.2923976608187202,历史2/8次成功; 当前距低点0.29%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
22,63.48397793223706,53.4409005919178,000899,赣能股份,bottom_area,2024-09-11,7.29,2024-09-10,7.25,0.5517241379310349,2.620689655172419,27.427427427427432,False,-1.4865,0.4564,2,6,2,33.33333333333333,25.459668242296914,27.473958333333325,19.448275862068968,0.5517241379310349,历史2/6次成功; 当前距低点0.55%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
23,62.786632403384004,56.37417994352464,300653,正海生物,bottom_area,2024-09-11,19.13,2024-08-28,18.38,4.080522306855277,7.83460282916214,27.466456195737965,True,0.5255,0.6676,1,3,1,33.33333333333333,29.647513278609367,29.647513278609367,15.919477693144724,4.080522306855277,历史1/3次成功; 当前距低点4.08%; 最新日涨幅0.53%; 状态bottom_area; 底部已确认
24,62.28427762311035,52.634600808262256,000966,长源电力,bottom_area,2024-09-11,3.96,2024-09-10,3.93,0.7633587786259493,2.5445292620865163,27.222222222222225,False,-1.2469,0.2182,1,2,1,50.0,20.94117647058823,20.94117647058823,19.23664122137405,0.7633587786259493,历史1/2次成功; 当前距低点0.76%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
