rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.93181321139423,88.76683999905957,300510,金冠股份,bottom_area,2025-09-04,4.52,2025-09-03,4.43,2.0316027088036086,3.6117381489842018,30.01579778830964,False,1.3453,5.9211,4,4,4,100.0,26.76824825339677,40.000000000000014,7.968397291196391,2.0316027088036086,历史4/4次成功; 当前距低点2.03%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
12,85.55107773309878,81.12539136896669,000561,烽火电子,bottom_area,2025-09-04,11.09,2025-09-04,10.85,2.2119815668202785,6.267281105990781,32.60869565217392,False,-3.313,5.3638,4,4,4,100.0,20.584458824284518,31.050955414012744,7.788018433179722,2.2119815668202785,历史4/4次成功; 当前距低点2.21%; 最新日涨幅-3.31%; 状态bottom_area; 底部未确认
13,85.01487831780256,79.08360773749077,603192,汇得科技,bottom_area,2025-09-04,21.84,2025-09-04,21.58,1.2048192771084412,2.6876737720111303,27.266599258510286,False,0.46,1.5493,3,4,3,75.0,18.73976177041938,25.562817719680464,8.79518072289156,1.2048192771084412,历史3/4次成功; 当前距低点1.20%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
14,84.78186259354034,79.99351819456962,002148,北纬科技,bottom_area,2025-09-04,9.94,2025-09-04,9.75,1.9487179487179436,5.538461538461529,32.244614315496875,False,-2.3576,7.8135,3,3,3,100.0,17.72362966476626,19.756097560975626,8.051282051282058,1.9487179487179436,历史3/3次成功; 当前距低点1.95%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
15,84.4772914604282,82.98754669400988,300665,飞鹿股份,bottom_area,2025-09-04,9.47,2025-09-03,9.1,4.065934065934077,5.27472527472528,29.18287937743191,False,3.4973,11.019,5,5,5,100.0,20.633743894298735,23.50486787204451,5.934065934065924,4.065934065934077,历史5/5次成功; 当前距低点4.07%; 最新日涨幅3.50%; 状态bottom_area; 底部未确认
16,84.21225238652731,79.63652085646211,688448,磁谷科技,bottom_area,2025-09-04,44.92,2025-09-04,44.01,2.0677118836628128,8.588957055214728,31.08362041966803,False,-5.7688,7.774,2,2,2,100.0,44.14464489899632,63.23529411764706,7.9322881163371886,2.0677118836628128,历史2/2次成功; 当前距低点2.07%; 最新日涨幅-5.77%; 状态bottom_area; 底部未确认
17,83.4880437701888,78.5311693416993,002212,天融信,bottom_area,2025-09-04,9.68,2025-09-04,9.51,1.787592008412197,6.729758149316516,30.17621145374449,False,-2.2222,10.0925,2,2,2,100.0,24.553113553113555,30.95238095238096,8.212407991587803,1.787592008412197,历史2/2次成功; 当前距低点1.79%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
18,82.7118276965086,79.23399947526602,603080,新疆火炬,bottom_area,2025-09-04,20.96,2025-08-28,20.4,2.745098039215698,5.490196078431378,29.655172413793107,False,1.5012,3.7212,2,2,2,100.0,17.595822605794677,22.385321100917427,7.254901960784303,2.745098039215698,历史2/2次成功; 当前距低点2.75%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
19,82.4040283061097,77.05150078773703,688110,东芯股份,confirmed_rebound,2025-09-04,99.04,2025-09-04,97.6,1.475409836065586,22.315573770491806,28.235294117647065,False,-17.038,10.548,3,3,3,100.0,16.53459792455136,22.87272727272727,8.524590163934414,1.475409836065586,历史3/3次成功; 当前距低点1.48%; 最新日涨幅-17.04%; 状态confirmed_rebound; 底部未确认
20,82.37833633814236,77.12888023115501,300645,正元智慧,bottom_area,2025-09-04,18.41,2025-09-04,18.13,1.5444015444015506,4.467733039161623,27.276373846770962,False,-1.1809,6.3591,1,1,1,100.0,30.699547055863096,30.699547055863096,8.45559845559845,1.5444015444015506,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
21,82.25468124931793,75.50314093868029,300192,科德教育,bottom_area,2025-09-04,19.85,2025-09-03,19.75,0.5063291139240579,6.227848101265825,28.905687544996404,False,0.0504,13.6887,1,1,1,100.0,26.599845797995382,26.599845797995382,9.493670886075943,0.5063291139240579,历史1/1次成功; 当前距低点0.51%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
22,82.05798415249099,77.34090715277088,300902,国安达,bottom_area,2025-09-04,22.61,2025-09-04,22.19,1.89274447949526,3.4249662009914283,32.798304058146584,False,-0.7463,4.9924,2,2,2,100.0,19.4428202474198,26.906779661016937,8.107255520504742,1.89274447949526,历史2/2次成功; 当前距低点1.89%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
23,82.02876405959678,75.2314876749099,300683,海特生物,confirmed_rebound,2025-09-04,43.53,2025-09-02,43.33,0.4615739672282549,10.039233787214405,29.841321243523318,True,-2.2018,6.1015,3,3,3,100.0,14.75202322682966,16.532137518684582,9.538426032771746,0.4615739672282549,历史3/3次成功; 当前距低点0.46%; 最新日涨幅-2.20%; 状态confirmed_rebound; 底部已确认
24,81.31423886990608,76.03707460414071,688205,德科立,confirmed_rebound,2025-09-04,95.4,2025-09-04,94.01,1.4785661099882996,24.454845229230926,28.41696489758624,False,-11.2806,8.0989,2,2,2,100.0,27.786050187709932,35.44761904761904,8.521433890011702,1.4785661099882996,历史2/2次成功; 当前距低点1.48%; 最新日涨幅-11.28%; 状态confirmed_rebound; 底部未确认
25,80.89907104656542,75.31870321433722,000026,飞亚达,bottom_area,2025-09-04,16.21,2025-09-04,16.01,1.2492192379762603,6.058713304184877,30.602514087559594,False,-4.1962,2.791,1,1,1,100.0,27.564102564102562,27.564102564102562,8.75078076202374,1.2492192379762603,历史1/1次成功; 当前距低点1.25%; 最新日涨幅-4.20%; 状态bottom_area; 底部未确认
26,79.96275799155788,75.24816695652522,688084,晶品特装,bottom_area,2025-09-04,73.1,2025-09-04,71.8,1.8105849582172664,8.077994428969355,28.343313373253498,False,-4.5193,5.7616,2,2,2,100.0,17.39946592075591,19.66039279869067,8.189415041782734,1.8105849582172664,历史2/2次成功; 当前距低点1.81%; 最新日涨幅-4.52%; 状态bottom_area; 底部未确认
27,79.86805248819314,74.79894418446872,603280,南方路机,bottom_area,2025-09-04,41.7,2025-09-04,41.06,1.5586945932781309,3.5070628348757857,30.875420875420872,False,-0.9736,13.2866,1,1,1,100.0,18.348214285714302,18.348214285714302,8.441305406721868,1.5586945932781309,历史1/1次成功; 当前距低点1.56%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
28,79.13131388579572,74.45649539286245,301323,新莱福,bottom_area,2025-09-04,48.53,2025-09-04,47.67,1.8040696454793357,6.775749947556108,27.71796815769522,False,-2.6089,3.2447,1,1,1,100.0,19.514914970727627,19.514914970727627,8.195930354520664,1.8040696454793357,历史1/1次成功; 当前距低点1.80%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
29,78.3712517333826,73.90524290298764,002272,川润股份,bottom_area,2025-09-04,15.39,2025-09-04,15.1,1.9205298013245096,7.218543046357627,29.34019653720169,False,-4.1121,12.6929,4,5,4,80.0,21.527155107567317,48.337595907928375,8.07947019867549,1.9205298013245096,历史4/5次成功; 当前距低点1.92%; 最新日涨幅-4.11%; 状态bottom_area; 底部未确认
30,76.67624832811778,75.32957437284898,002596,海南瑞泽,bottom_area,2025-09-04,3.58,2025-09-03,3.44,4.069767441860469,6.976744186046519,30.364372469635637,False,3.4682,5.1698,2,2,2,100.0,12.842172797262624,14.970059880239523,5.930232558139532,4.069767441860469,历史2/2次成功; 当前距低点4.07%; 最新日涨幅3.47%; 状态bottom_area; 底部未确认
31,76.5180644593579,72.81856093996912,300153,科泰电源,confirmed_rebound,2025-09-04,35.43,2025-09-04,34.6,2.398843930635833,10.43352601156069,28.408855783157456,False,-4.6299,7.8971,2,2,2,100.0,21.763038181821596,26.1835396941005,7.601156069364167,2.398843930635833,历史2/2次成功; 当前距低点2.40%; 最新日涨幅-4.63%; 状态confirmed_rebound; 底部未确认
32,76.2586312653043,72.80416022443107,688227,品高股份,bottom_area,2025-09-04,30.77,2025-09-04,30.0,2.5666666666666655,7.999999999999995,31.818181818181817,False,-4.0835,5.2235,4,5,4,80.0,23.527743142102526,36.87150837988826,7.4333333333333345,2.5666666666666655,历史4/5次成功; 当前距低点2.57%; 最新日涨幅-4.08%; 状态bottom_area; 底部未确认
33,75.70193008855469,71.88533743112878,603256,宏和科技,confirmed_rebound,2025-09-04,34.92,2025-09-04,34.14,2.284710017574696,10.63268892794377,28.277310924369747,False,-5.4171,2.6159,4,5,4,80.0,25.34664661934985,47.511312217194565,7.715289982425305,2.284710017574696,历史4/5次成功; 当前距低点2.28%; 最新日涨幅-5.42%; 状态confirmed_rebound; 底部未确认
34,75.50027978584647,72.0827112411204,300548,长芯博创,confirmed_rebound,2025-09-04,119.0,2025-09-04,116.02,2.5685226685054334,24.116531632477166,27.505623594101476,False,-12.3647,12.8348,2,2,2,100.0,19.886789921036492,26.026026026026024,7.431477331494567,2.5685226685054334,历史2/2次成功; 当前距低点2.57%; 最新日涨幅-12.36%; 状态confirmed_rebound; 底部未确认
35,75.12918991730464,70.91557349395458,688011,新光光电,confirmed_rebound,2025-09-04,34.67,2025-09-04,34.0,1.9705882352941226,14.705882352941178,29.387331256490135,False,-7.4232,6.8314,4,5,4,80.0,16.28233693776982,19.069767441860456,8.029411764705879,1.9705882352941226,历史4/5次成功; 当前距低点1.97%; 最新日涨幅-7.42%; 状态confirmed_rebound; 底部未确认
36,74.4520351176785,73.49008596548354,603262,技源集团,bottom_area,2025-09-04,31.17,2025-08-04,29.88,4.31726907630523,8.567603748326636,28.823249166269648,True,0.8738,9.178,1,1,1,100.0,13.459459459459449,13.459459459459449,5.682730923694771,4.31726907630523,历史1/1次成功; 当前距低点4.32%; 最新日涨幅0.87%; 状态bottom_area; 底部已确认
37,73.89247092921855,69.06234381572604,605169,洪通燃气,bottom_area,2025-09-04,14.67,2025-09-04,14.46,1.452282157676342,2.1438450899031722,30.68072866730584,False,0.4795,1.5061,2,4,2,50.0,22.06208137219406,26.09375,8.547717842323658,1.452282157676342,历史2/4次成功; 当前距低点1.45%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
38,73.25601099619493,67.65538596883272,688552,航天南湖,bottom_area,2025-09-04,32.93,2025-09-04,32.66,0.826699326393151,9.920391916717705,28.860814637333913,False,-7.8366,14.7142,1,1,1,100.0,21.02290555381236,21.02290555381236,9.17330067360685,0.826699326393151,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-7.84%; 状态bottom_area; 底部未确认
39,71.97476046318934,68.73750765347695,002800,天顺股份,bottom_area,2025-09-04,14.29,2025-09-03,13.93,2.5843503230437865,6.030150753768844,27.673935617860856,False,2.2906,4.2471,3,5,3,60.0,12.525948333423568,14.184397163120579,7.415649676956214,2.5843503230437865,历史3/5次成功; 当前距低点2.58%; 最新日涨幅2.29%; 状态bottom_area; 底部未确认
40,71.41968072150857,69.40785872935339,301389,隆扬电子,confirmed_rebound,2025-09-04,60.03,2025-09-04,58.0,3.5000000000000018,12.413793103448281,28.904143172346163,False,-5.2706,19.8243,2,2,2,100.0,16.92397166319034,18.998628257887525,6.499999999999999,3.5000000000000018,历史2/2次成功; 当前距低点3.50%; 最新日涨幅-5.27%; 状态confirmed_rebound; 底部未确认
41,70.89831051817065,68.89191726702798,300570,太辰光,confirmed_rebound,2025-09-04,107.85,2025-09-04,104.21,3.492946934075426,22.809711160157388,29.425707706894215,False,-15.3852,14.5105,2,2,2,100.0,14.063635896343833,14.728682170542637,6.507053065924576,3.492946934075426,历史2/2次成功; 当前距低点3.49%; 最新日涨幅-15.39%; 状态confirmed_rebound; 底部未确认
42,69.61955831692303,67.12793469606805,688668,鼎通科技,confirmed_rebound,2025-09-04,107.2,2025-09-04,103.99,3.086835272622375,18.155591883834994,28.3766099593636,False,-9.8023,7.079,1,1,1,100.0,16.26838235294117,16.26838235294117,6.913164727377626,3.086835272622375,历史1/1次成功; 当前距低点3.09%; 最新日涨幅-9.80%; 状态confirmed_rebound; 底部未确认
43,68.6796128989124,67.4340660322,301392,汇成真空,confirmed_rebound,2025-09-04,144.5,2025-09-04,138.89,4.039167686658517,11.865505075959407,30.206030150753776,False,-7.0142,10.927,2,2,2,100.0,12.921335256889305,14.261512397967028,5.960832313341484,4.039167686658517,历史2/2次成功; 当前距低点4.04%; 最新日涨幅-7.01%; 状态confirmed_rebound; 底部未确认
44,68.46385116387646,64.8641789830392,300378,鼎捷数智,bottom_area,2025-09-04,48.13,2025-09-04,47.11,2.165145404372751,7.195924432180005,27.52307692307692,False,-3.159,7.0521,3,5,3,60.0,19.251131747360528,26.480086114101198,7.83485459562725,2.165145404372751,历史3/5次成功; 当前距低点2.17%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
45,67.2176373186744,63.761250014060565,688152,麒麟信安,bottom_area,2025-09-04,49.07,2025-09-04,48.0,2.229166666666667,7.708333333333339,29.046563192904664,False,-3.935,7.8679,2,3,2,66.66666666666666,16.328405093515553,21.006836544437533,7.770833333333334,2.229166666666667,历史2/3次成功; 当前距低点2.23%; 最新日涨幅-3.94%; 状态bottom_area; 底部未确认
46,66.38782468109184,63.99068159319623,001298,好上好,bottom_area,2025-09-04,31.9,2025-09-04,30.95,3.0694668820678492,8.562197092084013,27.364468434639754,False,-5.5375,12.6306,2,3,2,66.66666666666666,27.862362460453,34.86910994764398,6.930533117932152,3.0694668820678492,历史2/3次成功; 当前距低点3.07%; 最新日涨幅-5.54%; 状态bottom_area; 底部未确认
47,62.7107975615771,59.726052725329545,001339,智微智能,bottom_area,2025-09-04,57.51,2025-09-04,56.14,2.4403277520484457,8.407552547203418,27.373868046571793,False,-4.4049,7.7691,1,2,1,50.0,58.06629834254142,58.06629834254142,7.559672247951554,2.4403277520484457,历史1/2次成功; 当前距低点2.44%; 最新日涨幅-4.40%; 状态bottom_area; 底部未确认
48,62.67344825245122,58.86661658082084,688682,霍莱沃,bottom_area,2025-09-04,28.53,2025-09-04,28.05,1.7112299465240657,5.06238859180035,27.687548337200308,False,-1.79,3.0475,1,2,1,50.0,26.22699386503069,26.22699386503069,8.288770053475936,1.7112299465240657,历史1/2次成功; 当前距低点1.71%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
49,56.353081726488405,51.92696923461037,601669,中国电建,bottom_area,2025-09-04,5.69,2025-09-04,5.65,0.707964601769912,1.5929203539822985,27.93367346938775,False,-0.3503,1.7745,1,2,1,50.0,16.457680250783696,16.457680250783696,9.29203539823009,0.707964601769912,历史1/2次成功; 当前距低点0.71%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
50,54.38029882258131,52.33592668639406,002229,鸿博股份,bottom_area,2025-09-04,17.92,2025-09-04,17.4,2.9885057471264553,8.2183908045977,27.500000000000007,False,-3.6559,12.2712,1,2,1,50.0,16.987740805604197,16.987740805604197,7.011494252873546,2.9885057471264553,历史1/2次成功; 当前距低点2.99%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
51,51.026217629246766,48.22542213894805,688343,云天励飞,confirmed_rebound,2025-09-04,81.65,2025-09-04,80.02,2.0369907523119344,12.32191952011997,27.909909909909913,False,-8.1346,11.6747,1,3,1,33.33333333333333,12.88402000476303,12.88402000476303,7.963009247688066,2.0369907523119344,历史1/3次成功; 当前距低点2.04%; 最新日涨幅-8.13%; 状态confirmed_rebound; 底部未确认
