rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.68134365184048,80.21431999771526,603211,晋拓股份,bottom_area,2023-11-01,15.27,2023-10-31,15.0,1.7999999999999972,5.933333333333337,29.67651195499296,False,0.9253,12.7561,2,2,2,100.0,11.281290310297077,12.639405204460974,6.200000000000003,1.7999999999999972,历史2/2次成功; 当前距低点1.80%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
15,75.7885445518683,75.04651162790698,600280,中央商场,bottom_area,2023-11-01,3.56,2023-10-23,3.44,3.4883720930232593,7.558139534883727,27.57894736842105,True,0.2817,1.3142,1,1,1,100.0,11.666666666666671,11.666666666666671,4.511627906976741,3.4883720930232593,历史1/1次成功; 当前距低点3.49%; 最新日涨幅0.28%; 状态bottom_area; 底部已确认
16,73.95050525525527,73.7511777478287,601155,新城控股,bottom_area,2023-11-01,11.84,2023-10-20,11.4,3.8596491228070127,6.052631578947364,27.06333973128599,False,-0.5042,0.5014,2,2,2,100.0,24.2536438055306,24.642857142857142,4.140350877192987,3.8596491228070127,历史2/2次成功; 当前距低点3.86%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
17,73.36618212650116,74.31943638492598,603305,旭升集团,bottom_area,2023-11-01,18.15,2023-10-31,17.34,4.671280276816601,5.132641291810845,28.04979253112034,False,2.6584,1.3473,2,2,2,100.0,14.784706537999003,15.339805825242717,3.3287197231833994,4.671280276816601,历史2/2次成功; 当前距低点4.67%; 最新日涨幅2.66%; 状态bottom_area; 底部未确认
18,73.2410946966937,67.8348728748108,300394,天孚通信,bottom_area,2023-11-01,68.6,2023-11-01,68.59,0.014579384749950292,5.394372357486518,27.632411901244986,False,-3.6652,4.2056,1,1,1,100.0,12.032870279788687,12.032870279788687,7.9854206152500495,0.014579384749950292,历史1/1次成功; 当前距低点0.01%; 最新日涨幅-3.67%; 状态bottom_area; 底部未确认
19,72.53545668942456,71.76991097238579,000560,我爱我家,bottom_area,2023-11-01,2.4,2023-10-23,2.32,3.448275862068969,5.603448275862084,32.55813953488372,False,-0.4149,2.0712,2,2,2,100.0,8.559031924209851,8.679245283018867,4.551724137931031,3.448275862068969,历史2/2次成功; 当前距低点3.45%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
20,72.40184257115398,73.72359132715111,600004,白云机场,confirmed_rebound,2023-11-01,10.62,2023-10-23,10.12,4.940711462450594,9.584980237154157,31.38983050847458,True,0.2833,0.4042,1,1,1,100.0,32.57211538461537,32.57211538461537,3.0592885375494068,4.940711462450594,历史1/1次成功; 当前距低点4.94%; 最新日涨幅0.28%; 状态confirmed_rebound; 底部已确认
21,71.34614295185114,69.92262850768043,002828,贝肯能源,confirmed_rebound,2023-11-01,11.16,2023-10-27,10.84,2.9520295202952056,8.763837638376378,28.590250329380762,True,-1.2389,18.5752,1,1,1,100.0,10.232558139534893,10.232558139534893,5.047970479704794,2.9520295202952056,历史1/1次成功; 当前距低点2.95%; 最新日涨幅-1.24%; 状态confirmed_rebound; 底部已确认
22,70.8690367473141,69.78706672063754,002366,融发核电,confirmed_rebound,2023-11-01,5.16,2023-10-23,5.0,3.200000000000003,8.000000000000007,28.469241773962807,True,-0.3861,0.8631,3,4,3,75.0,16.710036132459983,25.0,4.799999999999997,3.200000000000003,历史3/4次成功; 当前距低点3.20%; 最新日涨幅-0.39%; 状态confirmed_rebound; 底部已确认
23,70.62830904724768,71.04897769314165,000701,厦门信达,bottom_area,2023-11-01,5.81,2023-10-27,5.57,4.308797127468569,7.18132854578096,30.112923462986192,False,0.1724,1.284,1,1,1,100.0,9.424920127795525,9.424920127795525,3.6912028725314308,4.308797127468569,历史1/1次成功; 当前距低点4.31%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
24,70.52842604592067,71.5263851460767,600328,中盐化工,bottom_area,2023-11-01,7.97,2023-10-26,7.61,4.73061760840998,6.17608409986859,28.207547169811313,False,-0.2503,0.4091,2,2,2,100.0,22.968781146513187,37.26315789473683,3.2693823915900206,4.73061760840998,历史2/2次成功; 当前距低点4.73%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
25,69.8851202468897,70.88864676905243,600103,青山纸业,bottom_area,2023-11-01,2.43,2023-10-23,2.32,4.741379310344842,6.896551724137938,29.6969696969697,False,0.0,0.5278,1,1,1,100.0,13.865546218487399,13.865546218487399,3.2586206896551584,4.741379310344842,历史1/1次成功; 当前距低点4.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
26,69.66867974991212,70.97980166776179,603025,大豪科技,bottom_area,2023-11-01,12.04,2023-10-23,11.47,4.969485614646891,7.061900610287696,32.96317942723553,True,-0.4959,0.2962,2,2,2,100.0,13.76467133955222,13.87573964497043,3.0305143853531087,4.969485614646891,历史2/2次成功; 当前距低点4.97%; 最新日涨幅-0.50%; 状态bottom_area; 底部已确认
27,69.63896700155941,65.55039969834087,000631,顺发恒能,bottom_area,2023-11-01,3.54,2023-11-01,3.51,0.8547008547008619,7.6923076923076925,29.090909090909093,False,-8.7629,5.8943,1,1,1,100.0,10.04901960784314,10.04901960784314,7.145299145299139,0.8547008547008619,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-8.76%; 状态bottom_area; 底部未确认
28,69.49494624580338,70.29835602899186,002853,皮阿诺,confirmed_rebound,2023-11-01,14.56,2023-10-23,13.92,4.5977011494252915,8.908045977011495,30.050251256281403,True,0.4831,0.9813,1,1,1,100.0,9.952229299363056,9.952229299363056,3.4022988505747085,4.5977011494252915,历史1/1次成功; 当前距低点4.60%; 最新日涨幅0.48%; 状态confirmed_rebound; 底部已确认
29,69.31852983486304,68.73428838360243,600057,厦门象屿,bottom_area,2023-11-01,6.4,2023-10-26,6.18,3.559870550161823,4.2071197411003345,27.12264150943397,False,-0.156,0.3177,1,1,1,100.0,10.273081924577374,10.273081924577374,4.440129449838177,3.559870550161823,历史1/1次成功; 当前距低点3.56%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
30,68.73135822210529,69.6813548281221,002314,南山控股,bottom_area,2023-11-01,3.11,2023-10-19,2.97,4.713804713804703,6.060606060606051,28.087167070217912,False,-0.639,1.2706,2,2,2,100.0,12.843169761273208,13.750000000000004,3.2861952861952974,4.713804713804703,历史2/2次成功; 当前距低点4.71%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
31,66.4028024493535,66.9701887708846,601156,东航物流,bottom_area,2023-11-01,11.52,2023-10-23,11.03,4.442429737080691,5.530371713508624,32.33128834355829,False,-0.346,0.4113,1,1,1,100.0,11.607142857142852,11.607142857142852,3.5575702629193087,4.442429737080691,历史1/1次成功; 当前距低点4.44%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
32,65.58637578697986,66.26866554363349,000063,中兴通讯,confirmed_rebound,2023-11-01,26.03,2023-10-26,24.9,4.538152610441778,8.91566265060242,27.57417102966842,True,-0.4589,1.4012,1,1,1,100.0,10.030395136778129,10.030395136778129,3.461847389558222,4.538152610441778,历史1/1次成功; 当前距低点4.54%; 最新日涨幅-0.46%; 状态confirmed_rebound; 底部已确认
33,64.08056645680732,65.01069427412989,000428,华天酒店,bottom_area,2023-11-01,3.97,2023-10-23,3.79,4.749340369393145,6.596306068601583,32.32142857142857,False,0.0,0.7082,2,3,2,66.66666666666666,21.25012714881498,28.045977011494273,3.250659630606856,4.749340369393145,历史2/3次成功; 当前距低点4.75%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
