rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.21919085646563,83.29084264469606,002347,泰尔股份,bottom_area,2023-03-17,5.1,2023-03-16,5.03,1.3916500994035665,3.379721669980118,28.954802259887003,False,0.1965,2.1106,2,2,2,100.0,22.816155222237516,29.585798816568047,8.608349900596435,1.3916500994035665,历史2/2次成功; 当前距低点1.39%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
12,79.30381651425687,72.77263532891935,000887,中鼎股份,bottom_area,2023-03-17,12.29,2023-03-17,12.23,0.49059689288633457,2.616516762060509,27.804014167650532,False,-0.8071,1.2935,2,2,2,100.0,17.53331314354936,23.84615384615385,9.509403107113666,0.49059689288633457,历史2/2次成功; 当前距低点0.49%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
13,78.37109208599671,71.53387628626022,605369,拱东医疗,bottom_area,2023-03-17,76.02,2023-03-17,75.86,0.21091484313208092,4.640126548905874,32.47886070315977,False,-3.9545,9.1403,2,2,2,100.0,17.66001144409338,20.707596253902192,9.78908515686792,0.21091484313208092,历史2/2次成功; 当前距低点0.21%; 最新日涨幅-3.95%; 状态bottom_area; 底部未确认
14,78.23343954836989,72.34766399782538,002660,茂硕电源,bottom_area,2023-03-17,9.01,2023-03-14,8.93,0.8958566629339314,5.375139977603589,28.15768302493966,False,-0.442,2.2294,2,2,2,100.0,20.21622144792876,24.71428571428572,9.104143337066068,0.8958566629339314,历史2/2次成功; 当前距低点0.90%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
15,76.71100205131789,69.73727459210717,688105,诺唯赞,bottom_area,2023-03-17,43.61,2023-03-17,43.61,0.0,7.773446457234582,32.14563559981328,False,-6.4765,1.8882,2,2,2,100.0,17.673519312404096,25.237580993520524,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-6.48%; 状态bottom_area; 底部未确认
16,76.5774574569291,69.99969746970854,605128,上海沿浦,bottom_area,2023-03-17,41.78,2023-03-17,41.66,0.2880460873739908,2.20835333653385,29.98319327731093,False,-0.4052,1.9158,1,1,1,100.0,16.80883090817863,16.80883090817863,9.71195391262601,0.2880460873739908,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
17,76.46114135577797,70.14988571428572,601702,华峰铝业,bottom_area,2023-03-17,12.56,2023-03-17,12.5,0.4800000000000039,3.4399999999999977,28.119608970672804,False,-1.6445,3.5153,1,1,1,100.0,19.96927803379416,19.96927803379416,9.519999999999996,0.4800000000000039,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
18,76.34155386132016,70.17717757944318,300473,德尔股份,bottom_area,2023-03-17,17.27,2023-03-17,17.17,0.5824111822946876,2.620850320326146,30.76612903225806,False,-0.6329,2.6419,1,1,1,100.0,21.37137137137137,21.37137137137137,9.417588817705314,0.5824111822946876,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
19,76.1900364901038,69.8176165639504,300681,英搏尔,bottom_area,2023-03-17,31.28,2023-03-17,31.15,0.41733547351525707,2.728731942215093,29.52488687782806,False,-0.7614,1.7619,3,4,3,75.0,21.58140561056545,27.487589035182385,9.582664526484743,0.41733547351525707,历史3/4次成功; 当前距低点0.42%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
20,75.71917522244105,69.08413067641354,300759,康龙化成,bottom_area,2023-03-17,53.07,2023-03-17,52.97,0.18878610534264945,3.6624504436473435,31.792428534638166,False,-1.7222,1.3575,1,1,1,100.0,10.669693530079462,10.669693530079462,9.811213894657351,0.18878610534264945,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
21,74.26814382263376,68.63568820089174,002645,华宏科技,bottom_area,2023-03-17,15.22,2023-03-14,15.09,0.8614976805831728,3.9098740888005294,27.936962750716337,False,-0.1967,0.6879,1,1,1,100.0,16.50485436893203,16.50485436893203,9.138502319416828,0.8614976805831728,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
22,59.072702009514394,54.37988636707062,605333,沪光股份,bottom_area,2023-03-17,18.39,2023-03-17,18.27,0.6568144499179036,3.6672140120416077,28.771929824561397,False,-1.7628,3.0724,1,2,1,50.0,29.01840490797546,29.01840490797546,9.343185550082097,0.6568144499179036,历史1/2次成功; 当前距低点0.66%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
