rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.34045260172915,84.66773618710862,300639,凯普生物,bottom_area,2024-06-14,5.03,2024-06-14,4.97,1.2072434607645974,2.8169014084507156,27.126099706744878,False,-0.9843,1.7503,4,4,4,100.0,17.09812514866608,33.27433628318583,6.792756539235404,1.2072434607645974,历史4/4次成功; 当前距低点1.21%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
18,76.2945440426777,76.79392228970336,002842,翔鹭钨业,confirmed_rebound,2024-06-14,5.29,2024-06-06,5.07,4.3392504930966425,10.059171597633132,29.87551867219917,True,0.0,1.5453,2,2,2,100.0,25.039857064321065,29.70588235294118,3.6607495069033575,4.3392504930966425,历史2/2次成功; 当前距低点4.34%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
19,76.19767371217412,75.72752499821624,000663,永安林业,confirmed_rebound,2024-06-14,4.51,2024-06-06,4.35,3.6781609195402334,11.034482758620701,27.86069651741294,True,-0.2212,1.1814,2,2,2,100.0,33.67597792885999,50.39215686274511,4.321839080459767,3.6781609195402334,历史2/2次成功; 当前距低点3.68%; 最新日涨幅-0.22%; 状态confirmed_rebound; 底部已确认
20,75.96846326105339,76.48469232097209,688276,百克生物,confirmed_rebound,2024-06-14,31.41,2024-06-11,30.1,4.352159468438534,8.17275747508306,27.9559597893729,True,-1.7824,1.2471,4,4,4,100.0,12.675354349526572,16.844155844155843,3.6478405315614664,4.352159468438534,历史4/4次成功; 当前距低点4.35%; 最新日涨幅-1.78%; 状态confirmed_rebound; 底部已确认
21,75.6921542647297,74.16644454830738,000833,粤桂股份,bottom_area,2024-06-14,4.9,2024-06-14,4.76,2.9411764705882475,3.361344537815129,32.76836158192091,False,1.4493,1.3094,1,1,1,100.0,9.421112372304199,9.421112372304199,5.058823529411753,2.9411764705882475,历史1/1次成功; 当前距低点2.94%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
22,75.29237169085303,72.66432132592033,688059,华锐精密,bottom_area,2024-06-14,50.3,2024-06-14,49.24,2.152721364744101,2.9244516653127492,32.16696514671442,False,-1.6618,1.6417,3,4,3,75.0,18.320032459875705,38.29213483146067,5.8472786352559,2.152721364744101,历史3/4次成功; 当前距低点2.15%; 最新日涨幅-1.66%; 状态bottom_area; 底部未确认
23,74.459150226533,70.08051196822798,688105,诺唯赞,bottom_area,2024-06-14,21.37,2024-06-11,21.19,0.8494572911750813,5.568664464369984,27.30703259005145,False,-3.5214,2.0829,2,2,2,100.0,17.673519312404096,25.237580993520524,7.150542708824919,0.8494572911750813,历史2/2次成功; 当前距低点0.85%; 最新日涨幅-3.52%; 状态bottom_area; 底部未确认
24,73.094604161067,72.60446372819098,603217,元利科技,bottom_area,2024-06-14,15.05,2024-06-06,14.52,3.65013774104684,6.404958677685949,29.37743190661478,False,-1.117,0.4902,2,2,2,100.0,15.520310633213857,19.81481481481482,4.34986225895316,3.65013774104684,历史2/2次成功; 当前距低点3.65%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
25,72.87618381155386,68.70310624692576,600201,生物股份,bottom_area,2024-06-14,7.56,2024-06-14,7.49,0.9345794392523284,2.1361815754339135,31.59817351598173,False,-1.1765,1.5217,1,1,1,100.0,17.76315789473684,17.76315789473684,7.065420560747672,0.9345794392523284,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
26,71.4731242035793,71.91125902678887,688315,诺禾致源,confirmed_rebound,2024-06-14,12.08,2024-06-06,11.58,4.317789291882556,9.49913644214162,29.775621588841716,True,-2.5806,1.0662,3,4,3,75.0,41.83235813054352,86.2826357231662,3.682210708117444,4.317789291882556,历史3/4次成功; 当前距低点4.32%; 最新日涨幅-2.58%; 状态confirmed_rebound; 底部已确认
27,71.20099175227885,72.43725422437485,300668,杰恩股份,confirmed_rebound,2024-06-14,15.0,2024-06-06,14.3,4.89510489510489,11.678321678321678,27.48478701825557,True,0.0,0.4436,1,1,1,100.0,25.097276264591432,25.097276264591432,3.1048951048951103,4.89510489510489,历史1/1次成功; 当前距低点4.90%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
28,70.44625665628959,70.57437958443079,688357,建龙微纳,confirmed_rebound,2024-06-14,26.44,2024-06-06,25.4,4.094488188976389,8.464566929133866,32.012847965738764,True,-2.8655,0.5818,4,5,4,80.0,21.074261587618047,31.65083135391925,3.905511811023611,4.094488188976389,历史4/5次成功; 当前距低点4.09%; 最新日涨幅-2.87%; 状态confirmed_rebound; 底部已确认
29,66.31878122038891,66.70255773212297,688265,南模生物,bottom_area,2024-06-14,21.83,2024-06-06,20.93,4.300047778308641,6.688963210702334,28.125000000000007,False,-0.9079,0.2746,1,1,1,100.0,8.422939068100368,8.422939068100368,3.699952221691359,4.300047778308641,历史1/1次成功; 当前距低点4.30%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
30,66.30497758929086,64.82994758909852,000069,华侨城A,bottom_area,2024-06-14,2.18,2024-06-14,2.12,2.8301886792452855,3.7735849056603805,31.61290322580645,False,-0.4566,3.024,2,3,2,66.66666666666666,19.22640382317801,19.25925925925926,5.169811320754715,2.8301886792452855,历史2/3次成功; 当前距低点2.83%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
31,60.69528577002129,59.19971404673534,000779,甘咨询,bottom_area,2024-06-14,7.22,2024-06-06,7.03,2.7027027027026955,7.254623044096725,27.30093071354705,False,0.2778,0.9625,1,2,1,50.0,17.69825918762089,17.69825918762089,5.2972972972973045,2.7027027027026955,历史1/2次成功; 当前距低点2.70%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
32,60.16896376937671,56.54900911703828,688092,爱科科技,bottom_area,2024-06-14,22.12,2024-06-14,21.95,0.7744874715262037,3.2346241457858813,32.04334365325077,False,-1.9069,1.0369,1,2,1,50.0,42.12279866730127,42.12279866730127,7.2255125284737955,0.7744874715262037,历史1/2次成功; 当前距低点0.77%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
