rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.42567927355161,80.94086692261925,688349,三一重能,bottom_area,2024-10-16,25.55,2024-10-16,25.16,1.5500794912559641,4.29252782193958,27.325245522819174,False,0.0392,1.6198,1,1,1,100.0,28.790581519800213,28.790581519800213,13.449920508744034,1.5500794912559641,历史1/1次成功; 当前距低点1.55%; 最新日涨幅0.04%; 状态bottom_area; 底部未确认
12,79.07909598559904,69.91094953360441,688310,迈得医疗,bottom_area,2024-10-16,11.4,2024-10-16,11.3,0.8849557522123862,3.4513274336283075,28.25396825396825,False,-1.2132,0.7627,1,1,1,100.0,23.648648648648653,23.648648648648653,14.115044247787614,0.8849557522123862,历史1/1次成功; 当前距低点0.88%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
13,78.83906713449906,72.77572097024051,300662,科锐国际,bottom_area,2024-10-16,18.7,2024-10-16,18.12,3.200883002207496,4.74613686534216,31.519274376417233,False,-0.5848,4.0836,1,1,1,100.0,27.600721587492483,27.600721587492483,11.799116997792503,3.200883002207496,历史1/1次成功; 当前距低点3.20%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
14,77.65391128973276,68.98745946569731,688148,芳源股份,bottom_area,2024-10-16,4.41,2024-10-16,4.36,1.146788990825684,3.6697247706421847,27.333333333333325,False,-1.5625,1.796,2,3,2,66.66666666666666,20.943396226415096,26.66666666666668,13.853211009174316,1.146788990825684,历史2/3次成功; 当前距低点1.15%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
15,77.36858275787861,70.36486661882526,688117,圣诺生物,bottom_area,2024-10-16,26.84,2024-10-14,26.21,2.4036627241510833,5.036245707745136,29.123850730124385,False,1.9757,1.8942,2,3,2,66.66666666666666,21.282532060339015,24.6076585059636,12.596337275848915,2.4036627241510833,历史2/3次成功; 当前距低点2.40%; 最新日涨幅1.98%; 状态bottom_area; 底部未确认
16,76.36656981127256,67.16949033173918,688126,沪硅产业,bottom_area,2024-10-16,19.73,2024-10-16,19.61,0.6119326874043907,4.9464558898521105,28.273591806876375,False,-4.8239,1.2346,1,1,1,100.0,15.777940102264429,15.777940102264429,14.38806731259561,0.6119326874043907,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-4.82%; 状态bottom_area; 底部未确认
17,75.20449280503874,67.10237653971643,688005,容百科技,bottom_area,2024-10-16,25.72,2024-10-16,25.37,1.3795821836815052,3.468663776113516,27.09770114942528,False,-1.9817,2.6499,2,4,2,50.0,33.10658020704442,38.76758854924795,13.620417816318495,1.3795821836815052,历史2/4次成功; 当前距低点1.38%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
18,71.89767735100365,66.2895324918982,301499,维科精密,bottom_area,2024-10-16,26.3,2024-10-14,25.5,3.137254901960787,8.78431372549019,29.166666666666668,True,-0.6047,8.3306,2,3,2,66.66666666666666,21.64412366506522,21.950454687989964,11.862745098039213,3.137254901960787,历史2/3次成功; 当前距低点3.14%; 最新日涨幅-0.60%; 状态bottom_area; 底部已确认
19,71.3344092233814,65.22858585858589,000430,张家界,bottom_area,2024-10-16,6.1,2024-10-16,5.94,2.693602693602681,3.5353535353535346,28.433734939759038,False,0.0,3.8269,1,2,1,50.0,53.99999999999999,53.99999999999999,12.306397306397319,2.693602693602681,历史1/2次成功; 当前距低点2.69%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
20,69.26454812430207,63.65226360865406,300759,康龙化成,bottom_area,2024-10-16,26.08,2024-10-16,25.33,2.9609159099881563,3.8294512435846917,30.45030203185064,False,-4.8522,4.6613,2,3,2,66.66666666666666,24.712286111614976,32.829977628635355,12.039084090011842,2.9609159099881563,历史2/3次成功; 当前距低点2.96%; 最新日涨幅-4.85%; 状态bottom_area; 底部未确认
21,67.8300224917369,62.12029729688786,688320,禾川科技,bottom_area,2024-10-16,26.28,2024-10-14,25.57,2.7766914352757173,9.307782557684781,30.440696409140365,True,-1.573,2.0468,2,5,2,40.0,35.920181555465064,38.29133374308544,12.223308564724283,2.7766914352757173,历史2/5次成功; 当前距低点2.78%; 最新日涨幅-1.57%; 状态bottom_area; 底部已确认
22,65.96096240209336,58.62732191163208,688121,卓然股份,bottom_area,2024-10-16,11.22,2024-10-16,11.09,1.1722272317403135,3.2461677186654594,27.98701298701299,False,-1.4925,1.831,1,5,1,20.0,55.206611570247944,55.206611570247944,13.827772768259686,1.1722272317403135,历史1/5次成功; 当前距低点1.17%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
23,64.64808396791292,57.285746839977556,688177,百奥泰,bottom_area,2024-10-16,22.02,2024-10-16,21.8,1.0091743119266001,3.4862385321100824,28.242264647794595,False,-1.2556,0.6151,1,3,1,33.33333333333333,28.56629536471435,28.56629536471435,13.9908256880734,1.0091743119266001,历史1/3次成功; 当前距低点1.01%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
24,62.572474848469106,55.75044210129011,300693,盛弘股份,bottom_area,2024-10-16,24.12,2024-10-16,23.81,1.3019739605207992,3.149937001259975,27.62917933130699,False,-1.6313,3.2891,1,5,1,20.0,36.12334801762114,36.12334801762114,13.698026039479199,1.3019739605207992,历史1/5次成功; 当前距低点1.30%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
25,62.53995783960636,55.2104192740926,688062,迈威生物,bottom_area,2024-10-16,23.69,2024-10-16,23.5,0.8085106382978777,4.553191489361703,28.78787878787879,False,-1.4559,1.4458,1,2,1,50.0,35.34313725490197,35.34313725490197,14.191489361702123,0.8085106382978777,历史1/2次成功; 当前距低点0.81%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
26,62.3799331409624,55.710380540985284,688105,诺唯赞,bottom_area,2024-10-16,21.3,2024-10-16,21.0,1.428571428571432,3.7142857142857197,27.785419532324617,False,-1.4345,1.2283,1,3,1,33.33333333333333,25.237580993520524,25.237580993520524,13.571428571428568,1.428571428571432,历史1/3次成功; 当前距低点1.43%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
27,58.903829710145004,51.9739673913044,300568,星源材质,bottom_area,2024-10-16,9.03,2024-10-16,8.96,0.7812499999999832,3.124999999999993,27.449392712550598,False,-2.2727,3.5921,1,2,1,50.0,17.608695652173925,17.608695652173925,14.218750000000016,0.7812499999999832,历史1/2次成功; 当前距低点0.78%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
28,57.592156026642556,54.27925007385876,300615,欣天科技,bottom_area,2024-10-16,11.6,2024-10-11,11.12,4.316546762589932,11.960431654676261,28.165374677002593,True,-1.1925,5.0479,1,2,1,50.0,24.306326304106545,24.306326304106545,10.683453237410067,4.316546762589932,历史1/2次成功; 当前距低点4.32%; 最新日涨幅-1.19%; 状态bottom_area; 底部已确认
29,57.30762689104198,54.415283018867925,000981,山子高科,bottom_area,2024-10-16,1.11,2024-10-16,1.06,4.7169811320754755,6.603773584905645,27.89115646258503,False,0.0,3.5895,1,2,1,50.0,16.66666666666666,16.66666666666666,10.283018867924524,4.7169811320754755,历史1/2次成功; 当前距低点4.72%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
30,55.87354375403129,49.19879035207468,300347,泰格医药,bottom_area,2024-10-16,60.01,2024-10-16,59.61,0.6710283509478251,2.9357490353967455,27.99855054958329,False,-2.232,1.7804,1,3,1,33.33333333333333,20.78172934893761,20.78172934893761,14.328971649052175,0.6710283509478251,历史1/3次成功; 当前距低点0.67%; 最新日涨幅-2.23%; 状态bottom_area; 底部未确认
