rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.53068402201214,82.16425086666885,300765,新诺威,bottom_area,2024-07-04,22.99,2024-07-03,22.6,1.725663716814146,7.079646017699106,28.997800816839455,False,-0.8197,0.6881,3,3,3,100.0,26.66002226346828,28.947368421052634,18.274336283185853,1.725663716814146,历史3/3次成功; 当前距低点1.73%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
12,86.50020911026508,73.05048147421776,002254,泰和新材,bottom_area,2024-07-04,8.31,2024-07-04,8.25,0.7272727272727333,6.0606060606060606,29.184549356223176,False,-4.811,1.7503,2,2,2,100.0,32.14335103440648,38.58695652173914,19.27272727272727,0.7272727272727333,历史2/2次成功; 当前距低点0.73%; 最新日涨幅-4.81%; 状态bottom_area; 底部未确认
13,85.9234929907027,72.68631112693556,300461,田中精机,bottom_area,2024-07-04,18.45,2024-07-04,18.3,0.8196721311475332,12.185792349726778,29.53407778205621,False,-12.6834,22.9128,2,2,2,100.0,31.318083795440543,39.80283425754775,19.18032786885247,0.8196721311475332,历史2/2次成功; 当前距低点0.82%; 最新日涨幅-12.68%; 状态bottom_area; 底部未确认
14,85.18396257000461,71.4525382138016,600345,长江通信,bottom_area,2024-07-04,16.87,2024-07-04,16.81,0.356930398572292,4.461629982153481,31.63887759251729,False,-1.5753,4.7128,1,1,1,100.0,25.46419098143237,25.46419098143237,19.643069601427708,0.356930398572292,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
15,85.07712819160604,72.95532100863315,002481,双塔食品,bottom_area,2024-07-04,3.9,2024-06-28,3.84,1.5625000000000013,7.552083333333334,27.819548872180455,True,-2.9851,1.0519,2,3,2,66.66666666666666,38.17824915035744,54.6583850931677,18.4375,1.5625000000000013,历史2/3次成功; 当前距低点1.56%; 最新日涨幅-2.99%; 状态bottom_area; 底部已确认
16,84.60856816240032,73.96954433840803,000516,国际医学,bottom_area,2024-07-04,4.7,2024-06-25,4.58,2.6200873362445436,6.55021834061135,28.100470957613815,False,-2.6915,0.4758,1,1,1,100.0,26.89969604863221,26.89969604863221,17.37991266375546,2.6200873362445436,历史1/1次成功; 当前距低点2.62%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
17,84.25939181935271,70.32288608385937,603215,比依股份,bottom_area,2024-07-04,12.08,2024-07-04,12.07,0.08285004142501894,5.633802816901405,29.373902867173783,False,-4.8069,2.1172,3,4,3,75.0,30.412818162948412,36.01562499999999,19.91714995857498,0.08285004142501894,历史3/4次成功; 当前距低点0.08%; 最新日涨幅-4.81%; 状态bottom_area; 底部未确认
18,83.92467877057153,73.9081319427518,603180,金牌家居,bottom_area,2024-07-04,19.45,2024-06-24,18.88,3.0190677966101713,7.521186440677975,28.403488813045136,True,-1.8173,0.5752,3,4,3,75.0,26.433368381844026,31.366822429906527,16.98093220338983,3.0190677966101713,历史3/4次成功; 当前距低点3.02%; 最新日涨幅-1.82%; 状态bottom_area; 底部已确认
19,83.61096828681131,70.68338868827352,600161,天坛生物,bottom_area,2024-07-04,23.15,2024-07-04,22.97,0.7836308228123627,4.484109708315199,29.23598274799754,False,-3.2191,0.9544,1,1,1,100.0,36.77455357142857,36.77455357142857,19.21636917718764,0.7836308228123627,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-3.22%; 状态bottom_area; 底部未确认
20,82.43700956861612,69.25547444274585,603324,盛剑科技,bottom_area,2024-07-04,20.48,2024-07-04,20.39,0.44139283962726755,5.296714075527211,31.987991994663105,False,-5.6656,1.4915,1,1,1,100.0,24.90241998438719,24.90241998438719,19.558607160372734,0.44139283962726755,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-5.67%; 状态bottom_area; 底部未确认
21,81.76892129470268,69.91533153863215,600416,湘电股份,bottom_area,2024-07-04,9.39,2024-07-04,9.26,1.4038876889848897,4.319654427645792,30.998509687034275,False,-1.2618,1.527,2,3,2,66.66666666666666,29.083488187371074,34.41084462982274,18.596112311015112,1.4038876889848897,历史2/3次成功; 当前距低点1.40%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
22,79.90871579338231,66.81829203736352,603185,弘元绿能,bottom_area,2024-07-04,16.14,2024-07-04,16.11,0.18621973929237207,4.034761018001254,29.68136185072021,False,-3.1794,0.9665,4,6,4,66.66666666666666,30.893582668190593,43.51028702057404,19.813780260707627,0.18621973929237207,历史4/6次成功; 当前距低点0.19%; 最新日涨幅-3.18%; 状态bottom_area; 底部未确认
23,79.89761211634539,67.69360470252265,605089,味知香,bottom_area,2024-07-04,21.2,2024-07-01,21.01,0.9043312708234065,5.568776772965245,28.170940170940167,False,-3.1521,0.3109,1,1,1,100.0,22.180000000000007,22.180000000000007,19.095668729176595,0.9043312708234065,历史1/1次成功; 当前距低点0.90%; 最新日涨幅-3.15%; 状态bottom_area; 底部未确认
24,79.79421774127393,72.39394754752675,600162,香江控股,bottom_area,2024-07-04,1.35,2024-06-24,1.29,4.651162790697678,10.852713178294564,32.81249999999999,True,-4.2553,0.7166,2,2,2,100.0,27.68063822751323,28.90624999999999,15.348837209302324,4.651162790697678,历史2/2次成功; 当前距低点4.65%; 最新日涨幅-4.26%; 状态bottom_area; 底部已确认
25,79.69182061711903,70.85874427587927,002208,合肥城建,bottom_area,2024-07-04,4.38,2024-06-25,4.23,3.5460992907801288,10.165484633569733,28.42639593908629,True,-4.7826,0.9359,1,1,1,100.0,22.54758418740848,22.54758418740848,16.45390070921987,3.5460992907801288,历史1/1次成功; 当前距低点3.55%; 最新日涨幅-4.78%; 状态bottom_area; 底部已确认
26,76.94898248742594,65.2256405332124,603368,柳药集团,bottom_area,2024-07-04,17.37,2024-07-04,17.21,0.9296920395119125,2.9633933759442064,28.58921161825726,False,-1.5306,1.2344,2,3,2,66.66666666666666,37.89608449802624,42.85714285714285,19.07030796048809,0.9296920395119125,历史2/3次成功; 当前距低点0.93%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
27,76.05422941275638,68.19863856832124,300409,道氏技术,bottom_area,2024-07-04,8.56,2024-06-25,8.23,4.009720534629405,8.74848116646414,30.60708263069139,True,-2.8377,1.2554,3,5,3,60.0,40.380652619765016,50.03460207612457,15.990279465370596,4.009720534629405,历史3/5次成功; 当前距低点4.01%; 最新日涨幅-2.84%; 状态bottom_area; 底部已确认
28,76.00645753359807,63.482577064506316,688102,斯瑞新材,bottom_area,2024-07-04,8.09,2024-07-04,8.08,0.12376237623762112,4.7029702970297125,30.881094952951237,False,-3.3453,1.2396,2,3,2,66.66666666666666,28.860691482050704,37.1943371943372,19.87623762376238,0.12376237623762112,历史2/3次成功; 当前距低点0.12%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
29,74.79133382584295,63.31398936985985,000723,美锦能源,bottom_area,2024-07-04,4.7,2024-06-24,4.66,0.858369098712447,6.223175965665237,27.187500000000004,False,-2.4896,0.4747,2,3,2,66.66666666666666,26.74410886159975,30.434782608695667,19.141630901287556,0.858369098712447,历史2/3次成功; 当前距低点0.86%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
30,74.54982999570262,62.124858329752186,605337,李子园,bottom_area,2024-07-04,9.62,2024-07-04,9.62,0.0,4.469854469854486,27.065959059893864,False,-4.2786,0.5574,2,3,2,66.66666666666666,32.30210571551354,37.98882681564246,20.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-4.28%; 状态bottom_area; 底部未确认
31,74.52379101187599,62.55052967488827,002326,永太科技,bottom_area,2024-07-04,7.69,2024-06-26,7.66,0.3916449086161912,6.2663185378590125,27.393364928909957,False,-3.2704,0.827,2,3,2,66.66666666666666,27.133405375626396,29.837587006960554,19.60835509138381,0.3916449086161912,历史2/3次成功; 当前距低点0.39%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
32,74.37131032777108,62.589716612480615,300393,中来股份,bottom_area,2024-07-04,5.61,2024-07-04,5.58,0.5376344086021551,5.197132616487456,31.36531365313654,False,-3.7736,1.1376,3,5,3,60.0,26.911414323083477,36.516853932584276,19.462365591397845,0.5376344086021551,历史3/5次成功; 当前距低点0.54%; 最新日涨幅-3.77%; 状态bottom_area; 底部未确认
33,73.54118558385873,61.90678441731412,002317,众生药业,bottom_area,2024-07-04,10.94,2024-07-04,10.88,0.5514705882352824,4.1360294117646985,30.12202954399486,False,-3.0142,1.3804,2,4,2,50.0,45.076007303712714,58.31999999999999,19.44852941176472,0.5514705882352824,历史2/4次成功; 当前距低点0.55%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
34,71.77001700870103,60.80364527212191,002761,浙江建投,bottom_area,2024-07-04,7.84,2024-07-01,7.77,0.9009009009009046,8.622908622908621,32.434782608695656,False,-2.7295,1.4011,3,6,3,50.0,33.213437237505204,43.73730534867976,19.099099099099096,0.9009009009009046,历史3/6次成功; 当前距低点0.90%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
35,71.61856460213637,61.36375476284481,600223,福瑞达,bottom_area,2024-07-04,6.69,2024-07-04,6.59,1.5174506828528156,6.221547799696512,29.81895633652823,False,-4.4286,1.2523,1,2,1,50.0,47.49216300940439,47.49216300940439,18.482549317147186,1.5174506828528156,历史1/2次成功; 当前距低点1.52%; 最新日涨幅-4.43%; 状态bottom_area; 底部未确认
36,71.60109755942075,63.64231175920383,000722,湖南发展,bottom_area,2024-07-04,9.1,2024-06-26,8.79,3.526734926052338,9.101251422070543,29.454253611556997,True,-2.5696,1.3643,2,4,2,50.0,31.63046984195248,36.6412213740458,16.473265073947662,3.526734926052338,历史2/4次成功; 当前距低点3.53%; 最新日涨幅-2.57%; 状态bottom_area; 底部已确认
37,70.98684605854132,60.897695876456105,603233,大参林,bottom_area,2024-07-04,14.1,2024-07-04,13.88,1.5850144092218938,2.9538904899135328,31.79361179361179,False,-1.0526,1.1342,2,5,2,40.0,23.93295015850551,27.64192139737992,18.41498559077811,1.5850144092218938,历史2/5次成功; 当前距低点1.59%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
38,70.73554817275749,61.57142857142857,000717,中南股份,bottom_area,2024-07-04,1.72,2024-06-24,1.68,2.380952380952383,7.738095238095245,29.411764705882355,True,-3.9106,0.5603,1,2,1,50.0,56.020942408376975,56.020942408376975,17.619047619047617,2.380952380952383,历史1/2次成功; 当前距低点2.38%; 最新日涨幅-3.91%; 状态bottom_area; 底部已确认
39,70.65506408200658,61.75775971612427,600984,建设机械,bottom_area,2024-07-04,2.36,2024-06-25,2.3,2.6086956521739157,11.304347826086968,28.57142857142858,True,-3.6735,0.7115,2,4,2,50.0,20.460138726240874,20.705882352941174,17.391304347826086,2.6086956521739157,历史2/4次成功; 当前距低点2.61%; 最新日涨幅-3.67%; 状态bottom_area; 底部已确认
40,69.51455805589983,60.85628742514968,600186,莲花控股,bottom_area,2024-07-04,3.43,2024-06-24,3.34,2.694610778443123,7.4850299401197615,27.074235807860266,True,-3.1073,1.4012,1,2,1,50.0,53.49544072948328,53.49544072948328,17.305389221556876,2.694610778443123,历史1/2次成功; 当前距低点2.69%; 最新日涨幅-3.11%; 状态bottom_area; 底部已确认
41,67.92894891257534,57.09203488372092,002803,吉宏股份,bottom_area,2024-07-04,10.8,2024-07-04,10.75,0.46511627906977404,3.8139534883720945,27.11864406779661,False,-2.965,1.7282,1,2,1,50.0,41.25000000000001,41.25000000000001,19.534883720930228,0.46511627906977404,历史1/2次成功; 当前距低点0.47%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
42,67.58789516669324,57.02330891653216,002838,道恩股份,bottom_area,2024-07-04,8.96,2024-07-04,8.9,0.674157303370792,3.370786516853921,29.25278219395866,False,-2.2901,0.5824,2,5,2,40.0,31.77627724848148,38.59649122807017,19.32584269662921,0.674157303370792,历史2/5次成功; 当前距低点0.67%; 最新日涨幅-2.29%; 状态bottom_area; 底部未确认
43,66.93028090598638,58.79159384727745,000404,长虹华意,bottom_area,2024-07-04,5.36,2024-06-28,5.21,2.879078694817665,6.525911708253357,30.067114093959734,False,-2.011,1.5569,1,2,1,50.0,40.139211136890964,40.139211136890964,17.120921305182335,2.879078694817665,历史1/2次成功; 当前距低点2.88%; 最新日涨幅-2.01%; 状态bottom_area; 底部未确认
44,66.6150023550646,56.67246469012957,002299,圣农发展,bottom_area,2024-07-04,12.54,2024-07-04,12.4,1.1290322580645062,4.112903225806449,28.735632183908038,False,-2.7153,1.2318,1,3,1,33.33333333333333,26.73830594184577,26.73830594184577,18.870967741935495,1.1290322580645062,历史1/3次成功; 当前距低点1.13%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
45,66.00038845203142,55.357679623086,300446,航天智造,bottom_area,2024-07-04,11.36,2024-07-04,11.32,0.3533568904593564,4.240282685512371,27.38935214881334,False,-2.7397,2.815,1,3,1,33.33333333333333,51.92697768762679,51.92697768762679,19.646643109540644,0.3533568904593564,历史1/3次成功; 当前距低点0.35%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
46,65.86129671459702,56.062420861937454,000705,浙江震元,bottom_area,2024-07-04,6.98,2024-06-24,6.9,1.1594202898550736,6.666666666666665,29.01234567901235,False,-3.0556,2.127,1,3,1,33.33333333333333,34.04605263157895,34.04605263157895,18.84057971014493,1.1594202898550736,历史1/3次成功; 当前距低点1.16%; 最新日涨幅-3.06%; 状态bottom_area; 底部未确认
47,65.7026463599277,55.15997392438072,601908,京运通,bottom_area,2024-07-04,2.48,2024-07-04,2.47,0.40485829959513303,5.263157894736838,29.42857142857142,False,-4.2471,0.858,1,2,1,50.0,40.33898305084744,40.33898305084744,19.595141700404866,0.40485829959513303,历史1/2次成功; 当前距低点0.40%; 最新日涨幅-4.25%; 状态bottom_area; 底部未确认
48,64.95163867724689,54.53954392745921,002172,澳洋健康,bottom_area,2024-07-04,2.42,2024-06-24,2.41,0.41493775933609073,6.224066390041489,27.627627627627625,False,-4.3478,1.0645,2,5,2,40.0,25.46022590723384,29.824561403508774,19.585062240663913,0.41493775933609073,历史2/5次成功; 当前距低点0.41%; 最新日涨幅-4.35%; 状态bottom_area; 底部未确认
49,64.68967966885363,54.13596367368516,601966,玲珑轮胎,bottom_area,2024-07-04,17.42,2024-07-04,17.38,0.2301495972382204,3.337169159953981,29.777777777777782,False,-1.8038,0.746,1,2,1,50.0,22.476907287033857,22.476907287033857,19.76985040276178,0.2301495972382204,历史1/2次成功; 当前距低点0.23%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
50,63.63782319315309,53.20114617049,603060,国检集团,bottom_area,2024-07-04,5.75,2024-07-04,5.74,0.17421602787456072,3.1358885017421554,28.339575530586764,False,-2.5424,0.2185,1,3,1,33.33333333333333,36.2098138747885,36.2098138747885,19.82578397212544,0.17421602787456072,历史1/3次成功; 当前距低点0.17%; 最新日涨幅-2.54%; 状态bottom_area; 底部未确认
51,63.564412603479326,53.14202143853052,002810,山东赫达,bottom_area,2024-07-04,11.35,2024-07-04,11.33,0.17652250661959024,4.148278905560464,32.75964391691395,False,-3.4043,0.852,1,3,1,33.33333333333333,46.13526570048308,46.13526570048308,19.823477493380413,0.17652250661959024,历史1/3次成功; 当前距低点0.18%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
52,63.36487776805112,54.65220707494408,605169,洪通燃气,bottom_area,2024-07-04,7.59,2024-06-25,7.45,1.879194630872479,7.516778523489928,28.97998093422307,True,-3.6802,1.2716,1,3,1,33.33333333333333,26.09375,26.09375,18.12080536912752,1.879194630872479,历史1/3次成功; 当前距低点1.88%; 最新日涨幅-3.68%; 状态bottom_area; 底部已确认
53,63.344723906515874,53.171743506673316,600129,太极集团,bottom_area,2024-07-04,27.89,2024-07-04,27.78,0.3959683225341952,4.3556515478761595,28.086979031840542,False,-3.4614,1.6589,1,2,1,50.0,29.540598290598297,29.540598290598297,19.604031677465805,0.3959683225341952,历史1/2次成功; 当前距低点0.40%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
54,63.32716947658719,55.3670504083011,002392,北京利尔,bottom_area,2024-07-04,3.13,2024-06-24,3.05,2.6229508196721336,8.852459016393443,27.55344418052257,True,-2.4922,0.9814,1,3,1,33.33333333333333,28.838951310861425,28.838951310861425,17.377049180327866,2.6229508196721336,历史1/3次成功; 当前距低点2.62%; 最新日涨幅-2.49%; 状态bottom_area; 底部已确认
55,63.24670991156833,53.39125219890969,688286,敏芯股份,bottom_area,2024-07-04,41.4,2024-07-04,41.11,0.7054244709316447,5.813670639747022,29.84641638225256,False,-4.3659,2.1703,2,5,2,40.0,22.847419315235673,25.016501650165008,19.294575529068357,0.7054244709316447,历史2/5次成功; 当前距低点0.71%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
56,63.19251570707524,53.51828199923532,300769,德方纳米,bottom_area,2024-07-04,27.45,2024-06-26,27.21,0.8820286659316371,10.694597574421168,27.323717948717942,True,-3.1746,2.5298,2,6,2,33.33333333333333,30.946096904441454,41.300000000000004,19.117971334068365,0.8820286659316371,历史2/6次成功; 当前距低点0.88%; 最新日涨幅-3.17%; 状态bottom_area; 底部已确认
57,63.03978216256922,54.34919413345325,001201,东瑞股份,bottom_area,2024-07-04,16.46,2024-07-03,16.16,1.8564356435643607,6.311881188118809,31.380042462845015,False,-3.1195,2.6898,1,3,1,33.33333333333333,33.37921541637991,33.37921541637991,18.14356435643564,1.8564356435643607,历史1/3次成功; 当前距低点1.86%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
58,62.14517076669533,53.696232896633255,600367,红星发展,bottom_area,2024-07-04,9.8,2024-06-24,9.61,1.977107180020825,8.22060353798128,27.471698113207548,True,-2.9703,1.3501,1,5,1,20.0,24.161490683229793,24.161490683229793,18.022892819979177,1.977107180020825,历史1/5次成功; 当前距低点1.98%; 最新日涨幅-2.97%; 状态bottom_area; 底部已确认
59,62.08980413772865,52.02410351659239,002068,黑猫股份,bottom_area,2024-07-04,6.75,2024-07-04,6.73,0.29717682020801744,3.566121842496275,31.326530612244895,False,-2.3155,1.0698,1,4,1,25.0,32.77777777777777,32.77777777777777,19.702823179791984,0.29717682020801744,历史1/4次成功; 当前距低点0.30%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
60,61.71302156921143,51.777148813476195,002167,东方锆业,bottom_area,2024-07-04,5.43,2024-07-04,5.41,0.3696857670979588,4.990757855822543,27.479892761394098,False,-3.3808,2.0519,1,3,1,33.33333333333333,41.1650485436893,41.1650485436893,19.630314232902045,0.3696857670979588,历史1/3次成功; 当前距低点0.37%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
61,61.280457169453705,51.40483328405767,002218,拓日新能,bottom_area,2024-07-04,2.79,2024-06-25,2.78,0.3597122302158357,6.474820143884898,32.850241545893724,False,-3.4602,1.1757,1,3,1,33.33333333333333,39.04109589041095,39.04109589041095,19.640287769784166,0.3597122302158357,历史1/3次成功; 当前距低点0.36%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
62,60.99325396825399,54.38888888888891,002602,世纪华通,bottom_area,2024-07-04,3.36,2024-06-25,3.24,3.703703703703693,8.64197530864197,32.35908141962421,True,-2.0408,0.701,1,3,1,33.33333333333333,36.8279569892473,36.8279569892473,16.29629629629631,3.703703703703693,历史1/3次成功; 当前距低点3.70%; 最新日涨幅-2.04%; 状态bottom_area; 底部已确认
63,60.91132162480697,51.24915733749891,002612,朗姿股份,bottom_area,2024-07-04,13.43,2024-07-04,13.36,0.5239520958083854,4.041916167664677,29.905561385099684,False,-3.3117,1.3265,1,2,1,50.0,20.77294685990338,20.77294685990338,19.476047904191613,0.5239520958083854,历史1/2次成功; 当前距低点0.52%; 最新日涨幅-3.31%; 状态bottom_area; 底部未确认
64,60.46858919123386,50.54214500115444,688156,路德科技,bottom_area,2024-07-04,12.22,2024-07-04,12.2,0.1639344262295193,5.245901639344267,31.65266106442578,False,-4.3818,1.2699,1,5,1,20.0,44.22535211267606,44.22535211267606,19.83606557377048,0.1639344262295193,历史1/5次成功; 当前距低点0.16%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
65,60.29762179461122,51.11165597433841,601388,怡球资源,bottom_area,2024-07-04,2.17,2024-06-26,2.15,0.9302325581395358,5.116279069767436,27.609427609427616,False,-2.6906,0.8868,1,4,1,25.0,35.632183908045974,35.632183908045974,19.069767441860467,0.9302325581395358,历史1/4次成功; 当前距低点0.93%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
66,59.87782401487169,50.5053548798005,688185,康希诺,bottom_area,2024-07-04,39.65,2024-07-04,39.39,0.6600660066006551,4.061944656004066,28.692976104272265,False,-2.6516,0.9424,2,8,2,25.0,29.060781585215047,36.75601999091322,19.339933993399345,0.6600660066006551,历史2/8次成功; 当前距低点0.66%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
67,59.80428337234452,49.841676418414096,688111,金山办公,bottom_area,2024-07-04,191.42,2024-07-04,191.41,0.005224387440567841,4.268324538947817,30.0606547793043,False,-3.3964,0.8234,1,4,1,25.0,27.68058076225045,27.68058076225045,19.994775612559433,0.005224387440567841,历史1/4次成功; 当前距低点0.01%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
68,59.791338873015164,50.080246409834864,688017,绿的谐波,bottom_area,2024-07-04,75.87,2024-07-04,75.66,0.27755749405235,4.229447528416604,32.94336612603031,False,-0.7846,1.6485,1,4,1,25.0,22.08643815201191,22.08643815201191,19.72244250594765,0.27755749405235,历史1/4次成功; 当前距低点0.28%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
69,59.10939100873721,49.74031567520628,688161,威高骨科,bottom_area,2024-07-04,18.9,2024-07-04,18.8,0.5319148936170099,6.2234042553191395,31.486880466472307,False,-4.6899,0.2791,1,4,1,25.0,33.591836734693864,33.591836734693864,19.46808510638299,0.5319148936170099,历史1/4次成功; 当前距低点0.53%; 最新日涨幅-4.69%; 状态bottom_area; 底部未确认
70,59.07431839805426,49.66215718010968,002129,TCL中环,bottom_area,2024-07-04,8.4,2024-07-04,8.36,0.4784688995215422,4.545454545454556,29.865771812080546,False,-3.7801,1.4317,1,3,1,33.33333333333333,31.12759643916912,31.12759643916912,19.52153110047846,0.4784688995215422,历史1/3次成功; 当前距低点0.48%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
71,58.55757456205936,49.50894273127755,300693,盛弘股份,bottom_area,2024-07-04,19.15,2024-07-04,19.0,0.7894736842105189,4.684210526315793,31.99713672154617,False,-2.9889,3.5377,1,5,1,20.0,36.12334801762114,36.12334801762114,19.210526315789483,0.7894736842105189,历史1/5次成功; 当前距低点0.79%; 最新日涨幅-2.99%; 状态bottom_area; 底部未确认
72,58.505572049610976,52.4931937211486,000524,岭南控股,bottom_area,2024-07-04,7.98,2024-06-24,7.67,4.041720990873539,9.778357235984354,28.116213683223997,True,-4.5455,1.0251,1,2,1,50.0,21.550094517958406,21.550094517958406,15.95827900912646,4.041720990873539,历史1/2次成功; 当前距低点4.04%; 最新日涨幅-4.55%; 状态bottom_area; 底部已确认
