rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.94677359813578,80.5860337299326,601689,拓普集团,bottom_area,2024-02-02,47.19,2024-02-02,45.88,2.855274629468167,9.590235396687007,30.358227079538548,False,-4.6089,1.3124,4,4,4,100.0,25.570214436129103,47.99107142857144,7.144725370531833,2.855274629468167,历史4/4次成功; 当前距低点2.86%; 最新日涨幅-4.61%; 状态bottom_area; 底部未确认
12,78.90163052329802,73.77629084643345,603051,鹿山新材,confirmed_rebound,2024-02-02,22.7,2024-02-02,22.37,1.4751899865891742,12.963790791238258,28.4846547314578,False,-8.6519,7.5981,2,2,2,100.0,15.58991406374611,18.738110336081178,8.524810013410827,1.4751899865891742,历史2/2次成功; 当前距低点1.48%; 最新日涨幅-8.65%; 状态confirmed_rebound; 底部未确认
13,78.73199892011573,76.59326889851665,300609,汇纳科技,confirmed_rebound,2024-02-02,17.19,2024-02-02,16.6,3.5542168674698784,14.578313253012034,30.775646371976645,False,-6.8293,5.1739,4,4,4,100.0,22.886469657784787,49.87035436473638,6.4457831325301225,3.5542168674698784,历史4/4次成功; 当前距低点3.55%; 最新日涨幅-6.83%; 状态confirmed_rebound; 底部未确认
14,77.91744264344344,73.85990291262135,600191,华资实业,confirmed_rebound,2024-02-02,4.66,2024-02-02,4.56,2.192982456140363,12.938596491228088,29.082426127527217,False,-8.0868,2.5775,2,2,2,100.0,24.838187702265373,33.00970873786409,7.807017543859637,2.192982456140363,历史2/2次成功; 当前距低点2.19%; 最新日涨幅-8.09%; 状态confirmed_rebound; 底部未确认
15,77.60836181770323,75.3479240948575,300649,杭州园林,confirmed_rebound,2024-02-02,12.0,2024-02-02,11.6,3.448275862068969,15.086206896551724,29.4403892944039,False,-6.4692,3.4231,2,2,2,100.0,48.22576914179969,71.60305343511452,6.551724137931031,3.448275862068969,历史2/2次成功; 当前距低点3.45%; 最新日涨幅-6.47%; 状态confirmed_rebound; 底部未确认
16,77.57340260397578,75.8117203299891,002494,华斯股份,confirmed_rebound,2024-02-02,3.83,2024-02-02,3.69,3.794037940379407,17.615176151761517,27.64705882352941,False,-3.5264,8.7238,4,4,4,100.0,21.62433781749535,35.67251461988303,6.205962059620593,3.794037940379407,历史4/4次成功; 当前距低点3.79%; 最新日涨幅-3.53%; 状态confirmed_rebound; 底部未确认
17,77.54758084912196,70.49780077192905,600078,澄星股份,bottom_area,2024-02-02,5.95,2024-02-02,5.95,0.0,6.386554621848737,30.24618991793669,False,-4.9521,0.9158,2,2,2,100.0,21.76236974155405,30.647709320695093,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-4.95%; 状态bottom_area; 底部未确认
18,77.25906184133619,74.42815089654079,688235,百济神州,bottom_area,2024-02-02,102.01,2024-02-02,99.0,3.0404040404040455,8.080808080808081,28.015705664218714,False,-4.3955,2.6392,2,2,2,100.0,28.065979078827972,42.997811816192545,6.959595959595955,3.0404040404040455,历史2/2次成功; 当前距低点3.04%; 最新日涨幅-4.40%; 状态bottom_area; 底部未确认
19,76.94009749847689,74.36782138906435,600196,复星医药,bottom_area,2024-02-02,21.51,2024-02-02,20.84,3.21497120921306,8.061420345489442,28.23691460055096,False,-3.4127,0.7315,3,3,3,100.0,13.214815839086706,15.356166586267886,6.78502879078694,3.21497120921306,历史3/3次成功; 当前距低点3.21%; 最新日涨幅-3.41%; 状态bottom_area; 底部未确认
20,76.80457900979862,73.93663336578929,000042,中洲控股,confirmed_rebound,2024-02-02,4.46,2024-02-02,4.33,3.0023094688221685,14.780600461893755,27.470686767169173,False,-2.6201,2.4008,2,2,2,100.0,24.956445993031362,28.57142857142858,6.997690531177832,3.0023094688221685,历史2/2次成功; 当前距低点3.00%; 最新日涨幅-2.62%; 状态confirmed_rebound; 底部未确认
21,76.78791913502005,71.72222362056084,002072,凯瑞德,confirmed_rebound,2024-02-02,4.29,2024-02-02,4.23,1.4184397163120472,14.657210401891232,27.568493150684926,False,-8.7234,4.8708,1,1,1,100.0,20.51756007393714,20.51756007393714,8.581560283687953,1.4184397163120472,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-8.72%; 状态confirmed_rebound; 底部未确认
22,76.75301629908985,75.14132036512204,688195,腾景科技,confirmed_rebound,2024-02-02,21.12,2024-02-02,20.33,3.8858829316281494,15.100836202656176,29.40972222222223,False,-8.2138,6.5774,8,8,8,100.0,19.14587875932377,38.77410468319559,6.1141170683718515,3.8858829316281494,历史8/8次成功; 当前距低点3.89%; 最新日涨幅-8.21%; 状态confirmed_rebound; 底部未确认
23,76.6532103516921,74.90363636363637,300636,同和药业,confirmed_rebound,2024-02-02,6.85,2024-02-02,6.6,3.787878787878788,12.27272727272728,28.26086956521739,False,-4.1958,3.4285,2,2,2,100.0,67.00601138000793,122.63187748156552,6.212121212121213,3.787878787878788,历史2/2次成功; 当前距低点3.79%; 最新日涨幅-4.20%; 状态confirmed_rebound; 底部未确认
24,76.63094050921455,72.36267344285844,002645,华宏科技,confirmed_rebound,2024-02-02,7.68,2024-02-02,7.53,1.9920318725099533,14.873837981407704,29.428303655107772,False,-8.2437,2.6619,2,2,2,100.0,14.325301678393142,16.50485436893203,8.007968127490047,1.9920318725099533,历史2/2次成功; 当前距低点1.99%; 最新日涨幅-8.24%; 状态confirmed_rebound; 底部未确认
25,76.56164191070977,69.60149264609979,002251,步步高,bottom_area,2024-02-02,2.97,2024-02-02,2.97,0.0,0.0,28.60576923076923,False,-5.1118,0.3726,2,2,2,100.0,16.943508849998846,19.0311418685121,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-5.11%; 状态bottom_area; 底部未确认
26,76.53472291352597,73.99826956048403,002708,光洋股份,confirmed_rebound,2024-02-02,6.71,2024-02-02,6.5,3.23076923076923,12.61538461538462,28.728070175438592,False,-5.7584,6.4567,3,3,3,100.0,21.636684981923988,35.522388059701484,6.76923076923077,3.23076923076923,历史3/3次成功; 当前距低点3.23%; 最新日涨幅-5.76%; 状态confirmed_rebound; 底部未确认
27,76.42901835570969,73.61020117333734,002050,三花智控,bottom_area,2024-02-02,21.1,2024-02-02,20.48,3.027343750000005,5.908203125000004,30.458404074702884,False,-2.3148,1.1707,2,2,2,100.0,13.293252276007243,13.890426120641935,6.972656249999995,3.027343750000005,历史2/2次成功; 当前距低点3.03%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
28,76.18575514612466,72.3843869059854,301356,天振股份,confirmed_rebound,2024-02-02,13.71,2024-02-02,13.4,2.3134328358208993,12.761194029850738,27.80172413793103,False,-1.3669,3.6725,1,1,1,100.0,24.83340737450022,24.83340737450022,7.686567164179101,2.3134328358208993,历史1/1次成功; 当前距低点2.31%; 最新日涨幅-1.37%; 状态confirmed_rebound; 底部未确认
29,75.87603135052787,73.68466582415884,300417,南华仪器,confirmed_rebound,2024-02-02,8.07,2024-02-02,7.8,3.4615384615384674,18.71794871794872,31.216931216931215,False,-7.3479,5.9302,3,3,3,100.0,22.779427507884694,25.514403292181065,6.538461538461533,3.4615384615384674,历史3/3次成功; 当前距低点3.46%; 最新日涨幅-7.35%; 状态confirmed_rebound; 底部未确认
30,75.67962824117463,72.38920962199312,603161,科华控股,confirmed_rebound,2024-02-02,12.32,2024-02-02,12.0,2.6666666666666687,12.166666666666675,27.536231884057965,False,-5.9542,2.9812,1,1,1,100.0,39.40435280641466,39.40435280641466,7.333333333333332,2.6666666666666687,历史1/1次成功; 当前距低点2.67%; 最新日涨幅-5.95%; 状态confirmed_rebound; 底部未确认
31,75.65671457054142,73.60783664335526,002084,海鸥住工,confirmed_rebound,2024-02-02,2.91,2024-02-02,2.81,3.5587188612099676,13.167259786476873,27.2020725388601,False,-6.4309,2.0921,3,3,3,100.0,23.557611004913852,43.81720430107525,6.441281138790034,3.5587188612099676,历史3/3次成功; 当前距低点3.56%; 最新日涨幅-6.43%; 状态confirmed_rebound; 底部未确认
32,75.65464089394501,73.67815085210063,301489,思泉新材,confirmed_rebound,2024-02-02,44.77,2024-02-02,43.21,3.61027539921315,12.126822494792876,27.85106027717482,False,-5.3088,8.2778,2,2,2,100.0,41.23429442100329,71.56118143459918,6.389724600786851,3.61027539921315,历史2/2次成功; 当前距低点3.61%; 最新日涨幅-5.31%; 状态confirmed_rebound; 底部未确认
33,75.55844576034647,72.4221477899392,002304,洋河股份,bottom_area,2024-02-02,90.75,2024-02-02,88.3,2.774631936579845,5.141562853907142,30.84273182957394,False,-0.4934,0.4931,1,1,1,100.0,20.474777448071226,20.474777448071226,7.225368063420155,2.774631936579845,历史1/1次成功; 当前距低点2.77%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
34,75.53163127866249,68.66511934423862,000889,中嘉博创,bottom_area,2024-02-02,1.7,2024-02-02,1.7,0.0,0.0,28.57142857142857,False,-5.0279,0.2555,4,5,4,80.0,21.909243786229116,34.408602150537625,10.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-5.03%; 状态bottom_area; 底部未确认
35,75.41756477429048,74.47755677614495,688079,美迪凯,confirmed_rebound,2024-02-02,7.21,2024-02-02,6.91,4.341534008683065,14.47178002894356,27.109704641350213,False,-6.9677,3.6828,4,4,4,100.0,21.162657612593186,30.064655172413808,5.658465991316936,4.341534008683065,历史4/4次成功; 当前距低点4.34%; 最新日涨幅-6.97%; 状态confirmed_rebound; 底部未确认
36,75.38970103902173,74.03243964552051,300354,东华测试,bottom_area,2024-02-02,36.0,2024-02-02,34.6,4.04624277456647,9.219653179190743,32.59302552113773,False,-3.3816,2.4275,2,2,2,100.0,38.26813533081753,39.34343434343434,5.953757225433531,4.04624277456647,历史2/2次成功; 当前距低点4.05%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
37,75.37630800889845,74.23291010444608,688259,创耀科技,confirmed_rebound,2024-02-02,42.2,2024-02-02,40.5,4.197530864197538,14.296296296296292,27.794615796042077,False,-6.0134,2.861,4,4,4,100.0,18.082153090411044,22.000256114739393,5.802469135802463,4.197530864197538,历史4/4次成功; 当前距低点4.20%; 最新日涨幅-6.01%; 状态confirmed_rebound; 底部未确认
38,75.36165282959122,73.41612550374208,002377,国创高新,confirmed_rebound,2024-02-02,2.0,2024-02-01,1.93,3.6269430051813503,10.362694300518132,30.575539568345324,True,3.0928,10.3107,1,1,1,100.0,14.814814814814808,14.814814814814808,6.373056994818651,3.6269430051813503,历史1/1次成功; 当前距低点3.63%; 最新日涨幅3.09%; 状态confirmed_rebound; 底部已确认
39,75.07654586183615,71.94233113006116,605266,健之佳,bottom_area,2024-02-02,45.77,2024-02-02,44.54,2.761562640323314,6.421194431971261,29.714375887643996,False,-2.18,0.6494,3,4,3,75.0,21.901580376335108,33.154615273148806,7.238437359676686,2.761562640323314,历史3/4次成功; 当前距低点2.76%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
40,74.97596110030571,72.711186440678,002836,新宏泽,confirmed_rebound,2024-02-02,6.1,2024-02-02,5.9,3.3898305084745637,14.406779661016941,27.96092796092795,False,-6.8702,2.9574,1,1,1,100.0,59.30851063829788,59.30851063829788,6.610169491525436,3.3898305084745637,历史1/1次成功; 当前距低点3.39%; 最新日涨幅-6.87%; 状态confirmed_rebound; 底部未确认
41,74.88276070070181,72.56019379126828,001209,洪兴股份,confirmed_rebound,2024-02-02,13.59,2024-02-02,13.15,3.3460076045627343,13.992395437262356,32.390745501285345,False,-5.164,8.9914,3,3,3,100.0,15.317694245544681,21.88679245283018,6.653992395437267,3.3460076045627343,历史3/3次成功; 当前距低点3.35%; 最新日涨幅-5.16%; 状态confirmed_rebound; 底部未确认
42,74.75094414852838,73.15028153292819,603218,日月股份,bottom_area,2024-02-02,9.14,2024-02-02,8.8,3.8636363636363615,9.999999999999988,29.936305732484076,False,-4.5929,1.5625,1,1,1,100.0,47.95361527967258,47.95361527967258,6.136363636363639,3.8636363636363615,历史1/1次成功; 当前距低点3.86%; 最新日涨幅-4.59%; 状态bottom_area; 底部未确认
43,74.6105597096554,70.39473624596799,688197,首药控股,confirmed_rebound,2024-02-02,34.03,2024-02-02,33.38,1.9472738166566763,10.605152786099458,29.008932369204594,False,-5.5247,1.8719,1,1,1,100.0,19.863013698630137,19.863013698630137,8.052726183343324,1.9472738166566763,历史1/1次成功; 当前距低点1.95%; 最新日涨幅-5.52%; 状态confirmed_rebound; 底部未确认
44,74.58646698838997,73.12617298517982,605208,永茂泰,confirmed_rebound,2024-02-02,6.56,2024-02-02,6.31,3.961965134706815,13.62916006339145,27.22029988465975,False,-6.4194,5.1854,3,3,3,100.0,25.911040281243864,46.887631366208595,6.038034865293185,3.961965134706815,历史3/3次成功; 当前距低点3.96%; 最新日涨幅-6.42%; 状态confirmed_rebound; 底部未确认
45,74.49200935541491,72.73925619411102,002247,聚力文化,confirmed_rebound,2024-02-02,1.66,2024-02-02,1.6,3.7499999999999893,15.0,28.251121076233176,False,-5.6818,3.5998,3,3,3,100.0,21.232560183392433,32.967032967032964,6.250000000000011,3.7499999999999893,历史3/3次成功; 当前距低点3.75%; 最新日涨幅-5.68%; 状态confirmed_rebound; 底部未确认
46,74.21702212713376,71.73833699361076,300765,新诺威,confirmed_rebound,2024-02-02,25.99,2024-02-02,25.18,3.216838760921361,10.881652104845124,27.14120370370371,False,-5.1114,2.2648,2,2,2,100.0,25.982415959739026,28.947368421052634,6.783161239078639,3.216838760921361,历史2/2次成功; 当前距低点3.22%; 最新日涨幅-5.11%; 状态confirmed_rebound; 底部未确认
47,74.1302262101867,73.317232702398,300658,延江股份,confirmed_rebound,2024-02-02,4.96,2024-02-02,4.75,4.421052631578946,13.052631578947372,27.25880551301685,False,-5.1625,4.0576,5,5,5,100.0,15.899100550526823,26.72018348623853,5.578947368421055,4.421052631578946,历史5/5次成功; 当前距低点4.42%; 最新日涨幅-5.16%; 状态confirmed_rebound; 底部未确认
48,74.10953718200624,73.30733062798117,300620,光库科技,confirmed_rebound,2024-02-02,33.72,2024-02-02,32.29,4.428615670486217,12.9451842675751,29.804347826086957,False,-5.2277,4.4017,7,7,7,100.0,15.938571810159868,22.444343480236245,5.571384329513783,4.428615670486217,历史7/7次成功; 当前距低点4.43%; 最新日涨幅-5.23%; 状态confirmed_rebound; 底部未确认
49,73.98651366062428,69.81217728677584,002811,郑中设计,confirmed_rebound,2024-02-02,6.79,2024-02-02,6.66,1.9519519519519504,14.114114114114107,31.622176591375773,False,-8.2432,2.6388,1,1,1,100.0,16.78832116788322,16.78832116788322,8.04804804804805,1.9519519519519504,历史1/1次成功; 当前距低点1.95%; 最新日涨幅-8.24%; 状态confirmed_rebound; 底部未确认
50,73.97836599208112,71.2607007332264,688227,品高股份,confirmed_rebound,2024-02-02,12.56,2024-02-02,12.19,3.035274815422486,15.422477440525029,27.35399284862933,False,-6.3386,3.5129,2,2,2,100.0,21.188856518224053,31.412429378531087,6.9647251845775155,3.035274815422486,历史2/2次成功; 当前距低点3.04%; 最新日涨幅-6.34%; 状态confirmed_rebound; 底部未确认
51,73.89918652055927,73.78905360473134,002795,永和智控,confirmed_rebound,2024-02-02,4.69,2024-02-02,4.47,4.921700223713661,15.21252796420583,29.160063391442154,False,-5.6338,3.8855,4,4,4,100.0,24.57274255268006,31.302270011947446,5.0782997762863396,4.921700223713661,历史4/4次成功; 当前距低点4.92%; 最新日涨幅-5.63%; 状态confirmed_rebound; 底部未确认
52,73.863309952734,71.96937892830493,000572,海马汽车,confirmed_rebound,2024-02-02,3.42,2024-02-02,3.3,3.63636363636364,13.030303030303036,28.104575163398692,False,-6.812,3.4078,3,3,3,100.0,15.700473221580793,22.92191435768261,6.36363636363636,3.63636363636364,历史3/3次成功; 当前距低点3.64%; 最新日涨幅-6.81%; 状态confirmed_rebound; 底部未确认
53,73.74876970517887,73.02405661180687,000995,皇台酒业,confirmed_rebound,2024-02-02,11.89,2024-02-02,11.38,4.481546572934971,12.565905096660805,30.312308634415174,False,-4.0355,3.2915,5,5,5,100.0,15.064423645691388,24.697644812221508,5.51845342706503,4.481546572934971,历史5/5次成功; 当前距低点4.48%; 最新日涨幅-4.04%; 状态confirmed_rebound; 底部未确认
54,73.62253454472787,72.25184046516367,002245,蔚蓝锂芯,confirmed_rebound,2024-02-02,6.22,2024-02-02,5.98,4.013377926421393,12.374581939799318,30.38416763678696,False,-3.5659,2.3962,3,3,3,100.0,21.840549125830286,25.653923541247494,5.986622073578608,4.013377926421393,历史3/3次成功; 当前距低点4.01%; 最新日涨幅-3.57%; 状态confirmed_rebound; 底部未确认
55,73.54562393662408,69.73829025256512,002857,三晖电气,confirmed_rebound,2024-02-02,11.1,2024-02-02,10.86,2.2099447513812174,14.088397790055259,28.31683168316832,False,-8.0365,2.438,1,1,1,100.0,19.55357142857144,19.55357142857144,7.790055248618782,2.2099447513812174,历史1/1次成功; 当前距低点2.21%; 最新日涨幅-8.04%; 状态confirmed_rebound; 底部未确认
56,73.48228928621613,71.80454497632826,603004,鼎龙科技,confirmed_rebound,2024-02-02,19.73,2024-02-02,19.01,3.7874802735402358,11.415044713308774,29.774658293313628,False,-5.8234,16.178,1,1,1,100.0,55.7168784029038,55.7168784029038,6.212519726459765,3.7874802735402358,历史1/1次成功; 当前距低点3.79%; 最新日涨幅-5.82%; 状态confirmed_rebound; 底部未确认
57,73.46746474733557,70.96693362426025,603139,康惠股份,confirmed_rebound,2024-02-02,12.97,2024-02-02,12.57,3.1821797931583164,14.240254574383446,28.86247877758914,False,-7.0917,2.52,2,2,2,100.0,21.410234154092535,29.315476190476186,6.817820206841684,3.1821797931583164,历史2/2次成功; 当前距低点3.18%; 最新日涨幅-7.09%; 状态confirmed_rebound; 底部未确认
58,73.34334961211553,72.7631264058619,688136,科兴制药,confirmed_rebound,2024-02-02,13.92,2024-02-02,13.31,4.58302028549962,14.274981217129978,27.426390403489638,False,-6.7024,1.273,3,3,3,100.0,31.572111058069996,60.65012831479899,5.41697971450038,4.58302028549962,历史3/3次成功; 当前距低点4.58%; 最新日涨幅-6.70%; 状态confirmed_rebound; 底部未确认
59,73.1821848138741,71.06861990950227,603063,禾望电气,confirmed_rebound,2024-02-02,18.83,2024-02-02,18.2,3.4615384615384563,11.263736263736268,28.346456692913385,False,-5.85,1.7361,2,2,2,100.0,25.38133119252664,28.846153846153843,6.5384615384615445,3.4615384615384563,历史2/2次成功; 当前距低点3.46%; 最新日涨幅-5.85%; 状态confirmed_rebound; 底部未确认
60,73.17203968811647,71.34906242088363,603213,镇洋发展,confirmed_rebound,2024-02-02,8.18,2024-02-02,7.89,3.6755386565272503,12.420785804816218,29.679144385026746,False,-4.9942,3.3547,2,2,2,100.0,29.512314826697573,33.04209690230342,6.324461343472751,3.6755386565272503,历史2/2次成功; 当前距低点3.68%; 最新日涨幅-4.99%; 状态confirmed_rebound; 底部未确认
61,73.09888086380559,72.03841685927816,300490,华自科技,confirmed_rebound,2024-02-02,7.88,2024-02-02,7.56,4.232804232804237,12.830687830687829,31.021897810218984,False,-6.0787,3.9142,3,3,3,100.0,23.382852204687154,32.06349206349206,5.767195767195764,4.232804232804237,历史3/3次成功; 当前距低点4.23%; 最新日涨幅-6.08%; 状态confirmed_rebound; 底部未确认
62,73.09654482487127,71.14441158029015,603116,红蜻蜓,confirmed_rebound,2024-02-02,4.92,2024-02-02,4.75,3.578947368421051,10.315789473684216,29.629629629629626,False,-2.5743,2.176,2,2,2,100.0,17.012965485430936,23.86831275720163,6.42105263157895,3.578947368421051,历史2/2次成功; 当前距低点3.58%; 最新日涨幅-2.57%; 状态confirmed_rebound; 底部未确认
63,73.00489166112115,70.08469599467631,000679,大连友谊,confirmed_rebound,2024-02-02,4.32,2024-02-02,4.2,2.8571428571428594,14.285714285714276,27.958833619210978,False,-7.4946,2.9125,5,6,5,83.33333333333334,15.460475137788618,24.94061757719715,7.1428571428571415,2.8571428571428594,历史5/6次成功; 当前距低点2.86%; 最新日涨幅-7.49%; 状态confirmed_rebound; 底部未确认
64,72.94318386021124,71.34261092027616,600421,退市华嵘,confirmed_rebound,2024-02-02,7.31,2024-02-02,7.04,3.8352272727272667,15.056818181818176,29.24623115577889,False,-6.5217,1.7532,2,2,2,100.0,31.435102699431873,44.900662251655625,6.164772727272734,3.8352272727272667,历史2/2次成功; 当前距低点3.84%; 最新日涨幅-6.52%; 状态confirmed_rebound; 底部未确认
65,72.91995238939093,72.82981647790837,300562,乐心医疗,confirmed_rebound,2024-02-02,8.08,2024-02-02,7.7,4.935064935064934,17.142857142857135,27.902621722846437,False,-7.8677,5.5951,4,4,4,100.0,19.57937919277642,22.71604938271605,5.064935064935066,4.935064935064934,历史4/4次成功; 当前距低点4.94%; 最新日涨幅-7.87%; 状态confirmed_rebound; 底部未确认
66,72.89827353316807,70.04460446247465,002842,翔鹭钨业,confirmed_rebound,2024-02-02,5.67,2024-02-02,5.51,2.9038112522686053,15.970961887477314,28.348504551365416,False,-7.3529,4.304,1,1,1,100.0,29.70588235294118,29.70588235294118,7.096188747731396,2.9038112522686053,历史1/1次成功; 当前距低点2.90%; 最新日涨幅-7.35%; 状态confirmed_rebound; 底部未确认
67,72.84820355463884,71.41625329815304,300641,正丹股份,confirmed_rebound,2024-02-02,3.94,2024-02-02,3.79,3.9577836411609475,14.24802110817942,27.809523809523807,False,-6.8558,1.5828,1,1,1,100.0,50.22522522522521,50.22522522522521,6.042216358839053,3.9577836411609475,历史1/1次成功; 当前距低点3.96%; 最新日涨幅-6.86%; 状态confirmed_rebound; 底部未确认
68,72.76104012912201,71.36271662763461,000565,渝三峡A,confirmed_rebound,2024-02-02,4.44,2024-02-02,4.27,3.9812646370023614,14.051522248243572,27.504244482173178,False,-6.3291,2.0499,1,1,1,100.0,57.568807339449535,57.568807339449535,6.018735362997639,3.9812646370023614,历史1/1次成功; 当前距低点3.98%; 最新日涨幅-6.33%; 状态confirmed_rebound; 底部未确认
69,72.75151127142081,71.27544092727473,603168,莎普爱思,confirmed_rebound,2024-02-02,8.74,2024-02-02,8.41,3.923900118906065,11.890606420927467,29.20875420875421,False,-4.6892,5.8686,2,2,2,100.0,32.160931174089065,45.833333333333336,6.076099881093936,3.923900118906065,历史2/2次成功; 当前距低点3.92%; 最新日涨幅-4.69%; 状态confirmed_rebound; 底部未确认
70,72.58562624082869,71.25485714285716,000628,高新发展,confirmed_rebound,2024-02-02,36.41,2024-02-02,35.0,4.028571428571419,10.657142857142848,27.265170407315043,False,-5.4286,15.4467,1,1,1,100.0,99.77973568281939,99.77973568281939,5.971428571428581,4.028571428571419,历史1/1次成功; 当前距低点4.03%; 最新日涨幅-5.43%; 状态confirmed_rebound; 底部未确认
71,72.5211840213959,69.8402737573603,000586,汇源通信,confirmed_rebound,2024-02-02,8.18,2024-02-02,7.94,3.022670025188908,15.61712846347606,29.359430604982208,False,-7.2562,3.144,1,1,1,100.0,30.06430868167203,30.06430868167203,6.9773299748110915,3.022670025188908,历史1/1次成功; 当前距低点3.02%; 最新日涨幅-7.26%; 状态confirmed_rebound; 底部未确认
