rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.71853878515334,85.99530288909601,300348,长亮科技,bottom_area,2026-05-26,10.99,14.95,2026-05-26,10.73,2.423112767940352,3.0754892823858344,28.22742474916387,26.488294314381267,False,0.9183,1.8929,2,2,2,100.0,61.67178134052256,87.71331058020478,17.576887232059647,2.423112767940352,历史2/2次成功; 当前距低点2.42%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
18,86.52154506681332,74.59247107347187,300164,通源石油,bottom_area,2026-05-26,10.43,14.13,2026-05-26,10.24,1.8554687499999951,3.9062500000000036,27.53007784854919,26.185421089879696,False,-1.6965,11.1777,3,4,3,75.0,25.042687222966958,28.79952690715554,18.144531250000007,1.8554687499999951,历史3/4次成功; 当前距低点1.86%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
19,86.04967572603769,74.01010736265216,300300,海峡创新,bottom_area,2026-05-26,10.02,14.14,2026-05-26,9.85,1.7258883248730958,7.918781725888337,30.339462517680342,29.137199434229146,False,-4.9336,8.7275,1,1,1,100.0,26.37168141592919,26.37168141592919,18.274111675126907,1.7258883248730958,历史1/1次成功; 当前距低点1.73%; 最新日涨幅-4.93%; 状态bottom_area; 底部未确认
20,85.95074472142542,75.26449749111211,301531,春光集团,bottom_area,2026-05-26,84.94,121.21,2026-05-26,82.7,2.7085852478839114,9.431680773881496,31.771305997854952,29.923273657289002,False,-8.4895,24.7724,1,1,1,100.0,45.161676646706574,45.161676646706574,17.29141475211609,2.7085852478839114,历史1/1次成功; 当前距低点2.71%; 最新日涨幅-8.49%; 状态bottom_area; 底部未确认
21,85.87604482519899,72.79915887850466,300272,开能健康,bottom_area,2026-05-26,6.48,9.02,2026-05-26,6.42,0.9345794392523442,4.67289719626168,28.82483370288248,28.159645232815954,False,-4.2836,2.3366,1,1,1,100.0,65.74468085106382,65.74468085106382,19.065420560747658,0.9345794392523442,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-4.28%; 状态bottom_area; 底部未确认
22,85.78428029478589,75.88978883861238,600808,马钢股份,bottom_area,2026-05-26,3.16,4.2,2026-05-22,3.06,3.2679738562091534,5.228758169934645,27.142857142857146,24.761904761904763,False,0.9585,0.8259,1,1,1,100.0,22.692307692307686,22.692307692307686,16.732026143790847,3.2679738562091534,历史1/1次成功; 当前距低点3.27%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
23,85.49989922448461,73.64188731736084,001211,双枪科技,bottom_area,2026-05-26,44.59,61.66,2026-05-26,43.8,1.803652968036544,9.383561643835616,28.965293545248134,27.684073953940956,False,-7.1622,10.8762,1,1,1,100.0,25.34524776604386,25.34524776604386,18.196347031963455,1.803652968036544,历史1/1次成功; 当前距低点1.80%; 最新日涨幅-7.16%; 状态bottom_area; 底部未确认
24,84.84069013157217,71.00102182635433,300979,华利集团,bottom_area,2026-05-26,34.66,51.35,2026-05-26,34.58,0.2313475997686475,1.9953730480046412,32.658227848101276,32.502434274586186,False,-1.394,0.1529,1,1,1,100.0,21.49728147218737,21.49728147218737,19.768652400231353,0.2313475997686475,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
25,83.65555083354947,70.55080939595302,603277,银都股份,bottom_area,2026-05-26,12.35,17.69,2026-05-26,12.27,0.6519967400163005,1.9559902200489014,30.63877897117016,30.18654607122669,False,-1.1209,0.2512,1,1,1,100.0,24.23312883435582,24.23312883435582,19.348003259983702,0.6519967400163005,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
26,82.66954374714503,69.90196150398765,601186,中国铁建,bottom_area,2026-05-26,6.34,8.93,2026-05-26,6.29,0.7949125596184391,0.9538950715421243,29.56326987681971,29.003359462486,False,-0.1575,0.4857,1,1,1,100.0,22.496570644718787,22.496570644718787,19.20508744038156,0.7949125596184391,历史1/1次成功; 当前距低点0.79%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
27,81.21944533075167,68.9366797687754,600130,波导股份,bottom_area,2026-05-26,5.04,6.86,2026-05-26,4.99,1.0020040080160284,4.609218436873738,27.259475218658892,26.53061224489796,False,-3.263,7.6377,3,5,3,60.0,26.888434984150216,32.23140495867769,18.997995991983974,1.0020040080160284,历史3/5次成功; 当前距低点1.00%; 最新日涨幅-3.26%; 状态bottom_area; 底部未确认
28,81.17286593685887,71.09066402601898,002083,孚日股份,bottom_area,2026-05-26,10.21,14.53,2026-05-26,9.94,2.7162977867203355,2.8169014084507156,31.589814177563664,29.731589814177557,False,0.7897,2.4355,2,3,2,66.66666666666666,29.01696942513269,31.79487179487179,17.283702213279668,2.7162977867203355,历史2/3次成功; 当前距低点2.72%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
29,80.5793075912688,69.42464352174001,002749,国光股份,bottom_area,2026-05-26,9.51,13.5,2026-05-26,9.34,1.8201284796573867,4.068522483940051,30.814814814814817,29.555555555555557,False,-2.4615,0.3849,2,3,2,66.66666666666666,31.547687035979433,38.823529411764696,18.179871520342612,1.8201284796573867,历史2/3次成功; 当前距低点1.82%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
30,79.12227785002561,68.01597450427407,301408,华人健康,bottom_area,2026-05-26,16.78,23.05,2026-05-26,16.5,1.6969696969697037,3.818181818181812,28.41648590021692,27.201735357917567,False,-2.4419,4.7486,2,4,2,50.0,41.908953835295634,63.068493150684944,18.303030303030297,1.6969696969697037,历史2/4次成功; 当前距低点1.70%; 最新日涨幅-2.44%; 状态bottom_area; 底部未确认
31,78.9994901098901,69.76857142857142,000762,西藏矿业,bottom_area,2026-05-26,31.2,41.43,2026-05-26,30.24,3.174603174603178,4.398148148148154,27.009413468501087,24.692251991310645,False,-0.6369,4.3075,2,3,2,66.66666666666666,54.884457817237255,71.15671641791043,16.825396825396822,3.174603174603178,历史2/3次成功; 当前距低点3.17%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
32,78.9901916727252,67.06036402102737,600343,航天动力,bottom_area,2026-05-26,29.86,40.57,2026-05-26,29.56,1.014884979702303,10.013531799729378,27.1382795168844,26.398816859748585,False,-9.0743,7.3073,2,4,2,50.0,38.62527835886361,55.72413793103447,18.985115020297698,1.014884979702303,历史2/4次成功; 当前距低点1.01%; 最新日涨幅-9.07%; 状态bottom_area; 底部未确认
33,74.88725139257551,64.63680536247409,688159,有方科技,bottom_area,2026-05-26,52.59,73.58,2026-05-26,51.6,1.9186046511627945,6.7054263565891485,29.872247893449305,28.52677357977711,False,-5.0379,6.9236,3,6,3,50.0,36.67324713508211,61.150808574652125,18.081395348837205,1.9186046511627945,历史3/6次成功; 当前距低点1.92%; 最新日涨幅-5.04%; 状态bottom_area; 底部未确认
34,74.7562858074091,65.52048817980396,000155,川能动力,bottom_area,2026-05-26,14.16,19.34,2026-05-26,13.78,2.75761973875182,3.6284470246734397,28.748707342295766,26.783867631851084,False,-0.8403,2.4177,2,4,2,50.0,41.493877334183324,45.280898876404486,17.24238026124818,2.75761973875182,历史2/4次成功; 当前距低点2.76%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
35,73.12806100305923,62.5790253082414,002676,顺威股份,bottom_area,2026-05-26,5.6,8.23,2026-05-26,5.52,1.449275362318842,3.0797101449275512,32.928311057108154,31.956257594167685,False,-2.0979,2.0292,2,5,2,40.0,31.308457711442777,39.33333333333333,18.55072463768116,1.449275362318842,历史2/5次成功; 当前距低点1.45%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
36,72.67485082530327,62.627880749509,002208,合肥城建,bottom_area,2026-05-26,18.9,26.36,2026-05-26,18.56,1.8318965517241375,5.872844827586206,29.59028831562975,28.300455235204858,False,-6.4356,13.6253,2,4,2,50.0,24.80970369591419,27.071823204419903,18.168103448275865,1.8318965517241375,历史2/4次成功; 当前距低点1.83%; 最新日涨幅-6.44%; 状态bottom_area; 底部未确认
37,72.18340257252535,62.252897848497526,603036,如通股份,bottom_area,2026-05-26,14.13,19.88,2026-05-26,13.87,1.874549387166558,2.8839221341023817,30.23138832997988,28.923541247484902,False,0.2839,2.5187,1,3,1,33.33333333333333,43.40611353711793,43.40611353711793,18.125450612833443,1.874549387166558,历史1/3次成功; 当前距低点1.87%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
38,72.12355977682778,60.78244503288672,000813,德展健康,bottom_area,2026-05-26,3.28,4.5,2026-05-26,3.26,0.6134969325153381,3.06748466257669,27.55555555555556,27.111111111111114,False,-2.381,2.0135,3,6,3,50.0,29.57644107000913,39.9103139013453,19.38650306748466,0.6134969325153381,历史3/6次成功; 当前距低点0.61%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
39,71.05815889777706,61.3635675039274,603313,梦百合,bottom_area,2026-05-26,5.76,8.27,2026-05-22,5.65,1.9469026548672466,6.017699115044245,31.680773881499384,30.35066505441354,False,-0.1733,1.0102,2,5,2,40.0,30.87368579045548,36.22250970245794,18.053097345132755,1.9469026548672466,历史2/5次成功; 当前距低点1.95%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
40,70.19979310344827,58.4998275862069,600636,退市国化,bottom_area,2026-05-26,4.51,6.3,2026-04-29,4.51,0.0,2.660753880266078,28.41269841269841,28.41269841269841,False,0.0,0.0,1,2,1,50.0,32.90229885057471,32.90229885057471,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
41,69.94967507554843,59.54409963171159,300511,雪榕生物,bottom_area,2026-05-26,6.1,8.48,2026-05-26,6.03,1.1608623548921955,2.8192371475953553,28.891509433962266,28.066037735849065,False,-2.2436,4.2009,2,6,2,33.33333333333333,25.900712191034756,29.220779220779214,18.839137645107805,1.1608623548921955,历史2/6次成功; 当前距低点1.16%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
42,69.44099645818706,59.73968077652856,002575,群兴玩具,bottom_area,2026-05-26,5.85,8.16,2026-05-26,5.75,1.7391304347826024,6.086956521739125,29.534313725490197,28.308823529411768,False,-5.0325,7.1146,2,5,2,40.0,29.811280472219792,39.02759526938239,18.2608695652174,1.7391304347826024,历史2/5次成功; 当前距低点1.74%; 最新日涨幅-5.03%; 状态bottom_area; 底部未确认
43,68.1692598347014,58.57940481959623,605338,巴比食品,bottom_area,2026-05-26,20.61,28.01,2026-05-26,20.27,1.6773556980759736,2.368031573754319,27.6329882184934,26.41913602284899,False,1.079,0.6099,1,3,1,33.33333333333333,21.238938053097343,21.238938053097343,18.322644301924026,1.6773556980759736,历史1/3次成功; 当前距低点1.68%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
44,67.92216952743351,58.411891685217235,301360,荣旗科技,bottom_area,2026-05-26,65.67,95.0,2026-05-26,64.56,1.7193308550185864,10.285006195786865,32.04210526315789,30.873684210526314,False,-7.507,6.6553,2,5,2,40.0,22.42992491752477,23.857583403420236,18.280669144981417,1.7193308550185864,历史2/5次成功; 当前距低点1.72%; 最新日涨幅-7.51%; 状态bottom_area; 底部未确认
45,67.37490482038908,57.7101404440741,603017,中衡设计,bottom_area,2026-05-26,12.85,17.8,2026-05-26,12.66,1.5007898894154779,3.4755134281200593,28.876404494382022,27.80898876404495,False,-2.3556,3.6099,1,3,1,33.33333333333333,36.87423687423689,36.87423687423689,18.499210110584524,1.5007898894154779,历史1/3次成功; 当前距低点1.50%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
46,67.08394190033222,57.717255813953486,600815,厦工股份,bottom_area,2026-05-26,3.5,5.11,2026-05-26,3.44,1.7441860465116297,9.593023255813955,32.681017612524464,31.506849315068497,False,-6.4171,4.5517,1,2,1,50.0,30.666666666666664,30.666666666666664,18.25581395348837,1.7441860465116297,历史1/2次成功; 当前距低点1.74%; 最新日涨幅-6.42%; 状态bottom_area; 底部未确认
47,66.54285998311484,56.90125794280604,002589,瑞康医药,bottom_area,2026-05-26,2.88,3.95,2026-05-26,2.84,1.4084507042253533,2.8169014084507067,28.101265822784814,27.088607594936715,False,-1.7065,2.0093,2,8,2,25.0,32.78239542171958,37.073170731707336,18.591549295774648,1.4084507042253533,历史2/8次成功; 当前距低点1.41%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
48,66.10153226423314,56.78842604615559,688543,国科军工,bottom_area,2026-05-26,46.44,66.3,2026-05-26,45.68,1.6637478108581392,4.509632224168131,31.101055806938156,29.95475113122172,False,-2.5598,3.1633,1,3,1,33.33333333333333,33.916331836445266,33.916331836445266,18.33625218914186,1.6637478108581392,历史1/3次成功; 当前距低点1.66%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
49,65.68025628149621,57.179732698564656,688227,品高股份,bottom_area,2026-05-26,85.28,116.8,2026-05-26,83.29,2.3892424060511406,6.447352623364138,28.690068493150676,26.986301369863007,False,-3.7798,4.7028,3,8,3,37.5,29.433899915920712,36.87150837988826,17.61075759394886,2.3892424060511406,历史3/8次成功; 当前距低点2.39%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
50,65.64050187583442,59.18770677617612,603113,金能科技,bottom_area,2026-05-26,5.32,7.5,2026-05-26,5.1,4.3137254901960915,4.3137254901960915,32.00000000000001,29.066666666666663,False,1.5267,1.3974,2,5,2,40.0,25.71505856894199,31.03448275862069,15.68627450980391,4.3137254901960915,历史2/5次成功; 当前距低点4.31%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
51,65.57330618724313,55.827667177131204,300485,赛升药业,bottom_area,2026-05-26,8.65,12.14,2026-05-26,8.55,1.1695906432748495,4.32748538011695,29.57166392092257,28.747940691927514,False,-2.6997,2.5917,1,5,1,20.0,34.915773353751916,34.915773353751916,18.830409356725152,1.1695906432748495,历史1/5次成功; 当前距低点1.17%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
52,65.05386852556143,55.14477639751555,002469,三维化学,bottom_area,2026-05-26,6.5,8.96,2026-05-26,6.44,0.9316770186335344,3.2608695652173907,28.125,27.45535714285715,False,-2.1084,1.0519,1,2,1,50.0,36.5,36.5,19.068322981366467,0.9316770186335344,历史1/2次成功; 当前距低点0.93%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
53,64.51252483018338,55.41229437229438,002395,双象股份,bottom_area,2026-05-26,14.76,21.2,2026-05-26,14.52,1.6528925619834725,5.716253443526171,31.50943396226415,30.377358490566035,False,-3.781,5.687,1,3,1,33.33333333333333,36.59976387249114,36.59976387249114,18.34710743801653,1.6528925619834725,历史1/3次成功; 当前距低点1.65%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
54,64.38079520038323,55.39411108452473,002218,拓日新能,bottom_area,2026-05-26,4.66,6.46,2026-05-26,4.58,1.746724890829696,8.078602620087338,29.102167182662537,27.86377708978328,False,-8.2677,7.1494,1,4,1,25.0,39.04109589041095,39.04109589041095,18.253275109170307,1.746724890829696,历史1/4次成功; 当前距低点1.75%; 最新日涨幅-8.27%; 状态bottom_area; 底部未确认
55,64.16621469181976,54.51544785813811,301333,诺思格,bottom_area,2026-05-26,49.8,70.24,2026-05-26,49.28,1.055194805194797,4.7889610389610375,29.840546697038718,29.100227790432804,False,-3.5818,1.3459,1,4,1,25.0,25.840279645065877,25.840279645065877,18.944805194805202,1.055194805194797,历史1/4次成功; 当前距低点1.06%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
56,64.01132339424825,57.63455098194707,002756,永兴材料,bottom_area,2026-05-26,66.72,89.88,2026-05-26,64.01,4.233713482268386,4.8586158412747995,28.782821539830877,25.76769025367156,False,0.4517,3.9938,1,2,1,50.0,28.0506329113924,28.0506329113924,15.766286517731615,4.233713482268386,历史1/2次成功; 当前距低点4.23%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
57,63.592630342547636,56.39072870507138,605188,国光连锁,bottom_area,2026-05-26,14.0,18.72,2026-05-26,13.54,3.3973412112260037,5.243722304283611,27.670940170940174,25.213675213675206,False,0.4304,0.9931,1,6,1,16.666666666666664,50.993377483443716,50.993377483443716,16.602658788773997,3.3973412112260037,历史1/6次成功; 当前距低点3.40%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
58,63.23323522034817,55.75313835391296,002769,普路通,bottom_area,2026-05-26,8.02,10.99,2026-05-26,7.78,3.08483290488431,3.7275064267352187,29.208371246587806,27.024567788899006,False,1.519,3.5973,1,5,1,20.0,35.51912568306011,35.51912568306011,16.91516709511569,3.08483290488431,历史1/5次成功; 当前距低点3.08%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
59,62.70309718207709,54.239469249681484,002394,联发股份,bottom_area,2026-05-26,10.51,14.18,2026-05-26,10.3,2.038834951456302,6.7961165048543615,27.362482369534547,25.881523272214384,False,-3.6664,2.9519,1,4,1,25.0,36.41404805914972,36.41404805914972,17.961165048543698,2.038834951456302,历史1/4次成功; 当前距低点2.04%; 最新日涨幅-3.67%; 状态bottom_area; 底部未确认
60,62.46327181542408,54.85752703174052,002418,康盛股份,bottom_area,2026-05-26,5.02,6.69,2026-05-26,4.88,2.868852459016387,7.581967213114757,27.055306427503744,24.962630792227216,False,-4.7438,6.9977,1,2,1,50.0,29.078014184397176,29.078014184397176,17.131147540983616,2.868852459016387,历史1/2次成功; 当前距低点2.87%; 最新日涨幅-4.74%; 状态bottom_area; 底部未确认
61,62.290362318840586,54.06333333333333,002320,海峡股份,bottom_area,2026-05-26,7.82,11.0,2026-05-26,7.65,2.2222222222222214,4.575163398692805,30.45454545454545,28.909090909090907,False,-1.8821,0.8462,1,3,1,33.33333333333333,26.111111111111097,26.111111111111097,17.777777777777782,2.2222222222222214,历史1/3次成功; 当前距低点2.22%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
62,61.49180963716505,53.39813070622197,000547,航天发展,bottom_area,2026-05-26,22.26,29.97,2026-05-26,21.77,2.2508038585209094,6.568672485071198,27.360694027360694,25.725725725725717,False,-5.0746,7.172,1,4,1,25.0,34.489051094890506,34.489051094890506,17.749196141479093,2.2508038585209094,历史1/4次成功; 当前距低点2.25%; 最新日涨幅-5.07%; 状态bottom_area; 底部未确认
63,60.6732590318886,53.414638629625365,002772,众兴菌业,bottom_area,2026-05-26,14.07,19.2,2026-05-26,13.66,3.0014641288433395,5.270863836017574,28.854166666666664,26.718749999999996,False,-2.1558,2.7123,1,3,1,33.33333333333333,32.175502742230364,32.175502742230364,16.998535871156662,3.0014641288433395,历史1/3次成功; 当前距低点3.00%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
64,60.320429509012236,51.88959890923073,688356,键凯科技,bottom_area,2026-05-26,79.15,111.43,2026-05-26,77.8,1.7352185089974401,4.1516709511568175,30.180382302791,28.968859373597773,False,-2.3804,1.4494,1,6,1,16.666666666666664,27.899088403646378,27.899088403646378,18.26478149100256,1.7352185089974401,历史1/6次成功; 当前距低点1.74%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
65,58.75955709374274,52.20573005868342,300696,爱乐达,bottom_area,2026-05-26,32.5,44.58,2026-05-26,31.4,3.503184713375801,7.10191082802549,29.564827276805744,27.09735307312696,False,-3.245,3.632,1,3,1,33.33333333333333,42.04117135401565,42.04117135401565,16.4968152866242,3.503184713375801,历史1/3次成功; 当前距低点3.50%; 最新日涨幅-3.25%; 状态bottom_area; 底部未确认
66,58.61136308666748,51.778583893245866,002192,融捷股份,bottom_area,2026-05-26,83.1,115.0,2026-05-26,80.53,3.19135725816465,4.929839811250464,29.973913043478262,27.739130434782616,False,-1.4586,7.7127,1,3,1,33.33333333333333,25.707231766279197,25.707231766279197,16.80864274183535,3.19135725816465,历史1/3次成功; 当前距低点3.19%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
