rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.68567564234235,91.30280479071205,688358,祥生医疗,bottom_area,2024-10-17,23.03,2024-10-16,22.7,1.4537444933920787,4.5374449339207095,28.232690483717988,False,0.6996,0.8183,4,4,4,100.0,33.31904427766654,68.06588735387884,8.546255506607922,1.4537444933920787,历史4/4次成功; 当前距低点1.45%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
12,81.06809423394266,75.20024592505641,688315,诺禾致源,bottom_area,2024-10-17,11.47,2024-10-14,11.35,1.0572687224669692,8.01762114537445,27.70700636942675,True,-1.2059,0.8241,3,5,3,60.0,41.83235813054352,86.2826357231662,8.942731277533031,1.0572687224669692,历史3/5次成功; 当前距低点1.06%; 最新日涨幅-1.21%; 状态bottom_area; 底部已确认
13,80.44392405767462,78.76621854873802,603076,乐惠国际,bottom_area,2024-10-17,21.08,2024-10-16,20.29,3.8935436175455846,6.949236076885167,27.09306503772907,False,3.2827,1.8568,3,3,3,100.0,12.491924713666421,13.440860215053762,6.106456382454415,3.8935436175455846,历史3/3次成功; 当前距低点3.89%; 最新日涨幅3.28%; 状态bottom_area; 底部未确认
14,80.26198650352414,73.52717215740358,688339,亿华通,bottom_area,2024-10-17,22.49,2024-10-17,22.4,0.40178571428571364,3.9285714285714404,27.2963323596235,False,-1.9616,1.6975,4,5,4,80.0,30.501309602016203,76.30996309963099,9.598214285714286,0.40178571428571364,历史4/5次成功; 当前距低点0.40%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
15,80.13521120608266,74.0909495336044,688310,迈得医疗,bottom_area,2024-10-17,11.4,2024-10-16,11.3,0.8849557522123862,3.8938053097345082,28.25396825396825,False,0.0,0.9551,1,1,1,100.0,23.648648648648653,23.648648648648653,9.115044247787614,0.8849557522123862,历史1/1次成功; 当前距低点0.88%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
16,79.15035704663192,76.60161625928153,300763,锦浪科技,bottom_area,2024-10-17,71.44,2024-10-16,69.17,3.281769553274535,6.375596356802077,29.266796195930056,False,2.2178,4.1241,3,4,3,75.0,30.855112047029355,36.020348268440614,6.718230446725465,3.281769553274535,历史3/4次成功; 当前距低点3.28%; 最新日涨幅2.22%; 状态bottom_area; 底部未确认
17,78.6269571126548,72.1912987012987,300723,一品红,bottom_area,2024-10-17,15.48,2024-10-16,15.4,0.5194805194805199,3.441558441558437,27.76735459662289,False,-0.4502,0.966,1,1,1,100.0,31.428571428571427,31.428571428571427,9.480519480519481,0.5194805194805199,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
18,78.39275309804923,73.11727928011781,300693,盛弘股份,bottom_area,2024-10-17,24.13,2024-10-16,23.81,1.3439731205375904,3.611927761444784,27.62917933130699,False,0.0415,3.3524,3,5,3,60.0,20.868483843782425,36.12334801762114,8.65602687946241,1.3439731205375904,历史3/5次成功; 当前距低点1.34%; 最新日涨幅0.04%; 状态bottom_area; 底部未确认
19,77.5595103729933,70.8382904892759,688226,威腾电气,bottom_area,2024-10-17,16.41,2024-10-16,16.37,0.24434941967012305,4.703726328649966,27.244444444444436,False,-1.8541,2.0871,1,1,1,100.0,20.78175895765472,20.78175895765472,9.755650580329878,0.24434941967012305,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
20,77.03210700028337,70.18571962984839,001215,千味央厨,bottom_area,2024-10-17,25.68,2024-10-17,25.65,0.11695906432748983,3.6647173489278804,27.562835357243713,False,-2.2087,3.715,1,1,1,100.0,15.711754282339044,15.711754282339044,9.88304093567251,0.11695906432748983,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
21,76.83866087175231,71.72299654020964,688236,春立医疗,bottom_area,2024-10-17,12.45,2024-10-16,12.28,1.384364820846905,3.583061889250825,29.18108419838524,False,-0.1604,3.0057,2,3,2,66.66666666666666,38.562804650935014,48.33672776646301,8.615635179153095,1.384364820846905,历史2/3次成功; 当前距低点1.38%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
22,76.68949651795172,69.99337902956384,688126,沪硅产业,bottom_area,2024-10-17,19.39,2024-10-17,19.35,0.20671834625322552,4.702842377260982,29.224579370885145,False,-1.7233,1.0941,1,1,1,100.0,15.777940102264429,15.777940102264429,9.793281653746776,0.20671834625322552,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
23,76.43627029869744,69.79667902275126,002347,泰尔股份,bottom_area,2024-10-17,4.31,2024-10-17,4.3,0.23255813953487878,3.720930232558143,27.97319932998325,False,-1.8223,10.8506,3,4,3,75.0,19.203825703713896,29.585798816568047,9.767441860465121,0.23255813953487878,历史3/4次成功; 当前距低点0.23%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
24,75.75387715655378,75.03068978513083,300615,欣天科技,confirmed_rebound,2024-10-17,11.62,2024-10-11,11.12,4.496402877697842,11.960431654676261,28.165374677002593,True,0.1724,4.6275,2,2,2,100.0,17.486496485386603,24.306326304106545,5.503597122302159,4.496402877697842,历史2/2次成功; 当前距低点4.50%; 最新日涨幅0.17%; 状态confirmed_rebound; 底部已确认
25,75.73267341987055,73.0273765993796,300662,科锐国际,bottom_area,2024-10-17,18.68,2024-10-16,18.12,3.0905077262693084,6.125827814569533,31.519274376417233,False,-0.107,3.7185,1,1,1,100.0,27.600721587492483,27.600721587492483,6.9094922737306925,3.0905077262693084,历史1/1次成功; 当前距低点3.09%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
26,75.30400494871321,72.42381004455521,605117,德业股份,bottom_area,2024-10-17,82.98,2024-10-17,80.6,2.9528535980149004,7.071960297766753,27.906976744186053,False,-3.5116,3.0637,7,9,7,77.77777777777779,31.03156883647708,60.22338317420285,7.047146401985099,2.9528535980149004,历史7/9次成功; 当前距低点2.95%; 最新日涨幅-3.51%; 状态bottom_area; 底部未确认
27,75.2063979019717,68.75006013008189,688271,联影医疗,bottom_area,2024-10-17,110.35,2024-10-17,110.03,0.2908297736980761,2.908297736980826,27.611842105263158,False,-1.3764,0.6763,1,1,1,100.0,10.124473194158579,10.124473194158579,9.709170226301925,0.2908297736980761,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
28,73.49820979241277,70.10389752306028,688117,圣诺生物,bottom_area,2024-10-17,26.87,2024-10-14,26.21,2.518122853872568,5.036245707745136,29.123850730124385,False,0.1118,1.7423,2,3,2,66.66666666666666,21.282532060339015,24.6076585059636,7.481877146127433,2.518122853872568,历史2/3次成功; 当前距低点2.52%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
29,72.50028926952066,66.41091886300511,688357,建龙微纳,bottom_area,2024-10-17,22.75,2024-10-17,22.66,0.39717563989408583,3.0008826125330965,27.208480565371023,False,-0.9578,1.0983,4,6,4,66.66666666666666,21.074261587618047,31.65083135391925,9.602824360105915,0.39717563989408583,历史4/6次成功; 当前距低点0.40%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
30,72.43573712192205,66.92892669744843,688238,和元生物,bottom_area,2024-10-17,4.74,2024-10-16,4.7,0.8510638297872347,4.04255319148935,27.018633540372672,False,-1.25,1.7818,3,4,3,75.0,11.367485104103912,11.958224543080954,9.148936170212766,0.8510638297872347,历史3/4次成功; 当前距低点0.85%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
31,71.44671552790554,70.08404345324118,688320,禾川科技,bottom_area,2024-10-17,26.59,2024-10-14,25.57,3.989049667579193,9.307782557684781,30.440696409140365,True,1.1796,2.8511,3,5,3,60.0,27.79073492108457,38.29133374308544,6.010950332420808,3.989049667579193,历史3/5次成功; 当前距低点3.99%; 最新日涨幅1.18%; 状态bottom_area; 底部已确认
32,71.38540210275782,65.12206932093538,688121,卓然股份,bottom_area,2024-10-17,10.99,2024-10-17,10.97,0.18231540565177368,4.466727438468552,28.76623376623376,False,-2.0499,1.9434,3,5,3,60.0,25.955636805491512,55.206611570247944,9.817684594348226,0.18231540565177368,历史3/5次成功; 当前距低点0.18%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
33,69.75876286194328,63.474954643095074,688105,诺唯赞,bottom_area,2024-10-17,20.93,2024-10-17,20.92,0.047801147227523946,3.776290630975139,28.06052269601099,False,-1.7371,1.0142,2,3,2,66.66666666666666,17.673519312404096,25.237580993520524,9.952198852772478,0.047801147227523946,历史2/3次成功; 当前距低点0.05%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
34,68.93033676294142,62.885072203034795,300347,泰格医药,bottom_area,2024-10-17,59.72,2024-10-16,59.61,0.18453279651065163,3.4893474249287,27.99855054958329,False,-0.4833,1.648,2,3,2,66.66666666666666,16.178173722647415,20.78172934893761,9.81546720348935,0.18453279651065163,历史2/3次成功; 当前距低点0.18%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
35,68.85538133821497,63.14626680514688,688148,芳源股份,bottom_area,2024-10-17,4.38,2024-10-16,4.36,0.45871559633026543,4.1284403669724705,27.333333333333325,False,-0.6803,1.485,2,3,2,66.66666666666666,20.943396226415096,26.66666666666668,9.541284403669735,0.45871559633026543,历史2/3次成功; 当前距低点0.46%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
36,66.10007588601115,62.15460937768833,300601,康泰生物,bottom_area,2024-10-17,17.25,2024-10-16,16.95,1.7699115044247828,5.840707964601782,27.718550106609808,False,-0.919,1.7816,2,4,2,50.0,11.290363482671175,11.580726965342352,8.230088495575218,1.7699115044247828,历史2/4次成功; 当前距低点1.77%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
37,61.02868569888416,55.98888148270361,688036,传音控股,bottom_area,2024-10-17,90.43,2024-10-17,90.0,0.4777777777777854,3.75555555555555,30.507296733842942,False,0.0885,0.9023,1,2,1,50.0,13.001154924929873,13.001154924929873,9.522222222222215,0.4777777777777854,历史1/2次成功; 当前距低点0.48%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
38,60.40293974628352,55.58915543519337,688062,迈威生物,bottom_area,2024-10-17,23.5,2024-10-17,23.35,0.6423982869378954,3.383297644539611,29.242424242424235,False,-0.802,1.4662,1,2,1,50.0,35.34313725490197,35.34313725490197,9.357601713062106,0.6423982869378954,历史1/2次成功; 当前距低点0.64%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
39,60.002783164988344,56.44845367695256,688116,天奈科技,bottom_area,2024-10-17,24.95,2024-10-16,24.51,1.7951856385148826,5.630354957160338,27.161961367013365,False,0.4428,2.4907,1,3,1,33.33333333333333,11.226578491576134,11.226578491576134,8.204814361485118,1.7951856385148826,历史1/3次成功; 当前距低点1.80%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
40,58.725575816905234,53.50075310559007,300568,星源材质,bottom_area,2024-10-17,8.97,2024-10-16,8.96,0.11160714285714046,3.683035714285695,27.449392712550598,False,-0.6645,2.9306,1,2,1,50.0,17.608695652173925,17.608695652173925,9.88839285714286,0.11160714285714046,历史1/2次成功; 当前距低点0.11%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
41,58.1374073237222,55.35066350599107,300751,迈为股份,bottom_area,2024-10-17,92.2,2024-10-16,90.02,2.4216840702066285,5.965341035325489,29.17387883556255,False,1.3744,1.7663,1,3,1,33.33333333333333,13.004138993165853,13.004138993165853,7.578315929793372,2.4216840702066285,历史1/3次成功; 当前距低点2.42%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
42,57.854684550964464,55.35833690559878,301538,骏鼎达,bottom_area,2024-10-17,74.2,2024-10-11,72.26,2.6847495156379706,9.825629670633813,27.010101010101007,True,-0.656,7.4607,1,2,1,50.0,10.10519247985676,10.10519247985676,7.315250484362029,2.6847495156379706,历史1/2次成功; 当前距低点2.68%; 最新日涨幅-0.66%; 状态bottom_area; 底部已确认
