rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.78763484423231,79.28550621581452,301170,锡南科技,bottom_area,2026-06-24,22.83,30.78,2026-06-22,22.26,2.560646900269527,7.0979335130278445,27.680311890838205,25.82846003898636,True,-2.851063829787237,3.2309368983814126,1,1,1,100.0,45.557963163596966,45.557963163596966,17.43935309973047,2.560646900269527,历史1/1次成功; 当前距低点2.56%; 最新日涨幅-2.85%; 状态bottom_area; 底部已确认
65,66.63474773015749,58.04157890522769,600099,林海股份,bottom_area,2026-06-24,8.47,11.9,2026-06-22,8.27,2.418379685610654,8.343409915356727,30.504201680672278,28.823529411764703,True,-3.859250851305329,1.881389193136181,4,11,4,36.36363636363637,27.693221149863,31.562499999999993,17.581620314389347,2.418379685610654,历史4/11次成功; 当前距低点2.42%; 最新日涨幅-3.86%; 状态bottom_area; 底部已确认
66,66.56450841857908,55.86056093311063,600583,海油工程,bottom_area,2026-06-24,5.25,7.33,2026-06-24,5.23,0.3824091778202595,3.4416826003824035,28.649386084583895,28.376534788540248,False,-1.869158878504662,0.9015720931120164,2,5,2,40.0,21.948676658821576,22.909698996655504,19.617590822179743,0.3824091778202595,历史2/5次成功; 当前距低点0.38%; 最新日涨幅-1.87%; 状态bottom_area; 底部未确认
67,66.40363474628585,58.99279596492673,002999,天禾股份,bottom_area,2026-06-24,5.62,7.66,2026-06-22,5.43,3.499079189686932,9.208103130755065,29.11227154046998,26.631853785900784,True,-3.2702237521514577,1.6265752057710963,2,5,2,40.0,38.17578772802653,45.67164179104477,16.50092081031307,3.499079189686932,历史2/5次成功; 当前距低点3.50%; 最新日涨幅-3.27%; 状态bottom_area; 底部已确认
68,66.39213455003933,55.38654453526307,301190,善水科技,bottom_area,2026-06-24,16.99,24.33,2026-06-24,16.98,0.05889281507654895,5.123674911660784,30.20961775585696,30.1685162351007,False,-4.711160964666295,2.490007199473176,2,5,2,40.0,25.649570718481705,26.299141436963403,19.94110718492345,0.05889281507654895,历史2/5次成功; 当前距低点0.06%; 最新日涨幅-4.71%; 状态bottom_area; 底部未确认
69,66.10313003855015,56.872073927787255,600866,星湖科技,bottom_area,2026-06-24,4.67,6.33,2026-06-08,4.59,1.7429193899782152,6.535947712418297,27.488151658767773,26.224328593996844,False,-2.301255230125532,1.0633083666903138,6,21,6,28.57142857142857,28.98733560565523,38.64864864864864,18.257080610021788,1.7429193899782152,历史6/21次成功; 当前距低点1.74%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
70,65.97360116746202,55.458730711121696,000937,冀中能源,bottom_area,2026-06-24,4.23,5.92,2026-06-24,4.21,0.4750593824228138,5.463182897862243,28.885135135135137,28.54729729729729,False,-4.081632653061218,0.618227375227617,6,14,6,42.857142857142854,24.948588879662058,35.40530716103235,19.524940617577187,0.4750593824228138,历史6/14次成功; 当前距低点0.48%; 最新日涨幅-4.08%; 状态bottom_area; 底部未确认
71,65.9558755098578,56.06316080835902,301025,读客文化,bottom_area,2026-06-24,8.41,11.98,2026-06-24,8.32,1.0817307692307674,5.7692307692307745,30.550918196994992,29.799666110183644,False,-4.648526077097504,2.4073545276162647,2,9,2,22.22222222222222,40.50511508951406,56.01023017902812,18.918269230769234,1.0817307692307674,历史2/9次成功; 当前距低点1.08%; 最新日涨幅-4.65%; 状态bottom_area; 底部未确认
72,65.76208204770636,55.85011605790715,002100,天康生物,bottom_area,2026-06-24,5.86,8.18,2026-06-22,5.8,1.0344827586206984,6.551724137931032,29.095354523227385,28.36185819070904,False,-2.819237147595355,1.1367795083552594,4,18,4,22.22222222222222,28.56549027960637,41.458474004051304,18.965517241379303,1.0344827586206984,历史4/18次成功; 当前距低点1.03%; 最新日涨幅-2.82%; 状态bottom_area; 底部未确认
73,65.51060528870698,55.10108114325566,000789,万年青,bottom_area,2026-06-24,3.97,5.76,2026-06-24,3.95,0.5063291139240511,4.050632911392409,31.423611111111104,31.076388888888886,False,-3.4063260340632673,0.5119383512006833,7,17,7,41.17647058823529,27.05050470937456,47.599999999999994,19.49367088607595,0.5063291139240511,历史7/17次成功; 当前距低点0.51%; 最新日涨幅-3.41%; 状态bottom_area; 底部未确认
74,65.48772050739858,58.194424488013105,002942,新农股份,bottom_area,2026-06-24,15.32,20.5,2026-06-22,14.8,3.51351351351351,8.243243243243235,27.804878048780484,25.26829268292683,True,-3.282828282828276,0.9936717515567257,2,5,2,40.0,34.060404832386595,35.638051044083525,16.48648648648649,3.51351351351351,历史2/5次成功; 当前距低点3.51%; 最新日涨幅-3.28%; 状态bottom_area; 底部已确认
75,65.4741981306313,58.620393782090765,688311,盟升电子,bottom_area,2026-06-24,26.48,36.73,2026-06-24,25.48,3.924646781789639,4.59183673469387,30.628913694527625,27.906343588347394,False,0.2271006813020282,2.6110553441505755,2,6,2,33.33333333333333,32.34008124321401,40.786357176693514,16.07535321821036,3.924646781789639,历史2/6次成功; 当前距低点3.92%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
76,65.45389510719438,56.40577137062166,600880,博瑞传播,bottom_area,2026-06-24,3.89,5.5,2026-06-24,3.82,1.8324607329843006,4.712041884816758,30.545454545454547,29.272727272727273,False,-2.749999999999997,1.5937345054284653,4,16,4,25.0,35.31603140766592,50.000000000000014,18.1675392670157,1.8324607329843006,历史4/16次成功; 当前距低点1.83%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
77,65.26209394774644,54.69520574504409,600573,惠泉啤酒,bottom_area,2026-06-24,9.7,13.8,2026-06-24,9.67,0.3102378490175735,6.514994829369192,29.927536231884062,29.71014492753624,False,-5.36585365853659,6.031000000000001,4,10,4,40.0,25.01369914410842,27.941176470588225,19.68976215098243,0.3102378490175735,历史4/10次成功; 当前距低点0.31%; 最新日涨幅-5.37%; 状态bottom_area; 底部未确认
78,65.25722558377214,56.94286814858059,600433,冠豪高新,bottom_area,2026-06-24,3.26,4.62,2026-06-24,3.18,2.5157232704402395,5.974842767295596,31.16883116883117,29.437229437229444,False,-2.1021021021021102,2.5702756176313657,6,19,6,31.57894736842105,32.32473879414321,55.98591549295775,17.48427672955976,2.5157232704402395,历史6/19次成功; 当前距低点2.52%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
79,65.20021306767985,55.6543255190969,600195,中牧股份,bottom_area,2026-06-24,6.18,8.72,2026-06-22,6.1,1.3114754098360668,5.901639344262301,30.045871559633035,29.128440366972484,False,-2.677165354330713,0.5388639535547375,3,14,3,21.428571428571427,32.62782348284325,44.112769485903804,18.688524590163937,1.3114754098360668,历史3/14次成功; 当前距低点1.31%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
80,65.16681159366973,54.535519513748234,002570,贝因美,bottom_area,2026-06-24,4.35,5.97,2026-06-24,4.34,0.2304147465437739,5.299539170506922,27.30318257956449,27.1356783919598,False,-4.395604395604402,2.49644425529082,3,10,3,30.0,44.84336094552705,54.6067415730337,19.769585253456228,0.2304147465437739,历史3/10次成功; 当前距低点0.23%; 最新日涨幅-4.40%; 状态bottom_area; 底部未确认
81,65.14863335923047,55.14002396691626,601005,重庆钢铁,bottom_area,2026-06-24,1.19,1.64,2026-06-22,1.18,0.8474576271186449,5.084745762711869,28.048780487804876,27.439024390243897,False,-1.6528925619834767,0.9428942011615103,2,5,2,40.0,23.77541589648799,25.000000000000018,19.152542372881356,0.8474576271186449,历史2/5次成功; 当前距低点0.85%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
82,65.11357619553942,54.68649831496008,300498,温氏股份,bottom_area,2026-06-24,11.79,16.64,2026-06-24,11.74,0.42589437819419873,4.5144804088585975,29.447115384615387,29.146634615384627,False,-4.534412955465594,0.9414394463129687,2,5,2,40.0,26.384610200230384,30.443349753694577,19.574105621805803,0.42589437819419873,历史2/5次成功; 当前距低点0.43%; 最新日涨幅-4.53%; 状态bottom_area; 底部未确认
83,65.08709843278822,57.60461706581713,600328,中盐化工,bottom_area,2026-06-24,6.59,9.07,2026-06-09,6.38,3.2915360501567394,9.717868338557995,29.65821389195149,27.34288864388093,True,-0.9022556390977488,1.145740353039801,5,14,5,35.714285714285715,27.239043641491183,37.26315789473683,16.70846394984326,3.2915360501567394,历史5/14次成功; 当前距低点3.29%; 最新日涨幅-0.90%; 状态bottom_area; 底部已确认
84,65.0748070277757,54.42542306570639,600720,中交设计,bottom_area,2026-06-24,5.08,7.15,2026-06-24,5.07,0.1972386587771161,3.155818540433928,29.09090909090909,28.951048951048953,False,-2.49520153550864,0.7957982126903583,7,21,7,33.33333333333333,26.407493948305788,31.623931623931632,19.802761341222887,0.1972386587771161,历史7/21次成功; 当前距低点0.20%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
85,64.97639332982065,54.14699444151721,000998,隆平高科,bottom_area,2026-06-24,7.6,10.5,2026-06-24,7.6,0.0,3.947368421052641,27.61904761904762,27.61904761904762,False,-3.675538656527255,1.2999970994604522,5,12,5,41.66666666666667,26.910364380916818,32.57055682684973,20.0,0.0,历史5/12次成功; 当前距低点0.00%; 最新日涨幅-3.68%; 状态bottom_area; 底部未确认
86,64.91812951718876,57.76467958271239,600650,锦江在线,bottom_area,2026-06-24,10.11,13.45,2026-06-22,9.76,3.586065573770488,7.274590163934436,27.434944237918213,24.83271375464684,True,-2.3188405797101463,0.8708774527449009,6,22,6,27.27272727272727,55.368679401080826,131.21387283236993,16.413934426229513,3.586065573770488,历史6/22次成功; 当前距低点3.59%; 最新日涨幅-2.32%; 状态bottom_area; 底部已确认
87,64.81756871072976,55.23719418592711,600354,敦煌种业,bottom_area,2026-06-24,4.97,7.15,2026-06-22,4.91,1.2219959266802365,5.702647657841146,31.32867132867133,30.489510489510497,False,-2.929687500000011,2.341919401314443,2,12,2,16.666666666666664,39.60579694672788,52.58620689655174,18.778004073319764,1.2219959266802365,历史2/12次成功; 当前距低点1.22%; 最新日涨幅-2.93%; 状态bottom_area; 底部未确认
88,64.77959210158302,56.72894915254236,600817,宇通重工,bottom_area,2026-06-24,9.09,12.95,2026-06-22,8.85,2.7118644067796636,6.779661016949149,31.66023166023166,29.806949806949806,False,-2.9882604055496254,0.4935338964298594,6,25,6,24.0,56.647014924455355,179.13978494623655,17.28813559322034,2.7118644067796636,历史6/25次成功; 当前距低点2.71%; 最新日涨幅-2.99%; 状态bottom_area; 底部未确认
89,64.7159679714712,55.20299843060044,002799,环球印务,bottom_area,2026-06-24,6.36,9.0,2026-06-22,6.28,1.2738853503184724,7.643312101910821,30.222222222222218,29.33333333333333,True,-3.6363636363636265,2.3461853251734848,2,9,2,22.22222222222222,29.042481041779567,34.984025559105426,18.72611464968153,1.2738853503184724,历史2/9次成功; 当前距低点1.27%; 最新日涨幅-3.64%; 状态bottom_area; 底部已确认
90,64.62332412872182,56.83843160040203,688114,华大智造,bottom_area,2026-06-24,49.56,70.9,2026-06-22,48.14,2.9497299542999618,8.911508101370998,32.1015514809591,30.09873060648801,True,-1.5103338632750374,0.996517117008572,2,6,2,33.33333333333333,24.08861592942264,27.745919717688572,17.05027004570004,2.9497299542999618,历史2/6次成功; 当前距低点2.95%; 最新日涨幅-1.51%; 状态bottom_area; 底部已确认
91,64.28496904813568,57.36444841741722,002274,华昌化工,bottom_area,2026-06-24,4.99,7.06,2026-06-22,4.81,3.742203742203755,7.276507276507288,31.869688385269125,29.32011331444759,True,-1.5779092702169595,0.965816394362499,4,11,4,36.36363636363637,30.065201586539388,43.47014925373134,16.257796257796247,3.742203742203755,历史4/11次成功; 当前距低点3.74%; 最新日涨幅-1.58%; 状态bottom_area; 底部已确认
92,64.27398047398032,56.62072700113529,300176,鸿特科技,bottom_area,2026-06-24,5.09,7.16,2026-06-22,4.94,3.0364372469635517,9.109311740890673,31.00558659217877,28.910614525139668,True,-3.7807183364839347,2.4720823917724424,3,8,3,37.5,25.16830066780748,31.257078142695356,16.96356275303645,3.0364372469635517,历史3/8次成功; 当前距低点3.04%; 最新日涨幅-3.78%; 状态bottom_area; 底部已确认
93,64.19444831560908,57.38311877049358,600771,广誉远,bottom_area,2026-06-24,13.53,18.15,2026-06-22,13.03,3.8372985418265544,8.595548733691489,28.20936639118457,25.454545454545453,True,-2.310469314079422,1.4171044353143556,8,22,8,36.36363636363637,31.33125801781001,64.91228070175441,16.162701458173444,3.8372985418265544,历史8/22次成功; 当前距低点3.84%; 最新日涨幅-2.31%; 状态bottom_area; 底部已确认
94,64.09872014198564,57.50460067200829,300132,青松股份,bottom_area,2026-06-24,5.93,8.48,2026-06-22,5.7,4.035087719298238,9.29824561403509,32.78301886792453,30.070754716981142,True,-2.9459901800327426,2.4585435970391365,2,5,2,40.0,26.530111139829415,27.16981132075473,15.964912280701762,4.035087719298238,历史2/5次成功; 当前距低点4.04%; 最新日涨幅-2.95%; 状态bottom_area; 底部已确认
95,64.07883917039486,53.717746347401004,600299,安迪苏,bottom_area,2026-06-24,9.27,13.14,2026-06-24,9.24,0.32467532467531773,3.35497835497836,29.680365296803657,29.452054794520556,False,-1.6967126193001114,0.43073174301253636,5,15,5,33.33333333333333,24.164907281330127,27.137404580152687,19.675324675324685,0.32467532467531773,历史5/15次成功; 当前距低点0.32%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
96,63.83451791079484,54.02779254185338,000927,中国铁物,bottom_area,2026-06-24,2.38,3.33,2026-06-22,2.36,0.8474576271186449,5.508474576271201,29.129129129129133,28.528528528528536,False,-2.4590163934426257,0.5780541024430299,3,9,3,33.33333333333333,32.24012149650835,40.51094890510949,19.152542372881356,0.8474576271186449,历史3/9次成功; 当前距低点0.85%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
97,63.444200925218446,53.51996837825691,000591,太阳能,bottom_area,2026-06-24,4.53,6.5,2026-06-24,4.5,0.6666666666666722,3.333333333333341,30.76923076923077,30.307692307692303,False,-2.997858672376863,1.7605302439264565,5,17,5,29.411764705882355,35.79046882680825,41.4572864321608,19.33333333333333,0.6666666666666722,历史5/17次成功; 当前距低点0.67%; 最新日涨幅-3.00%; 状态bottom_area; 底部未确认
98,63.37323377743958,53.823968530824516,301136,招标股份,bottom_area,2026-06-24,11.69,16.76,2026-06-24,11.57,1.0371650821088956,4.494382022471907,30.966587112171844,30.250596658711228,False,-3.1483015741507914,1.814714045912884,1,4,1,25.0,21.901639344262293,21.901639344262293,18.962834917891104,1.0371650821088956,历史1/4次成功; 当前距低点1.04%; 最新日涨幅-3.15%; 状态bottom_area; 底部未确认
99,63.34647937090953,56.39681707099422,300986,志特新材,bottom_area,2026-06-24,18.34,25.4,2026-06-11,17.7,3.6158192090395516,9.09604519774011,30.314960629921263,27.795275590551178,True,-0.9184224743382097,4.529216585611103,2,8,2,25.0,47.93486487959358,54.76987447698747,16.38418079096045,3.6158192090395516,历史2/8次成功; 当前距低点3.62%; 最新日涨幅-0.92%; 状态bottom_area; 底部已确认
100,63.164231262994676,54.29590079913584,000731,四川美丰,bottom_area,2026-06-24,5.4,7.47,2026-06-22,5.31,1.6949152542373023,8.474576271186445,28.915662650602414,27.710843373493972,True,-3.5714285714285587,1.628421695376273,2,9,2,22.22222222222222,29.32662378086739,37.341772151898724,18.3050847457627,1.6949152542373023,历史2/9次成功; 当前距低点1.69%; 最新日涨幅-3.57%; 状态bottom_area; 底部已确认
101,63.053288172572785,55.63525426991717,600051,宁波联合,bottom_area,2026-06-24,5.94,7.96,2026-06-22,5.76,3.12500000000001,8.854166666666663,27.638190954773872,25.376884422110546,True,-3.7277147487844386,1.8845213587236231,3,9,3,33.33333333333333,29.983445895612128,30.29045643153527,16.87499999999999,3.12500000000001,历史3/9次成功; 当前距低点3.13%; 最新日涨幅-3.73%; 状态bottom_area; 底部已确认
102,62.777965848003014,53.02140989863254,600528,中铁工业,bottom_area,2026-06-24,6.88,9.6,2026-06-22,6.83,0.7320644216691043,4.831625183016106,28.854166666666664,28.333333333333332,False,-2.133712660028453,0.489005080205065,6,20,6,30.0,32.63718698945215,53.020134228187906,19.267935578330896,0.7320644216691043,历史6/20次成功; 当前距低点0.73%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
103,62.77408348093891,55.03888836006492,600223,福瑞达,bottom_area,2026-06-24,5.18,7.05,2026-06-22,5.04,2.7777777777777715,7.539682539682538,28.510638297872337,26.52482269503546,True,-2.6315789473684292,0.8776188835590556,4,16,4,25.0,30.36140695375394,47.49216300940439,17.222222222222232,2.7777777777777715,历史4/16次成功; 当前距低点2.78%; 最新日涨幅-2.63%; 状态bottom_area; 底部已确认
104,62.52006082435556,54.51480022722952,600838,上海九百,bottom_area,2026-06-24,7.45,10.55,2026-06-22,7.27,2.4759284731774502,7.702888583218714,31.09004739336494,29.383886255924175,True,-3.2467532467532423,2.302073971854443,5,19,5,26.31578947368421,31.207817140749334,41.49484536082475,17.524071526822553,2.4759284731774502,历史5/19次成功; 当前距低点2.48%; 最新日涨幅-3.25%; 状态bottom_area; 底部已确认
105,62.49480092942211,56.469344226708984,002006,精工科技,bottom_area,2026-06-24,14.62,19.3,2026-06-22,14.0,4.428571428571423,6.928571428571432,27.46113989637306,24.248704663212443,False,0.8275862068965356,2.1617819760269836,8,25,8,32.0,29.841328407805506,61.48648648648647,15.571428571428578,4.428571428571423,历史8/25次成功; 当前距低点4.43%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
106,62.41634283081587,52.746205209140165,000796,凯撒旅业,bottom_area,2026-06-24,3.96,5.63,2026-06-24,3.93,0.7633587786259493,5.852417302798981,30.195381882770867,29.66252220248668,False,-4.807692307692313,3.065694980178178,8,22,8,36.36363636363637,27.968375106784237,40.32846715328467,19.23664122137405,0.7633587786259493,历史8/22次成功; 当前距低点0.76%; 最新日涨幅-4.81%; 状态bottom_area; 底部未确认
107,62.34525167419038,53.14252221708534,300048,合康新能,bottom_area,2026-06-24,4.92,6.76,2026-06-24,4.86,1.2345679012345598,3.292181069958832,28.10650887573964,27.218934911242602,False,-1.9920318725099584,1.1900304721847652,1,7,1,14.285714285714285,33.6569579288026,33.6569579288026,18.76543209876544,1.2345679012345598,历史1/7次成功; 当前距低点1.23%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
108,62.1575582133922,53.06808915677489,300805,电声股份,bottom_area,2026-06-24,7.66,10.98,2026-06-24,7.56,1.32275132275133,5.158730158730167,31.147540983606564,30.236794171220403,False,-3.7688442211055273,2.167737691388956,1,4,1,25.0,21.338506304558674,21.338506304558674,18.67724867724867,1.32275132275133,历史1/4次成功; 当前距低点1.32%; 最新日涨幅-3.77%; 状态bottom_area; 底部未确认
109,62.06605489496393,52.015260865020984,600714,金瑞矿业,bottom_area,2026-06-24,22.74,31.22,2026-06-24,22.67,0.3087781208645643,5.116894574327289,27.38629083920563,27.16207559256887,False,-4.654088050314476,5.229264013248184,8,24,8,33.33333333333333,25.031944340101386,35.714285714285715,19.691221879135437,0.3087781208645643,历史8/24次成功; 当前距低点0.31%; 最新日涨幅-4.65%; 状态bottom_area; 底部未确认
110,62.06099207951142,55.521085120528866,003008,开普检测,bottom_area,2026-06-24,17.93,24.0,2026-06-22,17.26,3.881807647740429,8.748551564310532,28.08333333333333,25.291666666666668,True,-3.9635779325120635,1.9978591142909932,1,2,1,50.0,35.86885245901639,35.86885245901639,16.118192352259573,3.881807647740429,历史1/2次成功; 当前距低点3.88%; 最新日涨幅-3.96%; 状态bottom_area; 底部已确认
111,61.99654499449033,53.51493297570011,000875,电投绿能,bottom_area,2026-06-24,5.3,7.4,2026-06-22,5.2,1.9230769230769162,6.730769230769224,29.72972972972973,28.378378378378383,False,-0.9345794392523366,1.2858534348752675,3,12,3,25.0,20.884668603846688,21.27272727272727,18.076923076923084,1.9230769230769162,历史3/12次成功; 当前距低点1.92%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
112,61.843016967090705,51.6612943241353,600059,古越龙山,bottom_area,2026-06-24,7.55,10.89,2026-06-24,7.54,0.1326259946949574,3.0503978779840786,30.76216712580349,30.670339761248854,False,-2.7061855670103108,0.7001100384195984,1,6,1,16.666666666666664,46.86567164179104,46.86567164179104,19.867374005305045,0.1326259946949574,历史1/6次成功; 当前距低点0.13%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
113,61.80212861527672,52.871281128030176,600597,光明乳业,bottom_area,2026-06-24,6.37,8.87,2026-06-22,6.28,1.433121019108278,5.8917197452229315,29.199549041713635,28.184892897406982,False,-2.0000000000000018,0.41325967902931204,2,11,2,18.181818181818183,26.190990990990997,31.73333333333334,18.566878980891723,1.433121019108278,历史2/11次成功; 当前距低点1.43%; 最新日涨幅-2.00%; 状态bottom_area; 底部未确认
114,61.753813751991125,51.76733351621083,000403,派林生物,bottom_area,2026-06-24,9.31,13.15,2026-06-24,9.28,0.3232758620689778,8.836206896551728,29.42965779467681,29.201520912547522,False,-4.610655737704916,2.2779915609936054,4,12,4,33.33333333333333,23.876715851584823,26.589595375722542,19.676724137931025,0.3232758620689778,历史4/12次成功; 当前距低点0.32%; 最新日涨幅-4.61%; 状态bottom_area; 底部未确认
115,61.48492689512252,53.73129673356946,002398,垒知集团,bottom_area,2026-06-24,3.95,5.31,2026-06-22,3.85,2.5974025974025996,8.311688311688307,27.495291902071557,25.61205273069679,True,-2.9484029484029506,2.0925687513170383,1,4,1,25.0,21.120293847566565,21.120293847566565,17.402597402597404,2.5974025974025996,历史1/4次成功; 当前距低点2.60%; 最新日涨幅-2.95%; 状态bottom_area; 底部已确认
116,61.44027364451963,53.720955376522106,600469,风神股份,bottom_area,2026-06-24,5.47,7.4,2026-06-22,5.33,2.626641651031889,5.065666041275789,27.972972972972975,26.081081081081088,False,0.0,1.016490571033093,2,12,2,16.666666666666664,26.199095022624423,31.583710407239803,17.37335834896811,2.626641651031889,历史2/12次成功; 当前距低点2.63%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
117,61.43139933481134,54.34227998577178,603993,洛阳钼业,bottom_area,2026-06-24,18.98,25.34,2026-06-24,18.38,3.26441784548423,4.951033732317738,27.466456195737965,25.098658247829515,False,-2.616726526423796,2.273444136501432,2,7,2,28.57142857142857,34.03691913543072,47.54653130287649,16.73558215451577,3.26441784548423,历史2/7次成功; 当前距低点3.26%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
118,61.336665799979464,55.208359254860625,002817,黄山胶囊,bottom_area,2026-06-24,6.18,8.45,2026-06-22,5.93,4.215851602023609,10.623946037099492,29.82248520710059,26.86390532544378,True,-3.738317757009346,2.3165826397985403,2,6,2,33.33333333333333,41.06004072118884,49.06166219839144,15.784148397976391,4.215851602023609,历史2/6次成功; 当前距低点4.22%; 最新日涨幅-3.74%; 状态bottom_area; 底部已确认
119,61.166590029219165,54.47649424477332,000950,重药控股,bottom_area,2026-06-24,5.13,7.0,2026-06-22,4.95,3.6363636363636305,9.090909090909093,29.28571428571428,26.71428571428572,True,-2.6565464895635604,2.0135984453339857,2,9,2,22.22222222222222,43.88090204369274,50.85271317829457,16.36363636363637,3.6363636363636305,历史2/9次成功; 当前距低点3.64%; 最新日涨幅-2.66%; 状态bottom_area; 底部已确认
120,61.11079294064512,53.49852297796212,600129,太极集团,bottom_area,2026-06-24,12.58,17.09,2026-06-22,12.25,2.693877551020409,8.48979591836734,28.32065535400819,26.389701579871268,True,-3.305149884704073,1.3998993787751555,5,19,5,26.31578947368421,28.415594819322088,41.9298245614035,17.30612244897959,2.693877551020409,历史5/19次成功; 当前距低点2.69%; 最新日涨幅-3.31%; 状态bottom_area; 底部已确认
121,61.034966993906195,54.510957196145306,002120,韵达股份,bottom_area,2026-06-24,6.3,8.34,2026-06-22,6.07,3.7891268533772573,6.5897858319604525,27.218225419664265,24.46043165467626,False,-0.15847860538826808,0.8504758217204889,3,8,3,37.5,22.030464633577658,22.68041237113401,16.210873146622745,3.7891268533772573,历史3/8次成功; 当前距低点3.79%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
122,60.62533820443536,51.40463228780953,002166,莱茵生物,bottom_area,2026-06-24,6.4,9.35,2026-06-24,6.34,0.9463722397476418,7.57097791798108,32.19251336898395,31.550802139037426,False,-5.88235294117646,3.317585252974621,4,11,4,36.36363636363637,22.999008278971477,28.523489932885916,19.053627760252358,0.9463722397476418,历史4/11次成功; 当前距低点0.95%; 最新日涨幅-5.88%; 状态bottom_area; 底部未确认
123,60.53333104017016,52.84655884459299,601016,节能风电,bottom_area,2026-06-24,3.63,5.14,2026-06-24,3.54,2.542372881355928,3.6723163841807875,31.128404669260696,29.37743190661478,False,-1.0899182561307952,2.7840772309138533,1,4,1,25.0,24.882629107981234,24.882629107981234,17.457627118644073,2.542372881355928,历史1/4次成功; 当前距低点2.54%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
124,60.533090087974465,53.026310884416915,600742,富维股份,bottom_area,2026-06-24,7.53,10.54,2026-06-22,7.33,2.7285129604365648,6.8212824010914055,30.455407969639463,28.55787476280834,False,-1.6971279373368175,0.7287184576487721,4,16,4,25.0,28.130755022646614,32.21153846153846,17.27148703956344,2.7285129604365648,历史4/16次成功; 当前距低点2.73%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
125,60.475252536903604,51.116923470724764,600764,中国海防,bottom_area,2026-06-24,18.2,25.15,2026-06-24,18.06,0.7751937984496156,3.156146179401995,28.19085487077535,27.634194831013914,False,-1.6216216216216273,0.6117253455783473,5,18,5,27.77777777777778,27.74151014379264,34.315424610052006,19.224806201550386,0.7751937984496156,历史5/18次成功; 当前距低点0.78%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
126,60.398587589641885,52.313236777810225,600097,开创国际,bottom_area,2026-06-24,8.23,11.19,2026-06-22,8.06,2.109181141439205,7.816377171215868,27.971403038427162,26.45218945487041,True,-3.855140186915884,1.412363243248151,3,14,3,21.428571428571427,25.464814486974884,30.552291421856637,17.8908188585608,2.109181141439205,历史3/14次成功; 当前距低点2.11%; 最新日涨幅-3.86%; 状态bottom_area; 底部已确认
127,60.388779285958144,52.2037948795637,003039,顺控发展,bottom_area,2026-06-24,11.71,15.9,2026-06-22,11.48,2.003484320557495,6.271777003484311,27.79874213836478,26.35220125786163,False,-3.22314049586776,0.5827839604303487,1,5,1,20.0,35.86956521739131,35.86956521739131,17.996515679442506,2.003484320557495,历史1/5次成功; 当前距低点2.00%; 最新日涨幅-3.22%; 状态bottom_area; 底部未确认
128,60.23734609253708,53.10227762881947,001217,华尔泰,bottom_area,2026-06-24,9.05,12.3,2026-06-22,8.78,3.075170842824617,7.858769931662886,28.617886178861795,26.422764227642276,True,-2.792696025778729,0.9821060320946586,1,3,1,33.33333333333333,22.206095791001456,22.206095791001456,16.924829157175385,3.075170842824617,历史1/3次成功; 当前距低点3.08%; 最新日涨幅-2.79%; 状态bottom_area; 底部已确认
129,60.23081012603804,50.932244960506566,000058,深赛格,bottom_area,2026-06-24,6.31,8.58,2026-06-24,6.26,0.7987220447284317,6.070287539936101,27.03962703962704,26.45687645687646,False,-4.969879518072295,0.9208730990369914,8,24,8,33.33333333333333,25.215042414806778,34.82352941176472,19.20127795527157,0.7987220447284317,历史8/24次成功; 当前距低点0.80%; 最新日涨幅-4.97%; 状态bottom_area; 底部未确认
