rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.45984984197987,82.1776485126153,002219,新里程,bottom_area,2024-09-06,1.72,2024-08-23,1.69,1.7751479289940846,7.6923076923077,29.288702928870297,True,-2.8249,0.6407,2,2,2,100.0,34.81175156302061,45.685279187817265,18.224852071005916,1.7751479289940846,历史2/2次成功; 当前距低点1.78%; 最新日涨幅-2.82%; 状态bottom_area; 底部已确认
12,73.64247018726067,64.29694133670343,600183,生益科技,bottom_area,2024-09-06,17.31,2024-08-29,16.88,2.5473933649289084,7.760663507109018,29.519832985386223,True,-2.9164,0.5845,2,4,2,50.0,23.14515165989969,25.158227848101262,17.452606635071096,2.5473933649289084,历史2/4次成功; 当前距低点2.55%; 最新日涨幅-2.92%; 状态bottom_area; 底部已确认
13,72.94643342123676,60.93885747293978,000983,山西焦煤,bottom_area,2024-09-06,7.44,2024-09-06,7.43,0.13458950201885161,1.884253028263803,31.52073732718894,False,-1.847,0.4074,2,4,2,50.0,24.546889986789015,27.212389380530986,19.865410497981152,0.13458950201885161,历史2/4次成功; 当前距低点0.13%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
14,70.96173505915853,63.47711947882004,603069,海汽集团,bottom_area,2024-09-06,14.74,2024-09-04,14.19,3.8759689922480667,7.540521494009868,30.982490272373536,True,0.7519,1.7414,2,6,2,33.33333333333333,48.661265848453205,76.0375880971026,16.124031007751935,3.8759689922480667,历史2/6次成功; 当前距低点3.88%; 最新日涨幅0.75%; 状态bottom_area; 底部已确认
15,70.24339484308209,60.41029313947669,603282,亚光股份,bottom_area,2024-09-06,12.41,2024-08-26,12.2,1.721311475409843,6.311475409836078,27.164179104477615,False,-2.6667,1.319,1,2,1,50.0,34.64991023339317,34.64991023339317,18.27868852459016,1.721311475409843,历史1/2次成功; 当前距低点1.72%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
16,67.45199981099982,58.531564291564294,000597,东北制药,bottom_area,2024-09-06,4.16,2024-08-26,4.07,2.2113022113022076,5.65110565110564,32.053422370617696,False,-2.1176,1.2782,1,3,1,33.33333333333333,61.02150537634409,61.02150537634409,17.788697788697792,2.2113022113022076,历史1/3次成功; 当前距低点2.21%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
17,67.2323487338109,56.22273127120623,603132,金徽股份,bottom_area,2024-09-06,10.53,2024-09-06,10.51,0.1902949571836306,5.899143672692683,29.88659106070714,False,-1.8639,1.5013,1,2,1,50.0,33.20754716981132,33.20754716981132,19.80970504281637,0.1902949571836306,历史1/2次成功; 当前距低点0.19%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
18,66.14264226207068,56.00788256062437,000922,佳电股份,bottom_area,2024-09-06,9.24,2024-09-04,9.16,0.873362445414848,2.7292576419213974,27.01195219123506,False,-1.0707,0.6609,1,2,1,50.0,40.42553191489362,40.42553191489362,19.12663755458515,0.873362445414848,历史1/2次成功; 当前距低点0.87%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
19,66.05066979779457,56.97661611950331,002545,东方铁塔,bottom_area,2024-09-06,5.94,2024-07-25,5.83,1.8867924528301943,7.375643224699823,29.247572815533985,True,-1.3289,0.4446,1,3,1,33.33333333333333,28.468653648509758,28.468653648509758,18.113207547169807,1.8867924528301943,历史1/3次成功; 当前距低点1.89%; 最新日涨幅-1.33%; 状态bottom_area; 底部已确认
20,64.53283521044092,56.11550887864429,000037,深南电A,bottom_area,2024-09-06,7.04,2024-08-28,6.88,2.325581395348839,5.523255813953487,28.92561983471074,False,-1.2623,1.3688,2,8,2,25.0,39.8001852690304,45.16765285996055,17.674418604651162,2.325581395348839,历史2/8次成功; 当前距低点2.33%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
21,64.1700684205801,53.85627906976747,002110,三钢闽光,bottom_area,2024-09-06,2.59,2024-09-06,2.58,0.3875968992247979,1.937984496124024,31.382978723404246,False,-1.5209,0.2049,1,2,1,50.0,22.90322580645161,22.90322580645161,19.612403100775204,0.3875968992247979,历史1/2次成功; 当前距低点0.39%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
22,63.960599753501924,57.391003267192616,000155,川能动力,bottom_area,2024-09-06,9.26,2024-08-23,8.9,4.044943820224713,7.752808988764039,29.08366533864542,True,-1.0684,0.6215,1,2,1,50.0,37.70685579196216,37.70685579196216,15.955056179775287,4.044943820224713,历史1/2次成功; 当前距低点4.04%; 最新日涨幅-1.07%; 状态bottom_area; 底部已确认
23,63.66731037869428,56.05207253565744,002682,龙洲股份,bottom_area,2024-09-06,3.43,2024-08-28,3.33,3.003003003003006,6.606606606606599,30.76923076923076,False,-1.7192,2.6901,1,2,1,50.0,26.929674099485425,26.929674099485425,16.996996996996995,3.003003003003006,历史1/2次成功; 当前距低点3.00%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
24,63.043697837459064,56.542657939142224,000591,太阳能,bottom_area,2024-09-06,4.14,2024-08-23,3.98,4.020100502512555,7.035175879396981,28.158844765342963,True,-0.9569,0.3187,1,2,1,50.0,32.84132841328414,32.84132841328414,15.979899497487446,4.020100502512555,历史1/2次成功; 当前距低点4.02%; 最新日涨幅-0.96%; 状态bottom_area; 底部已确认
25,62.968333399362415,52.95064399491839,300401,花园生物,bottom_area,2024-09-06,12.21,2024-09-06,12.15,0.49382716049383124,4.444444444444437,28.61339600470035,False,-3.3254,2.7424,1,2,1,50.0,29.551451187335093,29.551451187335093,19.50617283950617,0.49382716049383124,历史1/2次成功; 当前距低点0.49%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
26,60.96349281705573,53.39537689673466,300653,正海生物,bottom_area,2024-09-06,18.88,2024-08-28,18.38,2.720348204570185,7.83460282916214,27.466456195737965,True,-3.2787,0.5909,1,3,1,33.33333333333333,29.647513278609367,29.647513278609367,17.279651795429817,2.720348204570185,历史1/3次成功; 当前距低点2.72%; 最新日涨幅-3.28%; 状态bottom_area; 底部已确认
27,59.66966280386492,50.48943567137558,300563,神宇股份,bottom_area,2024-09-06,27.84,2024-09-06,27.61,0.8330315103223485,4.998189061934078,31.726013847675567,False,-4.788,19.1694,1,2,1,50.0,20.477137176938378,20.477137176938378,19.166968489677654,0.8330315103223485,历史1/2次成功; 当前距低点0.83%; 最新日涨幅-4.79%; 状态bottom_area; 底部未确认
28,57.53966428930526,51.5843929124238,002732,燕塘乳业,bottom_area,2024-09-06,13.53,2024-08-23,13.01,3.9969254419677136,7.455803228285938,29.599567099567103,True,-1.7429,0.3941,1,3,1,33.33333333333333,25.344352617079892,25.344352617079892,16.00307455803229,3.9969254419677136,历史1/3次成功; 当前距低点4.00%; 最新日涨幅-1.74%; 状态bottom_area; 底部已确认
